N,kod,T,HV1,HV10
12064,91,-10.4,-94.5,-996.9
12065,91,-10.4,-94.5,-996.9
12066,91,-10.4,-94.2,-993.6
12067,91,-10.4,-94.2,-993.6
12068,91,-10.4,-94.8,-1000.1
12069,91,-10.4,-94.8,-1000.1
12070,91,-10.4,-94.8,-1000.1
12071,91,-10.4,-94.8,-1000.1
12072,91,-10.4,-94.8,-1000.1
12073,91,-10.4,-94.8,-1000.1
12074,91,-10.5,-94.8,-1000.0
12075,91,-10.5,-94.8,-1000.0
12076,91,-10.5,-94.8,-1000.0
12077,91,-10.5,-94.8,-1000.0
12078,91,-10.5,-94.8,-1000.0
12079,91,-10.5,-94.8,-1000.0
12080,91,-10.4,-94.8,-999.6
12081,91,-10.4,-94.8,-999.6
12082,91,-10.4,-94.8,-999.6
12083,91,-10.4,-94.8,-999.6
12084,91,-10.5,-94.6,-997.7
12085,91,-10.5,-94.6,-997.7
12086,91,-10.5,-94.3,-994.2
12087,91,-10.5,-94.3,-994.2
12088,91,-10.5,-94.8,-999.5
12089,91,-10.5,-94.8,-999.5
12090,91,-10.5,-94.6,-998.2
12091,91,-10.5,-94.6,-998.2
12092,91,-10.5,-94.6,-998.2
12093,91,-10.5,-94.6,-998.2
12094,91,-10.6,-94.3,-994.9
12095,91,-10.6,-94.3,-994.9
12096,91,-10.5,-94.6,-997.6
12097,91,-10.5,-94.6,-997.6
12098,82,-12.7,-93.0,-979.7
12099,82,-12.7,-93.0,-979.7
12100,82,-12.7,-93.0,-979.7
12101,82,-12.7,-93.0,-979.7
12102,82,-12.0,-93.1,-981.4
12103,82,-12.0,-93.1,-981.4
12104,82,-12.0,-93.1,-981.4
12105,82,-12.0,-93.1,-981.4
12106,82,-11.4,-93.1,-981.0
12107,82,-11.4,-93.1,-981.0
12108,82,-11.4,-93.1,-981.0
12109,82,-11.4,-93.1,-981.0
12110,82,-11.4,-93.1,-981.0
12111,82,-11.4,-93.1,-981.0
12112,82,-10.7,-92.8,-978.4
12113,82,-10.7,-92.8,-978.4
12114,82,-10.7,-92.8,-978.4
12115,82,-10.7,-92.8,-978.4
12116,82,-10.7,-92.8,-978.4
12117,82,-10.7,-92.8,-978.4
12118,82,-10.7,-92.8,-978.4
12119,82,-10.7,-92.8,-978.4
12120,82,-10.7,-92.8,-978.4
12121,82,-10.7,-92.8,-978.4
12122,82,-10.2,-92.9,-979.0
12123,82,-10.2,-92.9,-979.0
12124,82,-10.2,-92.9,-979.0
12125,82,-10.2,-92.9,-979.0
12126,82,-10.2,-92.9,-979.0
12127,82,-10.2,-92.9,-979.0
12128,82,-10.2,-92.9,-979.0
12129,82,-10.2,-92.9,-979.0
12130,82,-9.6,-93.3,-983.1
12131,82,-9.6,-93.3,-983.1
12132,82,-9.6,-93.3,-983.1
12133,82,-9.6,-93.3,-983.1
12134,82,-9.6,-93.3,-983.1
12135,82,-9.6,-93.3,-983.1
12136,82,-9.6,-93.3,-983.1
12137,82,-9.6,-93.3,-983.1
12138,82,-9.6,-93.3,-983.1
12139,82,-9.6,-93.3,-983.1
12140,82,-9.6,-93.3,-983.1
12141,82,-9.6,-93.3,-983.1
12142,82,-9.0,-93.1,-981.0
12143,82,-9.0,-93.1,-981.0
12144,82,-9.0,-93.1,-981.0
12145,82,-9.0,-93.1,-981.0
12146,82,-8.3,-93.1,-981.7
12147,82,-8.3,-93.1,-981.7
12148,82,-8.3,-93.1,-981.7
12149,82,-8.3,-93.1,-981.7
12150,82,-8.3,-93.1,-981.7
12151,82,-8.3,-93.1,-981.7
12152,82,-7.7,-93.3,-983.7
12153,82,-7.7,-93.3,-983.7
12154,82,-7.7,-93.3,-983.7
12155,82,-7.7,-93.3,-983.7
12156,82,-7.7,-93.3,-983.7
12157,82,-7.7,-93.3,-983.7
12158,82,-7.7,-93.3,-983.7
12159,82,-7.7,-93.3,-983.7
12160,82,-7.7,-93.3,-983.7
12161,82,-7.7,-93.3,-983.7
12162,82,-7.3,-93.3,-983.0
12163,82,-7.3,-93.3,-983.0
12164,82,-7.3,-93.3,-983.0
12165,82,-7.3,-93.3,-983.0
12166,82,-7.3,-93.3,-983.0
12167,82,-7.3,-93.3,-983.0
12168,82,-7.3,-93.3,-983.0
12169,82,-7.3,-93.3,-983.0
12170,82,-7.3,-93.3,-983.0
12171,82,-7.3,-93.3,-983.0
12172,82,-7.3,-93.3,-983.0
12173,82,-7.3,-93.3,-983.0
12174,82,-7.3,-93.3,-983.0
12175,82,-7.3,-93.3,-983.0
12176,82,-7.3,-93.3,-983.0
12177,82,-7.3,-93.3,-983.0
12178,82,-6.7,-92.7,-977.1
12179,82,-6.7,-92.7,-977.1
12180,82,-6.7,-92.7,-977.1
12181,82,-6.7,-92.7,-977.1
12182,82,-6.7,-92.7,-977.1
12183,82,-6.7,-92.7,-977.1
12184,82,-6.7,-92.7,-977.1
12185,82,-6.7,-92.7,-977.1
12186,82,-6.7,-92.7,-977.1
12187,82,-6.7,-92.7,-977.1
12188,82,-6.7,-92.7,-977.1
12189,82,-6.7,-92.7,-977.1
12190,82,-6.1,-92.9,-979.0
12191,82,-6.1,-92.9,-979.0
12192,82,-6.1,-92.9,-979.0
12193,82,-6.1,-92.9,-979.0
12194,82,-6.1,-92.9,-979.0
12195,82,-6.1,-92.9,-979.0
12196,82,-6.1,-92.9,-979.0
12197,82,-6.1,-92.9,-979.0
12198,82,-6.1,-92.9,-979.0
12199,82,-6.1,-92.9,-979.0
12200,82,-5.5,-92.8,-978.3
12201,82,-5.5,-92.8,-978.3
12202,82,-5.5,-92.8,-978.3
12203,82,-5.5,-92.8,-978.3
12204,82,-5.5,-92.8,-978.3
12205,82,-5.5,-92.8,-978.3
12206,82,-5.5,-92.8,-978.3
12207,82,-5.5,-92.8,-978.3
12208,82,-5.5,-92.8,-978.3
12209,82,-5.5,-92.8,-978.3
12210,82,-5.5,-92.8,-978.3
12211,82,-5.5,-92.8,-978.3
12212,82,-5.5,-92.8,-978.3
12213,82,-5.5,-92.8,-978.3
12214,82,-5.5,-92.8,-978.3
12215,82,-5.5,-92.8,-978.3
12216,82,-5.5,-92.8,-978.3
12217,82,-5.5,-92.8,-978.3
12218,82,-5.5,-92.8,-978.3
12219,82,-5.5,-92.8,-978.3
12220,82,-5.5,-92.8,-978.3
12221,82,-5.5,-92.8,-978.3
12222,82,-5.5,-92.8,-978.3
12223,82,-5.5,-92.8,-978.3
12224,82,-5.0,-93.3,-983.0
12225,82,-5.0,-93.3,-983.0
12226,82,-5.0,-93.3,-983.0
12227,82,-5.0,-93.3,-983.0
12228,82,-5.0,-93.3,-983.0
12229,82,-5.0,-93.3,-983.0
12230,82,-5.0,-93.3,-983.0
12231,82,-5.0,-93.3,-983.0
12232,82,-5.0,-93.3,-983.0
12233,82,-5.0,-93.3,-983.0
12234,82,-5.0,-93.3,-983.0
12235,82,-5.0,-93.3,-983.0
12236,82,-5.0,-93.3,-983.0
12237,82,-5.0,-93.3,-983.0
12238,82,-5.0,-93.3,-983.0
12239,82,-5.0,-93.3,-983.0
12240,82,-5.0,-93.3,-983.0
12241,82,-5.0,-93.3,-983.0
12242,82,-4.7,-93.3,-983.0
12243,82,-4.7,-93.3,-983.0
12244,82,-4.7,-93.3,-983.0
12245,82,-4.7,-93.3,-983.0
12246,82,-4.7,-93.3,-983.0
12247,82,-4.7,-93.3,-983.0
12248,82,-4.7,-93.3,-983.0
12249,82,-4.7,-93.3,-983.0
12250,82,-4.7,-93.3,-983.0
12251,82,-4.7,-93.3,-983.0
12252,82,-4.7,-93.3,-983.0
12253,82,-4.7,-93.3,-983.0
12254,82,-4.7,-93.3,-983.0
12255,82,-4.7,-93.3,-983.0
12256,82,-4.7,-93.3,-983.0
12257,82,-4.7,-93.3,-983.0
12258,82,-4.7,-93.3,-983.0
12259,82,-4.7,-93.3,-983.0
12260,82,-4.2,-93.2,-982.1
12261,82,-4.2,-93.2,-982.1
12262,82,-4.2,-93.2,-982.1
12263,82,-4.2,-93.2,-982.1
12264,82,-4.2,-93.2,-982.1
12265,82,-4.2,-93.2,-982.1
12266,82,-4.2,-93.2,-982.1
12267,82,-4.2,-93.2,-982.1
12268,82,-4.2,-93.2,-982.1
12269,82,-4.2,-93.2,-982.1
12270,82,-4.2,-93.2,-982.1
12271,82,-4.2,-93.2,-982.1
12272,82,-4.2,-93.2,-982.1
12273,82,-4.2,-93.2,-982.1
12274,82,-4.2,-93.2,-982.1
12275,82,-4.2,-93.2,-982.1
12276,82,-4.2,-93.2,-982.1
12277,82,-4.2,-93.2,-982.1
12278,82,-4.2,-93.2,-982.1
12279,82,-4.2,-93.2,-982.1
12280,82,-4.2,-93.2,-982.1
12281,82,-4.2,-93.2,-982.1
12282,82,-3.8,-93.2,-982.1
12283,82,-3.8,-93.2,-982.1
12284,82,-3.8,-93.2,-982.1
12285,82,-3.8,-93.2,-982.1
12286,82,-3.8,-93.2,-982.1
12287,82,-3.8,-93.2,-982.1
12288,82,-3.8,-93.2,-982.1
12289,82,-3.8,-93.2,-982.1
12290,82,-3.8,-93.2,-982.1
12291,82,-3.8,-93.2,-982.1
12292,82,-3.8,-93.2,-982.1
12293,82,-3.8,-93.2,-982.1
12294,82,-3.8,-93.2,-982.1
12295,82,-3.8,-93.2,-982.1
12296,82,-3.8,-93.2,-982.1
12297,82,-3.8,-93.2,-982.1
12298,82,-3.8,-93.2,-982.1
12299,82,-3.8,-93.2,-982.1
12300,82,-3.4,-92.8,-977.7
12301,82,-3.4,-92.8,-977.7
12302,82,-3.4,-92.8,-977.7
12303,82,-3.4,-92.8,-977.7
12304,82,-3.4,-92.8,-977.7
12305,82,-3.4,-92.8,-977.7
12306,82,-3.4,-92.8,-977.7
12307,82,-3.4,-92.8,-977.7
12308,82,-3.4,-92.8,-977.7
12309,82,-3.4,-92.8,-977.7
12310,82,-3.4,-92.8,-977.7
12311,82,-3.4,-92.8,-977.7
12312,82,-3.4,-92.8,-977.7
12313,82,-3.4,-92.8,-977.7
12314,82,-3.4,-92.8,-977.7
12315,82,-3.4,-92.8,-977.7
12316,82,-3.4,-92.8,-977.7
12317,82,-3.4,-92.8,-977.7
12318,82,-3.4,-92.8,-977.7
12319,82,-3.4,-92.8,-977.7
12320,82,-3.4,-92.8,-977.7
12321,82,-3.4,-92.8,-977.7
12322,82,-3.4,-92.8,-977.7
12323,82,-3.4,-92.8,-977.7
12324,82,-2.9,-93.2,-982.3
12325,82,-2.9,-93.2,-982.3
12326,82,-2.9,-93.2,-982.3
12327,82,-2.9,-93.2,-982.3
12328,82,-2.9,-93.2,-982.3
12329,82,-2.9,-93.2,-982.3
12330,82,-2.9,-93.2,-982.3
12331,82,-2.9,-93.2,-982.3
12332,82,-2.9,-93.2,-982.3
12333,82,-2.9,-93.2,-982.3
12334,82,-2.9,-93.2,-982.3
12335,82,-2.9,-93.2,-982.3
12336,82,-2.9,-93.2,-982.3
12337,82,-2.9,-93.2,-982.3
12338,82,-2.9,-93.2,-982.3
12339,82,-2.9,-93.2,-982.3
12340,82,-2.5,-92.8,-977.7
12341,82,-2.5,-92.8,-977.7
12342,82,-2.5,-92.8,-977.7
12343,82,-2.5,-92.8,-977.7
12344,82,-2.5,-92.8,-977.7
12345,82,-2.5,-92.8,-977.7
12346,82,-2.5,-92.8,-977.7
12347,82,-2.5,-92.8,-977.7
12348,82,-2.5,-92.8,-977.7
12349,82,-2.5,-92.8,-977.7
12350,82,-2.5,-92.8,-977.7
12351,82,-2.5,-92.8,-977.7
12352,82,-2.5,-92.8,-977.7
12353,82,-2.5,-92.8,-977.7
12354,82,-2.5,-92.8,-977.7
12355,82,-2.5,-92.8,-977.7
12356,82,-2.5,-92.8,-977.7
12357,82,-2.5,-92.8,-977.7
12358,82,-2.5,-92.8,-977.7
12359,82,-2.5,-92.8,-977.7
12360,82,-2.5,-92.8,-977.7
12361,82,-2.5,-92.8,-977.7
12362,82,-2.5,-92.8,-977.7
12363,82,-2.5,-92.8,-977.7
12364,82,-2.1,-93.2,-982.3
12365,82,-2.1,-93.2,-982.3
12366,82,-2.1,-93.2,-982.3
12367,82,-2.1,-93.2,-982.3
12368,82,-2.1,-93.2,-982.3
12369,82,-2.1,-93.2,-982.3
12370,82,-2.1,-93.2,-982.3
12371,82,-2.1,-93.2,-982.3
12372,82,-2.1,-93.2,-982.3
12373,82,-2.1,-93.2,-982.3
12374,82,-2.1,-93.2,-982.3
12375,82,-2.1,-93.2,-982.3
12376,82,-2.1,-93.2,-982.3
12377,82,-2.1,-93.2,-982.3
12378,82,-2.1,-93.2,-982.3
12379,82,-2.1,-93.2,-982.3
12380,82,-2.1,-93.2,-982.3
12381,82,-2.1,-93.2,-982.3
12382,82,-1.9,-92.7,-976.6
12383,82,-1.9,-92.7,-976.6
12384,82,-1.9,-92.7,-976.6
12385,82,-1.9,-92.7,-976.6
12386,82,-1.9,-92.7,-976.6
12387,82,-1.9,-92.7,-976.6
12388,82,-1.9,-92.7,-976.6
12389,82,-1.9,-92.7,-976.6
12390,82,-1.9,-92.7,-976.6
12391,82,-1.9,-92.7,-976.6
12392,82,-1.9,-92.7,-976.6
12393,82,-1.9,-92.7,-976.6
12394,82,-1.9,-92.7,-976.6
12395,82,-1.9,-92.7,-976.6
12396,82,-1.9,-92.7,-976.6
12397,82,-1.9,-92.7,-976.6
12398,82,-1.9,-92.7,-976.6
12399,82,-1.9,-92.7,-976.6
12400,82,-1.9,-92.7,-976.6
12401,82,-1.9,-92.7,-976.6
12402,82,-1.9,-92.7,-976.6
12403,82,-1.9,-92.7,-976.6
12404,82,-1.9,-92.7,-976.6
12405,82,-1.9,-92.7,-976.6
12406,82,-1.9,-92.7,-976.6
12407,82,-1.9,-92.7,-976.6
12408,82,-1.9,-92.7,-976.6
12409,82,-1.9,-92.7,-976.6
12410,82,-1.5,-92.8,-978.3
12411,82,-1.5,-92.8,-978.3
12412,82,-1.5,-92.8,-978.3
12413,82,-1.5,-92.8,-978.3
12414,82,-1.5,-92.8,-978.3
12415,82,-1.5,-92.8,-978.3
12416,82,-1.5,-92.8,-978.3
12417,82,-1.5,-92.8,-978.3
12418,82,-1.5,-92.8,-978.3
12419,82,-1.5,-92.8,-978.3
12420,82,-1.5,-92.8,-978.3
12421,82,-1.5,-92.8,-978.3
12422,82,-1.5,-92.8,-978.3
12423,82,-1.5,-92.8,-978.3
12424,82,-1.5,-92.8,-978.3
12425,82,-1.5,-92.8,-978.3
12426,82,-1.0,-93.2,-982.3
12427,82,-1.0,-93.2,-982.3
12428,82,-1.0,-93.2,-982.3
12429,82,-1.0,-93.2,-982.3
12430,82,-1.0,-93.2,-982.3
12431,82,-1.0,-93.2,-982.3
12432,82,-1.0,-93.2,-982.3
12433,82,-1.0,-93.2,-982.3
12434,82,-1.0,-93.2,-982.3
12435,82,-1.0,-93.2,-982.3
12436,82,-1.0,-93.2,-982.3
12437,82,-1.0,-93.2,-982.3
12438,82,-1.0,-93.2,-982.3
12439,82,-1.0,-93.2,-982.3
12440,82,-1.0,-93.2,-982.3
12441,82,-1.0,-93.2,-982.3
12442,82,-1.0,-93.2,-982.3
12443,82,-1.0,-93.2,-982.3
12444,82,-1.0,-93.2,-982.3
12445,82,-1.0,-93.2,-982.3
12446,82,-1.0,-93.2,-982.3
12447,82,-1.0,-93.2,-982.3
12448,82,-1.0,-93.2,-982.3
12449,82,-1.0,-93.2,-982.3
12450,82,-1.0,-93.2,-982.3
12451,82,-1.0,-93.2,-982.3
12452,82,-1.0,-93.2,-982.3
12453,82,-1.0,-93.2,-982.3
12454,82,-1.0,-93.2,-982.3
12455,82,-1.0,-93.2,-982.3
12456,82,-0.7,-93.0,-980.3
12457,82,-0.7,-93.0,-980.3
12458,82,-0.7,-93.0,-980.3
12459,82,-0.7,-93.0,-980.3
12460,82,-0.7,-93.0,-980.3
12461,82,-0.7,-93.0,-980.3
12462,82,-0.7,-93.0,-980.3
12463,82,-0.7,-93.0,-980.3
12464,82,-0.7,-93.0,-980.3
12465,82,-0.7,-93.0,-980.3
12466,82,-0.7,-93.0,-980.3
12467,82,-0.7,-93.0,-980.3
12468,82,-0.7,-93.0,-980.3
12469,82,-0.7,-93.0,-980.3
12470,82,-0.7,-93.0,-980.3
12471,82,-0.7,-93.0,-980.3
12472,82,-0.7,-93.0,-980.3
12473,82,-0.7,-93.0,-980.3
12474,82,-0.7,-93.0,-980.3
12475,82,-0.7,-93.0,-980.3
12476,82,-0.7,-93.0,-980.3
12477,82,-0.7,-93.0,-980.3
12478,82,-0.7,-93.0,-980.3
12479,82,-0.7,-93.0,-980.3
12480,82,-0.3,-93.2,-982.3
12481,82,-0.3,-93.2,-982.3
12482,82,-0.3,-93.2,-982.3
12483,82,-0.3,-93.2,-982.3
12484,82,-0.3,-93.2,-982.3
12485,82,-0.3,-93.2,-982.3
12486,82,-0.3,-93.2,-982.3
12487,82,-0.3,-93.2,-982.3
12488,82,-0.3,-93.2,-982.3
12489,82,-0.3,-93.2,-982.3
12490,82,-0.3,-93.2,-982.3
12491,82,-0.3,-93.2,-982.3
12492,82,-0.3,-93.2,-982.3
12493,82,-0.3,-93.2,-982.3
12494,82,-0.3,-93.2,-982.3
12495,82,-0.3,-93.2,-982.3
12496,82,-0.3,-93.2,-982.3
12497,82,-0.3,-93.2,-982.3
12498,82,-0.3,-93.2,-982.3
12499,82,-0.3,-93.2,-982.3
12500,82,-0.3,-93.2,-982.3
12501,82,-0.3,-93.2,-982.3
12502,82,-0.3,-93.2,-982.3
12503,82,-0.3,-93.2,-982.3
12504,82,-0.3,-93.2,-982.3
12505,82,-0.3,-93.2,-982.3
12506,82,-0.3,-93.2,-982.3
12507,82,-0.3,-93.2,-982.3
12508,82,-0.3,-93.2,-982.3
12509,82,-0.3,-93.2,-982.3
12510,82,-0.3,-93.2,-982.3
12511,82,-0.3,-93.2,-982.3
12512,82,-0.3,-93.2,-982.3
12513,82,-0.3,-93.2,-982.3
12514,82,-0.3,-93.2,-982.3
12515,82,-0.3,-93.2,-982.3
12516,82,-0.0,-93.0,-979.6
12517,82,-0.0,-93.0,-979.6
12518,82,-0.0,-93.0,-979.6
12519,82,-0.0,-93.0,-979.6
12520,82,-0.0,-93.0,-979.6
12521,82,-0.0,-93.0,-979.6
12522,82,-0.0,-93.0,-979.6
12523,82,-0.0,-93.0,-979.6
12524,82,-0.0,-93.0,-979.6
12525,82,-0.0,-93.0,-979.6
12526,82,-0.0,-93.0,-979.6
12527,82,-0.0,-93.0,-979.6
12528,82,-0.0,-93.0,-979.6
12529,82,-0.0,-93.0,-979.6
12530,82,-0.0,-93.0,-979.6
12531,82,-0.0,-93.0,-979.6
12532,82,-0.0,-93.0,-979.6
12533,82,-0.0,-93.0,-979.6
12534,82,-0.0,-93.0,-979.6
12535,82,-0.0,-93.0,-979.6
12536,82,-0.0,-93.0,-979.6
12537,82,-0.0,-93.0,-979.6
12538,82,-0.0,-93.0,-979.6
12539,82,-0.0,-93.0,-979.6
12540,82,-0.0,-93.0,-979.6
12541,82,-0.0,-93.0,-979.6
12542,82,-0.0,-93.0,-979.6
12543,82,-0.0,-93.0,-979.6
12544,82,-0.0,-93.0,-979.6
12545,82,-0.0,-93.0,-979.6
12546,82,-0.0,-93.0,-979.6
12547,82,-0.0,-93.0,-979.6
12548,82,0.3,-92.6,-975.4
12549,82,0.3,-92.6,-975.4
12550,82,0.3,-92.6,-975.4
12551,82,0.3,-92.6,-975.4
12552,82,0.3,-92.6,-975.4
12553,82,0.3,-92.6,-975.4
12554,82,0.3,-92.6,-975.4
12555,82,0.3,-92.6,-975.4
12556,82,0.3,-92.6,-975.4
12557,82,0.3,-92.6,-975.4
12558,82,0.3,-92.6,-975.4
12559,82,0.3,-92.6,-975.4
12560,82,0.3,-92.6,-975.4
12561,82,0.3,-92.6,-975.4
12562,82,0.3,-92.6,-975.4
12563,82,0.3,-92.6,-975.4
12564,82,0.3,-92.6,-975.4
12565,82,0.3,-92.6,-975.4
12566,82,0.3,-92.6,-975.4
12567,82,0.3,-92.6,-975.4
12568,82,0.3,-92.6,-975.4
12569,82,0.3,-92.6,-975.4
12570,82,0.3,-92.6,-975.4
12571,82,0.3,-92.6,-975.4
12572,82,0.3,-92.6,-975.4
12573,82,0.3,-92.6,-975.4
12574,82,0.3,-92.6,-975.4
12575,82,0.3,-92.6,-975.4
12576,82,0.3,-92.6,-975.4
12577,82,0.3,-92.6,-975.4
12578,82,0.3,-92.6,-975.4
12579,82,0.3,-92.6,-975.4
12580,82,0.5,-93.2,-982.1
12581,82,0.5,-93.2,-982.1
12582,82,0.5,-93.2,-982.1
12583,82,0.5,-93.2,-982.1
12584,82,0.5,-93.2,-982.1
12585,82,0.5,-93.2,-982.1
12586,82,0.5,-93.2,-982.1
12587,82,0.5,-93.2,-982.1
12588,82,0.5,-93.2,-982.1
12589,82,0.5,-93.2,-982.1
12590,82,0.5,-93.2,-982.1
12591,82,0.5,-93.2,-982.1
12592,82,0.5,-93.2,-982.1
12593,82,0.5,-93.2,-982.1
12594,82,0.5,-93.2,-982.1
12595,82,0.5,-93.2,-982.1
12596,82,0.5,-93.2,-982.1
12597,82,0.5,-93.2,-982.1
12598,82,0.5,-93.2,-982.1
12599,82,0.5,-93.2,-982.1
12600,82,0.5,-93.2,-982.1
12601,82,0.5,-93.2,-982.1
12602,82,0.5,-93.2,-982.1
12603,82,0.5,-93.2,-982.1
12604,82,0.5,-93.2,-982.1
12605,82,0.5,-93.2,-982.1
12606,82,0.5,-93.2,-982.1
12607,82,0.5,-93.2,-982.1
12608,82,0.5,-93.2,-982.1
12609,82,0.5,-93.2,-982.1
12610,82,0.5,-93.2,-982.1
12611,82,0.5,-93.2,-982.1
12612,82,0.8,-93.3,-983.0
12613,82,0.8,-93.3,-983.0
12614,82,0.8,-93.3,-983.0
12615,82,0.8,-93.3,-983.0
12616,82,0.8,-93.3,-983.0
12617,82,0.8,-93.3,-983.0
12618,82,0.8,-93.3,-983.0
12619,82,0.8,-93.3,-983.0
12620,82,0.8,-93.3,-983.0
12621,82,0.8,-93.3,-983.0
12622,82,0.8,-93.3,-983.0
12623,82,0.8,-93.3,-983.0
12624,82,0.8,-93.3,-983.0
12625,82,0.8,-93.3,-983.0
12626,82,0.8,-93.3,-983.0
12627,82,0.8,-93.3,-983.0
12628,82,0.8,-93.3,-983.0
12629,82,0.8,-93.3,-983.0
12630,82,0.8,-93.3,-983.0
12631,82,0.8,-93.3,-983.0
12632,82,0.8,-93.3,-983.0
12633,82,0.8,-93.3,-983.0
12634,82,0.8,-93.3,-983.0
12635,82,0.8,-93.3,-983.0
12636,82,0.8,-93.3,-983.0
12637,82,0.8,-93.3,-983.0
12638,82,0.8,-93.3,-983.0
12639,82,0.8,-93.3,-983.0
12640,82,0.8,-93.3,-983.0
12641,82,0.8,-93.3,-983.0
12642,82,0.8,-93.3,-983.0
12643,82,0.8,-93.3,-983.0
12644,82,1.0,-93.0,-980.3
12645,82,1.0,-93.0,-980.3
12646,82,1.0,-93.0,-980.3
12647,82,1.0,-93.0,-980.3
12648,82,1.0,-93.0,-980.3
12649,82,1.0,-93.0,-980.3
12650,82,1.0,-93.0,-980.3
12651,82,1.0,-93.0,-980.3
12652,82,1.0,-93.0,-980.3
12653,82,1.0,-93.0,-980.3
12654,82,1.0,-93.0,-980.3
12655,82,1.0,-93.0,-980.3
12656,82,1.0,-93.0,-980.3
12657,82,1.0,-93.0,-980.3
12658,82,1.0,-93.0,-980.3
12659,82,1.0,-93.0,-980.3
12660,82,1.0,-93.0,-980.3
12661,82,1.0,-93.0,-980.3
12662,82,1.0,-93.0,-980.3
12663,82,1.0,-93.0,-980.3
12664,82,1.0,-93.0,-980.3
12665,82,1.0,-93.0,-980.3
12666,82,1.0,-93.0,-980.3
12667,82,1.0,-93.0,-980.3
12668,82,1.0,-93.0,-980.3
12669,82,1.0,-93.0,-980.3
12670,82,1.0,-93.0,-980.3
12671,82,1.0,-93.0,-980.3
12672,82,1.0,-93.0,-980.3
12673,82,1.0,-93.0,-980.3
12674,82,1.0,-93.0,-980.3
12675,82,1.0,-93.0,-980.3
12676,82,1.0,-93.0,-980.3
12677,82,1.0,-93.0,-980.3
12678,82,1.0,-93.0,-980.3
12679,82,1.0,-93.0,-980.3
12680,82,1.0,-93.0,-980.3
12681,82,1.0,-93.0,-980.3
12682,82,1.0,-93.0,-980.3
12683,82,1.0,-93.0,-980.3
12684,82,1.2,-93.1,-981.4
12685,82,1.2,-93.1,-981.4
12686,82,1.2,-93.1,-981.4
12687,82,1.2,-93.1,-981.4
12688,82,1.2,-93.1,-981.4
12689,82,1.2,-93.1,-981.4
12690,82,1.2,-93.1,-981.4
12691,82,1.2,-93.1,-981.4
12692,82,1.2,-93.1,-981.4
12693,82,1.2,-93.1,-981.4
12694,82,1.2,-93.1,-981.4
12695,82,1.2,-93.1,-981.4
12696,82,1.2,-93.1,-981.4
12697,82,1.2,-93.1,-981.4
12698,82,1.2,-93.1,-981.4
12699,82,1.2,-93.1,-981.4
12700,82,1.2,-93.1,-981.4
12701,82,1.2,-93.1,-981.4
12702,82,1.2,-93.1,-981.4
12703,82,1.2,-93.1,-981.4
12704,82,1.2,-93.1,-981.4
12705,82,1.2,-93.1,-981.4
12706,82,1.2,-93.1,-981.4
12707,82,1.2,-93.1,-981.4
12708,82,1.2,-93.1,-981.4
12709,82,1.2,-93.1,-981.4
12710,82,1.2,-93.1,-981.4
12711,82,1.2,-93.1,-981.4
12712,82,1.2,-93.1,-981.4
12713,82,1.2,-93.1,-981.4
12714,82,1.2,-93.1,-981.4
12715,82,1.2,-93.1,-981.4
12716,82,1.2,-93.1,-981.4
12717,82,1.2,-93.1,-981.4
12718,82,1.4,-92.7,-976.9
12719,82,1.4,-92.7,-976.9
12720,82,1.4,-92.7,-976.9
12721,82,1.4,-92.7,-976.9
12722,82,1.4,-92.7,-976.9
12723,82,1.4,-92.7,-976.9
12724,82,1.4,-92.7,-976.9
12725,82,1.4,-92.7,-976.9
12726,82,1.4,-92.7,-976.9
12727,82,1.4,-92.7,-976.9
12728,82,1.4,-92.7,-976.9
12729,82,1.4,-92.7,-976.9
12730,82,1.4,-92.7,-976.9
12731,82,1.4,-92.7,-976.9
12732,82,1.4,-92.7,-976.9
12733,82,1.4,-92.7,-976.9
12734,82,1.4,-92.7,-976.9
12735,82,1.4,-92.7,-976.9
12736,82,1.4,-92.7,-976.9
12737,82,1.4,-92.7,-976.9
12738,82,1.4,-92.7,-976.9
12739,82,1.4,-92.7,-976.9
12740,82,1.4,-92.7,-976.9
12741,82,1.4,-92.7,-976.9
12742,82,1.4,-92.7,-976.9
12743,82,1.4,-92.7,-976.9
12744,82,1.4,-92.7,-976.9
12745,82,1.4,-92.7,-976.9
12746,82,1.4,-92.7,-976.9
12747,82,1.4,-92.7,-976.9
12748,82,1.4,-92.7,-976.9
12749,82,1.4,-92.7,-976.9
12750,82,1.4,-92.7,-976.9
12751,82,1.4,-92.7,-976.9
12752,82,1.4,-92.7,-976.9
12753,82,1.4,-92.7,-976.9
12754,82,1.4,-92.7,-976.9
12755,82,1.4,-92.7,-976.9
12756,82,1.7,-93.3,-982.9
12757,82,1.7,-93.3,-982.9
12758,82,1.7,-93.3,-982.9
12759,82,1.7,-93.3,-982.9
12760,82,1.7,-93.3,-982.9
12761,82,1.7,-93.3,-982.9
12762,82,1.7,-93.3,-982.9
12763,82,1.7,-93.3,-982.9
12764,82,1.7,-93.3,-982.9
12765,82,1.7,-93.3,-982.9
12766,82,1.7,-93.3,-982.9
12767,82,1.7,-93.3,-982.9
12768,82,1.7,-93.3,-982.9
12769,82,1.7,-93.3,-982.9
12770,82,1.7,-93.3,-982.9
12771,82,1.7,-93.3,-982.9
12772,82,1.7,-93.3,-982.9
