EID,Data,Time,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER
6659,2012-03-26,20:45:50,L,6,2950,243,243,243,243
6660,2012-03-26,20:45:50,C,0,3641069,242,242,243,242
6661,2012-03-26,20:46:01,E,5,727,243,243,245,243
6662,2012-03-26,20:46:01,C,0,3644713,242,242,242,242
6663,2012-03-26,20:46:04,L,5,1501,243,243,243,243
6664,2012-03-26,20:46:04,C,0,3644350,242,242,243,242
6665,2012-03-26,20:46:10,E,6,1199,240,472,472,240
6666,2012-03-26,20:46:10,C,0,3639455,242,242,242,242
6667,2012-03-26,20:46:14,L,4,614,240,240,241,240
6668,2012-03-26,20:46:15,C,0,3646616,242,242,243,242
6669,2012-03-26,20:46:16,L,6,2113,242,242,242,242
6670,2012-03-26,20:46:17,C,0,3644655,242,242,243,242
6671,2012-03-26,20:46:18,L,4,1837,240,240,241,240
6672,2012-03-26,20:46:19,C,0,3644771,242,242,243,242
6673,2012-03-26,20:46:30,L,5,2786,239,239,239,239
6674,2012-03-26,20:46:30,C,0,3646574,241,242,242,241
6675,2012-03-26,20:46:47,L,5,1192,241,243,472,241
6676,2012-03-26,20:46:48,C,0,3642021,242,242,242,242
6677,2012-03-26,20:47:01,L,5,1610,240,240,241,240
6678,2012-03-26,20:47:01,C,0,3646308,242,242,242,242
6679,2012-03-26,20:47:01,E,5,661,243,243,244,243
6680,2012-03-26,20:47:02,C,0,3646030,242,242,243,242
6681,2012-03-26,20:47:06,E,5,767,240,240,472,240
6682,2012-03-26,20:47:06,C,0,3646661,242,242,242,242
6683,2012-03-26,20:47:13,L,5,1171,239,239,472,239
6684,2012-03-26,20:47:14,C,0,3639797,242,242,242,242
6685,2012-03-26,20:47:19,E,5,498,243,243,472,243
6686,2012-03-26,20:47:19,C,0,3642204,242,242,243,242
6687,2012-03-26,20:47:23,L,6,1771,240,240,241,240
6688,2012-03-26,20:47:24,C,0,3641304,242,242,242,242
6689,2012-03-26,20:47:36,L,6,1675,243,243,244,243
6690,2012-03-26,20:47:36,C,0,3645403,242,242,242,242
6691,2012-03-26,20:47:55,L,5,1031,242,242,242,242
6692,2012-03-26,20:47:55,C,0,3641751,242,242,242,242
6693,2012-03-26,20:47:57,L,5,2666,243,243,244,243
6694,2012-03-26,20:47:57,C,0,3638437,242,242,242,242
6695,2012-03-26,20:48:00,L,5,1190,241,241,241,241
6696,2012-03-26,20:48:00,C,0,3644354,242,242,243,242
6697,2012-03-26,20:48:02,L,5,2822,241,240,241,240
6698,2012-03-26,20:48:02,C,0,3648603,242,242,242,242
6699,2012-03-26,20:48:04,E,5,788,242,242,472,242
6700,2012-03-26,20:48:04,C,0,3650014,242,242,243,242
6701,2012-03-26,20:48:22,L,5,2968,241,241,241,241
6702,2012-03-26,20:48:22,C,0,3641417,242,242,243,242
6703,2012-03-26,20:48:46,L,5,843,243,242,243,242
6704,2012-03-26,20:48:46,C,0,3642291,242,242,243,242
6705,2012-03-26,20:48:49,L,5,2587,243,243,243,243
6706,2012-03-26,20:48:49,C,0,3644625,242,242,242,242
6707,2012-03-26,20:48:54,L,5,960,243,242,243,242
6708,2012-03-26,20:48:54,C,0,3644003,241,242,242,241
6709,2012-03-26,20:48:57,E,5,822,243,243,243,243
6710,2012-03-26,20:48:57,C,0,3642243,242,242,242,242
6711,2012-03-26,20:49:02,L,6,2022,242,242,243,242
6712,2012-03-26,20:49:02,C,0,3643445,242,242,242,242
6713,2012-03-26,20:49:10,L,5,1070,243,242,472,242
6714,2012-03-26,20:49:11,C,0,3638865,242,242,242,242
6715,2012-03-26,20:49:14,E,6,916,243,242,472,242
6716,2012-03-26,20:49:14,C,0,3640005,242,242,242,242
6717,2012-03-26,20:49:29,L,6,1552,240,240,240,240
6718,2012-03-26,20:49:29,C,0,3640698,242,242,243,242
6719,2012-03-26,20:50:03,E,4,354,242,240,472,240
6720,2012-03-26,20:50:03,C,0,3643088,242,242,242,242
6721,2012-03-26,20:50:16,E,5,611,241,241,243,241
6722,2012-03-26,20:50:17,C,0,3635997,241,242,242,241
6723,2012-03-26,20:50:18,L,4,628,239,238,472,238
6724,2012-03-26,20:50:18,C,0,3645386,242,242,243,242
6725,2012-03-26,20:50:30,L,4,740,241,241,241,241
6726,2012-03-26,20:50:30,C,0,3635228,242,242,243,242
6727,2012-03-26,20:50:31,L,4,548,243,243,243,243
6728,2012-03-26,20:50:32,C,0,3641957,242,242,242,242
6729,2012-03-26,20:50:33,L,5,1118,240,240,240,240
6730,2012-03-26,20:50:34,C,0,3644863,242,242,242,242
6731,2012-03-26,20:50:37,L,5,1326,243,242,472,242
6732,2012-03-26,20:50:37,C,0,3643446,241,242,242,241
6733,2012-03-26,20:50:51,L,4,684,241,241,472,241
6734,2012-03-26,20:50:51,C,0,3636274,242,242,243,242
6735,2012-03-26,20:51:07,L,6,2331,243,243,243,243
6736,2012-03-26,20:51:07,C,0,3641153,242,242,242,242
6737,2012-03-26,20:51:08,L,5,2401,241,241,241,241
6738,2012-03-26,20:51:08,C,0,3646680,242,242,242,242
6739,2012-03-26,20:51:22,L,5,2674,241,241,241,241
6740,2012-03-26,20:51:23,C,0,3642348,242,242,243,242
6741,2012-03-26,20:51:24,L,6,2272,241,240,241,240
6742,2012-03-26,20:51:25,C,0,3642551,242,242,242,242
6743,2012-03-26,20:51:28,L,5,1196,242,243,243,242
6744,2012-03-26,20:51:28,C,0,3641756,242,242,242,242
6745,2012-03-26,20:51:30,L,4,645,243,242,472,242
6746,2012-03-26,20:51:31,C,0,3646549,242,242,242,242
6747,2012-03-26,20:51:33,L,5,909,240,241,472,240
6748,2012-03-26,20:51:33,C,0,3640697,242,242,242,242
6749,2012-03-26,20:51:38,L,5,1670,241,241,242,241
6750,2012-03-26,20:51:38,C,0,3649195,242,242,242,242
6751,2012-03-26,20:52:02,E,5,301,243,242,243,242
6752,2012-03-26,20:52:02,C,0,3648436,242,242,243,242
6753,2012-03-26,20:52:03,L,5,1521,242,242,242,242
6754,2012-03-26,20:52:03,C,0,3646599,242,242,243,242
6755,2012-03-26,20:52:05,E,6,989,244,243,244,243
6756,2012-03-26,20:52:06,C,0,3642389,242,242,242,242
6757,2012-03-26,20:52:29,L,5,1073,242,242,243,242
6758,2012-03-26,20:52:29,C,0,3644305,242,242,243,242
6759,2012-03-26,20:52:34,L,6,1841,243,243,244,243
6760,2012-03-26,20:52:34,C,0,3645996,242,242,242,242
6761,2012-03-26,20:52:37,L,5,2660,243,243,243,243
6762,2012-03-26,20:52:37,C,0,3645655,242,242,242,242
6763,2012-03-26,20:52:45,L,4,1615,241,241,241,241
6764,2012-03-26,20:52:46,C,0,3645091,242,242,242,242
6765,2012-03-26,20:52:58,L,6,1640,241,241,241,241
6766,2012-03-26,20:52:58,C,0,3639273,242,242,243,242
6767,2012-03-26,20:53:07,E,4,334,240,240,472,240
6768,2012-03-26,20:53:07,C,0,3642753,242,242,242,242
6769,2012-03-26,20:53:13,L,5,2253,242,242,242,242
6770,2012-03-26,20:53:13,C,0,3645813,241,242,242,241
6771,2012-03-26,20:53:26,E,5,668,241,241,472,241
6772,2012-03-26,20:53:26,C,0,3638529,242,242,242,242
6773,2012-03-26,20:53:28,L,6,1904,242,241,242,241
6774,2012-03-26,20:53:28,C,0,3646032,242,242,242,242
6775,2012-03-26,20:53:39,L,5,3086,242,242,242,242
6776,2012-03-26,20:53:40,C,0,3640575,242,242,242,242
6777,2012-03-26,20:53:43,L,5,1286,242,242,242,242
6778,2012-03-26,20:53:43,C,0,3638032,242,242,242,242
6779,2012-03-26,20:53:46,L,6,2419,240,240,240,240
6780,2012-03-26,20:53:46,C,0,3642343,241,242,242,241
6781,2012-03-26,20:53:47,L,4,700,242,241,472,241
6782,2012-03-26,20:53:47,C,0,3647141,242,242,242,242
6783,2012-03-26,20:53:55,L,5,946,240,240,472,240
6784,2012-03-26,20:53:55,C,0,3640455,242,242,242,242
6785,2012-03-26,20:53:57,L,4,1201,242,242,472,242
6786,2012-03-26,20:53:57,C,0,3645475,242,242,243,242
6787,2012-03-26,20:53:59,L,5,1744,240,240,240,240
6788,2012-03-26,20:53:59,C,0,3642473,242,242,242,242
6789,2012-03-26,20:54:10,E,5,678,242,242,243,242
6790,2012-03-26,20:54:10,C,0,3644416,242,242,243,242
6791,2012-03-26,20:54:19,L,4,523,242,242,472,242
6792,2012-03-26,20:54:19,C,0,3640039,242,242,243,242
6793,2012-03-26,20:54:36,L,4,483,241,241,472,241
6794,2012-03-26,20:54:36,C,0,3640906,242,242,243,242
6795,2012-03-26,20:54:38,L,5,1083,243,243,243,243
6796,2012-03-26,20:54:38,C,0,3641533,242,242,242,242
6797,2012-03-26,20:54:42,L,4,780,240,240,472,240
6798,2012-03-26,20:54:42,C,0,3637761,242,242,243,242
6799,2012-03-26,20:54:44,E,6,430,243,242,243,242
6800,2012-03-26,20:54:45,C,0,3647286,242,242,242,242
6801,2012-03-26,20:55:04,E,5,454,243,472,472,243
6802,2012-03-26,20:55:04,C,0,3641169,242,242,242,242
6803,2012-03-26,20:55:06,L,4,952,242,242,472,242
6804,2012-03-26,20:55:06,C,0,3644854,242,242,242,242
6805,2012-03-26,20:55:39,E,5,614,242,241,242,241
6806,2012-03-26,20:55:39,C,0,3634850,242,242,242,242
6807,2012-03-26,20:55:47,L,5,1113,241,241,241,241
6808,2012-03-26,20:55:47,C,0,3645556,242,242,242,242
6809,2012-03-26,20:55:51,L,6,1447,242,241,242,241
6810,2012-03-26,20:55:51,C,0,3641562,242,242,242,242
6811,2012-03-26,20:55:52,L,2,4,472,241,472,241
6812,2012-03-26,20:55:52,C,0,3644652,242,242,242,242
6813,2012-03-26,20:56:05,E,6,1018,240,240,241,240
6814,2012-03-26,20:56:05,C,0,3645225,242,242,243,242
6815,2012-03-26,20:56:11,L,5,1766,240,240,241,240
6816,2012-03-26,20:56:11,C,0,3641711,242,242,242,242
6817,2012-03-26,20:56:24,L,4,1185,240,240,472,240
6818,2012-03-26,20:56:24,C,0,3639716,242,242,243,242
6819,2012-03-26,20:56:31,L,4,995,239,239,240,239
6820,2012-03-26,20:56:32,C,0,3641406,242,242,242,242
6821,2012-03-26,20:56:46,L,5,1175,241,241,241,241
6822,2012-03-26,20:56:47,C,0,3632339,242,242,242,242
6823,2012-03-26,20:56:47,E,5,701,240,240,241,240
6824,2012-03-26,20:56:47,C,0,3649449,242,242,243,242
6825,2012-03-26,20:56:54,L,5,2455,239,239,240,239
6826,2012-03-26,20:56:54,C,0,3646871,242,242,242,242
6827,2012-03-26,20:57:03,E,21,449,243,239,241,239
6828,2012-03-26,20:57:03,C,0,3648314,242,242,243,242
6829,2012-03-26,20:57:19,L,5,1491,240,240,241,240
6830,2012-03-26,20:57:19,C,0,3635149,242,242,242,242
6831,2012-03-26,20:57:21,L,4,737,243,243,243,243
6832,2012-03-26,20:57:21,C,0,3645352,242,242,243,242
6833,2012-03-26,20:57:22,E,17,1402,244,242,244,242
6834,2012-03-26,20:57:22,C,0,3646573,242,242,242,242
6835,2012-03-26,20:57:25,E,5,523,240,240,472,240
6836,2012-03-26,20:57:25,C,0,3650993,242,242,243,242
6837,2012-03-26,20:57:32,E,5,808,243,243,472,243
6838,2012-03-26,20:57:32,C,0,3648021,242,242,242,242
6839,2012-03-26,20:57:35,L,4,846,243,244,472,243
6840,2012-03-26,20:57:35,C,0,3646014,242,242,242,242
6841,2012-03-26,20:57:40,E,5,652,240,240,472,240
6842,2012-03-26,20:57:41,C,0,3645318,242,242,243,242
6843,2012-03-26,20:57:49,L,5,1043,240,238,472,238
6844,2012-03-26,20:57:49,C,0,3642631,242,242,242,242
6845,2012-03-26,20:57:49,L,2,21,472,242,472,242
6846,2012-03-26,20:57:49,C,0,3644240,242,242,242,242
6847,2012-03-26,20:57:55,L,5,2640,240,240,241,240
6848,2012-03-26,20:57:55,C,0,3645799,242,242,242,242
6849,2012-03-26,20:57:56,E,44,713,243,237,244,237
6850,2012-03-26,20:57:56,C,0,3642733,242,242,243,242
6851,2012-03-26,20:58:00,L,5,885,239,239,472,239
6852,2012-03-26,20:58:01,C,0,3646767,241,242,242,241
6853,2012-03-26,20:58:02,E,13,561,241,239,241,239
6854,2012-03-26,20:58:03,C,0,3645284,242,242,242,242
6855,2012-03-26,20:58:07,L,5,1472,243,243,243,243
6856,2012-03-26,20:58:07,C,0,3644311,242,242,243,242
6857,2012-03-26,20:58:19,L,5,1333,240,240,472,240
6858,2012-03-26,20:58:19,C,0,3647083,242,242,242,242
6859,2012-03-26,20:58:20,L,5,2993,242,242,242,242
6860,2012-03-26,20:58:20,C,0,3646785,242,242,242,242
6861,2012-03-26,20:58:22,E,6,1234,240,240,472,240
6862,2012-03-26,20:58:22,C,0,3647310,242,242,243,242
6863,2012-03-26,20:58:23,L,5,3962,243,243,243,243
6864,2012-03-26,20:58:23,C,0,3643602,242,242,243,242
6865,2012-03-26,20:58:27,L,4,1682,242,242,242,242
6866,2012-03-26,20:58:27,C,0,3650727,242,242,242,242
6867,2012-03-26,20:58:35,E,5,679,241,241,472,241
6868,2012-03-26,20:58:36,C,0,3644141,242,242,242,242
6869,2012-03-26,20:58:41,L,4,680,241,241,242,241
6870,2012-03-26,20:58:41,C,0,3642889,242,242,243,242
6871,2012-03-26,20:58:55,E,7,51,472,239,472,239
6872,2012-03-26,20:58:55,C,0,3644734,242,242,243,242
6873,2012-03-26,20:59:01,L,5,1696,240,239,240,239
6874,2012-03-26,20:59:02,C,0,3640755,242,242,242,242
6875,2012-03-26,20:59:05,L,5,943,240,240,472,240
6876,2012-03-26,20:59:06,C,0,3641320,241,242,242,241
6877,2012-03-26,20:59:21,L,5,2380,242,242,242,242
6878,2012-03-26,20:59:21,C,0,3643258,242,242,242,242
6879,2012-03-26,20:59:24,L,4,1593,242,241,242,241
6880,2012-03-26,20:59:25,C,0,3641105,242,242,242,242
6881,2012-03-26,20:59:25,E,5,723,243,243,244,243
6882,2012-03-26,20:59:26,C,0,3641869,242,242,242,242
6883,2012-03-26,20:59:36,E,5,604,240,472,472,240
6884,2012-03-26,20:59:37,C,0,3643828,242,242,242,242
6885,2012-03-26,20:59:38,L,5,1139,242,242,472,242
6886,2012-03-26,20:59:38,C,0,3647599,242,242,242,242
6887,2012-03-26,20:59:40,E,5,767,242,241,242,241
6888,2012-03-26,20:59:40,C,0,3650962,242,242,242,242
6889,2012-03-26,20:59:45,L,5,3466,240,240,240,240
6890,2012-03-26,20:59:46,C,0,3641228,242,242,242,242
6891,2012-03-26,20:59:46,E,5,655,240,239,240,239
6892,2012-03-26,20:59:46,C,0,3644872,242,242,242,242
6893,2012-03-26,21:00:00,L,4,1308,242,242,243,242
6894,2012-03-26,21:00:01,C,0,3644798,241,242,242,241
6895,2012-03-26,21:00:22,E,4,319,240,240,472,240
6896,2012-03-26,21:00:22,C,0,3637685,242,242,242,242
6897,2012-03-26,21:00:29,L,5,1597,240,240,240,240
6898,2012-03-26,21:00:29,C,0,3636109,242,242,243,242
6899,2012-03-26,21:00:30,E,5,508,241,240,241,240
6900,2012-03-26,21:00:31,C,0,3643897,241,242,242,241
6901,2012-03-26,21:00:33,L,6,1759,242,242,243,242
6902,2012-03-26,21:00:33,C,0,3646042,242,242,242,242
6903,2012-03-26,21:00:40,L,4,600,240,472,472,240
6904,2012-03-26,21:00:40,C,0,3641646,242,242,242,242
6905,2012-03-26,21:01:11,L,5,2734,242,242,243,242
6906,2012-03-26,21:01:11,C,0,3632541,242,242,242,242
6907,2012-03-26,21:01:12,L,5,2044,242,241,243,241
6908,2012-03-26,21:01:12,C,0,3639520,242,242,242,242
6909,2012-03-26,21:01:14,L,5,2375,240,240,240,240
6910,2012-03-26,21:01:15,C,0,3646333,242,242,242,242
6911,2012-03-26,21:01:19,L,5,1130,244,244,244,244
6912,2012-03-26,21:01:19,C,0,3648967,242,242,243,242
6913,2012-03-26,21:01:23,L,5,943,243,243,244,243
6914,2012-03-26,21:01:23,C,0,3650345,242,242,242,242
6915,2012-03-26,21:01:24,L,4,2202,240,240,241,240
6916,2012-03-26,21:01:24,C,0,3647692,242,242,242,242
6917,2012-03-26,21:01:49,L,4,1217,241,472,472,241
6918,2012-03-26,21:01:49,C,0,3639952,242,242,242,242
6919,2012-03-26,21:02:05,E,5,716,242,242,472,242
6920,2012-03-26,21:02:06,C,0,3646156,242,242,242,242
6921,2012-03-26,21:02:06,L,5,1511,241,241,241,241
6922,2012-03-26,21:02:07,C,0,3645016,242,242,242,242
6923,2012-03-26,21:02:07,L,6,2329,239,239,240,239
6924,2012-03-26,21:02:08,C,0,3640483,242,242,242,242
6925,2012-03-26,21:02:10,L,5,1189,240,239,472,239
6926,2012-03-26,21:02:10,C,0,3647747,242,242,242,242
6927,2012-03-26,21:02:29,E,5,733,241,241,241,241
6928,2012-03-26,21:02:29,C,0,3644631,241,242,242,241
6929,2012-03-26,21:02:45,L,5,2035,242,242,243,242
6930,2012-03-26,21:02:45,C,0,3641257,242,242,242,242
6931,2012-03-26,21:02:57,E,5,348,243,242,472,242
6932,2012-03-26,21:02:58,C,0,3641422,242,242,243,242
6933,2012-03-26,21:03:33,E,5,621,242,242,472,242
6934,2012-03-26,21:03:33,C,0,3641885,242,242,242,242
6935,2012-03-26,21:03:44,L,5,1991,240,241,241,240
6936,2012-03-26,21:03:45,C,0,3638218,242,242,242,242
6937,2012-03-26,21:04:04,L,5,1000,243,242,244,242
6938,2012-03-26,21:04:04,C,0,3641923,242,242,242,242
6939,2012-03-26,21:04:08,L,5,1250,240,240,241,240
6940,2012-03-26,21:04:09,C,0,3643243,242,242,242,242
6941,2012-03-26,21:04:09,L,6,1382,472,240,241,240
6942,2012-03-26,21:04:10,C,0,3639061,241,242,242,241
6943,2012-03-26,21:04:11,L,5,1971,239,239,240,239
6944,2012-03-26,21:04:11,C,0,3645296,242,242,243,242
6945,2012-03-26,21:04:16,E,27,591,241,239,241,239
6946,2012-03-26,21:04:16,C,0,3645350,242,242,242,242
6947,2012-03-26,21:04:29,L,5,1945,241,241,242,241
6948,2012-03-26,21:04:29,C,0,3645858,242,242,243,242
6949,2012-03-26,21:04:31,E,17,472,240,239,240,239
6950,2012-03-26,21:04:32,C,0,3643217,242,242,243,242
6951,2012-03-26,21:04:32,L,4,1680,243,243,243,243
6952,2012-03-26,21:04:33,C,0,3646998,242,242,242,242
6953,2012-03-26,21:04:39,L,5,1136,241,241,242,241
6954,2012-03-26,21:04:40,C,0,3645231,242,242,243,242
6955,2012-03-26,21:04:48,L,4,2002,241,241,242,241
6956,2012-03-26,21:04:49,C,0,3643868,242,242,243,242
6957,2012-03-26,21:04:52,L,6,2108,241,241,241,241
6958,2012-03-26,21:04:52,C,0,3641321,242,242,242,242
6959,2012-03-26,21:05:00,L,5,1156,243,243,244,243
6960,2012-03-26,21:05:00,C,0,3640798,242,242,242,242
6961,2012-03-26,21:05:26,L,5,2003,240,240,240,240
6962,2012-03-26,21:05:27,C,0,3645368,242,242,242,242
6963,2012-03-26,21:05:33,L,5,4307,240,240,241,240
6964,2012-03-26,21:05:33,C,0,3641529,242,242,242,242
6965,2012-03-26,21:05:38,L,4,1046,241,241,242,241
6966,2012-03-26,21:05:38,C,0,3644433,242,242,243,242
6967,2012-03-26,21:05:39,L,5,848,244,244,472,244
6968,2012-03-26,21:05:40,C,0,3650179,242,242,243,242
6969,2012-03-26,21:05:49,E,5,399,240,240,472,240
6970,2012-03-26,21:05:49,C,0,3643692,242,242,243,242
6971,2012-03-26,21:05:50,L,4,710,243,242,472,242
6972,2012-03-26,21:05:51,C,0,3642440,242,242,242,242
6973,2012-03-26,21:05:53,E,5,640,243,241,472,241
6974,2012-03-26,21:05:53,C,0,3644818,242,242,243,242
6975,2012-03-26,21:05:58,L,5,2419,243,243,243,243
6976,2012-03-26,21:05:58,C,0,3649887,242,242,242,242
6977,2012-03-26,21:06:09,L,5,1207,242,242,242,242
6978,2012-03-26,21:06:09,C,0,3648054,242,242,242,242
6979,2012-03-26,21:06:10,E,6,604,242,242,472,242
6980,2012-03-26,21:06:10,C,0,3645422,242,242,243,242
6981,2012-03-26,21:06:12,E,12,228,472,240,243,240
6982,2012-03-26,21:06:13,C,0,3645883,242,242,242,242
6983,2012-03-26,21:06:18,E,5,798,241,240,241,240
6984,2012-03-26,21:06:18,C,0,3644249,242,242,242,242
6985,2012-03-26,21:06:27,L,5,1238,243,244,472,243
6986,2012-03-26,21:06:27,C,0,3643532,242,242,242,242
6987,2012-03-26,21:06:44,L,5,1105,243,243,244,243
6988,2012-03-26,21:06:44,C,0,3640346,242,242,242,242
6989,2012-03-26,21:06:55,L,3,499,243,243,472,243
6990,2012-03-26,21:06:55,C,0,3642477,242,242,242,242
6991,2012-03-26,21:06:58,L,6,2488,242,242,472,242
6992,2012-03-26,21:06:58,C,0,3650059,242,242,242,242
6993,2012-03-26,21:07:04,E,4,423,243,242,242,242
6994,2012-03-26,21:07:04,C,0,3642223,242,242,242,242
6995,2012-03-26,21:07:25,E,5,302,242,241,472,241
6996,2012-03-26,21:07:25,C,0,3645520,242,242,243,242
6997,2012-03-26,21:07:28,L,4,626,241,240,472,240
6998,2012-03-26,21:07:28,C,0,3641068,242,242,242,242
6999,2012-03-26,21:07:29,E,5,427,241,241,472,241
7000,2012-03-26,21:07:29,C,0,3649239,242,242,242,242
7001,2012-03-26,21:07:29,L,2,10,472,241,472,241
7002,2012-03-26,21:07:30,C,0,3650742,240,242,242,240
7003,2012-03-26,21:07:40,L,4,1389,241,241,241,241
7004,2012-03-26,21:07:41,C,0,3638805,242,242,242,242
7005,2012-03-26,21:07:45,L,5,1056,241,472,472,241
7006,2012-03-26,21:07:45,C,0,3646751,242,242,242,242
7007,2012-03-26,21:07:48,L,4,512,240,240,472,240
7008,2012-03-26,21:07:48,C,0,3644014,242,242,242,242
7009,2012-03-26,21:07:58,E,5,575,240,239,472,239
7010,2012-03-26,21:07:58,C,0,3637760,242,242,243,242
7011,2012-03-26,21:08:08,L,5,1435,240,240,472,240
7012,2012-03-26,21:08:08,C,0,3642389,242,242,242,242
7013,2012-03-26,21:08:09,L,5,1166,240,240,472,240
7014,2012-03-26,21:08:09,C,0,3639662,242,242,242,242
7015,2012-03-26,21:08:10,E,5,573,240,472,472,240
7016,2012-03-26,21:08:10,C,0,3645797,242,242,242,242
7017,2012-03-26,21:08:13,L,5,2261,244,243,244,243
7018,2012-03-26,21:08:13,C,0,3646542,242,242,242,242
7019,2012-03-26,21:08:17,L,5,1488,243,243,243,243
7020,2012-03-26,21:08:17,C,0,3647783,242,242,242,242
7021,2012-03-26,21:08:18,E,5,723,240,239,472,239
7022,2012-03-26,21:08:18,C,0,3649068,242,242,242,242
7023,2012-03-26,21:08:19,L,4,1317,241,241,242,241
7024,2012-03-26,21:08:20,C,0,3645976,242,242,242,242
7025,2012-03-26,21:08:20,E,5,463,240,238,472,238
7026,2012-03-26,21:08:20,C,0,3651397,242,242,242,242
7027,2012-03-26,21:08:38,L,4,1486,242,243,472,242
7028,2012-03-26,21:08:38,C,0,3642197,242,242,243,242
7029,2012-03-26,21:08:47,E,5,468,241,241,241,241
7030,2012-03-26,21:08:47,C,0,3641034,242,242,242,242
7031,2012-03-26,21:08:51,L,4,1325,241,241,242,241
7032,2012-03-26,21:08:51,C,0,3644514,242,242,242,242
7033,2012-03-26,21:08:54,L,5,1188,241,241,241,241
7034,2012-03-26,21:08:54,C,0,3649808,242,242,242,242
7035,2012-03-26,21:09:13,L,4,1560,242,242,242,242
7036,2012-03-26,21:09:14,C,0,3644853,242,242,243,242
7037,2012-03-26,21:09:18,E,5,790,244,244,244,244
7038,2012-03-26,21:09:18,C,0,3642899,242,242,242,242
7039,2012-03-26,21:09:19,E,4,22,472,243,472,243
7040,2012-03-26,21:09:19,C,0,3640527,242,242,242,242
7041,2012-03-26,21:09:21,L,4,584,242,242,243,242
7042,2012-03-26,21:09:22,C,0,3646461,240,242,242,240
7043,2012-03-26,21:09:51,L,6,5495,243,243,243,243
7044,2012-03-26,21:09:52,C,0,3641699,242,242,242,242
7045,2012-03-26,21:09:54,L,4,550,243,242,472,242
7046,2012-03-26,21:09:54,C,0,3642216,242,242,242,242
7047,2012-03-26,21:09:55,L,4,601,241,241,241,241
7048,2012-03-26,21:09:56,C,0,3647632,242,242,242,242
7049,2012-03-26,21:10:08,L,5,1780,242,242,243,242
7050,2012-03-26,21:10:09,C,0,3637940,242,242,243,242
7051,2012-03-26,21:10:09,E,4,384,241,240,472,240
7052,2012-03-26,21:10:10,C,0,3644063,242,242,242,242
7053,2012-03-26,21:10:11,L,5,868,243,243,244,243
7054,2012-03-26,21:10:11,C,0,3644727,242,242,242,242
7055,2012-03-26,21:10:13,E,6,461,242,241,472,241
7056,2012-03-26,21:10:13,C,0,3646363,242,242,242,242
7057,2012-03-26,21:10:26,L,6,5349,240,240,240,240
7058,2012-03-26,21:10:26,C,0,3647808,242,242,242,242
7059,2012-03-26,21:10:38,L,4,902,244,244,472,244
7060,2012-03-26,21:10:38,C,0,3647934,242,242,242,242
7061,2012-03-26,21:10:55,E,5,480,244,243,472,243
7062,2012-03-26,21:10:55,C,0,3646473,242,242,242,242
7063,2012-03-26,21:11:19,L,5,953,240,240,240,240
7064,2012-03-26,21:11:19,C,0,3640068,242,242,242,242
7065,2012-03-26,21:11:20,E,5,691,240,240,240,240
7066,2012-03-26,21:11:20,C,0,3644372,242,242,242,242
7067,2012-03-26,21:11:21,L,5,2243,240,239,240,239
7068,2012-03-26,21:11:21,C,0,3637409,242,242,242,242
7069,2012-03-26,21:11:31,E,5,558,243,242,472,242
7070,2012-03-26,21:11:31,C,0,3644291,242,242,243,242
7071,2012-03-26,21:11:36,E,5,644,242,242,243,242
7072,2012-03-26,21:11:36,C,0,3646813,242,242,243,242
7073,2012-03-26,21:11:38,E,6,340,241,241,241,241
7074,2012-03-26,21:11:38,C,0,3642733,242,242,242,242
7075,2012-03-26,21:11:39,L,5,1119,240,240,472,240
7076,2012-03-26,21:11:40,C,0,3645682,242,242,242,242
7077,2012-03-26,21:11:50,E,4,206,242,242,472,242
7078,2012-03-26,21:11:50,C,0,3643118,242,242,242,242
7079,2012-03-26,21:11:52,E,5,526,242,242,242,242
7080,2012-03-26,21:11:52,C,0,3643560,241,242,242,241
7081,2012-03-26,21:11:59,L,4,645,243,241,243,241
7082,2012-03-26,21:11:59,C,0,3644713,242,242,243,242
7083,2012-03-26,21:12:01,L,5,3025,241,241,241,241
7084,2012-03-26,21:12:02,C,0,3644451,242,242,242,242
7085,2012-03-26,21:12:07,L,5,1328,241,472,472,241
7086,2012-03-26,21:12:07,C,0,3641706,242,242,242,242
7087,2012-03-26,21:12:10,E,5,629,242,240,472,240
7088,2012-03-26,21:12:10,C,0,3636377,242,242,242,242
7089,2012-03-26,21:12:12,L,5,1109,242,242,243,242
7090,2012-03-26,21:12:12,C,0,3642769,242,242,242,242
7091,2012-03-26,21:12:20,L,5,1231,240,240,240,240
7092,2012-03-26,21:12:20,C,0,3649767,242,242,242,242
7093,2012-03-26,21:12:30,L,5,1607,243,243,244,243
7094,2012-03-26,21:12:31,C,0,3645928,242,242,242,242
7095,2012-03-26,21:12:33,L,4,1369,242,242,242,242
7096,2012-03-26,21:12:34,C,0,3639786,242,242,242,242
7097,2012-03-26,21:12:37,L,5,953,240,240,240,240
7098,2012-03-26,21:12:37,C,0,3641670,242,242,243,242
7099,2012-03-26,21:12:42,L,5,2652,240,240,240,240
7100,2012-03-26,21:12:42,C,0,3647204,242,242,243,242
7101,2012-03-26,21:12:44,L,5,1681,242,242,243,242
7102,2012-03-26,21:12:44,C,0,3644265,241,242,242,241
7103,2012-03-26,21:12:49,L,5,850,242,241,472,241
7104,2012-03-26,21:12:50,C,0,3644133,242,242,242,242
