EID,Date,Time,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER
13561,2013-03-16,00:50:29,C,0,6255234,242,242,242,242
13562,2013-03-16,00:50:32,L,5,1128,241,240,472,240
13563,2013-03-16,00:50:32,C,0,6260678,242,242,243,242
13564,2013-03-16,00:51:06,L,5,2559,243,243,472,243
13565,2013-03-16,00:51:07,C,0,6251664,242,242,243,242
13566,2013-03-16,00:51:22,L,4,1045,241,241,472,241
13567,2013-03-16,00:51:22,C,0,6268847,242,242,243,242
13568,2013-03-16,00:51:59,L,5,1360,242,242,242,242
13569,2013-03-16,00:51:59,C,0,6273100,242,242,242,242
13570,2013-03-16,00:52:28,L,4,1823,241,240,472,240
13571,2013-03-16,00:52:28,C,0,6257357,242,242,243,242
13572,2013-03-16,00:52:40,E,5,742,243,243,244,243
13573,2013-03-16,00:52:40,C,0,6259777,242,242,243,242
13574,2013-03-16,00:52:52,L,4,2548,240,240,240,240
13575,2013-03-16,00:52:53,C,0,6261354,242,242,243,242
13576,2013-03-16,00:53:12,L,4,838,241,241,472,241
13577,2013-03-16,00:53:12,C,0,6244781,242,242,243,242
13578,2013-03-16,00:53:24,L,5,2009,241,241,241,241
13579,2013-03-16,00:53:24,C,0,6244449,242,242,243,242
13580,2013-03-16,00:53:37,L,5,1146,242,241,242,241
13581,2013-03-16,00:53:37,C,0,6259352,242,242,242,242
13582,2013-03-16,00:53:53,L,4,720,243,243,472,243
13583,2013-03-16,00:53:53,C,0,6276871,242,242,243,242
13584,2013-03-16,00:54:02,L,5,1802,243,243,244,243
13585,2013-03-16,00:54:02,C,0,6270913,242,242,243,242
13586,2013-03-16,00:54:04,E,6,799,242,242,242,242
13587,2013-03-16,00:54:05,C,0,6301266,242,243,243,242
13588,2013-03-16,00:54:11,L,5,2034,241,241,241,241
13589,2013-03-16,00:54:11,C,0,6280435,242,242,243,242
13590,2013-03-16,00:54:26,L,6,6519,241,241,241,241
13591,2013-03-16,00:54:26,C,0,6276683,242,242,243,242
13592,2013-03-16,00:54:30,L,5,1790,243,244,246,243
13593,2013-03-16,00:54:31,C,0,6278291,242,242,243,242
13594,2013-03-16,00:54:52,L,5,5841,242,242,242,242
13595,2013-03-16,00:54:52,C,0,6275814,242,242,242,242
13596,2013-03-16,00:55:11,L,5,1870,242,243,243,242
13597,2013-03-16,00:55:11,C,0,6252673,242,242,243,242
13598,2013-03-16,00:55:19,E,5,755,241,240,472,240
13599,2013-03-16,00:55:19,C,0,6270027,242,242,243,242
13600,2013-03-16,00:55:24,L,4,620,240,240,240,240
13601,2013-03-16,00:55:25,C,0,6269186,242,242,243,242
13602,2013-03-16,00:55:50,L,4,574,240,240,472,240
13603,2013-03-16,00:55:50,C,0,6270898,242,242,242,242
13604,2013-03-16,00:55:52,L,4,2246,242,242,472,242
13605,2013-03-16,00:55:52,C,0,6283843,242,242,243,242
13606,2013-03-16,00:56:04,L,4,1789,243,243,472,243
13607,2013-03-16,00:56:04,C,0,6292773,242,242,243,242
13608,2013-03-16,00:56:05,L,5,1127,241,241,242,241
13609,2013-03-16,00:56:06,C,0,6282702,242,242,243,242
13610,2013-03-16,00:56:08,E,5,795,240,240,472,240
13611,2013-03-16,00:56:09,C,0,6278718,242,242,242,242
13612,2013-03-16,00:56:39,L,5,1200,240,239,472,239
13613,2013-03-16,00:56:40,C,0,6282303,242,242,243,242
13614,2013-03-16,00:56:57,E,5,688,241,240,472,240
13615,2013-03-16,00:56:57,C,0,6305772,242,243,243,242
13616,2013-03-16,00:56:59,L,4,1108,240,240,472,240
13617,2013-03-16,00:56:59,C,0,6257634,242,242,243,242
13618,2013-03-16,00:57:03,L,5,2896,242,242,242,242
13619,2013-03-16,00:57:03,C,0,6282155,242,242,243,242
13620,2013-03-16,00:57:06,L,5,1860,240,472,472,240
13621,2013-03-16,00:57:07,C,0,6275090,242,242,243,242
13622,2013-03-16,00:57:24,L,5,1998,241,241,241,241
13623,2013-03-16,00:57:25,C,0,6276918,242,242,243,242
13624,2013-03-16,00:57:36,L,5,2027,240,238,240,238
13625,2013-03-16,00:57:37,C,0,6265374,242,242,243,242
13626,2013-03-16,00:58:06,L,5,1340,240,240,241,240
13627,2013-03-16,00:58:07,C,0,6294890,242,242,243,242
13628,2013-03-16,00:58:08,L,6,2800,240,240,240,240
13629,2013-03-16,00:58:08,C,0,6302507,242,243,243,242
13630,2013-03-16,00:58:20,E,5,507,241,241,472,241
13631,2013-03-16,00:58:20,C,0,6256203,242,242,242,242
13632,2013-03-16,00:58:37,L,5,2973,243,243,243,243
13633,2013-03-16,00:58:37,C,0,6280737,242,242,243,242
13634,2013-03-16,00:58:48,E,5,551,243,243,243,243
13635,2013-03-16,00:58:48,C,0,6264316,242,242,242,242
13636,2013-03-16,00:58:57,L,5,2651,240,240,240,240
13637,2013-03-16,00:58:57,C,0,6279860,242,242,243,242
13638,2013-03-16,00:59:05,L,5,1938,242,242,472,242
13639,2013-03-16,00:59:06,C,0,6310250,242,242,242,242
13640,2013-03-16,00:59:14,L,5,1273,240,240,472,240
13641,2013-03-16,00:59:14,C,0,6261275,242,242,243,242
13642,2013-03-16,00:59:16,L,5,1351,241,241,242,241
13643,2013-03-16,00:59:17,C,0,6264213,242,242,242,242
13644,2013-03-16,00:59:37,L,5,2501,240,240,241,240
13645,2013-03-16,00:59:37,C,0,6237951,242,242,243,242
13646,2013-03-16,00:59:39,L,5,1159,241,241,472,241
13647,2013-03-16,00:59:40,C,0,6271213,242,242,242,242
13648,2013-03-16,00:59:43,L,5,2837,241,241,242,241
13649,2013-03-16,00:59:43,C,0,6292446,242,242,242,242
13650,2013-03-16,00:59:48,L,5,1800,242,242,243,242
13651,2013-03-16,00:59:48,C,0,6309475,242,242,242,242
13652,2013-03-16,01:00:02,L,5,1722,243,243,244,243
13653,2013-03-16,01:00:02,C,0,6257986,242,242,243,242
13654,2013-03-16,01:00:07,L,5,4042,243,243,243,243
13655,2013-03-16,01:00:08,C,0,6255428,242,242,242,242
13656,2013-03-16,01:00:17,E,5,541,243,472,472,243
13657,2013-03-16,01:00:17,C,0,6255638,242,242,243,242
13658,2013-03-16,01:00:33,E,6,1112,242,242,242,242
13659,2013-03-16,01:00:34,C,0,6284912,242,243,243,242
13660,2013-03-16,01:00:45,L,5,2938,241,241,242,241
13661,2013-03-16,01:00:46,C,0,6314779,242,242,242,242
13662,2013-03-16,01:00:52,L,4,1503,244,245,472,244
13663,2013-03-16,01:00:52,C,0,6279062,242,242,243,242
13664,2013-03-16,01:01:08,L,5,1415,243,243,244,243
13665,2013-03-16,01:01:08,C,0,6306858,242,242,243,242
13666,2013-03-16,01:01:20,L,4,680,240,239,472,239
13667,2013-03-16,01:01:20,C,0,6301816,242,242,243,242
13668,2013-03-16,01:01:23,L,5,2966,243,243,245,243
13669,2013-03-16,01:01:24,C,0,6283628,242,242,243,242
13670,2013-03-16,01:01:48,L,5,1163,240,240,240,240
13671,2013-03-16,01:01:48,C,0,6264451,242,242,243,242
13672,2013-03-16,01:01:49,L,4,1258,240,240,240,240
13673,2013-03-16,01:01:50,C,0,6288447,242,242,242,242
13674,2013-03-16,01:02:01,L,5,1244,242,242,472,242
13675,2013-03-16,01:02:02,C,0,6249686,242,242,243,242
13676,2013-03-16,01:02:08,E,6,749,242,242,472,242
13677,2013-03-16,01:02:08,C,0,6301453,242,242,242,242
13678,2013-03-16,01:02:22,E,12,797,240,238,240,238
13679,2013-03-16,01:02:23,C,0,6311472,242,242,243,242
13680,2013-03-16,01:02:28,L,4,1750,240,472,472,240
13681,2013-03-16,01:02:29,C,0,6311031,242,242,242,242
13682,2013-03-16,01:03:13,L,4,1479,240,240,472,240
13683,2013-03-16,01:03:13,C,0,6241363,242,242,243,242
13684,2013-03-16,01:03:17,E,5,807,241,240,472,240
13685,2013-03-16,01:03:18,C,0,6298848,242,242,243,242
13686,2013-03-16,01:03:25,E,6,555,241,241,472,241
13687,2013-03-16,01:03:25,C,0,6281863,242,242,242,242
13688,2013-03-16,01:03:32,L,5,1673,242,241,472,241
13689,2013-03-16,01:03:32,C,0,6283493,242,242,243,242
13690,2013-03-16,01:04:15,L,5,4367,243,243,244,243
13691,2013-03-16,01:04:15,C,0,6282042,242,242,243,242
13692,2013-03-16,01:04:48,L,5,1819,243,242,472,242
13693,2013-03-16,01:04:48,C,0,6237726,242,242,243,242
13694,2013-03-16,01:05:00,L,4,1728,240,239,472,239
13695,2013-03-16,01:05:00,C,0,6245633,242,242,243,242
13696,2013-03-16,01:05:03,L,5,925,243,243,243,243
13697,2013-03-16,01:05:04,C,0,6300808,242,242,243,242
13698,2013-03-16,01:05:49,L,4,5205,241,241,241,241
13699,2013-03-16,01:05:49,C,0,6272403,242,242,243,242
13700,2013-03-16,01:05:50,L,5,2993,242,242,242,242
13701,2013-03-16,01:05:51,C,0,6280244,242,242,243,242
13702,2013-03-16,01:06:06,L,4,1169,243,243,472,243
13703,2013-03-16,01:06:06,C,0,6253264,242,242,243,242
13704,2013-03-16,01:06:13,L,4,1699,241,241,472,241
13705,2013-03-16,01:06:13,C,0,6243906,242,243,243,242
13706,2013-03-16,01:06:14,L,5,1100,241,240,241,240
13707,2013-03-16,01:06:14,C,0,6290749,242,242,243,242
13708,2013-03-16,01:06:28,L,4,1392,241,241,241,241
13709,2013-03-16,01:06:28,C,0,6222708,242,242,243,242
13710,2013-03-16,01:07:03,E,5,549,240,239,472,239
13711,2013-03-16,01:07:04,C,0,6224804,242,242,243,242
13712,2013-03-16,01:07:08,L,5,4009,241,241,241,241
13713,2013-03-16,01:07:09,C,0,6266325,242,242,243,242
13714,2013-03-16,01:07:09,L,5,1986,242,472,472,242
13715,2013-03-16,01:07:10,C,0,6258508,242,242,243,242
13716,2013-03-16,01:07:48,L,5,1106,240,240,241,240
13717,2013-03-16,01:07:48,C,0,6282125,242,242,243,242
13718,2013-03-16,01:07:51,E,5,786,242,240,472,240
13719,2013-03-16,01:07:51,C,0,6253643,242,242,242,242
13720,2013-03-16,01:08:05,L,5,859,240,239,472,239
13721,2013-03-16,01:08:05,C,0,6277203,242,242,243,242
13722,2013-03-16,01:08:22,L,4,947,242,243,472,242
13723,2013-03-16,01:08:23,C,0,6248971,242,242,242,242
13724,2013-03-16,01:08:34,L,5,1925,239,239,240,239
13725,2013-03-16,01:08:34,C,0,6238406,242,242,243,242
13726,2013-03-16,01:08:43,L,4,1785,240,240,472,240
13727,2013-03-16,01:08:43,C,0,6253806,242,242,243,242
13728,2013-03-16,01:08:46,L,4,2198,240,239,472,239
13729,2013-03-16,01:08:46,C,0,6265717,242,242,243,242
13730,2013-03-16,01:08:53,L,5,1721,241,241,242,241
13731,2013-03-16,01:08:53,C,0,6230168,242,242,243,242
13732,2013-03-16,01:08:55,L,5,868,241,240,472,240
13733,2013-03-16,01:08:55,C,0,6297595,242,242,243,242
13734,2013-03-16,01:09:07,L,5,871,241,240,472,240
13735,2013-03-16,01:09:07,C,0,6242479,242,242,242,242
13736,2013-03-16,01:09:13,L,5,2121,241,241,241,241
13737,2013-03-16,01:09:13,C,0,6240403,242,242,242,242
13738,2013-03-16,01:09:18,E,88,13840,243,243,244,243
13739,2013-03-16,01:09:18,C,0,6256932,242,242,242,242
13740,2013-03-16,01:09:21,L,4,694,242,242,242,242
13741,2013-03-16,01:09:21,C,0,6279882,242,242,243,242
13742,2013-03-16,01:09:21,L,5,2364,241,241,241,241
13743,2013-03-16,01:09:22,C,0,6294422,242,243,243,242
13744,2013-03-16,01:09:29,L,5,2743,243,243,472,243
13745,2013-03-16,01:09:29,C,0,6289160,242,242,243,242
13746,2013-03-16,01:09:35,L,4,848,240,239,240,239
13747,2013-03-16,01:09:36,C,0,6290009,242,242,243,242
13748,2013-03-16,01:09:39,L,4,803,241,241,472,241
13749,2013-03-16,01:09:39,C,0,6257015,242,242,243,242
13750,2013-03-16,01:09:51,E,5,825,241,241,242,241
13751,2013-03-16,01:09:52,C,0,6301057,242,242,243,242
13752,2013-03-16,01:09:52,L,4,1103,240,240,240,240
13753,2013-03-16,01:09:53,C,0,6279634,242,243,243,242
13754,2013-03-16,01:10:11,L,5,1010,243,243,244,243
13755,2013-03-16,01:10:12,C,0,6279642,242,242,243,242
13756,2013-03-16,01:10:40,L,5,1125,240,472,472,240
13757,2013-03-16,01:10:40,C,0,6272590,242,243,243,242
13758,2013-03-16,01:10:45,L,5,2018,241,241,472,241
13759,2013-03-16,01:10:45,C,0,6271902,242,242,243,242
13760,2013-03-16,01:10:52,E,6,1181,243,243,244,243
13761,2013-03-16,01:10:52,C,0,6272013,242,242,242,242
13762,2013-03-16,01:11:14,E,5,793,241,241,472,241
13763,2013-03-16,01:11:15,C,0,6273040,242,242,243,242
13764,2013-03-16,01:11:51,E,19,782,241,240,242,240
13765,2013-03-16,01:11:52,C,0,6243677,242,243,243,242
13766,2013-03-16,01:11:54,E,7,66,472,472,472,472
13767,2013-03-16,01:11:54,C,0,6260485,242,242,243,242
13768,2013-03-16,01:11:56,E,4,464,242,241,472,241
13769,2013-03-16,01:11:56,C,0,6230224,242,242,243,242
13770,2013-03-16,01:11:57,E,14,84,234,210,472,210
13771,2013-03-16,01:11:57,C,0,6255693,215,242,242,215
13772,2013-03-16,01:11:58,E,13,155,237,241,472,237
13773,2013-03-16,01:11:58,C,0,6294634,242,242,243,242
13774,2013-03-16,01:11:59,E,6,67,225,224,472,224
13775,2013-03-16,01:12:00,C,0,6271528,242,135,242,135
13776,2013-03-16,01:12:01,E,5,71,61,86,472,61
13777,2013-03-16,01:12:01,C,0,6233012,153,214,242,153
13778,2013-03-16,01:12:02,L,5,3681,242,242,243,242
13779,2013-03-16,01:12:02,C,0,6249543,242,242,243,242
13780,2013-03-16,01:12:04,E,6,81,230,59,472,59
13781,2013-03-16,01:12:04,C,0,6292588,189,41,243,41
13782,2013-03-16,01:12:05,L,2,24,146,142,472,142
13783,2013-03-16,01:12:05,C,0,6300031,94,94,242,94
13784,2013-03-16,01:12:07,E,11,137,238,151,472,151
13785,2013-03-16,01:12:07,C,0,6252512,89,122,242,89
13786,2013-03-16,01:12:08,E,4,23,122,35,472,35
13787,2013-03-16,01:12:08,C,0,6259695,62,107,242,62
13788,2013-03-16,01:12:09,E,10,111,60,106,472,60
13789,2013-03-16,01:12:10,C,0,6301059,49,36,282,36
13790,2013-03-16,01:12:11,E,25,289,89,104,472,89
13791,2013-03-16,01:12:11,C,0,6260522,47,142,243,47
13792,2013-03-16,01:12:12,E,7,56,248,132,472,132
13793,2013-03-16,01:12:13,C,0,6264521,97,147,243,97
13794,2013-03-16,01:12:14,E,13,134,81,51,472,51
13795,2013-03-16,01:12:14,C,0,6290299,53,53,242,53
13796,2013-03-16,01:12:15,E,5,70,241,472,472,241
13797,2013-03-16,01:12:16,C,0,6293102,210,242,242,210
13798,2013-03-16,01:12:16,E,5,44,39,39,40,39
13799,2013-03-16,01:12:17,C,0,6272672,61,69,242,61
13800,2013-03-16,01:12:18,E,10,106,242,240,472,240
13801,2013-03-16,01:12:18,C,0,6279509,60,83,242,60
13802,2013-03-16,01:12:19,E,4,47,34,82,472,34
13803,2013-03-16,01:12:20,C,0,6294140,59,42,242,42
13804,2013-03-16,01:12:21,E,22,190,121,242,472,121
13805,2013-03-16,01:12:21,C,0,6282582,71,71,242,71
13806,2013-03-16,01:12:22,E,29,426,165,105,472,105
13807,2013-03-16,01:12:23,C,0,6266191,80,174,242,80
13808,2013-03-16,01:12:24,E,7,93,80,80,472,80
13809,2013-03-16,01:12:24,C,0,6293619,212,139,242,139
13810,2013-03-16,01:12:25,E,12,134,240,396,472,240
13811,2013-03-16,01:12:25,C,0,6271305,48,14,242,14
13812,2013-03-16,01:12:26,E,13,132,243,243,472,243
13813,2013-03-16,01:12:27,C,0,6265222,242,242,242,242
13814,2013-03-16,01:12:28,E,9,53,224,205,472,205
13815,2013-03-16,01:12:28,C,0,6282156,242,200,243,200
13816,2013-03-16,01:12:29,L,5,2422,242,241,243,241
13817,2013-03-16,01:12:29,C,0,6307894,242,242,243,242
13818,2013-03-16,01:12:32,E,7,33,472,125,472,125
13819,2013-03-16,01:12:32,C,0,6259262,242,242,242,242
13820,2013-03-16,01:12:38,L,5,2777,240,240,241,240
13821,2013-03-16,01:12:38,C,0,6272440,242,242,243,242
13822,2013-03-16,01:12:40,L,4,662,240,239,239,239
13823,2013-03-16,01:12:40,C,0,6251913,242,242,243,242
13824,2013-03-16,01:12:50,L,5,2174,241,240,241,240
13825,2013-03-16,01:12:50,C,0,6272855,242,242,242,242
13826,2013-03-16,01:13:03,L,5,1989,240,240,240,240
13827,2013-03-16,01:13:03,C,0,6279476,242,242,243,242
13828,2013-03-16,01:13:31,L,5,2007,240,472,472,240
13829,2013-03-16,01:13:31,C,0,6295409,242,242,243,242
13830,2013-03-16,01:13:35,L,5,5224,241,241,241,241
13831,2013-03-16,01:13:35,C,0,6251926,242,242,243,242
13832,2013-03-16,01:13:40,L,4,1224,241,241,241,241
13833,2013-03-16,01:13:41,C,0,6244115,242,242,243,242
13834,2013-03-16,01:13:55,L,4,1320,240,240,240,240
13835,2013-03-16,01:13:55,C,0,6274368,242,243,243,242
13836,2013-03-16,01:13:57,L,5,1029,242,242,472,242
13837,2013-03-16,01:13:57,C,0,6228098,242,242,243,242
13838,2013-03-16,01:14:02,E,5,589,240,238,472,238
13839,2013-03-16,01:14:02,C,0,6288237,242,242,242,242
13840,2013-03-16,01:14:23,L,4,1344,243,243,243,243
13841,2013-03-16,01:14:24,C,0,6291105,242,242,242,242
13842,2013-03-16,01:14:29,E,5,683,241,240,241,240
13843,2013-03-16,01:14:29,C,0,6284600,242,242,243,242
13844,2013-03-16,01:14:43,L,6,3364,243,243,243,243
13845,2013-03-16,01:14:43,C,0,6264699,242,242,242,242
13846,2013-03-16,01:14:53,L,4,1279,243,242,472,242
13847,2013-03-16,01:14:54,C,0,6238821,242,242,243,242
13848,2013-03-16,01:15:01,L,4,722,242,242,472,242
13849,2013-03-16,01:15:01,C,0,6218757,242,242,242,242
13850,2013-03-16,01:15:24,L,5,1365,243,243,472,243
13851,2013-03-16,01:15:24,C,0,6241303,242,242,242,242
13852,2013-03-16,01:15:31,L,5,2486,241,241,242,241
13853,2013-03-16,01:15:31,C,0,6257159,242,242,243,242
13854,2013-03-16,01:15:32,L,5,2579,241,241,241,241
13855,2013-03-16,01:15:33,C,0,6231557,242,242,242,242
13856,2013-03-16,01:15:38,L,4,1479,243,243,472,243
13857,2013-03-16,01:15:38,C,0,6315514,242,242,243,242
13858,2013-03-16,01:15:46,E,5,465,240,239,239,239
13859,2013-03-16,01:15:46,C,0,6224453,242,243,243,242
13860,2013-03-16,01:15:54,E,5,544,472,243,472,243
13861,2013-03-16,01:15:54,C,0,6265348,242,242,243,242
13862,2013-03-16,01:16:07,L,5,2370,243,243,243,243
13863,2013-03-16,01:16:08,C,0,6285514,242,242,242,242
13864,2013-03-16,01:16:13,L,5,3275,241,241,241,241
13865,2013-03-16,01:16:14,C,0,6236443,242,242,243,242
13866,2013-03-16,01:16:21,L,5,2217,241,240,241,240
13867,2013-03-16,01:16:21,C,0,6231937,242,242,242,242
13868,2013-03-16,01:16:40,L,5,2464,243,243,243,243
13869,2013-03-16,01:16:41,C,0,6243627,242,242,243,242
13870,2013-03-16,01:17:04,L,5,1778,242,241,472,241
13871,2013-03-16,01:17:05,C,0,6247523,242,242,243,242
13872,2013-03-16,01:17:13,L,4,1364,242,241,242,241
13873,2013-03-16,01:17:13,C,0,6281510,242,242,243,242
13874,2013-03-16,01:17:44,L,4,717,240,240,240,240
13875,2013-03-16,01:17:45,C,0,6253866,242,242,243,242
13876,2013-03-16,01:18:00,L,4,2828,240,240,240,240
13877,2013-03-16,01:18:01,C,0,6255817,242,242,243,242
13878,2013-03-16,01:18:15,L,5,1931,242,472,472,242
13879,2013-03-16,01:18:16,C,0,6264291,242,242,243,242
13880,2013-03-16,01:18:20,L,5,1701,240,240,240,240
13881,2013-03-16,01:18:20,C,0,6273489,242,242,243,242
13882,2013-03-16,01:18:21,L,5,932,243,243,243,243
13883,2013-03-16,01:18:21,C,0,6263479,242,242,243,242
13884,2013-03-16,01:18:34,L,5,1755,240,240,241,240
13885,2013-03-16,01:18:34,C,0,6289388,242,242,243,242
13886,2013-03-16,01:18:54,L,4,1861,239,239,472,239
13887,2013-03-16,01:18:55,C,0,6245266,242,242,243,242
13888,2013-03-16,01:19:07,L,4,1849,241,241,241,241
13889,2013-03-16,01:19:07,C,0,6240986,242,242,243,242
13890,2013-03-16,01:19:24,L,5,2106,243,243,243,243
13891,2013-03-16,01:19:24,C,0,6286441,242,242,243,242
13892,2013-03-16,01:19:33,L,4,2065,242,242,472,242
13893,2013-03-16,01:19:33,C,0,6220460,242,243,243,242
13894,2013-03-16,01:19:41,L,6,1876,241,240,241,240
13895,2013-03-16,01:19:41,C,0,6252938,242,242,243,242
13896,2013-03-16,01:19:55,E,5,832,242,242,472,242
13897,2013-03-16,01:19:55,C,0,6231801,242,242,243,242
13898,2013-03-16,01:20:07,L,4,2211,241,241,241,241
13899,2013-03-16,01:20:07,C,0,6232153,242,242,242,242
13900,2013-03-16,01:20:11,E,5,753,243,242,472,242
13901,2013-03-16,01:20:11,C,0,6309449,242,242,242,242
13902,2013-03-16,01:20:21,L,5,1635,242,242,472,242
13903,2013-03-16,01:20:21,C,0,6268443,242,242,243,242
13904,2013-03-16,01:20:24,L,5,3111,243,243,243,243
13905,2013-03-16,01:20:25,C,0,6255429,242,242,243,242
13906,2013-03-16,01:20:29,L,4,736,240,240,472,240
13907,2013-03-16,01:20:29,C,0,6267339,242,243,243,242
13908,2013-03-16,01:20:31,L,5,879,243,242,472,242
13909,2013-03-16,01:20:31,C,0,6300785,242,242,242,242
13910,2013-03-16,01:20:41,L,5,1255,239,239,472,239
13911,2013-03-16,01:20:42,C,0,6268390,242,242,243,242
13912,2013-03-16,01:21:12,L,4,2095,240,240,241,240
13913,2013-03-16,01:21:12,C,0,6288452,242,242,243,242
13914,2013-03-16,01:21:17,L,4,2036,242,243,243,242
13915,2013-03-16,01:21:17,C,0,6255638,242,242,243,242
13916,2013-03-16,01:21:28,L,5,1357,242,241,242,241
13917,2013-03-16,01:21:28,C,0,6243779,242,242,243,242
13918,2013-03-16,01:21:29,E,5,390,242,241,472,241
13919,2013-03-16,01:21:30,C,0,6271933,242,242,243,242
13920,2013-03-16,01:21:35,L,5,2337,241,241,472,241
13921,2013-03-16,01:21:36,C,0,6245868,242,243,243,242
13922,2013-03-16,01:21:49,L,5,1295,240,240,240,240
13923,2013-03-16,01:21:50,C,0,6288042,242,242,243,242
13924,2013-03-16,01:21:56,E,5,748,242,242,472,242
13925,2013-03-16,01:21:56,C,0,6246646,242,242,242,242
13926,2013-03-16,01:22:04,L,5,5470,240,240,241,240
13927,2013-03-16,01:22:04,C,0,6236415,242,242,243,242
13928,2013-03-16,01:22:05,L,5,1391,242,241,472,241
13929,2013-03-16,01:22:06,C,0,6281849,242,242,242,242
13930,2013-03-16,01:22:07,E,115,51221,241,239,241,239
13931,2013-03-16,01:22:07,C,0,6288954,242,243,243,242
13932,2013-03-16,01:22:21,L,5,2273,241,241,241,241
13933,2013-03-16,01:22:21,C,0,6246321,242,243,243,242
13934,2013-03-16,01:22:22,L,5,1820,243,243,472,243
13935,2013-03-16,01:22:23,C,0,6228055,242,242,243,242
13936,2013-03-16,01:22:26,L,4,778,241,241,241,241
13937,2013-03-16,01:22:26,C,0,6317581,242,242,243,242
13938,2013-03-16,01:22:32,E,5,566,242,241,472,241
13939,2013-03-16,01:22:32,C,0,6270779,242,242,243,242
13940,2013-03-16,01:22:52,L,5,5111,239,239,240,239
13941,2013-03-16,01:22:53,C,0,6262617,242,242,243,242
13942,2013-03-16,01:23:22,L,5,1456,243,243,243,243
13943,2013-03-16,01:23:23,C,0,6259578,242,242,243,242
13944,2013-03-16,01:23:36,L,5,2674,243,243,244,243
13945,2013-03-16,01:23:36,C,0,6232802,242,242,243,242
13946,2013-03-16,01:23:39,L,5,1802,242,242,243,242
13947,2013-03-16,01:23:40,C,0,6266637,242,242,242,242
13948,2013-03-16,01:23:42,E,14,559,472,240,241,240
13949,2013-03-16,01:23:43,C,0,6268125,242,242,242,242
13950,2013-03-16,01:24:23,L,5,2659,242,242,243,242
13951,2013-03-16,01:24:24,C,0,6239206,242,242,242,242
13952,2013-03-16,01:24:27,L,5,2849,243,244,244,243
13953,2013-03-16,01:24:27,C,0,6246945,242,242,243,242
13954,2013-03-16,01:24:40,L,4,773,241,239,472,239
13955,2013-03-16,01:24:40,C,0,6294381,242,242,243,242
13956,2013-03-16,01:24:44,L,6,5909,242,242,242,242
13957,2013-03-16,01:24:45,C,0,6259657,242,242,242,242
13958,2013-03-16,01:24:48,L,5,1908,240,240,241,240
13959,2013-03-16,01:24:48,C,0,6301935,242,242,243,242
13960,2013-03-16,01:24:55,E,17,436,246,242,243,242
13961,2013-03-16,01:24:56,C,0,6233557,242,242,243,242
13962,2013-03-16,01:25:26,L,6,5360,242,241,242,241
13963,2013-03-16,01:25:27,C,0,6218671,242,242,243,242
13964,2013-03-16,01:25:29,L,5,5085,242,242,472,242
13965,2013-03-16,01:25:29,C,0,6269128,242,242,243,242
13966,2013-03-16,01:25:49,L,5,3671,242,242,243,242
13967,2013-03-16,01:25:50,C,0,6288401,242,242,243,242
13968,2013-03-16,01:25:52,L,5,1064,243,243,243,243
13969,2013-03-16,01:25:53,C,0,6250736,242,242,243,242
13970,2013-03-16,01:25:57,L,5,3531,241,241,242,241
13971,2013-03-16,01:25:57,C,0,6266969,242,242,243,242
13972,2013-03-16,01:26:00,L,4,1281,241,241,242,241
13973,2013-03-16,01:26:00,C,0,6269325,242,242,242,242
13974,2013-03-16,01:26:11,E,4,462,243,243,472,243
13975,2013-03-16,01:26:11,C,0,6242647,242,242,243,242
13976,2013-03-16,01:26:28,L,4,762,243,242,472,242
13977,2013-03-16,01:26:29,C,0,6274478,242,242,243,242
13978,2013-03-16,01:26:36,L,4,529,472,241,242,241
13979,2013-03-16,01:26:36,C,0,6311623,242,242,243,242
13980,2013-03-16,01:26:38,L,4,1322,241,241,472,241
13981,2013-03-16,01:26:38,C,0,6303601,242,242,242,242
13982,2013-03-16,01:26:54,L,5,1382,240,240,472,240
13983,2013-03-16,01:26:55,C,0,6267868,242,242,243,242
13984,2013-03-16,01:27:05,L,5,958,243,243,243,243
13985,2013-03-16,01:27:05,C,0,6282082,242,242,243,242
13986,2013-03-16,01:27:07,L,4,792,242,242,243,242
13987,2013-03-16,01:27:08,C,0,6295240,242,242,243,242
13988,2013-03-16,01:27:19,E,4,464,472,472,472,472
13989,2013-03-16,01:27:19,C,0,6251194,242,242,242,242
13990,2013-03-16,01:27:22,L,4,1056,243,244,472,243
13991,2013-03-16,01:27:22,C,0,6291366,242,242,242,242
13992,2013-03-16,01:27:25,E,5,682,241,241,472,241
13993,2013-03-16,01:27:25,C,0,6343123,242,242,243,242
13994,2013-03-16,01:27:40,L,5,2812,241,241,472,241
13995,2013-03-16,01:27:41,C,0,6274472,242,242,242,242
13996,2013-03-16,01:27:42,L,5,2481,240,240,241,240
13997,2013-03-16,01:27:42,C,0,6243195,242,242,243,242
13998,2013-03-16,01:27:45,E,5,635,243,233,245,233
13999,2013-03-16,01:27:45,C,0,6279689,242,243,243,242
14000,2013-03-16,01:27:49,L,6,1324,243,243,244,243
14001,2013-03-16,01:27:50,C,0,6280265,242,242,243,242
14002,2013-03-16,01:27:52,L,4,1463,241,241,472,241
14003,2013-03-16,01:27:52,C,0,6266216,242,242,243,242
14004,2013-03-16,01:27:55,L,5,2304,240,240,241,240
14005,2013-03-16,01:27:56,C,0,6276249,242,242,243,242
