EID,UTC,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,H,EAS,SNRatio_s,SNRatio_n,AbsSignal_s,AbsSignal_n,TotalNoise_s,TotalNoise_n,NNear3,Theta,dt2_s,dt2_n,ng_s,ng_n,Crit1,Crit2
12306,2013-03-15  21:54:19,E,20,408,469,237,239,237,16,377.4,1.0,11.15465,5.121314,185.725,51.925,16.65,10.139,15.0,0.3612832,0.781736,0.44721359999999993,18.0,5.0,2.0594791080364723,2.1780846132603475
12307,2013-03-15  21:54:19,C,0,6188721,242,242,243,242,0,377.4,,,,,,,,,,,,,,,
12308,2013-03-15  21:54:47,E,7,768,242,241,242,241,28,378.7,0.0,2.465953,156.8075,370.285,520.444,150.159,3.319,22.0,0.14137170000000002,1.523155,1.040833,25.0,36.0,0.47454178625579424,0.015725990115430393
12309,2013-03-15  21:54:47,C,0,6205600,242,243,243,242,0,378.7,,,,,,,,,,,,,,,
12310,2013-03-15  21:54:55,E,6,1109,238,238,238,238,8,379.3,0.0,9.73161,12.1561,475.214,502.971,48.832,41.376,20.0,0.2827433,1.445998,0.6,22.0,25.0,0.3651457332582756,0.8005533374945575
12311,2013-03-15  21:54:55,C,0,6186655,242,242,243,242,0,379.3,,,,,,,,,,,,,,,
12312,2013-03-15  21:54:58,E,8,1984,240,239,470,239,3,379.6,0.0,0.8124963000000001,117.6941,538.382,1192.124,662.627,10.129,42.0,0.2042035,1.517342,1.0762969999999998,43.0,101.0,0.3019922044242791,0.0069034557143948
12313,2013-03-15  21:54:59,C,0,6203134,242,242,243,242,1,379.6,,,,,,,,,,,,,,,
12314,2013-03-15  21:55:22,L,7,2505,239,239,240,239,23,381.8,0.0,5.2557529999999995,1000.0,1096.245,1304.825,208.58,0.0,44.0,0.2356194,1.954017,0.8905636,44.0,58.0,0.3457492807963253,0.0
12315,2013-03-15  21:55:23,C,0,6208299,242,242,242,242,1,381.8,,,,,,,,,,,,,,,
12316,2013-03-15  21:55:36,E,8,1664,242,241,243,241,13,381.9,0.0,3.2273680000000002,23.17237,717.005,900.316,222.164,38.853,28.0,0.2356194,1.813925,1.05785,31.0,42.0,0.4304445043863708,0.1392765780465857
12317,2013-03-15  21:55:36,C,0,6210596,242,242,243,242,0,381.9,,,,,,,,,,,,,,,
12318,2013-03-15  21:55:42,L,7,5816,238,238,238,238,6,381.7,0.0,2.2212259999999997,62.25871,2248.911,3220.5809999999997,1012.4639999999999,51.729,44.0,0.1884956,1.6438150000000002,0.8271702,47.0,76.0,0.31119041120167024,0.035677345583504674
12319,2013-03-15  21:55:43,C,0,6206200,242,242,242,242,1,381.7,,,,,,,,,,,,,,,
12320,2013-03-15  21:56:47,L,6,1672,242,241,242,241,64,378.1,0.0,5.225075,1000.0,738.857,880.263,141.406,0.0,21.0,0.2042035,1.351328,0.8838834999999999,23.0,32.0,0.4701236602993499,0.0
12321,2013-03-15  21:56:47,C,0,6188664,242,242,242,242,0,378.1,,,,,,,,,,,,,,,
12322,2013-03-15  21:57:07,L,7,2962,238,238,239,238,20,378.2,0.0,4.856039,127.3305,2730.711,3261.1890000000003,562.333,25.612,50.0,0.07853982,1.8530950000000002,1.103807,53.0,87.0,0.362870845491077,0.03813727809858839
12323,2013-03-15  21:57:08,C,0,6212524,242,242,243,242,1,378.2,,,,,,,,,,,,,,,
12324,2013-03-15  21:57:56,E,7,1615,239,239,239,239,48,377.6,0.0,2.725956,15.84162,704.327,926.941,258.378,58.513,36.0,0.21991149999999998,1.470429,1.103713,37.0,55.0,0.5049532050603166,0.17207551503640223
12325,2013-03-15  21:57:56,C,0,6181712,242,242,243,242,0,377.6,,,,,,,,,,,,,,,
12326,2013-03-15  21:58:38,L,6,2211,239,239,470,239,42,378.5,0.0,2.522042,26.470740000000003,844.014,1134.986,334.655,42.877,46.0,0.1256637,1.7440369999999998,0.9722168,48.0,73.0,0.36654373794586376,0.09527659306190739
12327,2013-03-15  21:58:38,C,0,6190525,242,242,243,242,0,378.5,,,,,,,,,,,,,,,
12328,2013-03-15  21:59:10,E,8,1521,238,238,470,238,32,381.6,0.0,4.028657,45.94636,763.511,932.757,189.52,20.301,32.0,0.21991149999999998,1.424279,1.089725,35.0,48.0,0.5578900944501276,0.08768174107695122
12329,2013-03-15  21:59:10,C,0,6203052,242,242,242,242,0,381.6,,,,,,,,,,,,,,,
12330,2013-03-15  21:59:34,E,8,1034,238,237,470,237,24,383.8,0.0,1.9331639999999999,1000.0,377.083,572.143,195.06,0.0,26.0,0.1884956,1.4277469999999999,1.0,26.0,38.0,0.47922392855021906,0.0
12331,2013-03-15  21:59:35,C,0,6189186,242,242,243,242,1,383.8,,,,,,,,,,,,,,,
12332,2013-03-15  21:59:52,L,8,3062,239,239,240,239,17,382.6,0.0,3.9570769999999995,238.1491,1265.319,1578.4520000000002,319.761,6.628,48.0,0.1256637,1.620941,0.8276059000000001,51.0,73.0,0.3567004741614108,0.016615968339790805
12333,2013-03-15  21:59:52,C,0,6209771,242,242,242,242,0,382.6,,,,,,,,,,,,,,,
12334,2013-03-15  22:00:32,E,6,1070,242,240,470,240,40,381.2,0.0,3.3704660000000004,28.8928,573.933,707.209,170.283,24.477,37.0,0.2513274,1.668467,0.8284169,37.0,51.0,0.3602158983160508,0.11665418198505216
12335,2013-03-15  22:00:32,C,0,6182668,242,242,242,242,0,381.2,,,,,,,,,,,,,,,
12336,2013-03-15  22:01:59,L,8,3002,240,240,241,240,87,380.6,0.0,1.9525869999999999,59.37753000000001,1141.508,1701.1070000000002,584.613,28.649,36.0,0.1256637,1.5389680000000001,0.8682431,38.0,65.0,0.32982380000503836,0.03288427918795193
12337,2013-03-15  22:01:59,C,0,6206397,242,242,243,242,0,380.6,,,,,,,,,,,,,,,
12338,2013-03-15  22:02:08,L,5,1006,239,238,470,238,9,380.2,0.0,4.289883000000001,135.3649,354.872,434.386,82.723,3.209,13.0,0.17278759999999999,0.8944271999999999,0.6324555000000001,15.0,20.0,0.5303300536924639,0.03169124898192632
12339,2013-03-15  22:02:09,C,0,6183850,242,242,243,242,1,380.2,,,,,,,,,,,,,,,
12340,2013-03-15  22:03:26,L,6,1454,242,243,244,242,77,376.8,0.0,1.578878,36.03886,461.623,732.634,292.374,20.329,27.0,0.1884956,1.402379,0.917011,30.0,44.0,0.44583865896970265,0.04381044212793091
12341,2013-03-15  22:03:26,C,0,6195860,242,242,243,242,0,376.8,,,,,,,,,,,,,,,
12342,2013-03-15  22:03:59,L,8,4446,239,239,240,239,33,376.8,0.0,1.514041,88.90368000000001,1441.234,2366.527,951.912,26.619,44.0,0.1570796,1.713121,0.9078413000000001,46.0,91.0,0.2678787949076505,0.01703013025950558
12343,2013-03-15  22:04:00,C,0,6195891,242,242,242,242,1,376.8,,,,,,,,,,,,,,,
12344,2013-03-15  22:04:03,E,8,1914,238,237,469,237,3,376.9,0.0,1.4283139999999999,41.69015,567.222,945.199,397.127,22.672,45.0,0.09424778,1.7061979999999999,0.9925093,45.0,67.0,0.3906995107722534,0.03426022661058922
12345,2013-03-15  22:04:03,C,0,6180255,242,242,243,242,0,376.9,,,,,,,,,,,,,,,
12346,2013-03-15  22:04:04,E,8,1802,238,239,240,238,1,377.0,0.0,2.625793,37.11603,676.932,927.641,257.801,24.993,32.0,0.1884956,1.566699,1.208305,33.0,50.0,0.509020111712588,0.07074551309884987
12347,2013-03-15  22:04:04,C,0,6200393,242,242,243,242,0,377.0,,,,,,,,,,,,,,,
12348,2013-03-15  22:04:32,L,6,1381,238,469,470,238,28,377.7,0.0,1.117381,230.7605,393.918,742.818,352.537,3.219,28.0,0.17278759999999999,1.3198239999999999,1.093459,31.0,46.0,0.5583292034458349,0.004842166061619578
12349,2013-03-15  22:04:32,C,0,6200989,242,242,242,242,0,377.7,,,,,,,,,,,,,,,
12350,2013-03-15  22:04:46,E,6,466,240,240,471,240,14,377.5,0.0,1.8861279999999998,32.63348,195.848,259.273,103.836,7.945,17.0,0.5340708000000001,2.209605,0.8257228000000001,17.0,22.0,0.2887658777350374,0.05779733313565792
12351,2013-03-15  22:04:46,C,0,6205543,242,242,243,242,0,377.5,,,,,,,,,,,,,,,
12352,2013-03-15  22:04:51,E,7,1347,239,239,470,239,5,377.8,0.0,0.7702321999999999,14.78359,294.05,639.257,381.768,43.241,17.0,0.5340708000000001,2.041241,1.2565620000000002,18.0,19.0,0.5831879517875337,0.052100500769837556
12353,2013-03-15  22:04:51,C,0,6211074,242,242,243,242,0,377.8,,,,,,,,,,,,,,,
12354,2013-03-15  22:06:26,L,6,2264,240,240,470,240,95,377.1,0.0,0.906524,25.78045,558.921,1128.4360000000001,616.554,43.771,39.0,0.21991149999999998,1.514161,0.8721028000000001,41.0,71.0,0.3325991484095348,0.03516323666115936
12355,2013-03-15  22:06:27,C,0,6201278,242,242,243,242,1,377.1,,,,,,,,,,,,,,,
12356,2013-03-15  22:06:47,L,7,5575,239,238,239,238,20,375.5,0.0,1.7121810000000002,81.80008000000001,2003.231,3171.4709999999995,1169.988,38.771,41.0,0.17278759999999999,1.480026,0.9808289000000001,42.0,79.0,0.3523271477936917,0.02093128461013822
12357,2013-03-15  22:06:48,C,0,6182955,242,242,242,242,1,375.5,,,,,,,,,,,,,,,
12358,2013-03-15  22:06:56,E,7,1882,239,240,470,239,8,375.3,0.0,0.779053,113.9765,492.945,1119.363,632.749,9.821,42.0,0.1884956,1.6418439999999999,1.02041,46.0,97.0,0.29473310082801796,0.006835208425733899
12359,2013-03-15  22:06:56,C,0,6208403,242,242,242,242,0,375.3,,,,,,,,,,,,,,,
12360,2013-03-15  22:07:06,E,44,11416,242,241,242,241,10,376.1,1.0,106.1619,0.4008913,6421.306,1824.575,60.486,4551.295999999999,88.0,0.7696901999999999,1.369306,1.984313,88.0,16.0,7.970257561129507,264.81456169725675
12361,2013-03-15  22:07:07,C,0,6207361,242,242,243,242,1,376.1,,,,,,,,,,,,,,,
12362,2013-03-15  22:07:26,E,7,852,238,238,239,238,19,377.2,0.0,1.918993,50.6753,431.265,536.398,224.735,10.585,15.0,0.1570796,1.084652,0.9780193000000001,17.0,23.0,0.6664661388489421,0.037868422325625
12363,2013-03-15  22:07:26,C,0,6188472,242,242,243,242,0,377.2,,,,,,,,,,,,,,,
12364,2013-03-15  22:07:38,E,7,1099,242,241,242,241,12,376.9,0.0,3.969836,19.24399,498.405,599.181,125.548,31.136,21.0,0.4869469,2.404706,1.17444,23.0,29.0,0.38734565214754046,0.20628962050578845
12365,2013-03-15  22:07:39,C,0,6208471,242,242,243,242,1,376.9,,,,,,,,,,,,,,,
12366,2013-03-15  22:08:35,L,6,3800,238,238,240,238,56,373.7,0.0,0.9459289000000001,49.54868,1024.599,2072.126,1083.167,41.82,47.0,0.1884956,1.541104,1.047084,48.0,83.0,0.3929277675074929,0.01909089881676381
12367,2013-03-15  22:08:35,C,0,6196610,242,242,243,242,0,373.7,,,,,,,,,,,,,,,
12368,2013-03-15  22:09:48,E,7,1837,238,238,470,238,73,375.5,0.0,0.2430507,11.35003,794.6,1144.197,3269.277,100.81,50.0,0.01570796,1.643168,0.8892118,50.0,86.0,0.31462613965897757,0.021414091379155096
12369,2013-03-15  22:09:49,C,0,6171953,242,242,243,242,1,375.5,,,,,,,,,,,,,,,
12370,2013-03-15  22:10:02,L,7,2029,238,239,469,238,13,375.7,0.0,1.393024,49.78261,772.719,1284.491,554.706,25.802,47.0,0.1884956,1.531972,0.8613568000000001,49.0,93.0,0.29624115368177234,0.02798214693795291
12371,2013-03-15  22:10:02,C,0,6208530,242,242,242,242,0,375.7,,,,,,,,,,,,,,,
12372,2013-03-15  22:10:21,L,6,1985,240,240,470,240,19,375.5,0.0,6.2917559999999995,14.51283,713.655,773.766,113.427,53.316,19.0,0.21991149999999998,1.447494,0.9165151,21.0,25.0,0.5318658895995423,0.43353062711981954
12373,2013-03-15  22:10:21,C,0,6192696,242,242,242,242,0,375.5,,,,,,,,,,,,,,,
12374,2013-03-15  22:10:22,L,7,2071,239,238,240,238,1,375.6,0.0,1.966463,1000.0,824.001,1243.028,419.027,0.0,36.0,0.21991149999999998,1.339728,0.9329364,39.0,54.0,0.5029285048905449,0.0
12375,2013-03-15  22:10:23,C,0,6211037,242,242,243,242,1,375.6,,,,,,,,,,,,,,,
12376,2013-03-15  22:10:49,L,7,1988,238,238,239,238,26,377.9,0.0,7.506855000000001,295.4429,2482.397,2798.14,330.684,9.471,51.0,0.1099557,1.916527,0.8732125,52.0,80.0,0.29615451543338545,0.02540881740059385
12377,2013-03-15  22:10:49,C,0,6196006,242,242,243,242,0,377.9,,,,,,,,,,,,,,,
12378,2013-03-15  22:12:05,L,6,2396,241,241,470,241,76,378.3,0.0,0.9818625,28.74942,785.11,1547.035,799.613,53.811,40.0,0.07853982,1.570563,0.8548504000000001,45.0,104.0,0.2355124832991051,0.034152428157455866
12379,2013-03-15  22:12:05,C,0,6197553,242,242,242,242,0,378.3,,,,,,,,,,,,,,,
12380,2013-03-15  22:12:18,E,17,873,239,239,241,239,13,376.9,1.0,22.79085,0.3793438,789.908,219.329,34.659,578.18,31.0,0.37699109999999997,0.8735891,1.754116,38.0,13.0,5.869368104524197,60.07966334940026
12381,2013-03-15  22:12:18,C,0,6183042,242,242,242,242,0,376.9,,,,,,,,,,,,,,,
12382,2013-03-15  22:12:40,E,7,934,238,470,470,238,22,376.7,0.0,5.721699,17.73616,454.034,492.817,79.353,27.786,24.0,0.26703540000000003,1.688743,0.9158109,27.0,31.0,0.4723286797416203,0.32260075272478567
12383,2013-03-15  22:12:41,C,0,6189710,242,242,242,242,1,376.7,,,,,,,,,,,,,,,
12384,2013-03-15  22:13:01,E,8,1375,239,239,240,239,20,376.7,0.0,1.191814,24.27739,416.85,742.354,349.761,30.578,30.0,0.21991149999999998,1.198958,0.859727,32.0,46.0,0.498825610673384,0.04909151638771491
12385,2013-03-15  22:13:01,C,0,6171871,242,242,243,242,0,376.7,,,,,,,,,,,,,,,
12386,2013-03-15  22:13:06,E,8,1920,241,241,242,241,5,376.9,0.0,4.931941999999999,19.63343,799.665,915.448,162.14,46.627,25.0,0.26703540000000003,1.535299,1.052667,28.0,37.0,0.5188649669314348,0.2512012018301434
12387,2013-03-15  22:13:07,C,0,6166971,242,242,242,242,1,376.9,,,,,,,,,,,,,,,
12388,2013-03-15  22:13:08,L,6,3338,241,240,242,240,1,376.6,0.0,1.541213,146.2239,1139.958,1866.8410000000001,739.65,12.767,35.0,0.1099557,1.5583870000000002,1.0,35.0,64.0,0.3509237435887234,0.01054008509421189
12389,2013-03-15  22:13:09,C,0,6211146,242,243,243,242,1,376.6,,,,,,,,,,,,,,,
12390,2013-03-15  22:13:15,L,6,3216,239,239,240,239,6,376.5,0.0,8.846817,37.21059,1181.802,1268.695,133.585,34.095,23.0,0.1570796,1.3728129999999998,1.0472700000000001,26.0,31.0,0.6398216536927958,0.23774998177082027
12391,2013-03-15  22:13:15,C,0,6206017,242,242,243,242,0,376.5,,,,,,,,,,,,,,,
12392,2013-03-15  22:13:18,L,5,2085,241,241,470,241,3,376.3,0.0,1.092044,177.8519,569.681,1082.0510000000002,521.665,6.084,43.0,0.1256637,1.6651509999999998,0.9363292,44.0,73.0,0.33892590250340787,0.006140185760037484
12393,2013-03-15  22:13:18,C,0,6175004,242,242,243,242,0,376.3,,,,,,,,,,,,,,,
12394,2013-03-15  22:13:21,E,7,1090,241,241,470,241,3,375.4,0.0,6.784578999999999,65.11865,603.088,677.82,88.891,10.409,30.0,0.2042035,1.224745,1.165751,30.0,39.0,0.7321781582791018,0.10418795759761633
12395,2013-03-15  22:13:21,C,0,6208176,242,242,242,242,0,375.4,,,,,,,,,,,,,,,
12396,2013-03-15  22:14:17,L,7,2896,238,239,239,238,56,378.4,0.0,1.080376,63.98438,795.445,1511.3110000000001,736.267,23.62,38.0,0.21991149999999998,1.42325,0.993311,39.0,75.0,0.3629170700860707,0.016884992446688136
12397,2013-03-15  22:14:18,C,0,6182328,242,242,243,242,1,378.4,,,,,,,,,,,,,,,
12398,2013-03-15  22:14:35,L,7,2148,241,241,242,241,17,378.8,0.0,2.285997,134.5014,997.328,1336.1370000000002,436.277,9.934,35.0,0.21991149999999998,1.3949719999999999,1.125992,37.0,56.0,0.533314647175714,0.01699608361652767
12399,2013-03-15  22:14:35,C,0,6202303,242,242,243,242,0,378.8,,,,,,,,,,,,,,,
12400,2013-03-15  22:14:58,E,7,1601,239,239,239,239,23,378.6,0.0,17.8186,9.802719,3960.2740000000003,796.667,222.255,81.27,26.0,0.14137170000000002,2.0,1.162476,29.0,37.0,0.4555649189189189,1.8177205890337438
12401,2013-03-15  22:14:58,C,0,6195120,242,242,242,242,0,378.6,,,,,,,,,,,,,,,
12402,2013-03-15  22:16:25,E,7,1309,241,239,470,239,87,378.0,0.0,1.424517,14.32221,502.564,816.767,352.796,57.028,29.0,0.2827433,1.6532799999999999,1.20185,30.0,36.0,0.6057907109906773,0.09946211308271834
12403,2013-03-15  22:16:25,C,0,6206149,242,242,243,242,0,378.0,,,,,,,,,,,,,,,
12404,2013-03-15  22:16:51,E,6,872,242,470,470,242,26,377.2,0.0,1.5896379999999999,20.16479,371.244,576.209,233.54,28.575,23.0,0.1884956,1.4392459999999998,1.0660040000000002,28.0,44.0,0.4713344222031411,0.07883233113285623
12405,2013-03-15  22:16:51,C,0,6193304,242,242,242,242,0,377.2,,,,,,,,,,,,,,,
12406,2013-03-15  22:16:54,E,7,1818,240,240,241,240,3,377.2,0.0,3.392633,19.988210000000002,815.779,1032.891,240.456,51.675,34.0,0.21991149999999998,1.433721,0.9026709,36.0,54.0,0.41973340698783096,0.16973167423465726
12407,2013-03-15  22:16:55,C,0,6170119,242,242,243,242,1,377.2,,,,,,,,,,,,,,,
12408,2013-03-15  22:17:03,L,7,2293,241,241,241,241,8,376.9,0.0,2.3154310000000002,20.30335,1096.498,1499.443,473.561,73.852,40.0,0.1570796,1.635365,1.1818739999999999,43.0,63.0,0.4932696399653317,0.11404183974692952
12409,2013-03-15  22:17:04,C,0,6213650,242,242,243,242,1,376.9,,,,,,,,,,,,,,,
12410,2013-03-15  22:18:07,L,5,1832,239,239,470,239,63,377.0,0.0,0.7328161999999999,60.14594,532.945,1247.066,727.256,20.734,43.0,0.1884956,1.469385,0.9902437,44.0,103.0,0.28788692290556406,0.012183967575187913
12411,2013-03-15  22:18:07,C,0,6205797,242,242,243,242,0,377.0,,,,,,,,,,,,,,,
12412,2013-03-15  22:18:42,L,6,2487,241,241,470,241,35,375.6,0.0,2.810053,61.33546,858.651,1142.557,305.564,18.628,24.0,0.07853982,1.644294,1.20185,27.0,54.0,0.3654607995893679,0.045814489042463706
12413,2013-03-15  22:18:42,C,0,6191602,242,243,243,242,0,375.6,,,,,,,,,,,,,,,
12414,2013-03-15  22:19:00,L,6,3717,238,239,240,238,18,375.2,0.0,2.993481,47.17028,1414.267,1859.594,472.449,39.423,49.0,0.09424778,1.7704849999999999,0.8506963,52.0,76.0,0.3287547554245841,0.06346116018011158
12415,2013-03-15  22:19:00,C,0,6189670,242,242,243,242,0,375.2,,,,,,,,,,,,,,,
12416,2013-03-15  22:19:09,L,7,5402,241,241,242,241,9,375.5,0.0,0.9758873,33.4426,1426.43,2883.02,1461.675,86.208,30.0,0.21991149999999998,1.306094,1.016001,34.0,62.0,0.42658632434547383,0.029180958951182244
12417,2013-03-15  22:19:10,C,0,6189314,242,242,243,242,1,375.5,,,,,,,,,,,,,,,
12418,2013-03-15  22:19:11,L,7,4228,238,238,239,238,1,375.7,0.0,3.182183,99.49125,3161.3720000000003,4110.083,993.46,41.311,48.0,0.1884956,1.7492860000000001,1.1094,50.0,91.0,0.3484624238463233,0.031984556453138156
12419,2013-03-15  22:19:12,C,0,6194163,242,242,243,242,1,375.7,,,,,,,,,,,,,,,
12420,2013-03-15  22:19:35,L,7,2821,239,240,471,239,23,376.6,0.0,3.124901,75.09425,992.331,1276.377,317.556,16.997,43.0,0.21991149999999998,1.651446,0.9192771000000001,44.0,71.0,0.3449660786390989,0.04161304926431703
12421,2013-03-15  22:19:35,C,0,6174276,242,242,242,242,0,376.6,,,,,,,,,,,,,,,
12422,2013-03-15  22:20:09,E,7,1807,238,238,239,238,34,377.5,0.0,1.8825669999999999,66.69813,747.682,1127.932,397.161,16.911,29.0,0.14137170000000002,1.545023,0.8320503,31.0,52.0,0.32105022807975125,0.02822517877804283
12423,2013-03-15  22:20:10,C,0,6189789,242,242,242,242,1,377.5,,,,,,,,,,,,,,,
12424,2013-03-15  22:22:16,E,7,1101,241,241,470,241,126,377.8,0.0,5.280122,15.03537,452.95,527.922,85.784,35.112,24.0,0.2356194,1.658312,1.118034,28.0,32.0,0.5899250261711909,0.3511800029897891
12425,2013-03-15  22:22:16,C,0,6171620,242,242,243,242,0,377.8,,,,,,,,,,,,,,,
12426,2013-03-15  22:23:27,E,8,855,239,239,239,239,71,379.0,0.0,2.184269,74.5827,405.693,532.073,185.734,7.134,23.0,0.03141593,1.351882,1.357242,29.0,38.0,0.7661836960388712,0.029286534624935686
12427,2013-03-15  22:23:28,C,0,6200366,242,242,243,242,1,379.0,,,,,,,,,,,,,,,
12428,2013-03-15  22:23:49,L,7,4045,241,241,242,241,21,378.7,0.0,1.267659,1000.0,1054.322,1893.942,831.708,0.0,49.0,0.1884956,1.509967,0.8900606,50.0,77.0,0.3827642780083462,0.0
12429,2013-03-15  22:23:49,C,0,6157821,242,242,243,242,0,378.7,,,,,,,,,,,,,,,
12430,2013-03-15  22:23:53,L,7,2296,238,238,239,238,4,378.4,0.0,1.837107,12.17884,725.661,1060.0710000000001,395.002,87.042,30.0,0.2042035,1.547236,0.8164965999999999,33.0,48.0,0.36280270915361323,0.15084412354333276
12431,2013-03-15  22:23:54,C,0,6219284,242,242,243,242,1,378.4,,,,,,,,,,,,,,,
12432,2013-03-15  22:24:05,L,6,1434,240,240,470,240,11,377.4,0.0,6.590260000000001,4.195001,2646.7340000000004,960.135,401.613,228.876,42.0,0.1256637,1.527525,0.8337396999999999,42.0,82.0,0.27956164862576593,1.57097939021394
12433,2013-03-15  22:24:05,C,0,6210444,242,242,242,242,0,377.4,,,,,,,,,,,,,,,
12434,2013-03-15  22:24:14,L,6,1950,240,240,241,240,9,377.4,0.0,9.265858,33.14922,2417.24,2596.744,260.876,78.335,35.0,0.26703540000000003,1.674979,0.7924058,36.0,43.0,0.3960703429575799,0.2795196580623495
12435,2013-03-15  22:24:14,C,0,6182785,242,242,243,242,0,377.4,,,,,,,,,,,,,,,
12436,2013-03-15  22:24:39,L,7,2927,240,239,470,239,25,377.5,0.0,4.265416,28.79757,1176.5810000000001,1403.68,275.842,48.743,55.0,0.07853982,1.856456,1.150945,56.0,77.0,0.4508864789097663,0.14811722988479112
12437,2013-03-15  22:24:39,C,0,6201989,242,242,242,242,0,377.5,,,,,,,,,,,,,,,
12438,2013-03-15  22:24:46,E,8,1137,242,241,243,241,7,378.4,0.0,14.05234,82.55412,1896.18,2006.808,134.937,24.309,17.0,0.09424778,1.552125,1.154701,22.0,30.0,0.5455622023569837,0.17021968444652846
12439,2013-03-15  22:24:46,C,0,6173211,242,242,242,242,0,378.4,,,,,,,,,,,,,,,
12440,2013-03-15  22:24:49,E,6,433,240,240,470,240,3,378.0,0.0,4.057876,7.621967999999999,292.021,321.769,71.964,42.216,18.0,0.2827433,1.3038399999999999,0.7559289,20.0,21.0,0.552163061199446,0.5323921819172295
12441,2013-03-15  22:24:50,C,0,6216927,242,242,243,242,1,378.0,,,,,,,,,,,,,,,
12442,2013-03-15  22:25:09,E,6,1038,241,240,470,240,19,377.9,0.0,1.9687,8.248438,469.214,652.237,238.337,79.074,29.0,0.1570796,1.337116,0.8379306000000001,33.0,47.0,0.4400024014848598,0.2386754608845155
12443,2013-03-15  22:25:10,C,0,6194592,242,242,243,242,1,377.9,,,,,,,,,,,,,,,
12444,2013-03-15  22:25:22,L,7,4066,239,239,239,239,12,378.7,0.0,3.789128,67.80216,3113.678,3889.0640000000003,821.74,57.359,45.0,0.17278759999999999,1.848423,1.054685,48.0,89.0,0.30773198364470383,0.05588506385342681
12445,2013-03-15  22:25:23,C,0,6224888,242,242,243,242,1,378.7,,,,,,,,,,,,,,,
12446,2013-03-15  22:25:25,E,6,992,240,239,471,239,2,378.8,0.0,2.583899,22.53877,467.727,617.968,181.016,27.418,35.0,0.21991149999999998,1.4142139999999999,0.7248611999999999,37.0,59.0,0.32143223930844683,0.11464239812471337
12447,2013-03-15  22:25:25,C,0,6187571,242,242,243,242,0,378.8,,,,,,,,,,,,,,,
12448,2013-03-15  22:25:45,E,7,1603,241,241,241,241,20,375.9,0.0,1.43166,10.58263,644.983,1000.916,450.514,94.581,46.0,0.03141593,1.604515,1.028992,47.0,85.0,0.3546068731416182,0.13528394098208035
12449,2013-03-15  22:25:46,C,0,6212599,242,242,242,242,1,375.9,,,,,,,,,,,,,,,
12450,2013-03-15  22:26:11,L,7,6898,239,239,239,239,25,378.8,0.0,1.548829,72.34395,2294.887,3728.39,1481.692,51.537,42.0,0.06283185,1.501937,1.0423149999999999,43.0,81.0,0.3684094046883342,0.021409236007167393
12451,2013-03-15  22:26:12,C,0,6178870,242,242,243,242,1,378.8,,,,,,,,,,,,,,,
12452,2013-03-15  22:26:45,E,7,1857,240,240,241,240,33,381.1,0.0,1.3252979999999999,28.54618,581.774,966.859,438.976,33.87,36.0,0.21991149999999998,1.364225,0.8517571,36.0,51.0,0.44071931380993096,0.04642646147408802
12453,2013-03-15  22:26:46,C,0,6202913,242,242,243,242,1,381.1,,,,,,,,,,,,,,,
12454,2013-03-15  22:26:50,E,7,967,238,238,469,238,4,380.8,0.0,1.911834,31.997940000000003,398.086,591.13,208.222,18.474,27.0,0.2042035,1.354006,1.064581,30.0,45.0,0.5241636053803799,0.05974866825208161
12455,2013-03-15  22:26:51,C,0,6198452,242,242,243,242,1,380.8,,,,,,,,,,,,,,,
12456,2013-03-15  22:28:13,L,7,2419,239,239,470,239,82,381.1,0.0,0.9493857,115.0961,681.77,1387.829,718.117,12.058,50.0,0.1570796,1.5811389999999999,1.0190489999999999,50.0,104.0,0.30985726355883564,0.008248633362239272
12457,2013-03-15  22:28:14,C,0,6200741,242,243,243,242,1,381.1,,,,,,,,,,,,,,,
12458,2013-03-15  22:28:15,E,7,678,243,241,470,241,1,381.2,0.0,1.039239,24.10442,147.785,253.458,142.205,10.515,1.0,1.162389,2.309401,1.224745,9.0,12.0,0.39774761940433906,0.043114044205886465
12459,2013-03-15  22:28:15,C,0,6181496,242,243,243,242,0,381.2,,,,,,,,,,,,,,,
12460,2013-03-15  22:28:51,E,7,1004,240,241,241,240,36,380.8,0.0,3.051674,7.580108999999999,517.921,624.51,169.717,82.388,21.0,0.2984513,1.5811389999999999,0.7483314999999999,22.0,25.0,0.41649198457567616,0.4025897723755678
12461,2013-03-15  22:28:51,C,0,6179586,242,243,243,242,0,380.8,,,,,,,,,,,,,,,
12462,2013-03-15  22:28:56,E,6,792,242,242,470,242,5,381.5,0.0,2.082512,18.40231,403.116,550.137,193.572,29.895,32.0,0.09424778,1.537412,1.345185,33.0,42.0,0.6874741913218912,0.11316580097921262
12463,2013-03-15  22:28:57,C,0,6202396,242,242,243,242,1,381.5,,,,,,,,,,,,,,,
12464,2013-03-15  22:29:06,E,6,621,241,240,470,240,9,381.9,0.0,2.401109,15.73717,320.003,426.194,133.273,27.082,18.0,0.04712389,1.3784049999999999,1.030776,20.0,32.0,0.46737714967661903,0.15257566738945008
12465,2013-03-15  22:29:07,C,0,6217676,242,242,243,242,1,381.9,,,,,,,,,,,,,,,
