,date,time,On,u,i,t,u5,dac,CH0,CH1,CH2,CH3,U,I,U5,T
4125,08.11.2018,22:53:00,ON,-U=-26.8V,I=38.7uA,T=6.2C,Us=4.9V,DAC:250,663.0,3693.0,475.0,1123.0,-26.779359999999997,38.661781720015426,4.95,6.15
4126,08.11.2018,22:53:01,ON,-U=-26.8V,I=38.7uA,T=6.2C,Us=4.9V,DAC:250,663.0,3693.0,474.0,1124.0,-26.779359999999997,38.661781720015426,4.94,6.2
4127,08.11.2018,22:53:02,ON,-U=-26.8V,I=38.3uA,T=6.2C,Us=4.9V,DAC:250,664.0,3697.0,474.0,1123.0,-26.764079999999996,38.27612803702275,4.94,6.15
4128,08.11.2018,22:53:03,ON,-U=-26.8V,I=38.7uA,T=6.1C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1122.0,-26.764079999999996,38.661781720015426,4.94,6.1000000000000005
4129,08.11.2018,22:53:04,ON,-U=-26.8V,I=38.9uA,T=6.2C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1124.0,-26.764079999999996,38.85460856151176,4.94,6.2
4130,08.11.2018,22:53:05,ON,-U=-26.8V,I=38.8uA,T=6.2C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1123.0,-26.764079999999996,38.7581951407636,4.94,6.15
4131,08.11.2018,22:53:06,ON,-U=-26.8V,I=39.0uA,T=6.1C,Us=4.9V,DAC:250,663.0,3690.0,474.0,1122.0,-26.779359999999997,38.95102198225993,4.94,6.1000000000000005
4132,08.11.2018,22:53:07,ON,-U=-26.8V,I=38.3uA,T=6.2C,Us=4.9V,DAC:250,664.0,3697.0,474.0,1123.0,-26.764079999999996,38.27612803702275,4.94,6.15
4133,08.11.2018,22:53:08,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1122.0,-26.764079999999996,38.565368299267256,4.94,6.1000000000000005
4134,08.11.2018,22:53:09,ON,-U=-26.8V,I=38.6uA,T=6.2C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1123.0,-26.764079999999996,38.565368299267256,4.94,6.15
4135,08.11.2018,22:53:10,ON,-U=-26.8V,I=38.8uA,T=6.2C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1123.0,-26.764079999999996,38.7581951407636,4.94,6.15
4136,08.11.2018,22:53:12,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1122.0,-26.764079999999996,38.565368299267256,4.94,6.1000000000000005
4137,08.11.2018,22:53:13,ON,-U=-26.8V,I=38.8uA,T=6.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1122.0,-26.764079999999996,38.7581951407636,4.94,6.1000000000000005
4138,08.11.2018,22:53:14,ON,-U=-26.8V,I=38.6uA,T=6.2C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1123.0,-26.764079999999996,38.565368299267256,4.94,6.15
4139,08.11.2018,22:53:15,ON,-U=-26.8V,I=38.4uA,T=6.2C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1123.0,-26.764079999999996,38.37254145777092,4.94,6.15
4140,08.11.2018,22:53:16,ON,-U=-26.8V,I=38.8uA,T=6.2C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1123.0,-26.764079999999996,38.7581951407636,4.94,6.15
4141,08.11.2018,22:53:17,ON,-U=-26.8V,I=38.9uA,T=6.1C,Us=4.9V,DAC:250,663.0,3691.0,474.0,1122.0,-26.779359999999997,38.85460856151176,4.94,6.1000000000000005
4142,08.11.2018,22:53:18,ON,-U=-26.8V,I=38.7uA,T=6.1C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1122.0,-26.764079999999996,38.661781720015426,4.94,6.1000000000000005
4143,08.11.2018,22:53:19,ON,-U=-26.8V,I=38.6uA,T=6.2C,Us=4.9V,DAC:250,663.0,3694.0,474.0,1123.0,-26.779359999999997,38.565368299267256,4.94,6.15
4144,08.11.2018,22:53:20,ON,-U=-26.8V,I=38.8uA,T=6.2C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1123.0,-26.764079999999996,38.7581951407636,4.94,6.15
4145,08.11.2018,22:53:21,ON,-U=-26.8V,I=38.9uA,T=6.1C,Us=4.9V,DAC:250,663.0,3691.0,473.0,1122.0,-26.779359999999997,38.85460856151176,4.93,6.1000000000000005
4146,08.11.2018,22:53:22,ON,-U=-26.8V,I=38.9uA,T=6.2C,Us=4.9V,DAC:250,663.0,3691.0,474.0,1123.0,-26.779359999999997,38.85460856151176,4.94,6.15
4147,08.11.2018,22:53:23,ON,-U=-26.8V,I=38.8uA,T=6.2C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1123.0,-26.764079999999996,38.7581951407636,4.94,6.15
4148,08.11.2018,22:53:24,ON,-U=-26.8V,I=38.9uA,T=6.2C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1123.0,-26.764079999999996,38.85460856151176,4.94,6.15
4149,08.11.2018,22:53:25,ON,-U=-26.8V,I=39.0uA,T=6.2C,Us=4.9V,DAC:250,663.0,3690.0,474.0,1123.0,-26.779359999999997,38.95102198225993,4.94,6.15
4150,08.11.2018,22:53:26,ON,-U=-26.8V,I=38.8uA,T=6.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1122.0,-26.764079999999996,38.7581951407636,4.94,6.1000000000000005
4151,08.11.2018,22:53:27,ON,-U=-26.8V,I=38.4uA,T=6.2C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1123.0,-26.764079999999996,38.37254145777092,4.94,6.15
4152,08.11.2018,22:53:28,ON,-U=-26.8V,I=38.8uA,T=6.1C,Us=4.9V,DAC:250,663.0,3692.0,474.0,1122.0,-26.779359999999997,38.7581951407636,4.94,6.1000000000000005
4153,08.11.2018,22:53:29,ON,-U=-26.8V,I=38.9uA,T=6.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1122.0,-26.764079999999996,38.85460856151176,4.94,6.1000000000000005
4154,08.11.2018,22:53:30,ON,-U=-26.8V,I=38.4uA,T=6.1C,Us=4.9V,DAC:250,663.0,3696.0,474.0,1122.0,-26.779359999999997,38.37254145777092,4.94,6.1000000000000005
4155,08.11.2018,22:53:31,ON,-U=-26.8V,I=38.9uA,T=6.2C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1123.0,-26.764079999999996,38.85460856151176,4.94,6.15
4156,08.11.2018,22:53:32,ON,-U=-26.8V,I=38.9uA,T=6.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1122.0,-26.764079999999996,38.85460856151176,4.94,6.1000000000000005
4157,08.11.2018,22:53:33,ON,-U=-26.8V,I=38.8uA,T=6.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1122.0,-26.764079999999996,38.7581951407636,4.94,6.1000000000000005
4158,08.11.2018,22:53:34,ON,-U=-26.8V,I=38.7uA,T=6.1C,Us=4.9V,DAC:250,664.0,3693.0,475.0,1122.0,-26.764079999999996,38.661781720015426,4.95,6.1000000000000005
4159,08.11.2018,22:53:35,ON,-U=-26.8V,I=38.7uA,T=6.1C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1122.0,-26.764079999999996,38.661781720015426,4.94,6.1000000000000005
4160,08.11.2018,22:53:36,ON,-U=-26.8V,I=38.9uA,T=6.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1122.0,-26.764079999999996,38.85460856151176,4.94,6.1000000000000005
4161,08.11.2018,22:53:37,ON,-U=-26.8V,I=38.7uA,T=6.1C,Us=4.9V,DAC:250,663.0,3693.0,474.0,1121.0,-26.779359999999997,38.661781720015426,4.94,6.050000000000001
4162,08.11.2018,22:53:38,ON,-U=-26.8V,I=39.0uA,T=6.1C,Us=4.9V,DAC:250,663.0,3690.0,474.0,1122.0,-26.779359999999997,38.95102198225993,4.94,6.1000000000000005
4163,08.11.2018,22:53:40,ON,-U=-26.8V,I=39.0uA,T=6.2C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1123.0,-26.764079999999996,39.0474354030081,4.94,6.15
4164,08.11.2018,22:53:41,ON,-U=-26.8V,I=39.0uA,T=6.1C,Us=4.9V,DAC:250,663.0,3690.0,474.0,1121.0,-26.779359999999997,38.95102198225993,4.94,6.050000000000001
4165,08.11.2018,22:53:42,ON,-U=-26.8V,I=39.0uA,T=6.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1122.0,-26.764079999999996,38.95102198225993,4.94,6.1000000000000005
4166,08.11.2018,22:53:43,ON,-U=-26.8V,I=38.8uA,T=6.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1121.0,-26.764079999999996,38.7581951407636,4.94,6.050000000000001
4167,08.11.2018,22:53:44,ON,-U=-26.8V,I=39.0uA,T=6.1C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1121.0,-26.764079999999996,38.95102198225993,4.94,6.050000000000001
4168,08.11.2018,22:53:45,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1121.0,-26.764079999999996,38.565368299267256,4.94,6.050000000000001
4169,08.11.2018,22:53:46,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,663.0,3694.0,474.0,1121.0,-26.779359999999997,38.565368299267256,4.94,6.050000000000001
4170,08.11.2018,22:53:47,ON,-U=-26.8V,I=38.3uA,T=6.1C,Us=4.9V,DAC:250,664.0,3697.0,474.0,1121.0,-26.764079999999996,38.27612803702275,4.94,6.050000000000001
4171,08.11.2018,22:53:48,ON,-U=-26.8V,I=38.3uA,T=6.1C,Us=4.9V,DAC:250,663.0,3697.0,474.0,1121.0,-26.779359999999997,38.27612803702275,4.94,6.050000000000001
4172,08.11.2018,22:53:49,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1121.0,-26.764079999999996,38.565368299267256,4.94,6.050000000000001
4173,08.11.2018,22:53:50,ON,-U=-26.8V,I=38.9uA,T=6.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1121.0,-26.764079999999996,38.85460856151176,4.94,6.050000000000001
4174,08.11.2018,22:53:51,ON,-U=-26.8V,I=38.4uA,T=6.1C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1121.0,-26.764079999999996,38.37254145777092,4.94,6.050000000000001
4175,08.11.2018,22:53:52,ON,-U=-26.8V,I=38.8uA,T=6.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1121.0,-26.764079999999996,38.7581951407636,4.94,6.050000000000001
4176,08.11.2018,22:53:53,ON,-U=-26.8V,I=38.7uA,T=6.0C,Us=4.9V,DAC:250,663.0,3693.0,474.0,1120.0,-26.779359999999997,38.661781720015426,4.94,6.0
4177,08.11.2018,22:53:54,ON,-U=-26.8V,I=38.7uA,T=6.1C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1121.0,-26.764079999999996,38.661781720015426,4.94,6.050000000000001
4178,08.11.2018,22:53:55,ON,-U=-26.8V,I=38.4uA,T=6.1C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1121.0,-26.764079999999996,38.37254145777092,4.94,6.050000000000001
4179,08.11.2018,22:53:56,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1122.0,-26.764079999999996,38.565368299267256,4.94,6.1000000000000005
4180,08.11.2018,22:53:57,ON,-U=-26.8V,I=38.5uA,T=6.0C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1120.0,-26.764079999999996,38.46895487851909,4.94,6.0
4181,08.11.2018,22:53:58,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1121.0,-26.764079999999996,38.565368299267256,4.94,6.050000000000001
4182,08.11.2018,22:53:59,ON,-U=-26.8V,I=39.0uA,T=6.1C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1121.0,-26.764079999999996,39.0474354030081,4.94,6.050000000000001
4183,08.11.2018,22:54:00,ON,-U=-26.8V,I=38.9uA,T=6.1C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1121.0,-26.764079999999996,38.85460856151176,4.94,6.050000000000001
4184,08.11.2018,22:54:01,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,663.0,3694.0,474.0,1122.0,-26.779359999999997,38.565368299267256,4.94,6.1000000000000005
4185,08.11.2018,22:54:02,ON,-U=-26.8V,I=38.7uA,T=6.0C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1120.0,-26.764079999999996,38.661781720015426,4.94,6.0
4186,08.11.2018,22:54:03,ON,-U=-26.8V,I=38.8uA,T=6.1C,Us=4.9V,DAC:250,663.0,3692.0,474.0,1121.0,-26.779359999999997,38.7581951407636,4.94,6.050000000000001
4187,08.11.2018,22:54:04,ON,-U=-26.8V,I=38.7uA,T=6.1C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1121.0,-26.764079999999996,38.661781720015426,4.94,6.050000000000001
4188,08.11.2018,22:54:05,ON,-U=-26.8V,I=38.9uA,T=6.0C,Us=4.9V,DAC:250,663.0,3691.0,474.0,1120.0,-26.779359999999997,38.85460856151176,4.94,6.0
4189,08.11.2018,22:54:07,ON,-U=-26.8V,I=38.8uA,T=6.0C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1120.0,-26.764079999999996,38.7581951407636,4.94,6.0
4190,08.11.2018,22:54:08,ON,-U=-26.8V,I=38.9uA,T=6.0C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1120.0,-26.764079999999996,38.85460856151176,4.94,6.0
4191,08.11.2018,22:54:09,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1120.0,-26.764079999999996,38.37254145777092,4.94,6.0
4192,Input:,13:c,no,filters,,,,,,,,,,,,
4196,08.11.2018,22:54:10,ON,-U=-26.8V,I=38.7uA,T=6.0C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1120.0,-26.764079999999996,38.661781720015426,4.94,6.0
4197,08.11.2018,22:54:11,ON,-U=-26.8V,I=38.8uA,T=6.1C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1121.0,-26.764079999999996,38.7581951407636,4.94,6.050000000000001
4198,08.11.2018,22:54:12,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1120.0,-26.764079999999996,38.37254145777092,4.94,6.0
4199,08.11.2018,22:54:13,ON,-U=-26.8V,I=38.7uA,T=6.1C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1121.0,-26.764079999999996,38.661781720015426,4.94,6.050000000000001
4200,08.11.2018,22:54:14,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1120.0,-26.764079999999996,38.37254145777092,4.94,6.0
4201,08.11.2018,22:54:15,ON,-U=-26.8V,I=38.5uA,T=6.1C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1121.0,-26.764079999999996,38.46895487851909,4.94,6.050000000000001
4202,08.11.2018,22:54:16,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1121.0,-26.764079999999996,38.565368299267256,4.94,6.050000000000001
4203,08.11.2018,22:54:17,ON,-U=-26.8V,I=38.3uA,T=6.1C,Us=4.9V,DAC:250,664.0,3697.0,474.0,1121.0,-26.764079999999996,38.27612803702275,4.94,6.050000000000001
4204,08.11.2018,22:54:18,ON,-U=-26.8V,I=38.6uA,T=6.0C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1120.0,-26.764079999999996,38.565368299267256,4.94,6.0
4205,08.11.2018,22:54:19,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,663.0,3696.0,474.0,1120.0,-26.779359999999997,38.37254145777092,4.94,6.0
4206,08.11.2018,22:54:20,ON,-U=-26.8V,I=38.6uA,T=6.1C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1121.0,-26.764079999999996,38.565368299267256,4.94,6.050000000000001
4207,08.11.2018,22:54:21,ON,-U=-26.8V,I=39.0uA,T=6.0C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1120.0,-26.764079999999996,38.95102198225993,4.94,6.0
4208,08.11.2018,22:54:22,ON,-U=-26.8V,I=39.1uA,T=6.0C,Us=4.9V,DAC:250,664.0,3688.0,474.0,1119.0,-26.764079999999996,39.143848823756265,4.94,5.95
4209,08.11.2018,22:54:23,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1120.0,-26.764079999999996,38.37254145777092,4.94,6.0
4210,08.11.2018,22:54:24,ON,-U=-26.8V,I=38.9uA,T=6.0C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1120.0,-26.764079999999996,38.85460856151176,4.94,6.0
4211,08.11.2018,22:54:25,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,473.0,1120.0,-26.764079999999996,38.37254145777092,4.93,6.0
4212,08.11.2018,22:54:26,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1119.0,-26.764079999999996,38.37254145777092,4.94,5.95
4213,08.11.2018,22:54:27,ON,-U=-26.8V,I=38.5uA,T=6.0C,Us=4.9V,DAC:250,663.0,3695.0,474.0,1119.0,-26.779359999999997,38.46895487851909,4.94,5.95
4214,08.11.2018,22:54:28,ON,-U=-26.8V,I=38.8uA,T=6.0C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1119.0,-26.764079999999996,38.7581951407636,4.94,5.95
4215,08.11.2018,22:54:29,ON,-U=-26.8V,I=38.9uA,T=6.0C,Us=4.9V,DAC:250,663.0,3691.0,474.0,1119.0,-26.779359999999997,38.85460856151176,4.94,5.95
4216,08.11.2018,22:54:30,ON,-U=-26.8V,I=38.2uA,T=6.0C,Us=4.9V,DAC:250,664.0,3698.0,474.0,1119.0,-26.764079999999996,38.17971461627459,4.94,5.95
4217,08.11.2018,22:54:31,ON,-U=-26.8V,I=39.2uA,T=6.0C,Us=4.9V,DAC:250,664.0,3687.0,474.0,1120.0,-26.764079999999996,39.240262244504436,4.94,6.0
4218,08.11.2018,22:54:32,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1120.0,-26.764079999999996,38.37254145777092,4.94,6.0
4219,08.11.2018,22:54:34,ON,-U=-26.8V,I=39.0uA,T=6.0C,Us=4.9V,DAC:250,663.0,3689.0,474.0,1119.0,-26.779359999999997,39.0474354030081,4.94,5.95
4220,08.11.2018,22:54:35,ON,-U=-26.8V,I=38.6uA,T=6.0C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1119.0,-26.764079999999996,38.565368299267256,4.94,5.95
4221,08.11.2018,22:54:36,ON,-U=-26.8V,I=38.4uA,T=5.9C,Us=4.9V,DAC:250,663.0,3696.0,474.0,1118.0,-26.779359999999997,38.37254145777092,4.94,5.9
4222,08.11.2018,22:54:37,ON,-U=-26.8V,I=39.0uA,T=6.0C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1119.0,-26.764079999999996,39.0474354030081,4.94,5.95
4223,08.11.2018,22:54:38,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1119.0,-26.764079999999996,38.37254145777092,4.94,5.95
4224,08.11.2018,22:54:39,ON,-U=-26.8V,I=38.2uA,T=6.0C,Us=4.9V,DAC:250,664.0,3698.0,474.0,1119.0,-26.764079999999996,38.17971461627459,4.94,5.95
4225,08.11.2018,22:54:40,ON,-U=-26.8V,I=38.6uA,T=6.0C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1119.0,-26.764079999999996,38.565368299267256,4.94,5.95
4226,08.11.2018,22:54:41,ON,-U=-26.8V,I=39.0uA,T=5.9C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1118.0,-26.764079999999996,38.95102198225993,4.94,5.9
4227,08.11.2018,22:54:42,ON,-U=-26.8V,I=38.9uA,T=6.0C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1119.0,-26.764079999999996,38.85460856151176,4.94,5.95
4228,08.11.2018,22:54:43,ON,-U=-26.8V,I=38.4uA,T=6.0C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1119.0,-26.764079999999996,38.37254145777092,4.94,5.95
4229,08.11.2018,22:54:44,ON,-U=-26.8V,I=38.9uA,T=5.9C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1118.0,-26.764079999999996,38.85460856151176,4.94,5.9
4230,08.11.2018,22:54:45,ON,-U=-26.8V,I=38.7uA,T=6.0C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1119.0,-26.764079999999996,38.661781720015426,4.94,5.95
4231,08.11.2018,22:54:46,ON,-U=-26.8V,I=38.9uA,T=6.0C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1119.0,-26.764079999999996,38.85460856151176,4.94,5.95
4232,08.11.2018,22:54:47,ON,-U=-26.8V,I=38.8uA,T=6.0C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1119.0,-26.764079999999996,38.7581951407636,4.94,5.95
4233,08.11.2018,22:54:48,ON,-U=-26.8V,I=38.7uA,T=5.9C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1118.0,-26.764079999999996,38.661781720015426,4.94,5.9
4234,08.11.2018,22:54:49,ON,-U=-26.8V,I=38.8uA,T=6.0C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1119.0,-26.764079999999996,38.7581951407636,4.94,5.95
4235,08.11.2018,22:54:50,ON,-U=-26.8V,I=38.5uA,T=5.9C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1118.0,-26.764079999999996,38.46895487851909,4.94,5.9
4236,08.11.2018,22:54:51,ON,-U=-26.8V,I=38.7uA,T=5.9C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1118.0,-26.764079999999996,38.661781720015426,4.94,5.9
4237,08.11.2018,22:54:52,ON,-U=-26.8V,I=38.8uA,T=6.0C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1119.0,-26.764079999999996,38.7581951407636,4.94,5.95
4238,08.11.2018,22:54:53,ON,-U=-26.8V,I=38.9uA,T=6.0C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1119.0,-26.764079999999996,38.85460856151176,4.94,5.95
4239,08.11.2018,22:54:54,ON,-U=-26.8V,I=39.0uA,T=6.0C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1119.0,-26.764079999999996,38.95102198225993,4.94,5.95
4240,08.11.2018,22:54:55,ON,-U=-26.8V,I=38.7uA,T=6.0C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1119.0,-26.764079999999996,38.661781720015426,4.94,5.95
4241,08.11.2018,22:54:56,ON,-U=-26.8V,I=38.9uA,T=5.9C,Us=4.9V,DAC:250,664.0,3691.0,473.0,1118.0,-26.764079999999996,38.85460856151176,4.93,5.9
4242,08.11.2018,22:54:57,ON,-U=-26.8V,I=38.8uA,T=6.0C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1119.0,-26.764079999999996,38.7581951407636,4.94,5.95
4243,08.11.2018,22:54:58,ON,-U=-26.8V,I=38.5uA,T=6.0C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1119.0,-26.764079999999996,38.46895487851909,4.94,5.95
4244,08.11.2018,22:54:59,ON,-U=-26.8V,I=38.6uA,T=5.8C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1117.0,-26.764079999999996,38.565368299267256,4.94,5.8500000000000005
4245,08.11.2018,22:55:01,ON,-U=-26.8V,I=39.0uA,T=5.9C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1118.0,-26.764079999999996,38.95102198225993,4.94,5.9
4246,08.11.2018,22:55:02,ON,-U=-26.8V,I=38.4uA,T=5.9C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1118.0,-26.764079999999996,38.37254145777092,4.94,5.9
4247,08.11.2018,22:55:03,ON,-U=-26.8V,I=38.1uA,T=5.9C,Us=4.9V,DAC:250,664.0,3699.0,474.0,1118.0,-26.764079999999996,38.08330119552642,4.94,5.9
4248,08.11.2018,22:55:04,ON,-U=-26.8V,I=38.8uA,T=5.8C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1117.0,-26.764079999999996,38.7581951407636,4.94,5.8500000000000005
4249,08.11.2018,22:55:05,ON,-U=-26.8V,I=39.0uA,T=5.9C,Us=4.9V,DAC:250,664.0,3690.0,474.0,1118.0,-26.764079999999996,38.95102198225993,4.94,5.9
4250,08.11.2018,22:55:06,ON,-U=-26.8V,I=38.3uA,T=5.9C,Us=4.9V,DAC:250,664.0,3697.0,474.0,1118.0,-26.764079999999996,38.27612803702275,4.94,5.9
4251,08.11.2018,22:55:07,ON,-U=-26.8V,I=38.3uA,T=5.9C,Us=4.9V,DAC:250,664.0,3697.0,474.0,1118.0,-26.764079999999996,38.27612803702275,4.94,5.9
4252,08.11.2018,22:55:08,ON,-U=-26.8V,I=38.7uA,T=5.9C,Us=4.9V,DAC:250,664.0,3693.0,474.0,1118.0,-26.764079999999996,38.661781720015426,4.94,5.9
4253,08.11.2018,22:55:09,ON,-U=-26.8V,I=38.4uA,T=5.9C,Us=4.9V,DAC:250,664.0,3696.0,474.0,1118.0,-26.764079999999996,38.37254145777092,4.94,5.9
4254,08.11.2018,22:55:10,ON,-U=-26.8V,I=39.0uA,T=5.9C,Us=4.9V,DAC:250,664.0,3689.0,474.0,1118.0,-26.764079999999996,39.0474354030081,4.94,5.9
4255,08.11.2018,22:55:11,ON,-U=-26.8V,I=38.5uA,T=5.9C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1118.0,-26.764079999999996,38.46895487851909,4.94,5.9
4256,08.11.2018,22:55:12,ON,-U=-26.8V,I=38.6uA,T=5.8C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1117.0,-26.764079999999996,38.565368299267256,4.94,5.8500000000000005
4257,08.11.2018,22:55:13,ON,-U=-26.8V,I=38.9uA,T=5.9C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1118.0,-26.764079999999996,38.85460856151176,4.94,5.9
4258,08.11.2018,22:55:14,ON,-U=-26.8V,I=38.8uA,T=5.8C,Us=4.9V,DAC:250,664.0,3692.0,474.0,1117.0,-26.764079999999996,38.7581951407636,4.94,5.8500000000000005
4259,08.11.2018,22:55:15,ON,-U=-26.8V,I=38.9uA,T=5.8C,Us=4.9V,DAC:250,664.0,3691.0,474.0,1117.0,-26.764079999999996,38.85460856151176,4.94,5.8500000000000005
4260,08.11.2018,22:55:16,ON,-U=-26.8V,I=38.5uA,T=5.9C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1118.0,-26.764079999999996,38.46895487851909,4.94,5.9
4261,08.11.2018,22:55:17,ON,-U=-26.8V,I=38.5uA,T=5.9C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1118.0,-26.764079999999996,38.46895487851909,4.94,5.9
4262,08.11.2018,22:55:18,ON,-U=-26.8V,I=38.6uA,T=5.8C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1117.0,-26.764079999999996,38.565368299267256,4.94,5.8500000000000005
4263,08.11.2018,22:55:19,ON,-U=-26.8V,I=38.5uA,T=5.8C,Us=4.9V,DAC:250,664.0,3695.0,474.0,1117.0,-26.764079999999996,38.46895487851909,4.94,5.8500000000000005
4264,08.11.2018,22:55:20,ON,-U=-26.8V,I=38.6uA,T=5.9C,Us=4.9V,DAC:250,664.0,3694.0,474.0,1118.0,-26.764079999999996,38.565368299267256,4.94,5.9
