EID,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,EAS,H,UTC
10762,C,0,6595350,242,242,243,242,0,0.0,610.2,2013-03-09 20:27:21
10763,E,14,369,472,238,240,238,147,1.0,608.6,2013-03-09 20:29:48
10764,C,0,6593870,242,242,243,242,0,0.0,608.6,2013-03-09 20:29:48
10765,E,13,486,243,239,241,239,32,1.0,609.8,2013-03-09 20:30:20
10766,C,0,6599618,242,242,243,242,0,0.0,609.8,2013-03-09 20:30:20
10767,E,14,1601,240,239,239,239,487,1.0,611.1,2013-03-09 20:38:27
10768,C,0,6606994,242,242,242,242,1,0.0,611.1,2013-03-09 20:38:28
10769,E,31,1407,240,238,239,238,233,1.0,605.0,2013-03-09 20:42:21
10770,C,0,6616766,242,243,243,242,0,0.0,605.0,2013-03-09 20:42:21
10771,E,14,963,242,241,241,241,286,1.0,609.6,2013-03-09 20:47:07
10772,C,0,6618949,242,242,243,242,0,0.0,609.6,2013-03-09 20:47:07
10773,E,16,273,472,238,241,238,227,1.0,602.3,2013-03-09 20:50:54
10774,C,0,6598456,242,242,243,242,0,0.0,602.3,2013-03-09 20:50:54
10775,L,5,7360,240,240,241,240,24,0.0,602.3,2013-03-09 20:51:18
10776,C,0,6600672,242,242,243,242,0,0.0,602.3,2013-03-09 20:51:18
10777,D,468,240571,250,237,239,237,10,0.0,602.3,2013-03-09 20:51:28
10778,C,0,6510543,242,242,242,242,0,0.0,602.3,2013-03-09 20:51:28
10779,E,26,2337,243,241,245,241,239,1.0,602.3,2013-03-09 20:55:27
10780,C,0,6609548,242,242,243,242,0,0.0,602.3,2013-03-09 20:55:27
10781,E,13,574,243,240,240,240,314,1.0,602.8,2013-03-09 21:00:41
10782,C,0,6600607,242,242,243,242,0,0.0,602.8,2013-03-09 21:00:41
10783,L,5,3835,240,240,240,240,178,0.0,602.3,2013-03-09 21:03:39
10784,C,0,6609281,242,242,243,242,0,0.0,602.3,2013-03-09 21:03:39
10785,D,528,245472,251,248,250,248,27,0.0,604.7,2013-03-09 21:04:06
10786,C,0,6289882,13,13,13,13,0,0.0,604.7,2013-03-09 21:04:06
10787,E,20,737,244,242,244,242,203,1.0,605.4,2013-03-09 21:07:29
10788,C,0,6615963,242,242,243,242,0,0.0,605.4,2013-03-09 21:07:29
10789,E,6,200,472,237,240,237,99,1.0,603.0,2013-03-09 21:09:08
10790,C,0,6608296,242,243,243,242,0,0.0,603.0,2013-03-09 21:09:08
10791,E,21,800,243,240,240,240,221,1.0,603.6,2013-03-09 21:12:49
10792,C,0,6614755,242,242,243,242,0,0.0,603.6,2013-03-09 21:12:49
10793,E,7,1650,243,242,472,242,373,0.0,596.6,2013-03-09 21:19:02
10794,C,0,6603454,242,242,243,242,0,0.0,596.6,2013-03-09 21:19:02
10795,E,5,753,243,242,243,242,205,0.0,594.8,2013-03-09 21:22:27
10796,C,0,6604495,242,242,242,242,0,0.0,594.8,2013-03-09 21:22:27
10797,L,5,4697,242,242,242,242,420,0.0,586.3,2013-03-09 21:29:27
10798,C,0,6582842,242,242,242,242,0,0.0,586.3,2013-03-09 21:29:27
10799,L,4,1995,240,240,472,240,39,0.0,584.1,2013-03-09 21:30:06
10800,C,0,6586247,242,242,243,242,1,0.0,584.1,2013-03-09 21:30:07
10801,E,49,2245,243,242,242,242,4,1.0,583.8,2013-03-09 21:30:11
10802,C,0,6595620,242,242,243,242,0,0.0,583.8,2013-03-09 21:30:11
10803,E,23,4090,240,239,240,239,65,1.0,581.1,2013-03-09 21:31:16
10804,C,0,6595283,242,242,243,242,0,0.0,581.1,2013-03-09 21:31:16
10805,E,6,505,472,241,242,241,41,1.0,584.1,2013-03-09 21:31:57
10806,C,0,6585921,242,242,242,242,0,0.0,584.1,2013-03-09 21:31:57
10807,L,4,1542,240,240,240,240,77,0.0,586.6,2013-03-09 21:33:14
10808,C,0,6572604,242,242,242,242,0,0.0,586.6,2013-03-09 21:33:14
10809,L,6,2947,243,243,243,243,131,0.0,581.5,2013-03-09 21:35:25
10810,C,0,6564721,242,242,243,242,0,0.0,581.5,2013-03-09 21:35:25
10811,L,4,1426,242,242,472,242,103,0.0,586.2,2013-03-09 21:37:08
10812,C,0,6545455,242,242,243,242,0,0.0,586.2,2013-03-09 21:37:08
10813,L,4,1926,241,242,472,241,296,0.0,588.7,2013-03-09 21:42:04
10814,C,0,6541832,242,242,243,242,0,0.0,588.7,2013-03-09 21:42:04
10815,E,14,262,472,241,242,241,35,1.0,589.0,2013-03-09 21:42:39
10816,C,0,6544726,242,242,243,242,0,0.0,589.0,2013-03-09 21:42:39
10817,L,4,1320,241,241,241,241,204,0.0,587.0,2013-03-09 21:46:03
10818,C,0,6535284,242,242,243,242,0,0.0,587.0,2013-03-09 21:46:03
10819,E,27,1955,240,238,240,238,101,1.0,586.0,2013-03-09 21:47:44
10820,C,0,6535379,243,242,243,242,0,0.0,586.0,2013-03-09 21:47:44
10821,E,20,912,241,241,243,241,36,1.0,585.9,2013-03-09 21:48:20
10822,C,0,6538570,243,243,243,243,0,0.0,585.9,2013-03-09 21:48:20
10823,E,23,552,242,238,239,238,239,1.0,586.7,2013-03-09 21:52:19
10824,C,0,6523242,242,242,243,242,0,0.0,586.7,2013-03-09 21:52:19
10825,E,9,146,241,227,472,227,4,1.0,586.6,2013-03-09 21:52:23
10826,C,0,6535054,242,242,243,242,1,0.0,586.6,2013-03-09 21:52:24
10827,L,5,2396,243,243,472,243,3,0.0,586.5,2013-03-09 21:52:27
10828,C,0,6540760,242,242,242,242,0,0.0,586.5,2013-03-09 21:52:27
10829,E,20,305,243,238,239,238,150,1.0,586.1,2013-03-09 21:54:57
10830,C,0,6532829,242,242,242,242,0,0.0,586.1,2013-03-09 21:54:57
10831,E,7,74,472,243,472,243,59,0.0,587.5,2013-03-09 21:55:56
10832,C,0,6530138,242,242,242,242,0,0.0,587.5,2013-03-09 21:55:56
10833,E,8,85,246,242,472,242,4,0.0,587.6,2013-03-09 21:56:00
10834,C,0,6529520,242,242,242,242,0,0.0,587.6,2013-03-09 21:56:00
10835,E,12,142,42,132,472,42,2,0.0,587.7,2013-03-09 21:56:02
10836,C,0,6519724,102,101,242,101,1,0.0,587.7,2013-03-09 21:56:03
10837,E,9,122,87,243,472,87,0,0.0,587.7,2013-03-09 21:56:03
10838,C,0,6537828,159,41,242,41,1,0.0,587.7,2013-03-09 21:56:04
10839,E,15,186,111,87,472,87,1,0.0,587.5,2013-03-09 21:56:05
10840,C,0,6536295,115,237,242,115,1,0.0,587.5,2013-03-09 21:56:06
10841,E,17,248,24,38,472,24,1,0.0,587.6,2013-03-09 21:56:07
10842,C,0,6535377,38,101,242,38,1,0.0,587.6,2013-03-09 21:56:08
10843,E,9,111,182,77,472,77,0,0.0,587.4,2013-03-09 21:56:08
10844,C,0,5914874,40,40,350,40,1,0.0,587.4,2013-03-09 21:56:09
10845,E,11,145,94,133,472,94,1,0.0,587.5,2013-03-09 21:56:10
10846,C,0,6537491,62,95,242,62,0,0.0,587.5,2013-03-09 21:56:10
10847,E,7,133,237,44,472,44,1,0.0,588.1,2013-03-09 21:56:11
10848,C,0,6553675,117,67,242,67,1,0.0,588.1,2013-03-09 21:56:12
10849,E,10,186,46,46,472,46,1,0.0,588.1,2013-03-09 21:56:13
10850,C,0,6546047,26,43,242,26,1,0.0,588.1,2013-03-09 21:56:14
10851,E,7,121,241,143,472,143,0,0.0,588.5,2013-03-09 21:56:14
10852,C,0,6554526,242,239,242,239,1,0.0,588.5,2013-03-09 21:56:15
10853,E,9,115,64,80,472,64,1,0.0,588.6,2013-03-09 21:56:16
10854,C,0,6551288,54,60,242,54,0,0.0,588.6,2013-03-09 21:56:16
10855,E,32,445,51,51,472,51,1,0.0,588.6,2013-03-09 21:56:17
10856,C,0,6549550,27,62,242,27,1,0.0,588.6,2013-03-09 21:56:18
10857,E,17,264,56,44,472,44,0,0.0,588.6,2013-03-09 21:56:18
10858,C,0,6090471,73,49,294,49,1,0.0,588.6,2013-03-09 21:56:19
10859,E,9,127,234,49,472,49,1,0.0,588.7,2013-03-09 21:56:20
10860,C,0,6558650,44,55,243,44,0,0.0,588.7,2013-03-09 21:56:20
10861,E,6,57,239,227,472,227,1,0.0,588.8,2013-03-09 21:56:21
10862,C,0,5783791,118,116,254,116,0,0.0,588.8,2013-03-09 21:56:21
10863,E,8,68,472,242,472,242,0,0.0,588.8,2013-03-09 21:56:21
10864,C,0,6572621,242,242,243,242,1,0.0,588.8,2013-03-09 21:56:22
10865,E,26,411,87,87,472,87,1,0.0,588.5,2013-03-09 21:56:23
10866,C,0,4523296,26,50,104,26,0,0.0,588.5,2013-03-09 21:56:23
10867,E,24,275,141,155,472,141,1,0.0,587.9,2013-03-09 21:56:24
10868,C,0,3151470,98,62,466,62,1,0.0,587.9,2013-03-09 21:56:25
10869,E,11,110,472,144,472,144,1,0.0,587.7,2013-03-09 21:56:26
10870,C,0,5741085,238,52,366,52,0,0.0,587.7,2013-03-09 21:56:26
10871,E,30,414,88,129,472,88,1,0.0,587.6,2013-03-09 21:56:27
10872,C,0,6470447,22,21,69,21,0,0.0,587.6,2013-03-09 21:56:27
10873,E,6,128,100,92,472,92,1,0.0,587.9,2013-03-09 21:56:28
10874,C,0,6576534,31,17,242,17,1,0.0,587.9,2013-03-09 21:56:29
10875,E,13,173,55,38,472,38,0,0.0,587.9,2013-03-09 21:56:29
10876,C,0,6598529,48,53,242,48,0,0.0,587.9,2013-03-09 21:56:29
10877,E,19,308,76,42,336,42,2,0.0,588.4,2013-03-09 21:56:31
10878,C,0,6206233,23,22,113,22,0,0.0,588.4,2013-03-09 21:56:31
10879,E,27,375,43,45,472,43,1,0.0,588.4,2013-03-09 21:56:32
10880,C,0,6540736,30,68,255,30,0,0.0,588.4,2013-03-09 21:56:32
10881,E,14,137,212,59,472,59,1,0.0,588.5,2013-03-09 21:56:33
10882,C,0,5942800,43,32,133,32,0,0.0,588.5,2013-03-09 21:56:33
10883,E,9,140,90,192,472,90,1,0.0,588.5,2013-03-09 21:56:34
10884,C,0,5489305,32,94,406,32,0,0.0,588.5,2013-03-09 21:56:34
10885,E,10,125,216,212,472,212,1,0.0,588.3,2013-03-09 21:56:35
10886,C,0,6567572,26,15,227,15,1,0.0,588.3,2013-03-09 21:56:36
10887,E,26,435,247,186,472,186,0,0.0,588.3,2013-03-09 21:56:36
10888,C,0,4871526,29,31,266,29,0,0.0,588.3,2013-03-09 21:56:36
10889,E,7,138,235,235,472,235,2,0.0,588.5,2013-03-09 21:56:38
10890,C,0,6014604,34,54,346,34,0,0.0,588.5,2013-03-09 21:56:38
10891,E,50,772,30,29,431,29,1,0.0,588.7,2013-03-09 21:56:39
10892,C,0,6063746,28,16,64,16,1,0.0,588.7,2013-03-09 21:56:40
10893,E,24,391,42,56,472,42,0,0.0,588.7,2013-03-09 21:56:40
10894,E,26,409,60,116,472,60,0,0.0,588.6,2013-03-09 21:56:40
10895,C,0,6018647,21,36,178,21,1,0.0,588.6,2013-03-09 21:56:41
10896,E,35,491,92,170,472,92,0,0.0,588.6,2013-03-09 21:56:41
10897,E,7,37,400,243,472,243,2,0.0,588.6,2013-03-09 21:56:43
10898,C,0,5481984,65,40,339,40,0,0.0,588.6,2013-03-09 21:56:43
10899,E,17,289,123,228,265,123,1,0.0,588.6,2013-03-09 21:56:44
10900,C,0,5775715,33,30,57,30,1,0.0,588.6,2013-03-09 21:56:45
10901,E,7,92,202,434,471,202,0,0.0,588.5,2013-03-09 21:56:45
10902,C,0,6302840,23,24,53,23,1,0.0,588.5,2013-03-09 21:56:46
10903,E,11,127,134,134,472,134,0,0.0,588.5,2013-03-09 21:56:46
10904,C,0,5671048,50,67,141,50,0,0.0,588.5,2013-03-09 21:56:46
10905,E,15,178,230,55,472,55,2,0.0,588.5,2013-03-09 21:56:48
10906,C,0,5524192,26,26,241,26,0,0.0,588.5,2013-03-09 21:56:48
10907,E,9,143,93,71,472,71,1,0.0,588.5,2013-03-09 21:56:49
10908,C,0,5516685,16,16,220,16,0,0.0,588.5,2013-03-09 21:56:49
10909,E,21,215,148,159,472,148,1,0.0,588.4,2013-03-09 21:56:50
10910,C,0,4216092,19,41,286,19,0,0.0,588.4,2013-03-09 21:56:50
10911,E,33,483,63,74,245,63,1,0.0,588.4,2013-03-09 21:56:51
10912,E,15,223,177,71,321,71,0,0.0,588.4,2013-03-09 21:56:51
10913,C,0,5360599,15,18,143,15,1,0.0,588.4,2013-03-09 21:56:52
10914,L,0,0,12,12,12,12,0,0.0,588.4,2013-03-09 21:56:52
10915,E,17,185,187,176,472,176,1,0.0,588.4,2013-03-09 21:56:53
10916,C,0,5759481,21,45,291,21,0,0.0,588.4,2013-03-09 21:56:53
10917,E,7,144,31,46,61,31,0,0.0,588.4,2013-03-09 21:56:53
10918,C,0,6613837,34,52,243,34,0,0.0,588.4,2013-03-09 21:56:53
10919,E,56,851,61,55,310,55,1,0.0,588.3,2013-03-09 21:56:54
10920,C,0,3614170,17,20,150,17,0,0.0,588.3,2013-03-09 21:56:54
10921,L,0,0,11,11,11,11,1,0.0,588.3,2013-03-09 21:56:55
10922,C,0,5512446,24,20,240,20,0,0.0,588.3,2013-03-09 21:56:55
10923,E,33,517,120,182,472,120,2,0.0,588.4,2013-03-09 21:56:57
10924,C,0,3589509,41,50,129,41,1,0.0,588.4,2013-03-09 21:56:58
10925,E,23,424,46,36,472,36,0,0.0,588.4,2013-03-09 21:56:58
10926,E,29,554,22,22,248,22,1,0.0,588.4,2013-03-09 21:56:59
10927,E,35,411,37,17,472,17,1,0.0,588.1,2013-03-09 21:57:00
10928,C,0,6573955,18,27,234,18,0,0.0,588.1,2013-03-09 21:57:00
10929,E,11,162,418,234,472,234,1,0.0,588.2,2013-03-09 21:57:01
10930,C,0,6598174,25,19,81,19,0,0.0,588.2,2013-03-09 21:57:01
10931,E,25,262,136,58,472,58,1,0.0,588.3,2013-03-09 21:57:02
10932,E,75,1481,20,24,64,20,1,0.0,588.3,2013-03-09 21:57:03
10933,E,11,218,20,15,95,15,0,0.0,588.3,2013-03-09 21:57:03
10934,E,13,116,215,205,472,205,1,0.0,588.2,2013-03-09 21:57:04
10935,C,0,4698889,21,44,60,21,0,0.0,588.2,2013-03-09 21:57:04
10936,E,8,92,55,55,472,55,0,0.0,588.2,2013-03-09 21:57:04
10937,C,0,6445152,26,26,306,26,0,0.0,588.2,2013-03-09 21:57:04
10938,E,52,832,124,132,472,124,1,0.0,588.2,2013-03-09 21:57:05
10939,C,0,6584190,22,34,160,22,0,0.0,588.2,2013-03-09 21:57:05
10940,E,68,1338,35,29,155,29,1,0.0,588.2,2013-03-09 21:57:06
10941,C,0,6613970,23,31,238,23,0,0.0,588.2,2013-03-09 21:57:06
10942,E,17,266,138,30,472,30,1,0.0,588.1,2013-03-09 21:57:07
10943,E,67,1088,24,23,52,23,1,0.0,588.1,2013-03-09 21:57:08
10944,E,17,186,224,197,472,197,1,0.0,587.6,2013-03-09 21:57:09
10945,C,0,6475732,42,23,273,23,0,0.0,587.6,2013-03-09 21:57:09
10946,E,15,205,218,28,472,28,1,0.0,587.8,2013-03-09 21:57:10
10947,C,0,4977746,34,53,87,34,0,0.0,587.8,2013-03-09 21:57:10
10948,E,17,230,50,48,472,48,1,0.0,587.8,2013-03-09 21:57:11
10949,C,0,6626387,22,19,242,19,0,0.0,587.8,2013-03-09 21:57:11
10950,E,21,288,193,95,472,95,1,0.0,587.7,2013-03-09 21:57:12
10951,C,0,4225525,22,16,33,16,0,0.0,587.7,2013-03-09 21:57:12
10952,E,12,338,24,24,472,24,1,0.0,587.7,2013-03-09 21:57:13
10953,E,4,27,472,240,472,240,0,0.0,587.5,2013-03-09 21:57:13
10954,C,0,6605047,63,85,266,63,1,0.0,587.5,2013-03-09 21:57:14
10955,E,7,125,38,90,350,38,1,0.0,587.4,2013-03-09 21:57:15
10956,C,0,6590581,17,19,28,17,0,0.0,587.4,2013-03-09 21:57:15
10957,E,29,560,27,22,303,22,1,0.0,587.4,2013-03-09 21:57:16
10958,C,0,6617427,15,18,241,15,0,0.0,587.4,2013-03-09 21:57:16
10959,E,12,177,48,42,472,42,1,0.0,587.2,2013-03-09 21:57:17
10960,C,0,5488496,16,21,133,16,0,0.0,587.2,2013-03-09 21:57:17
10961,E,7,128,31,31,362,31,1,0.0,587.2,2013-03-09 21:57:18
10962,E,26,407,73,41,460,41,0,0.0,587.2,2013-03-09 21:57:18
10963,C,0,6584198,16,14,112,14,1,0.0,587.2,2013-03-09 21:57:19
10964,E,5,69,420,471,472,420,1,0.0,587.2,2013-03-09 21:57:20
10965,E,14,252,41,116,231,41,0,0.0,587.2,2013-03-09 21:57:20
10966,E,12,261,45,26,472,26,0,0.0,587.2,2013-03-09 21:57:20
10967,C,0,6615836,20,38,83,20,0,0.0,587.2,2013-03-09 21:57:20
10968,E,25,438,57,93,373,57,1,0.0,587.1,2013-03-09 21:57:21
10969,C,0,5209856,18,26,29,18,0,0.0,587.1,2013-03-09 21:57:21
10970,E,32,605,33,25,118,25,0,0.0,587.1,2013-03-09 21:57:21
10971,E,14,190,74,42,453,42,1,0.0,586.8,2013-03-09 21:57:22
10972,C,0,6594115,15,15,36,15,0,0.0,586.8,2013-03-09 21:57:22
10973,E,21,263,54,82,472,54,0,0.0,586.8,2013-03-09 21:57:22
10974,E,5,96,98,98,472,98,1,0.0,586.6,2013-03-09 21:57:23
10975,C,0,6594135,24,14,38,14,1,0.0,586.6,2013-03-09 21:57:24
10976,E,39,610,35,27,238,27,0,0.0,586.5,2013-03-09 21:57:24
10977,C,0,4860318,18,21,72,18,1,0.0,586.5,2013-03-09 21:57:25
10978,E,17,220,31,56,472,31,2,0.0,586.3,2013-03-09 21:57:27
10979,C,0,5673740,17,17,219,17,1,0.0,586.3,2013-03-09 21:57:28
10980,E,10,130,53,53,472,53,1,0.0,586.3,2013-03-09 21:57:29
10981,C,0,6620592,17,47,243,17,1,0.0,586.3,2013-03-09 21:57:30
10982,E,36,690,49,22,472,22,1,0.0,586.2,2013-03-09 21:57:31
10983,C,0,6577497,31,31,266,31,0,0.0,586.2,2013-03-09 21:57:31
10984,E,37,394,138,21,472,21,0,0.0,586.2,2013-03-09 21:57:31
10985,C,0,6551963,24,15,294,15,0,0.0,586.2,2013-03-09 21:57:31
10986,E,18,188,206,188,472,188,1,0.0,586.2,2013-03-09 21:57:32
10987,C,0,6561682,47,21,245,21,0,0.0,586.2,2013-03-09 21:57:32
10988,E,6,122,93,89,472,89,0,0.0,586.2,2013-03-09 21:57:32
10989,C,0,6621100,38,38,242,38,1,0.0,586.2,2013-03-09 21:57:33
10990,E,14,229,133,110,472,110,0,0.0,586.2,2013-03-09 21:57:33
10991,C,0,5584557,35,35,157,35,0,0.0,586.2,2013-03-09 21:57:33
10992,E,23,320,54,266,472,54,1,0.0,586.2,2013-03-09 21:57:34
10993,C,0,5838889,57,46,362,46,0,0.0,586.2,2013-03-09 21:57:34
10994,E,19,235,203,131,472,131,2,0.0,586.2,2013-03-09 21:57:36
10995,C,0,5493257,26,43,231,26,0,0.0,586.2,2013-03-09 21:57:36
10996,E,19,255,239,242,472,239,0,0.0,586.2,2013-03-09 21:57:36
10997,C,0,6628004,31,78,242,31,1,0.0,586.2,2013-03-09 21:57:37
10998,E,7,63,99,104,341,99,1,0.0,586.1,2013-03-09 21:57:38
10999,C,0,6026830,23,23,345,23,1,0.0,586.1,2013-03-09 21:57:39
11000,E,14,167,52,115,472,52,0,0.0,586.1,2013-03-09 21:57:39
11001,C,0,6617692,91,69,242,69,0,0.0,586.1,2013-03-09 21:57:39
11002,E,25,321,40,35,139,35,1,0.0,586.0,2013-03-09 21:57:40
11003,C,0,3610292,17,16,239,16,1,0.0,586.0,2013-03-09 21:57:41
11004,E,10,111,37,59,459,37,2,0.0,586.1,2013-03-09 21:57:43
11005,E,16,237,29,20,63,20,0,0.0,586.1,2013-03-09 21:57:43
11006,E,40,602,44,44,280,44,1,0.0,586.2,2013-03-09 21:57:44
11007,C,0,6582634,29,29,56,29,0,0.0,586.2,2013-03-09 21:57:44
11008,E,9,114,71,118,472,71,1,0.0,586.2,2013-03-09 21:57:45
11009,C,0,6608522,52,189,242,52,0,0.0,586.2,2013-03-09 21:57:45
11010,E,8,116,70,70,286,70,0,0.0,586.1,2013-03-09 21:57:45
11011,C,0,6575001,29,53,243,29,1,0.0,586.1,2013-03-09 21:57:46
11012,E,5,50,142,142,472,142,0,0.0,586.1,2013-03-09 21:57:46
