EID,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,delay,EAS,H,UTC
12622,L,5,2104,242,242,242,242,1,0.0,380.8,2013-03-15 22:53:26
12623,C,0,6247128,242,242,243,242,1,0.0,380.8,2013-03-15 22:53:27
12624,L,5,1319,243,243,243,243,15,0.0,381.8,2013-03-15 22:53:42
12625,C,0,6228531,242,243,243,242,0,0.0,381.8,2013-03-15 22:53:42
12626,L,5,1259,243,242,472,242,8,0.0,382.1,2013-03-15 22:53:50
12627,C,0,6247530,242,242,242,242,0,0.0,382.1,2013-03-15 22:53:50
12628,L,5,2031,243,241,472,241,75,0.0,384.4,2013-03-15 22:55:05
12629,C,0,6207106,242,242,243,242,1,0.0,384.4,2013-03-15 22:55:06
12630,L,5,1541,242,242,243,242,12,0.0,385.6,2013-03-15 22:55:18
12631,C,0,6240008,242,242,242,242,0,0.0,385.6,2013-03-15 22:55:18
12632,L,4,1938,241,241,472,241,10,0.0,386.4,2013-03-15 22:55:28
12633,C,0,6232527,242,242,242,242,0,0.0,386.4,2013-03-15 22:55:28
12634,L,5,1045,242,241,242,241,6,0.0,386.2,2013-03-15 22:55:34
12635,C,0,6224984,242,242,242,242,0,0.0,386.2,2013-03-15 22:55:34
12636,L,5,1233,242,242,242,242,30,0.0,385.7,2013-03-15 22:56:04
12637,C,0,6261142,242,242,243,242,0,0.0,385.7,2013-03-15 22:56:04
12638,L,5,2701,239,238,472,238,60,0.0,383.4,2013-03-15 22:57:04
12639,C,0,6228648,242,242,242,242,0,0.0,383.4,2013-03-15 22:57:04
12640,E,5,505,241,241,472,241,14,0.0,382.5,2013-03-15 22:57:18
12641,C,0,6257731,242,242,242,242,0,0.0,382.5,2013-03-15 22:57:18
12642,E,4,319,241,239,472,239,2,0.0,382.6,2013-03-15 22:57:20
12643,C,0,6231302,242,243,243,242,0,0.0,382.6,2013-03-15 22:57:20
12644,L,5,1351,241,240,241,240,32,0.0,381.5,2013-03-15 22:57:52
12645,C,0,6233002,242,242,243,242,1,0.0,381.5,2013-03-15 22:57:53
12646,E,5,317,244,242,472,242,8,0.0,380.8,2013-03-15 22:58:01
12647,C,0,6263272,242,242,242,242,0,0.0,380.8,2013-03-15 22:58:01
12648,L,5,903,243,242,472,242,44,0.0,380.2,2013-03-15 22:58:45
12649,C,0,6230508,242,242,242,242,0,0.0,380.2,2013-03-15 22:58:45
12650,E,9,319,472,239,240,239,30,1.0,378.3,2013-03-15 22:59:15
12651,C,0,6226655,242,242,243,242,0,0.0,378.3,2013-03-15 22:59:15
12652,E,20,889,241,239,242,239,3,1.0,378.3,2013-03-15 22:59:18
12653,C,0,6242973,242,242,243,242,0,0.0,378.3,2013-03-15 22:59:18
12654,L,5,1774,242,242,243,242,32,0.0,382.4,2013-03-15 22:59:50
12655,C,0,6253411,242,242,243,242,1,0.0,382.4,2013-03-15 22:59:51
12656,L,5,1813,242,242,242,242,15,0.0,382.4,2013-03-15 23:00:06
12657,C,0,6241609,242,242,242,242,0,0.0,382.4,2013-03-15 23:00:06
12658,L,5,2648,240,240,241,240,6,0.0,382.5,2013-03-15 23:00:12
12659,C,0,6227030,242,242,243,242,1,0.0,382.5,2013-03-15 23:00:13
12660,L,6,3185,242,242,242,242,8,0.0,382.8,2013-03-15 23:00:21
12661,C,0,6244234,242,242,243,242,0,0.0,382.8,2013-03-15 23:00:21
12662,L,4,967,242,242,472,242,2,0.0,382.4,2013-03-15 23:00:23
12663,C,0,6243674,242,242,243,242,1,0.0,382.4,2013-03-15 23:00:24
12664,E,19,394,242,241,241,241,13,1.0,382.1,2013-03-15 23:00:37
12665,C,0,6234582,242,242,243,242,0,0.0,382.1,2013-03-15 23:00:37
12666,L,4,840,242,242,243,242,25,0.0,380.6,2013-03-15 23:01:02
12667,C,0,6248750,242,242,243,242,0,0.0,380.6,2013-03-15 23:01:02
12668,L,5,1948,240,240,472,240,22,0.0,381.9,2013-03-15 23:01:24
12669,C,0,6246806,242,242,242,242,1,0.0,381.9,2013-03-15 23:01:25
12670,L,5,4780,239,239,239,239,6,0.0,382.1,2013-03-15 23:01:31
12671,C,0,6226489,242,242,242,242,1,0.0,382.1,2013-03-15 23:01:32
12672,E,5,689,242,241,472,241,1,0.0,382.4,2013-03-15 23:01:33
12673,C,0,6230413,242,243,243,242,0,0.0,382.4,2013-03-15 23:01:33
12674,L,4,3523,243,244,244,243,26,0.0,382.5,2013-03-15 23:01:59
12675,C,0,6231933,242,242,243,242,0,0.0,382.5,2013-03-15 23:01:59
12676,E,14,199,472,240,240,240,10,1.0,382.4,2013-03-15 23:02:09
12677,C,0,6241131,242,242,242,242,0,0.0,382.4,2013-03-15 23:02:09
12678,E,52,1204,243,243,244,243,1,1.0,381.9,2013-03-15 23:02:10
12679,C,0,6215779,242,242,243,242,1,0.0,381.9,2013-03-15 23:02:11
12680,L,6,1955,239,239,239,239,14,0.0,381.5,2013-03-15 23:02:25
12681,C,0,6249559,242,242,242,242,0,0.0,381.5,2013-03-15 23:02:25
12682,L,5,1746,241,242,472,241,14,0.0,383.5,2013-03-15 23:02:39
12683,C,0,6216605,242,242,243,242,1,0.0,383.5,2013-03-15 23:02:40
12684,L,5,5017,240,240,241,240,13,0.0,382.9,2013-03-15 23:02:53
12685,C,0,6219479,242,242,242,242,1,0.0,382.9,2013-03-15 23:02:54
12686,L,4,1776,242,242,243,242,20,0.0,381.1,2013-03-15 23:03:14
12687,C,0,6244155,242,242,242,242,0,0.0,381.1,2013-03-15 23:03:14
12688,L,5,4429,240,240,241,240,32,0.0,380.5,2013-03-15 23:03:46
12689,C,0,6229981,242,242,243,242,0,0.0,380.5,2013-03-15 23:03:46
12690,L,4,914,243,243,243,243,8,0.0,380.5,2013-03-15 23:03:54
12691,C,0,6234293,242,242,242,242,0,0.0,380.5,2013-03-15 23:03:54
12692,L,4,1923,243,243,472,243,4,0.0,381.4,2013-03-15 23:03:58
12693,C,0,6233918,242,242,243,242,0,0.0,381.4,2013-03-15 23:03:58
12694,L,5,2237,243,242,472,242,27,0.0,381.1,2013-03-15 23:04:25
12695,C,0,6222604,242,242,242,242,0,0.0,381.1,2013-03-15 23:04:25
12696,L,5,2667,241,241,242,241,13,0.0,381.3,2013-03-15 23:04:38
12697,C,0,6240444,242,242,243,242,0,0.0,381.3,2013-03-15 23:04:38
12698,L,5,2114,243,243,244,243,3,0.0,381.2,2013-03-15 23:04:41
12699,C,0,6235283,242,242,243,242,0,0.0,381.2,2013-03-15 23:04:41
12700,L,4,1470,242,242,472,242,10,0.0,379.8,2013-03-15 23:04:51
12701,C,0,6266113,242,242,243,242,1,0.0,379.8,2013-03-15 23:04:52
12702,L,4,1582,243,243,244,243,15,0.0,380.7,2013-03-15 23:05:07
12703,C,0,6244475,242,242,242,242,0,0.0,380.7,2013-03-15 23:05:07
12704,L,5,1767,240,240,241,240,18,0.0,382.7,2013-03-15 23:05:25
12705,C,0,6240326,242,242,242,242,0,0.0,382.7,2013-03-15 23:05:25
12706,L,5,1289,242,242,472,242,29,0.0,383.2,2013-03-15 23:05:54
12707,C,0,6246474,242,242,243,242,0,0.0,383.2,2013-03-15 23:05:54
12708,L,5,1610,241,241,242,241,33,0.0,383.3,2013-03-15 23:06:27
12709,C,0,6211633,242,242,243,242,0,0.0,383.3,2013-03-15 23:06:27
12710,L,5,1393,242,242,472,242,16,0.0,381.8,2013-03-15 23:06:43
12711,C,0,6249538,242,242,243,242,1,0.0,381.8,2013-03-15 23:06:44
12712,L,6,4361,241,241,241,241,23,0.0,381.6,2013-03-15 23:07:07
12713,C,0,6245255,242,242,243,242,0,0.0,381.6,2013-03-15 23:07:07
12714,L,5,3777,241,241,242,241,6,0.0,382.5,2013-03-15 23:07:13
12715,C,0,6256546,242,242,243,242,0,0.0,382.5,2013-03-15 23:07:13
12716,L,4,1459,241,241,241,241,23,0.0,382.3,2013-03-15 23:07:36
12717,C,0,6245222,242,242,243,242,0,0.0,382.3,2013-03-15 23:07:36
12718,L,5,2698,239,239,240,239,46,0.0,382.9,2013-03-15 23:08:22
12719,C,0,6210191,242,242,242,242,0,0.0,382.9,2013-03-15 23:08:22
12720,E,14,788,240,240,472,240,12,1.0,380.5,2013-03-15 23:08:34
12721,C,0,6213752,242,242,242,242,0,0.0,380.5,2013-03-15 23:08:34
12722,L,5,2043,243,243,243,243,1,0.0,380.3,2013-03-15 23:08:35
12723,C,0,6231752,242,242,242,242,1,0.0,380.3,2013-03-15 23:08:36
12724,E,10,1249,241,240,241,240,16,1.0,379.7,2013-03-15 23:08:52
12725,C,0,6203449,242,242,243,242,1,0.0,379.7,2013-03-15 23:08:53
12726,L,5,946,240,240,241,240,1,0.0,380.5,2013-03-15 23:08:54
12727,C,0,6238753,242,243,243,242,1,0.0,380.5,2013-03-15 23:08:55
12728,L,4,670,243,243,472,243,12,0.0,382.3,2013-03-15 23:09:07
12729,C,0,6238819,242,242,242,242,0,0.0,382.3,2013-03-15 23:09:07
12730,L,5,2395,243,242,243,242,13,0.0,382.4,2013-03-15 23:09:20
12731,C,0,6234488,242,242,243,242,0,0.0,382.4,2013-03-15 23:09:20
12732,L,5,1014,241,241,472,241,3,0.0,382.5,2013-03-15 23:09:23
12733,C,0,6227943,242,242,243,242,1,0.0,382.5,2013-03-15 23:09:24
12734,L,5,4201,243,244,244,243,2,0.0,381.9,2013-03-15 23:09:26
12735,C,0,6254624,242,242,243,242,1,0.0,381.9,2013-03-15 23:09:27
12736,L,4,534,243,243,243,243,32,0.0,383.0,2013-03-15 23:09:59
12737,C,0,6235889,242,242,243,242,0,0.0,383.0,2013-03-15 23:09:59
12738,L,5,1509,243,242,242,242,9,0.0,382.2,2013-03-15 23:10:08
12739,C,0,6216010,242,242,243,242,1,0.0,382.2,2013-03-15 23:10:09
12740,E,23,1304,242,240,242,240,23,1.0,380.1,2013-03-15 23:10:32
12741,C,0,6239148,242,242,243,242,1,0.0,380.1,2013-03-15 23:10:33
12742,L,5,5846,243,243,243,243,1,0.0,379.8,2013-03-15 23:10:34
12743,C,0,6240368,242,243,243,242,1,0.0,379.8,2013-03-15 23:10:35
12744,L,4,725,240,238,472,238,16,0.0,379.7,2013-03-15 23:10:51
12745,C,0,6239302,242,242,243,242,1,0.0,379.7,2013-03-15 23:10:52
12746,L,5,2204,242,243,243,242,9,0.0,380.0,2013-03-15 23:11:01
12747,C,0,6252091,242,242,243,242,0,0.0,380.0,2013-03-15 23:11:01
12748,L,4,1790,242,472,472,242,33,0.0,383.2,2013-03-15 23:11:34
12749,C,0,6238873,242,242,243,242,0,0.0,383.2,2013-03-15 23:11:34
12750,L,4,825,242,241,242,241,5,0.0,383.8,2013-03-15 23:11:39
12751,C,0,6247159,242,242,243,242,0,0.0,383.8,2013-03-15 23:11:39
12752,L,5,1187,239,239,239,239,37,0.0,384.0,2013-03-15 23:12:16
12753,C,0,6249171,242,242,243,242,1,0.0,384.0,2013-03-15 23:12:17
12754,E,39,3410,241,240,241,240,34,1.0,384.0,2013-03-15 23:12:51
12755,C,0,6237376,242,242,243,242,0,0.0,384.0,2013-03-15 23:12:51
12756,L,5,1106,240,239,472,239,29,0.0,383.8,2013-03-15 23:13:20
12757,C,0,6213482,242,242,242,242,1,0.0,383.8,2013-03-15 23:13:21
12758,E,5,711,241,240,472,240,25,0.0,383.0,2013-03-15 23:13:46
12759,C,0,6229184,242,242,243,242,0,0.0,383.0,2013-03-15 23:13:46
12760,L,4,1893,241,472,472,241,5,0.0,383.1,2013-03-15 23:13:51
12761,C,0,6228146,242,242,243,242,1,0.0,383.1,2013-03-15 23:13:52
12762,L,5,1317,242,242,243,242,5,0.0,383.5,2013-03-15 23:13:57
12763,C,0,6231285,242,242,243,242,1,0.0,383.5,2013-03-15 23:13:58
12764,L,5,2666,241,240,241,240,5,0.0,383.5,2013-03-15 23:14:03
12765,C,0,6238140,242,242,243,242,0,0.0,383.5,2013-03-15 23:14:03
12766,E,5,444,240,240,472,240,19,0.0,383.1,2013-03-15 23:14:22
12767,C,0,6250809,242,242,243,242,1,0.0,383.1,2013-03-15 23:14:23
12768,L,4,571,241,241,241,241,44,0.0,384.5,2013-03-15 23:15:07
12769,C,0,6231870,242,242,242,242,1,0.0,384.5,2013-03-15 23:15:08
12770,L,4,1100,472,242,472,242,85,0.0,381.9,2013-03-15 23:16:33
12771,C,0,6228961,242,242,243,242,1,0.0,381.9,2013-03-15 23:16:34
12772,L,5,3086,240,240,240,240,74,0.0,383.8,2013-03-15 23:17:48
12773,C,0,6225284,242,243,243,242,0,0.0,383.8,2013-03-15 23:17:48
12774,L,4,490,243,243,472,243,3,0.0,383.9,2013-03-15 23:17:51
12775,C,0,6260123,242,242,242,242,0,0.0,383.9,2013-03-15 23:17:51
12776,L,4,1263,241,241,472,241,12,0.0,384.2,2013-03-15 23:18:03
12777,C,0,6257598,242,242,242,242,1,0.0,384.2,2013-03-15 23:18:04
12778,L,5,5023,243,243,243,243,36,0.0,380.0,2013-03-15 23:18:40
12779,C,0,6243276,242,242,243,242,0,0.0,380.0,2013-03-15 23:18:40
12780,L,5,1015,242,241,242,241,28,0.0,381.6,2013-03-15 23:19:08
12781,C,0,6234215,242,242,243,242,1,0.0,381.6,2013-03-15 23:19:09
12782,E,5,735,241,242,472,241,1,0.0,381.7,2013-03-15 23:19:10
12783,C,0,6237163,242,242,242,242,1,0.0,381.7,2013-03-15 23:19:11
12784,L,4,1976,242,243,472,242,15,0.0,380.2,2013-03-15 23:19:26
12785,C,0,6242404,242,242,243,242,0,0.0,380.2,2013-03-15 23:19:26
12786,L,5,1038,240,239,472,239,3,0.0,380.3,2013-03-15 23:19:29
12787,C,0,6247300,242,243,243,242,0,0.0,380.3,2013-03-15 23:19:29
12788,L,4,1833,243,243,243,243,4,0.0,380.6,2013-03-15 23:19:33
12789,C,0,6241876,242,242,242,242,0,0.0,380.6,2013-03-15 23:19:33
12790,E,4,286,472,242,472,242,6,0.0,381.0,2013-03-15 23:19:39
12791,C,0,6241219,242,242,243,242,0,0.0,381.0,2013-03-15 23:19:39
12792,L,4,1197,242,242,243,242,13,0.0,380.6,2013-03-15 23:19:52
12793,C,0,6260017,242,242,243,242,0,0.0,380.6,2013-03-15 23:19:52
12794,L,5,1341,243,243,243,243,12,0.0,381.1,2013-03-15 23:20:04
12795,C,0,6261642,242,242,243,242,0,0.0,381.1,2013-03-15 23:20:04
12796,L,5,1387,241,241,472,241,1,0.0,381.0,2013-03-15 23:20:05
12797,C,0,6236088,242,242,243,242,0,0.0,381.0,2013-03-15 23:20:05
12798,L,5,1916,242,242,242,242,13,0.0,380.9,2013-03-15 23:20:18
12799,C,0,6229484,242,242,243,242,0,0.0,380.9,2013-03-15 23:20:18
12800,L,4,1614,242,241,242,241,7,0.0,380.5,2013-03-15 23:20:25
12801,C,0,6259450,242,242,242,242,1,0.0,380.5,2013-03-15 23:20:26
12802,L,5,2816,241,241,241,241,4,0.0,380.5,2013-03-15 23:20:30
12803,C,0,6263232,242,242,243,242,1,0.0,380.5,2013-03-15 23:20:31
12804,L,4,2592,242,242,244,242,1,0.0,380.4,2013-03-15 23:20:32
12805,C,0,6258520,242,242,243,242,0,0.0,380.4,2013-03-15 23:20:32
12806,L,5,1373,241,240,241,240,5,0.0,380.3,2013-03-15 23:20:37
12807,C,0,6273729,242,242,243,242,1,0.0,380.3,2013-03-15 23:20:38
12808,E,18,1673,241,240,241,240,6,1.0,380.4,2013-03-15 23:20:44
12809,C,0,6241793,242,242,242,242,0,0.0,380.4,2013-03-15 23:20:44
12810,L,5,2462,240,240,472,240,8,0.0,381.1,2013-03-15 23:20:52
12811,C,0,6252936,242,242,243,242,1,0.0,381.1,2013-03-15 23:20:53
12812,L,4,963,243,243,243,243,23,0.0,383.1,2013-03-15 23:21:16
12813,C,0,6257354,242,242,243,242,0,0.0,383.1,2013-03-15 23:21:16
12814,L,5,1522,240,240,241,240,17,0.0,385.2,2013-03-15 23:21:33
12815,C,0,6226731,242,242,243,242,0,0.0,385.2,2013-03-15 23:21:33
12816,L,4,1466,241,472,472,241,10,0.0,386.1,2013-03-15 23:21:43
12817,C,0,6266639,242,242,242,242,1,0.0,386.1,2013-03-15 23:21:44
12818,E,13,453,472,240,240,240,4,1.0,384.7,2013-03-15 23:21:48
12819,C,0,6274072,242,243,243,242,0,0.0,384.7,2013-03-15 23:21:48
12820,E,21,201,241,397,472,241,23,0.0,383.1,2013-03-15 23:22:11
12821,C,0,6259012,242,167,242,167,0,0.0,383.1,2013-03-15 23:22:11
12822,L,4,2800,240,240,241,240,19,0.0,385.5,2013-03-15 23:22:30
12823,C,0,6260005,242,242,243,242,0,0.0,385.5,2013-03-15 23:22:30
12824,L,4,1026,242,242,472,242,42,0.0,386.0,2013-03-15 23:23:12
12825,C,0,6271563,242,242,243,242,0,0.0,386.0,2013-03-15 23:23:12
12826,L,5,3182,240,240,240,240,49,0.0,384.9,2013-03-15 23:24:01
12827,C,0,6234243,242,242,243,242,0,0.0,384.9,2013-03-15 23:24:01
12828,E,5,799,241,241,243,241,19,0.0,384.8,2013-03-15 23:24:20
12829,C,0,6243948,242,242,243,242,0,0.0,384.8,2013-03-15 23:24:20
12830,L,4,849,243,243,243,243,31,0.0,379.9,2013-03-15 23:24:51
12831,C,0,6224882,242,242,243,242,1,0.0,379.9,2013-03-15 23:24:52
12832,E,53,4736,241,239,241,239,2,1.0,380.5,2013-03-15 23:24:54
12833,C,0,6281855,242,242,243,242,0,0.0,380.5,2013-03-15 23:24:54
12834,L,4,1486,242,242,472,242,15,0.0,383.0,2013-03-15 23:25:09
12835,C,0,6240163,242,242,242,242,0,0.0,383.0,2013-03-15 23:25:09
12836,L,5,3056,241,240,472,240,3,0.0,383.5,2013-03-15 23:25:12
12837,C,0,6270626,242,242,243,242,0,0.0,383.5,2013-03-15 23:25:12
12838,L,6,6421,240,240,240,240,7,0.0,383.7,2013-03-15 23:25:19
12839,C,0,6248498,242,243,243,242,1,0.0,383.7,2013-03-15 23:25:20
12840,E,5,642,241,239,240,239,6,0.0,384.4,2013-03-15 23:25:26
12841,C,0,6276777,242,242,243,242,1,0.0,384.4,2013-03-15 23:25:27
12842,L,5,1590,241,241,241,241,30,0.0,386.2,2013-03-15 23:25:57
12843,C,0,6239950,242,242,243,242,0,0.0,386.2,2013-03-15 23:25:57
12844,L,5,3587,241,241,241,241,2,0.0,385.7,2013-03-15 23:25:59
12845,C,0,6263605,242,242,242,242,0,0.0,385.7,2013-03-15 23:25:59
12846,L,5,1845,242,242,472,242,24,0.0,383.8,2013-03-15 23:26:23
12847,C,0,6261250,242,242,243,242,0,0.0,383.8,2013-03-15 23:26:23
12848,L,5,1285,241,241,242,241,38,0.0,382.4,2013-03-15 23:27:01
12849,C,0,6265550,242,242,243,242,0,0.0,382.4,2013-03-15 23:27:01
12850,E,6,374,242,472,472,242,19,0.0,384.1,2013-03-15 23:27:20
12851,C,0,6265275,242,242,243,242,0,0.0,384.1,2013-03-15 23:27:20
12852,E,5,606,244,243,472,243,14,0.0,385.4,2013-03-15 23:27:34
12853,C,0,6247906,242,242,243,242,0,0.0,385.4,2013-03-15 23:27:34
12854,L,5,2888,243,242,243,242,5,0.0,384.5,2013-03-15 23:27:39
12855,C,0,6266518,242,242,243,242,0,0.0,384.5,2013-03-15 23:27:39
12856,L,5,2235,241,241,241,241,1,0.0,384.5,2013-03-15 23:27:40
12857,C,0,6253279,242,242,243,242,1,0.0,384.5,2013-03-15 23:27:41
12858,L,4,1430,241,241,472,241,26,0.0,386.7,2013-03-15 23:28:07
12859,C,0,6276798,242,243,243,242,0,0.0,386.7,2013-03-15 23:28:07
12860,E,8,627,241,241,241,241,5,1.0,386.9,2013-03-15 23:28:12
12861,C,0,6272323,242,242,243,242,0,0.0,386.9,2013-03-15 23:28:12
12862,E,15,653,242,239,240,239,1,1.0,386.5,2013-03-15 23:28:13
12863,C,0,6280603,242,242,243,242,0,0.0,386.5,2013-03-15 23:28:13
12864,L,5,1888,243,242,472,242,22,0.0,386.3,2013-03-15 23:28:35
12865,C,0,6251381,242,242,242,242,0,0.0,386.3,2013-03-15 23:28:35
12866,L,5,1030,244,244,245,244,2,0.0,386.8,2013-03-15 23:28:37
12867,C,0,6267086,242,242,242,242,0,0.0,386.8,2013-03-15 23:28:37
12868,L,5,5729,242,242,243,242,6,0.0,386.4,2013-03-15 23:28:43
12869,C,0,6251167,242,242,243,242,0,0.0,386.4,2013-03-15 23:28:43
12870,L,6,2659,241,241,242,241,14,0.0,386.8,2013-03-15 23:28:57
12871,C,0,6265241,242,243,243,242,0,0.0,386.8,2013-03-15 23:28:57
12872,L,5,1683,241,241,241,241,35,0.0,386.1,2013-03-15 23:29:32
12873,C,0,6267223,242,242,243,242,1,0.0,386.1,2013-03-15 23:29:33
12874,L,5,2081,241,472,472,241,19,0.0,384.5,2013-03-15 23:29:52
12875,C,0,6228818,242,242,243,242,0,0.0,384.5,2013-03-15 23:29:52
12876,E,19,692,241,240,241,240,19,1.0,383.2,2013-03-15 23:30:11
12877,C,0,6265842,242,242,243,242,0,0.0,383.2,2013-03-15 23:30:11
12878,L,5,3111,241,241,241,241,8,0.0,383.6,2013-03-15 23:30:19
12879,C,0,6264935,242,242,243,242,1,0.0,383.6,2013-03-15 23:30:20
12880,L,4,962,242,242,472,242,2,0.0,383.7,2013-03-15 23:30:22
12881,C,0,6277312,242,242,242,242,1,0.0,383.7,2013-03-15 23:30:23
12882,L,4,1025,240,240,472,240,15,0.0,384.1,2013-03-15 23:30:38
12883,C,0,6258061,242,242,243,242,1,0.0,384.1,2013-03-15 23:30:39
12884,L,4,724,240,238,472,238,16,0.0,384.8,2013-03-15 23:30:55
12885,C,0,6262850,242,242,243,242,0,0.0,384.8,2013-03-15 23:30:55
12886,E,4,463,242,241,242,241,9,0.0,384.6,2013-03-15 23:31:04
12887,C,0,6261176,242,242,242,242,0,0.0,384.6,2013-03-15 23:31:04
12888,L,5,1615,242,242,472,242,7,0.0,385.6,2013-03-15 23:31:11
12889,C,0,6270296,242,242,243,242,0,0.0,385.6,2013-03-15 23:31:11
12890,L,4,1017,243,243,472,243,62,0.0,384.1,2013-03-15 23:32:13
12891,C,0,6247656,242,242,242,242,0,0.0,384.1,2013-03-15 23:32:13
12892,E,5,803,240,240,240,240,1,0.0,384.5,2013-03-15 23:32:14
12893,C,0,6249406,242,242,243,242,1,0.0,384.5,2013-03-15 23:32:15
12894,E,4,408,243,243,472,243,1,0.0,384.5,2013-03-15 23:32:16
12895,C,0,6259257,242,242,243,242,0,0.0,384.5,2013-03-15 23:32:16
12896,L,4,2757,242,240,472,240,7,0.0,383.4,2013-03-15 23:32:23
12897,C,0,6257922,242,242,243,242,0,0.0,383.4,2013-03-15 23:32:23
12898,L,5,2588,242,241,242,241,27,0.0,380.6,2013-03-15 23:32:50
12899,C,0,6261596,242,242,243,242,1,0.0,380.6,2013-03-15 23:32:51
12900,L,4,730,241,241,472,241,13,0.0,382.2,2013-03-15 23:33:04
12901,C,0,6256303,242,242,242,242,0,0.0,382.2,2013-03-15 23:33:04
12902,L,5,2191,239,239,240,239,7,0.0,384.0,2013-03-15 23:33:11
12903,C,0,6239830,242,242,243,242,1,0.0,384.0,2013-03-15 23:33:12
12904,L,5,2398,242,242,242,242,1,0.0,384.6,2013-03-15 23:33:13
12905,C,0,6253042,242,242,242,242,0,0.0,384.6,2013-03-15 23:33:13
12906,L,5,2101,241,242,472,241,3,0.0,385.4,2013-03-15 23:33:16
12907,C,0,6257030,242,242,242,242,0,0.0,385.4,2013-03-15 23:33:16
12908,L,4,1278,242,243,472,242,34,0.0,383.7,2013-03-15 23:33:50
12909,C,0,6250191,242,242,243,242,0,0.0,383.7,2013-03-15 23:33:50
12910,L,5,6324,242,241,242,241,10,0.0,383.5,2013-03-15 23:34:00
12911,C,0,6278359,242,242,243,242,1,0.0,383.5,2013-03-15 23:34:01
12912,L,5,3159,240,241,241,240,23,0.0,383.0,2013-03-15 23:34:24
12913,C,0,6262531,242,242,242,242,0,0.0,383.0,2013-03-15 23:34:24
12914,L,5,1632,243,243,472,243,25,0.0,386.2,2013-03-15 23:34:49
12915,C,0,6230240,242,242,243,242,0,0.0,386.2,2013-03-15 23:34:49
12916,E,5,634,240,239,472,239,8,0.0,385.8,2013-03-15 23:34:57
12917,C,0,6249513,242,242,243,242,0,0.0,385.8,2013-03-15 23:34:57
12918,L,5,1245,240,240,241,240,53,0.0,383.8,2013-03-15 23:35:50
12919,C,0,6271737,242,243,243,242,0,0.0,383.8,2013-03-15 23:35:50
12920,L,4,989,241,241,241,241,24,0.0,385.1,2013-03-15 23:36:14
12921,C,0,6229894,242,243,243,242,0,0.0,385.1,2013-03-15 23:36:14
12922,E,10,1381,239,239,239,239,5,1.0,385.1,2013-03-15 23:36:19
12923,C,0,6228490,242,242,242,242,1,0.0,385.1,2013-03-15 23:36:20
12924,L,4,1585,241,241,472,241,36,0.0,384.9,2013-03-15 23:36:56
12925,C,0,6234675,242,242,243,242,1,0.0,384.9,2013-03-15 23:36:57
12926,L,5,3848,242,241,242,241,25,0.0,385.6,2013-03-15 23:37:22
12927,C,0,6232829,242,242,243,242,0,0.0,385.6,2013-03-15 23:37:22
12928,L,5,1219,242,242,472,242,8,0.0,384.8,2013-03-15 23:37:30
12929,C,0,6264471,243,243,243,243,0,0.0,384.8,2013-03-15 23:37:30
12930,E,5,736,241,240,472,240,13,0.0,386.4,2013-03-15 23:37:43
12931,C,0,6253692,242,242,242,242,0,0.0,386.4,2013-03-15 23:37:43
12932,L,5,949,243,242,243,242,55,0.0,387.4,2013-03-15 23:38:38
12933,C,0,6253274,242,242,243,242,0,0.0,387.4,2013-03-15 23:38:38
12934,L,4,671,242,242,242,242,8,0.0,387.2,2013-03-15 23:38:46
12935,C,0,6259973,242,242,242,242,1,0.0,387.2,2013-03-15 23:38:47
12936,L,4,1527,240,239,240,239,5,0.0,387.4,2013-03-15 23:38:52
12937,C,0,6275509,242,242,242,242,0,0.0,387.4,2013-03-15 23:38:52
12938,L,4,501,243,243,472,243,31,0.0,385.5,2013-03-15 23:39:23
12939,C,0,6243303,242,242,243,242,0,0.0,385.5,2013-03-15 23:39:23
12940,L,5,3557,242,242,242,242,11,0.0,385.5,2013-03-15 23:39:34
12941,C,0,6265895,242,242,243,242,0,0.0,385.5,2013-03-15 23:39:34
12942,L,5,2991,239,239,240,239,43,0.0,388.0,2013-03-15 23:40:17
12943,C,0,6251293,242,242,243,242,1,0.0,388.0,2013-03-15 23:40:18
12944,E,5,641,242,242,472,242,4,0.0,387.4,2013-03-15 23:40:22
12945,C,0,6262015,242,242,243,242,0,0.0,387.4,2013-03-15 23:40:22
12946,L,5,1642,241,241,241,241,1,0.0,387.0,2013-03-15 23:40:23
12947,C,0,6244369,242,242,242,242,1,0.0,387.0,2013-03-15 23:40:24
12948,L,4,711,242,241,472,241,2,0.0,386.5,2013-03-15 23:40:26
12949,C,0,6263005,242,242,243,242,0,0.0,386.5,2013-03-15 23:40:26
12950,L,4,1834,243,243,472,243,26,0.0,384.3,2013-03-15 23:40:52
12951,C,0,6233626,242,243,243,242,0,0.0,384.3,2013-03-15 23:40:52
12952,L,5,1885,240,240,241,240,19,0.0,381.7,2013-03-15 23:41:11
12953,C,0,6249672,242,242,243,242,0,0.0,381.7,2013-03-15 23:41:11
12954,L,4,997,244,244,472,244,14,0.0,381.0,2013-03-15 23:41:25
12955,C,0,6269398,242,243,243,242,0,0.0,381.0,2013-03-15 23:41:25
12956,L,5,1020,242,242,242,242,10,0.0,382.9,2013-03-15 23:41:35
12957,C,0,6224434,242,242,243,242,0,0.0,382.9,2013-03-15 23:41:35
12958,L,4,951,242,242,472,242,37,0.0,384.8,2013-03-15 23:42:12
