date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C	NUM	Clin1	Clin2	ClinTh	Num
 9	135008	5147.8231	10423.3152	 763.0	 308.0	 140	  930.5	 22.0	  928.9	-10.5	147.96	14.96	5.15	18.74	2.64	27.75	-8.75	13.9	18.6	14	-2.6	1.3	2.9	14
 9	135108	5147.8230	10423.3152	 763.0	 308.0	 109	  930.7	 22.1	  928.8	-10.5	142.48	14.96	5.15	18.74	2.64	27.75	-8.75	14.0	18.6	15	-2.6	1.3	2.9	15
 9	135208	5147.8228	10423.3155	 763.1	 308.1	 238	  930.7	 22.2	  928.8	-10.6	147.96	14.97	5.15	18.75	2.62	28.00	-8.75	14.1	18.8	16	-2.5	1.4	2.9	16
 9	135308	5147.8226	10423.3158	 763.2	 308.2	 199	  930.7	 22.3	  928.8	-10.6	139.74	14.96	5.15	18.75	2.64	28.00	-8.75	14.3	18.9	17	-2.5	1.4	2.9	17
 9	135509	5147.8283	10423.3121	 764.1	 309.1	 289	  930.6	 22.6	  928.6	-10.6	139.74	14.97	5.15	18.75	2.62	28.50	-8.75	14.5	19.2	18	-2.7	1.1	3.0	18
 9	135609	5147.8283	10423.3125	 764.1	 309.1	 260	  930.6	 22.8	  928.8	-10.4	153.44	14.97	5.16	18.75	2.62	28.50	-9.00	14.7	20.9	19	-2.6	1.3	2.9	19
 9	135709	5147.8278	10423.3130	 764.3	 309.3	 289	  929.7	 22.9	  927.8	-10.4	164.40	14.97	5.16	18.75	2.60	29.00	-9.25	14.8	19.6	20	-2.6	1.3	2.9	20
 9	135809	5147.8274	10423.3058	 781.5	 326.5	 237	  927.1	 23.1	  925.6	-10.3	189.06	14.97	5.16	18.74	2.67	29.00	-9.00	14.8	19.7	21	-2.8	1.1	3.0	21
 9	140010	5147.8404	10423.2759	 833.9	 378.9	  90	  921.2	 23.3	  920.0	 -9.9	257.56	14.97	5.15	18.75	2.62	29.25	-9.25	14.9	19.9	22	-3.6	0.2	3.6	22
 9	140110	5147.8524	10423.2601	 861.2	 406.2	  66	  918.1	 23.4	  916.9	 -9.5	331.54	14.96	5.16	18.75	2.64	29.00	-9.25	14.9	20.1	23	-4.2	-0.4	4.2	23
 9	140210	5147.8638	10423.2452	 887.0	 432.0	  31	  915.0	 23.5	  913.9	 -9.0	334.28	14.96	5.16	18.75	2.62	29.50	-9.25	14.9	20.1	24	-5.1	-1.3	5.3	24
 9	140310	5147.8837	10423.2626	 918.5	 463.5	 238	  911.3	 23.7	  910.5	 -8.3	391.82	14.96	5.16	18.74	2.62	29.50	-9.00	15.0	20.2	25	-4.8	-1.2	5.0	25
 9	140511	5147.8832	10423.3153	 989.3	 534.3	 122	  902.9	 23.9	  902.1	 -7.1	564.44	14.97	5.15	18.73	2.68	29.75	-9.00	15.0	20.5	26	-4.4	0.9	4.5	26
 9	140611	5147.8598	10423.3780	1032.0	 577.0	 669	  898.6	 24.1	  898.0	 -6.6	690.48	14.96	5.15	18.74	2.62	29.75	-8.75	15.1	20.6	27	-3.9	1.3	4.1	27
 9	140711	5147.8630	10423.4155	1060.2	 605.2	 830	  895.9	 24.2	  895.1	 -6.0	780.90	14.97	5.15	18.74	2.64	29.75	-8.50	15.2	20.8	28	-4.5	1.5	4.8	28
 9	140811	5147.8714	10423.4143	1063.0	 608.0	 682	  895.8	 24.3	  895.0	 -5.4	816.52	14.97	5.15	18.74	2.64	29.75	-8.50	15.2	20.9	29	-4.8	1.1	4.9	29
 9	141012	5147.8750	10423.4223	1060.1	 605.1	 704	  895.9	 23.8	  895.8	 -4.4	805.56	14.97	5.16	18.73	2.94	29.00	-7.75	15.6	21.0	30	-5.4	1.7	5.7	30
 9	141112	5147.8757	10423.4200	1059.9	 604.9	 778	  895.7	 23.6	  895.6	 -4.0	808.30	14.96	5.15	18.74	2.67	29.25	-7.50	15.9	21.1	31	-5.4	1.7	5.6	31
 9	141212	5147.8772	10423.4181	1059.9	 604.9	 750	  895.7	 23.3	  895.8	 -3.7	789.12	14.97	5.16	18.75	2.64	29.50	-7.25	16.1	20.9	32	-5.2	1.5	5.4	32
 9	141312	5147.8794	10423.4147	1059.6	 604.6	 644	  895.6	 23.2	  895.4	 -3.5	769.94	14.96	5.15	18.74	2.62	29.25	-6.75	16.2	21.0	33	-5.3	1.7	5.6	33
 9	141513	5147.8796	10423.4211	1058.3	 603.3	 759	  895.9	 23.0	  895.7	 -3.2	742.54	14.97	5.15	18.75	2.64	29.50	-6.50	16.5	21.0	34	-5.6	1.5	5.8	34
 9	141613	5147.8798	10423.4210	1058.3	 603.3	 686	  896.0	 23.0	  895.6	 -3.1	737.06	14.97	5.15	18.75	2.62	29.50	-6.25	16.7	21.0	35	-5.6	2.0	6.0	35
 9	142036	5147.8767	10423.4160	1059.6	 604.6	 725	  895.6	 23.1	  895.4	 -2.8	728.84	14.97	5.15	18.75	2.64	28.25	-5.25	17.1	21.1	36	-5.4	2.0	5.7	36
 9	142136	5147.8778	10423.4143	1060.2	 605.2	 606	  896.0	 22.8	  895.5	 -2.8	720.62	14.96	5.16	18.75	2.64	28.75	-5.00	17.3	21.1	37	-5.6	1.2	5.8	37
 9	142236	5147.8809	10423.4131	1059.5	 604.5	 690	  895.9	 22.5	  895.5	 -2.7	726.10	14.97	5.15	18.73	2.94	28.50	-4.50	17.6	21.0	38	-5.5	2.5	6.1	38
 9	142336	5147.8793	10423.4053	1061.4	 606.4	 604	  895.6	 22.4	  895.3	 -2.8	715.14	14.96	5.15	18.75	2.62	28.50	-4.75	17.9	21.1	39	-5.2	1.4	5.4	39
 9	142537	5147.8818	10423.4105	1061.0	 606.0	 611	  895.6	 22.3	  895.4	 -2.8	701.44	14.96	5.15	18.72	3.02	28.50	-4.25	18.1	21.0	40	-5.3	1.2	5.4	40
 9	142637	5147.8798	10423.4062	1062.3	 607.3	 646	  895.5	 22.2	  895.3	 -2.9	685.00	14.97	5.15	18.71	3.07	28.25	-4.25	18.1	21.0	41	-5.8	2.3	6.2	41
 9	142737	5147.8726	10423.4342	1059.6	 604.6	 784	  895.9	 22.1	  895.6	 -2.9	679.52	14.96	5.15	18.76	2.60	28.50	-3.75	18.2	21.1	42	-5.5	1.8	5.8	42
 9	142837	5147.8778	10423.4307	1059.1	 604.1	 694	  895.8	 22.1	  895.5	 -2.9	679.52	14.97	5.16	18.72	2.94	28.50	-3.25	18.4	21.0	43	-6.4	1.1	6.5	43
 9	143038	5147.8823	10423.4194	1061.0	 606.0	 734	  895.8	 22.0	  895.5	 -2.9	657.60	14.97	5.16	18.76	2.60	28.50	-3.25	18.6	21.1	44	-5.5	2.2	5.9	44
 9	143138	5147.8827	10423.4246	1058.7	 603.7	 654	  896.0	 22.0	  895.7	 -2.9	660.34	14.97	5.16	18.73	3.05	28.25	-3.00	18.6	21.0	45	-6.2	1.6	6.4	45
 9	143238	5147.8843	10423.4217	1059.2	 604.2	 644	  895.9	 21.9	  895.6	 -2.9	643.90	14.96	5.16	18.76	2.62	28.00	-3.00	18.8	21.0	46	-5.9	2.0	6.3	46
 9	143348	5147.8830	10423.4194	1059.4	 604.4	 774	  895.7	 21.9	  895.4	 -2.9	652.12	14.97	5.15	18.72	3.01	28.25	-3.00	18.8	21.0	47	-6.2	1.9	6.4	47
 9	143539	5147.8879	10423.4278	1058.1	 603.1	 755	  896.0	 21.8	  895.9	 -2.9	621.98	14.97	5.15	18.73	2.91	27.75	-3.00	19.0	21.1	48	-6.1	2.0	6.4	48
 9	143639	5147.8854	10423.4362	1057.4	 602.4	 738	  896.2	 21.8	  895.9	 -2.9	619.24	14.97	5.15	18.74	2.90	27.75	-2.75	19.1	21.1	49	-6.3	2.2	6.7	49
 9	143749	5147.8907	10423.4299	1056.7	 601.7	 660	  896.1	 21.8	  896.2	 -2.8	611.02	14.97	5.15	18.76	2.62	28.00	-2.50	19.1	21.0	50	-6.4	0.5	6.4	50
 9	143849	5147.8863	10423.4122	1061.6	 606.6	 694	  895.5	 21.8	  895.5	 -2.8	621.98	14.97	5.15	18.73	2.98	27.50	-2.50	19.2	21.1	51	-5.9	1.9	6.2	51
 9	144040	5147.8857	10423.4390	1056.0	 601.0	 785	  896.2	 21.7	  896.3	 -2.9	586.36	14.97	5.15	18.76	2.62	27.75	-2.50	19.3	21.0	52	-6.0	1.3	6.1	52
 9	144150	5147.8945	10423.4134	1055.1	 600.1	 593	  895.7	 21.7	  895.6	 -2.8	591.84	14.97	5.15	18.75	2.62	27.75	-2.50	19.3	21.0	53	-6.2	1.2	6.3	53
 9	144250	5147.8681	10423.4368	1060.3	 605.3	 739	  895.3	 21.7	  895.1	 -2.9	597.32	14.97	5.15	18.73	2.90	27.25	-2.50	19.4	21.0	54	-6.6	2.3	6.9	54
 9	144350	5147.8792	10423.4320	1056.8	 601.8	 727	  895.6	 21.7	  895.5	 -2.8	597.32	14.97	5.15	18.74	2.91	27.50	-2.50	19.4	21.0	55	-6.4	2.1	6.7	55
 9	144551	5147.8860	10423.4112	1060.3	 605.3	 613	  895.2	 21.6	  895.3	 -2.8	583.62	14.97	5.15	18.74	2.87	27.25	-2.25	19.6	21.1	56	-6.1	2.3	6.5	56
 9	144651	5147.8894	10423.4136	1057.7	 602.7	 756	  895.6	 21.6	  895.4	 -2.9	564.44	14.96	5.15	18.73	2.99	27.25	-2.25	19.6	21.1	57	-5.9	2.2	6.3	57
 9	144751	5147.8895	10423.4102	1059.4	 604.4	 694	  895.4	 21.6	  895.1	 -2.9	561.70	14.97	5.15	18.74	2.90	27.50	-2.00	19.7	21.1	58	-6.1	2.5	6.6	58
 9	144851	5147.8818	10423.4207	1058.6	 603.6	 725	  895.4	 21.6	  895.1	 -3.0	556.22	14.97	5.16	18.74	2.87	27.50	-2.00	19.7	21.0	59	-6.0	2.2	6.4	59
 9	145051	5147.8910	10423.4135	1057.6	 602.6	 766	  895.5	 21.6	  895.4	 -3.0	548.00	14.97	5.15	18.74	2.91	27.25	-2.00	19.9	21.1	60	-5.6	2.3	6.1	60
 9	145151	5147.8898	10423.4133	1058.4	 603.4	 762	  895.5	 21.6	  895.3	 -3.0	545.26	14.96	5.15	18.74	2.90	27.25	-2.25	19.9	21.0	61	-5.5	1.4	5.7	61
 9	145251	5147.8915	10423.4104	1057.8	 602.8	 756	  895.5	 21.6	  895.4	 -3.0	523.34	14.97	5.15	18.73	2.90	27.00	-2.25	19.9	21.1	62	-6.1	1.3	6.2	62
 9	145351	5147.8905	10423.4196	1056.4	 601.4	 737	  895.8	 21.6	  895.6	 -3.0	495.94	14.96	5.16	18.74	2.88	27.25	-2.00	19.9	21.1	63	-6.6	1.7	6.8	63
 9	145552	5147.8869	10423.4201	1058.2	 603.2	 651	  895.6	 21.6	  895.3	 -3.1	512.38	14.96	5.15	18.74	2.90	27.00	-2.25	20.0	21.0	64	-5.9	2.0	6.2	64
 9	145652	5147.8892	10423.4126	1058.9	 603.9	 634	  895.5	 21.6	  895.1	 -3.1	506.90	14.97	5.15	18.75	2.87	27.25	-2.25	20.1	21.1	65	-6.0	1.6	6.2	65
 9	145752	5147.8937	10423.4115	1056.4	 601.4	 619	  895.6	 21.6	  895.3	 -3.1	482.24	14.97	5.15	18.74	2.88	27.25	-2.00	20.1	21.2	66	-6.0	1.4	6.1	66
 9	145852	5147.8975	10423.4063	1055.6	 600.6	 692	  895.6	 21.7	  895.6	 -3.1	484.98	14.97	5.15	18.74	2.90	27.25	-2.25	20.2	21.2	67	-6.0	1.2	6.1	67
 9	150053	5147.8942	10423.4043	1057.5	 602.5	 611	  895.5	 21.7	  895.1	 -3.1	482.24	14.97	5.15	18.74	2.90	27.00	-2.00	20.2	21.3	68	-6.0	1.0	6.1	68
 9	150154	5147.8932	10423.4061	1057.6	 602.6	 606	  895.5	 21.7	  895.1	 -3.1	479.50	14.96	5.15	18.74	2.85	27.25	-1.75	20.2	21.3	69	-5.7	2.0	6.1	69
 9	150253	5147.8927	10423.4083	1057.1	 602.1	 690	  895.6	 21.7	  895.1	 -3.1	454.84	14.97	5.15	18.73	2.87	27.25	-2.00	20.3	21.2	70	-6.1	1.0	6.2	70
 9	150353	5147.8917	10423.4202	1055.6	 600.6	 710	  895.7	 21.7	  895.4	 -3.1	454.84	14.96	5.15	18.74	2.88	27.25	-2.00	20.2	21.3	71	-6.1	1.5	6.2	71
 9	150554	5147.8992	10423.4057	1056.1	 601.1	 587	  895.7	 21.8	  895.3	 -3.2	452.10	14.96	5.15	18.74	2.88	27.25	-2.00	20.3	21.3	72	-6.2	2.2	6.6	72
 9	150654	5147.8942	10423.4116	1058.4	 603.4	 612	  895.6	 21.8	  895.3	 -3.1	457.58	14.97	5.15	18.74	2.90	27.25	-2.25	20.3	21.3	73	-6.1	1.6	6.3	73
 9	150754	5147.8945	10423.4252	1054.1	 599.1	 706	  895.9	 21.8	  895.7	 -3.1	452.10	14.97	5.15	18.74	2.90	27.25	-2.00	20.4	21.3	74	-6.4	1.3	6.5	74
 9	150854	5147.9059	10423.4202	1048.7	 593.7	 729	  896.3	 21.8	  895.8	 -3.1	421.96	14.97	5.15	18.75	2.88	27.50	-2.25	20.3	21.4	75	-6.8	1.3	6.9	75
 9	151055	5147.8981	10423.4044	1058.2	 603.2	 654	  895.6	 21.9	  895.4	 -2.9	449.36	14.96	5.15	18.75	2.85	27.25	-2.00	20.3	21.5	76	-6.2	1.0	6.3	76
 9	151155	5147.9022	10423.4137	1054.9	 599.9	 622	  896.1	 21.9	  895.9	 -2.9	443.88	14.97	5.15	18.74	2.90	27.25	-2.00	20.4	21.4	77	-6.0	1.6	6.2	77
 9	151255	5147.9051	10423.4166	1053.2	 598.2	 693	  896.1	 21.9	  895.9	 -3.0	416.48	14.97	5.15	18.74	2.88	27.25	-2.00	20.5	21.5	78	-6.3	0.7	6.4	78
 9	151355	5147.9055	10423.4036	1056.3	 601.3	 583	  895.6	 21.9	  895.5	 -2.9	452.10	14.96	5.15	18.73	2.88	27.50	-2.00	20.4	21.5	79	-6.7	1.9	7.0	79
 9	151556	5147.9030	10423.4060	1055.2	 600.2	 607	  895.9	 21.9	  895.5	 -2.9	430.18	14.96	5.15	18.74	2.87	27.25	-2.00	20.5	21.5	80	-6.1	1.5	6.3	80
 9	151656	5147.9057	10423.4045	1054.4	 599.4	 561	  895.9	 21.9	  895.6	 -3.0	408.26	14.97	5.15	18.74	2.88	27.50	-2.00	20.5	21.5	81	-6.4	2.0	6.7	81
 9	151756	5147.9059	10423.4063	1054.7	 599.7	 587	  896.0	 22.0	  895.8	 -3.0	421.96	14.97	5.16	18.73	2.93	27.75	-1.75	20.5	21.4	82	-6.6	1.5	6.7	82
 9	151856	5147.9052	10423.4084	1053.0	 598.0	 623	  896.1	 22.0	  895.8	 -2.9	411.00	14.97	5.15	18.74	2.88	27.25	-2.00	20.5	21.5	83	-6.8	1.9	7.1	83
 9	152057	5147.9027	10423.3931	1057.2	 602.2	 550	  895.5	 22.0	  895.1	 -2.9	416.48	14.96	5.15	18.74	2.88	27.50	-2.00	20.5	21.6	84	-6.1	1.5	6.2	84
 9	152157	5147.9013	10423.3904	1057.3	 602.3	 564	  895.4	 22.0	  894.8	 -2.9	419.22	14.96	5.16	18.74	2.87	27.25	-2.00	20.6	21.6	85	-5.8	1.0	5.9	85
 9	152257	5147.8968	10423.3909	1059.0	 604.0	 551	  895.2	 22.1	  894.7	 -2.9	413.74	14.96	5.15	18.74	2.88	27.50	-2.00	20.6	21.6	86	-5.5	1.2	5.6	86
 9	152407	5147.8948	10423.3875	1060.7	 605.7	 606	  895.1	 22.1	  894.6	 -2.9	416.48	14.96	5.15	18.73	2.98	27.50	-1.75	20.7	21.7	87	-5.2	1.6	5.5	87
 9	152558	5147.8970	10423.3796	1060.7	 605.7	 476	  895.0	 22.1	  894.5	 -3.0	391.82	14.96	5.15	18.73	2.93	27.50	-2.00	20.7	21.7	88	-5.1	1.7	5.4	88
 9	152658	5147.8934	10423.3789	1065.1	 610.1	 489	  894.8	 22.2	  894.2	 -3.0	389.08	14.97	5.16	18.74	2.88	27.75	-2.00	20.8	21.7	89	-5.2	1.5	5.4	89
 9	152808	5147.8973	10423.3848	1064.5	 609.5	 525	  895.1	 22.2	  894.6	 -3.0	380.86	14.96	5.15	18.74	2.90	27.75	-1.75	20.8	21.8	90	-5.1	1.2	5.2	90
 9	152908	5147.8974	10423.3816	1062.0	 607.0	 508	  895.1	 22.2	  894.3	 -3.0	380.86	14.96	5.16	18.74	2.94	27.75	-2.00	20.9	21.8	91	-5.2	1.5	5.4	91
 9	153059	5147.8950	10423.3762	1065.6	 610.6	 418	  894.7	 22.3	  894.1	 -3.0	369.90	14.97	5.15	18.74	2.90	27.75	-1.75	21.0	21.9	92	-5.0	1.3	5.2	92
 9	153209	5147.8948	10423.3761	1065.7	 610.7	 450	  894.7	 22.3	  894.3	 -3.0	364.42	14.97	5.15	18.75	2.91	27.75	-1.75	21.0	21.9	93	-5.0	1.6	5.3	93
 9	153309	5147.8994	10423.3819	1060.8	 605.8	 542	  895.1	 22.4	  894.5	 -3.0	353.46	14.97	5.15	18.74	2.93	27.75	-2.00	21.0	21.9	94	-5.0	1.3	5.1	94
 9	153409	5147.8947	10423.3690	1065.5	 610.5	 445	  894.6	 22.4	  894.0	 -3.0	364.42	14.97	5.16	18.74	2.88	28.00	-1.75	21.1	22.1	95	-4.8	1.5	5.0	95
 9	153610	5147.8932	10423.3723	1065.8	 610.8	 481	  894.6	 22.5	  894.1	 -2.9	350.72	14.97	5.15	18.74	2.88	27.75	-1.75	21.1	22.0	96	-4.6	1.5	4.9	96
 9	153710	5147.8933	10423.3722	1066.1	 611.1	 471	  894.7	 22.5	  894.1	 -2.9	345.24	14.96	5.15	18.74	2.90	27.75	-1.75	21.2	22.2	97	-4.7	1.5	4.9	97
 9	153810	5147.8934	10423.3720	1066.1	 611.1	 498	  894.5	 22.5	  894.1	 -2.9	345.24	14.96	5.16	18.74	2.91	27.75	-1.75	21.2	22.3	98	-4.7	1.2	4.8	98
 9	153910	5147.8908	10423.3635	1068.4	 613.4	 418	  894.3	 22.6	  894.0	 -2.9	342.50	14.97	5.15	18.74	2.88	28.00	-1.75	21.3	22.2	99	-4.8	1.8	5.1	99
 9	154111	5147.9016	10423.3718	1062.2	 607.2	 543	  894.9	 22.7	  894.4	 -2.9	339.76	14.96	5.16	18.74	2.91	27.75	-1.75	21.3	22.3	100	-5.2	1.3	5.3	100
 9	154211	5147.9030	10423.3709	1060.1	 605.1	 450	  894.9	 22.7	  894.4	 -2.9	331.54	14.97	5.15	18.74	2.85	28.00	-1.50	21.4	22.4	101	-5.1	1.1	5.2	101
 9	154311	5147.8969	10423.3686	1064.3	 609.3	 450	  894.5	 22.8	  894.3	 -2.9	331.54	14.96	5.15	18.74	2.88	28.00	-1.75	21.4	22.4	102	-5.1	1.5	5.3	102
 9	154411	5147.9012	10423.3868	1061.1	 606.1	 546	  895.1	 22.8	  894.5	 -2.9	328.80	14.97	5.15	18.74	2.91	28.00	-2.00	21.4	22.5	103	-5.5	1.7	5.8	103
 9	154612	5147.9019	10423.3684	1062.6	 607.6	 454	  894.6	 22.9	  894.2	 -3.0	331.54	14.97	5.15	18.73	2.91	28.25	-1.50	21.5	22.6	104	-5.1	1.5	5.3	104
 9	154712	5147.9016	10423.3786	1062.1	 607.1	 468	  894.9	 22.9	  894.4	 -3.0	309.62	14.96	5.15	18.74	2.90	28.25	-1.50	21.5	22.6	105	-5.5	1.7	5.7	105
 9	154812	5147.9087	10423.3877	1057.5	 602.5	 533	  895.3	 22.9	  894.8	 -3.0	320.58	14.96	5.15	18.74	2.90	28.25	-1.50	21.5	22.6	106	-6.0	1.4	6.2	106
 9	154912	5147.9086	10423.3880	1057.4	 602.4	 570	  895.2	 23.0	  894.8	 -3.0	317.84	14.96	5.15	18.74	2.91	28.50	-1.25	21.6	22.6	107	-5.9	1.4	6.1	107
 9	155113	5147.9088	10423.3878	1057.3	 602.3	 500	  895.1	 23.0	  894.7	 -3.0	315.10	14.97	5.16	18.74	2.90	28.25	-1.50	21.6	22.6	108	-5.8	1.6	6.0	108
 9	155213	5147.9084	10423.3880	1057.4	 602.4	 508	  895.1	 23.0	  894.4	 -3.0	309.62	14.97	5.16	18.74	2.87	28.25	-2.00	21.6	22.6	109	-5.7	1.4	5.8	109
 9	155313	5147.9091	10423.3827	1058.8	 603.8	 430	  895.1	 23.0	  894.6	 -3.0	309.62	14.96	5.15	18.74	2.87	28.50	-2.00	21.7	22.6	110	-6.0	1.8	6.2	110
 9	155413	5147.9079	10423.3859	1058.9	 603.9	 515	  895.0	 23.1	  894.6	 -3.1	317.84	14.97	5.15	18.74	2.87	28.25	-1.75	21.7	22.6	111	-5.7	1.7	6.0	111
 9	155614	5147.9051	10423.4006	1056.7	 601.7	 611	  895.3	 23.1	  894.6	 -3.1	290.44	14.97	5.16	18.74	2.87	28.50	-1.75	21.7	22.7	112	-5.9	1.4	6.0	112
 9	155714	5147.9059	10423.4005	1055.3	 600.3	 589	  895.1	 23.1	  894.3	 -3.1	298.66	14.96	5.16	18.74	2.85	28.50	-1.50	21.7	22.8	113	-5.9	1.3	6.0	113
 9	155814	5147.9054	10423.3924	1058.7	 603.7	 554	  894.9	 23.1	  894.3	 -3.0	298.66	14.97	5.16	18.74	2.85	28.50	-2.00	21.7	22.8	114	-5.9	1.2	6.1	114
 9	155914	5147.9055	10423.3932	1058.6	 603.6	 571	  895.0	 23.2	  894.6	 -3.1	298.66	14.96	5.15	18.74	2.88	28.25	-1.50	21.8	22.8	115	-5.8	0.9	5.9	115
 9	160115	5147.9040	10423.3881	1059.5	 604.5	 513	  894.7	 23.2	  894.3	 -3.0	301.40	14.97	5.15	18.74	2.90	28.50	-1.75	21.7	22.8	116	-5.7	1.8	6.0	116
 9	160215	5147.9057	10423.3846	1059.1	 604.1	 559	  894.8	 23.2	  894.2	 -3.0	309.62	14.97	5.15	18.74	2.88	28.25	-1.75	21.8	22.8	117	-5.5	1.7	5.8	117
 9	160315	5147.9079	10423.3886	1056.8	 601.8	 513	  894.9	 23.2	  894.5	 -3.0	284.96	14.96	5.15	18.73	2.88	28.50	-1.75	21.8	24.5	118	-5.4	1.4	5.6	118
 9	160415	5147.9042	10423.3925	1060.4	 605.4	 566	  894.7	 23.2	  894.3	 -3.0	290.44	14.96	5.16	18.74	2.87	28.50	-1.75	21.9	22.8	119	-5.5	1.6	5.8	119
 9	160616	5147.9033	10423.3853	1060.1	 605.1	 468	  894.4	 23.3	  894.0	 -3.1	298.66	14.97	5.15	18.74	2.91	28.75	-1.75	21.9	22.9	120	-5.3	1.8	5.6	120
 9	160716	5147.9033	10423.3893	1060.4	 605.4	 472	  894.6	 23.3	  894.2	 -3.1	279.48	14.97	5.16	18.74	2.90	28.75	-1.75	21.9	23.0	121	-5.4	1.9	5.7	121
 9	160816	5147.9041	10423.3883	1059.9	 604.9	 544	  894.5	 23.3	  894.2	 -3.1	282.22	14.97	5.15	18.73	2.90	28.75	-2.00	21.9	22.9	122	-5.8	1.3	5.9	122
 9	160916	5147.9022	10423.3974	1058.9	 603.9	 606	  894.5	 23.4	  894.1	 -3.1	282.22	14.96	5.16	18.74	2.90	28.50	-1.75	22.0	23.0	123	-6.1	1.8	6.3	123
 9	161116	5147.9078	10423.3959	1057.4	 602.4	 533	  894.6	 23.4	  894.2	 -3.1	268.52	14.97	5.16	18.74	2.87	28.75	-2.00	22.1	23.0	124	-6.1	1.8	6.4	124
 9	161216	5147.9109	10423.3771	1058.1	 603.1	 518	  894.6	 23.4	  894.2	 -3.1	268.52	14.97	5.16	18.74	2.90	28.75	-2.00	22.0	22.9	125	-5.9	1.4	6.0	125
 9	161317	5147.9104	10423.3787	1058.2	 603.2	 520	  894.5	 23.4	  894.2	 -3.1	268.52	14.97	5.16	18.73	2.90	28.75	-1.50	22.0	23.0	126	-6.0	1.5	6.1	126
 9	161427	5147.9150	10423.3775	1056.6	 601.6	 501	  894.8	 23.5	  894.4	 -3.2	265.78	14.97	5.16	18.75	2.91	29.00	-1.75	22.0	23.6	127	-5.8	1.1	5.9	127
 9	161618	5147.9135	10423.3887	1054.4	 599.4	 564	  894.8	 23.5	  894.6	 -3.3	263.04	14.96	5.16	18.74	2.87	28.75	-1.50	22.0	23.0	128	-6.1	1.2	6.2	128
 9	161718	5147.9145	10423.3866	1053.6	 598.6	 533	  894.7	 23.5	  894.6	 -3.3	263.04	14.97	5.15	18.73	2.88	28.75	-2.00	22.0	23.1	129	-6.2	1.3	6.4	129
