N,H,t,Clin1,Clin2,Comp
10675,307.80,13:13:07,1.6,-1.6,311
10676,307.80,13:13:07,1.6,-1.6,311
10677,307.80,13:17:59,1.7,-1.6,348
10678,307.80,13:17:59,1.7,-1.6,348
10679,307.60,13:18:13,1.7,-1.5,284
10680,307.60,13:18:13,1.7,-1.5,284
10681,306.30,13:29:40,1.7,-1.4,454
10682,306.30,13:29:40,1.7,-1.4,454
10683,305.90,13:32:42,1.9,-1.3,281
10684,305.90,13:32:42,1.9,-1.3,281
10685,308.10,13:52:02,2.1,-1.2,193
10686,308.10,13:52:02,2.1,-1.2,193
10687,395.80,14:00:43,0.5,-2.6,64
10688,395.80,14:00:43,0.5,-2.6,64
10689,432.00,14:02:10,-0.6,-3.9,3498
10690,432.00,14:02:10,-0.6,-3.9,3498
10691,510.50,14:04:38,1.9,-3.8,102
10692,510.50,14:04:38,1.9,-3.8,102
10693,550.80,14:05:33,2.0,-2.7,234
10694,550.80,14:05:33,2.0,-2.7,234
10695,563.00,14:05:50,1.9,-2.5,397
10696,563.00,14:05:50,1.9,-2.5,397
10697,606.70,14:09:37,2.5,-4.0,719
10698,606.70,14:09:37,2.5,-4.0,719
10699,604.90,14:11:58,2.2,-3.9,744
10700,604.90,14:11:58,2.2,-3.9,744
10701,603.30,14:16:40,2.1,-4.3,730
10702,603.30,14:16:40,2.1,-4.3,730
10703,601.10,14:22:03,2.4,-4.2,645
10704,601.10,14:22:03,2.4,-4.2,645
10705,606.10,14:23:11,2.4,-4.1,686
10706,606.10,14:23:11,2.4,-4.1,686
10707,605.80,14:24:22,2.2,-4.1,717
10708,605.80,14:24:22,2.2,-4.1,717
10709,604.40,14:25:01,2.1,-5.1,664
10710,604.40,14:25:01,2.1,-5.1,664
10711,604.80,14:25:31,2.8,-4.2,652
10712,604.80,14:25:31,2.8,-4.2,652
10713,602.70,14:28:04,2.5,-4.4,747
10714,602.70,14:28:04,2.5,-4.4,747
10715,604.10,14:29:35,2.5,-4.9,700
10716,604.10,14:29:35,2.5,-4.9,700
10717,604.70,14:30:06,2.4,-4.7,637
10718,604.70,14:30:06,2.4,-4.7,637
10719,605.90,14:30:35,1.8,-4.5,739
10720,605.90,14:30:35,1.8,-4.5,739
10721,603.10,14:33:16,1.6,-4.4,711
10722,603.10,14:33:16,1.6,-4.4,711
10723,602.60,14:34:49,1.3,-4.6,659
10724,602.60,14:34:49,1.3,-4.6,659
10725,601.70,14:36:45,1.7,-5.0,791
10726,601.70,14:36:45,1.7,-5.0,791
10727,602.80,14:40:19,2.6,-5.8,620
10728,602.80,14:40:19,2.6,-5.8,620
10729,602.60,14:40:23,2.6,-5.8,643
10730,602.60,14:40:23,2.6,-5.8,643
10731,602.10,14:44:20,2.6,-4.7,695
10732,602.10,14:44:20,2.6,-4.7,695
10733,602.20,14:44:57,2.8,-4.5,629
10734,602.20,14:44:57,2.8,-4.5,629
10735,603.70,14:45:43,1.7,-4.5,717
10736,603.70,14:45:43,1.7,-4.5,717
10737,599.40,14:54:19,1.7,-4.3,732
10738,599.40,14:54:19,1.7,-4.3,732
10739,599.70,14:54:29,2.2,-4.2,651
10740,599.70,14:54:29,2.2,-4.2,651
10741,602.00,15:00:21,2.4,-4.4,589
10742,602.00,15:00:21,2.4,-4.4,589
10743,602.20,15:01:09,1.8,-4.5,674
10744,602.20,15:01:09,1.8,-4.5,674
10745,602.50,15:01:47,1.8,-4.6,667
10746,602.50,15:01:47,1.8,-4.6,667
10747,602.50,15:01:52,2.8,-4.5,568
10748,602.50,15:01:52,2.8,-4.5,568
10749,601.20,15:06:22,1.7,-4.2,686
10750,601.20,15:06:22,1.7,-4.2,686
10751,601.20,15:11:33,2.4,-4.7,625
10752,601.20,15:11:33,2.4,-4.7,625
10753,601.10,15:13:52,2.3,-5.6,628
10754,601.10,15:13:52,2.3,-5.6,628
10755,599.40,15:16:58,2.6,-5.1,583
10756,599.40,15:16:58,2.6,-5.1,583
10757,600.00,15:17:33,2.5,-5.2,591
10758,600.00,15:17:33,2.5,-5.2,591
10759,603.40,15:22:34,1.9,-4.3,603
10760,603.40,15:22:34,1.9,-4.3,603
10761,610.20,15:27:08,2.5,-3.7,489
10762,610.20,15:27:08,2.5,-3.7,489
10763,608.60,15:29:35,2.0,-3.8,516
10764,608.60,15:29:35,2.0,-3.8,516
10765,609.80,15:30:07,2.3,-3.7,472
10766,609.80,15:30:07,2.3,-3.7,472
10767,611.10,15:38:14,2.2,-3.3,484
10768,611.10,15:38:14,2.2,-3.3,484
10769,605.00,15:42:07,2.0,-3.8,472
10770,605.00,15:42:07,2.0,-3.8,472
10771,609.60,15:46:54,2.3,-4.3,501
10772,609.60,15:46:54,2.3,-4.3,501
10773,602.30,15:50:41,2.0,-4.6,536
10774,602.30,15:50:41,2.0,-4.6,536
10775,602.30,15:51:05,2.2,-4.5,510
10776,602.30,15:51:05,2.2,-4.5,510
10777,602.30,15:51:15,2.3,-4.5,504
10778,602.30,15:51:15,2.3,-4.5,504
10779,602.30,15:55:14,2.0,-4.6,555
10780,602.30,15:55:14,2.0,-4.6,555
10781,602.80,16:00:28,2.4,-4.5,543
10782,602.80,16:00:28,2.4,-4.5,543
10783,602.30,16:03:26,2.0,-4.4,513
10784,602.30,16:03:26,2.0,-4.4,513
10785,604.70,16:03:52,2.3,-4.2,528
10786,604.70,16:03:52,2.3,-4.2,528
10787,605.40,16:07:16,2.6,-4.1,503
10788,605.40,16:07:16,2.6,-4.1,503
10789,603.00,16:08:54,2.2,-4.1,549
10790,603.00,16:08:54,2.2,-4.1,549
10791,603.60,16:12:36,2.3,-4.5,459
10792,603.60,16:12:36,2.3,-4.5,459
10793,596.60,16:18:49,2.5,-5.1,440
10794,596.60,16:18:49,2.5,-5.1,440
10795,594.80,16:22:14,2.7,-5.2,469
10796,594.80,16:22:14,2.7,-5.2,469
10797,586.30,16:29:13,2.3,-6.4,532
10798,586.30,16:29:13,2.3,-6.4,532
10799,584.10,16:29:52,2.1,-6.2,487
10800,584.10,16:29:52,2.1,-6.2,487
10801,583.80,16:29:57,2.1,-6.8,480
10802,583.80,16:29:57,2.1,-6.8,480
10803,581.10,16:31:02,1.4,-7.0,605
10804,581.10,16:31:02,1.4,-7.0,605
10805,584.10,16:31:43,2.5,-7.3,573
10806,584.10,16:31:43,2.5,-7.3,573
10807,586.60,16:32:59,2.0,-7.0,579
10808,586.60,16:32:59,2.0,-7.0,579
10809,581.50,16:35:11,2.4,-7.3,575
10810,581.50,16:35:11,2.4,-7.3,575
10811,586.20,16:36:53,3.1,-7.2,534
10812,586.20,16:36:53,3.1,-7.2,534
10813,588.70,16:41:50,2.2,-6.2,557
10814,588.70,16:41:50,2.2,-6.2,557
10815,589.00,16:42:25,2.4,-6.1,547
10816,589.00,16:42:25,2.4,-6.1,547
10817,587.00,16:45:49,2.0,-6.5,595
10818,587.00,16:45:49,2.0,-6.5,595
10819,586.00,16:47:30,2.1,-6.9,581
10820,586.00,16:47:30,2.1,-6.9,581
10821,585.90,16:48:06,1.9,-7.5,615
10822,585.90,16:48:06,1.9,-7.5,615
10823,586.70,16:52:05,2.8,-6.9,558
10824,586.70,16:52:05,2.8,-6.9,558
10825,586.60,16:52:09,2.1,-7.1,605
10826,586.60,16:52:09,2.1,-7.1,605
10827,586.50,16:52:13,2.8,-6.9,565
10828,586.50,16:52:13,2.8,-6.9,565
10829,586.10,16:54:43,2.2,-6.6,576
10830,586.10,16:54:43,2.2,-6.6,576
10831,587.50,16:55:42,2.4,-6.4,575
10832,587.50,16:55:42,2.4,-6.4,575
10833,587.60,16:55:46,2.4,-6.3,570
10834,587.60,16:55:46,2.4,-6.3,570
10835,587.70,16:55:48,2.6,-6.2,516
10836,587.70,16:55:48,2.6,-6.2,516
10837,587.70,16:55:50,1.9,-6.3,572
10838,587.70,16:55:50,1.9,-6.3,572
10839,587.50,16:55:51,1.8,-6.0,572
10840,587.50,16:55:51,1.8,-6.0,572
10841,587.60,16:55:53,2.4,-5.9,553
10842,587.60,16:55:53,2.4,-5.9,553
10843,587.40,16:55:55,2.9,-5.8,476
10844,587.40,16:55:55,2.9,-5.8,476
10845,587.50,16:55:56,2.4,-6.2,514
10846,587.50,16:55:56,2.4,-6.2,514
10847,588.10,16:55:58,2.2,-6.4,534
10848,588.10,16:55:58,2.2,-6.4,534
10849,588.10,16:55:59,1.6,-6.3,537
10850,588.10,16:55:59,1.6,-6.3,537
10851,588.50,16:56:01,2.2,-6.1,525
10852,588.50,16:56:01,2.2,-6.1,525
10853,588.60,16:56:02,2.6,-5.9,510
10854,588.60,16:56:02,2.6,-5.9,510
10855,588.60,16:56:03,3.0,-6.0,496
10856,588.60,16:56:03,3.0,-6.0,496
10857,588.60,16:56:04,2.7,-6.3,481
10858,588.60,16:56:04,2.7,-6.3,481
10859,588.70,16:56:06,1.8,-5.9,581
10860,588.70,16:56:06,1.8,-5.9,581
10861,588.80,16:56:07,1.8,-6.3,516
10862,588.80,16:56:07,1.8,-6.3,516
10863,588.80,16:56:07,1.8,-6.3,516
10864,588.80,16:56:07,1.8,-6.3,516
10865,588.50,16:56:09,1.3,-6.4,399
10866,588.50,16:56:09,1.3,-6.4,399
10867,587.90,16:56:10,1.5,-6.2,557
10868,587.90,16:56:10,1.5,-6.2,557
10869,587.70,16:56:12,3.2,-6.1,485
10870,587.70,16:56:12,3.2,-6.1,485
10871,587.60,16:56:13,3.6,-6.1,398
10872,587.60,16:56:13,3.6,-6.1,398
10873,587.90,16:56:14,2.7,-6.3,438
10874,587.90,16:56:14,2.7,-6.3,438
10875,587.90,16:56:14,2.7,-6.3,438
10876,587.90,16:56:14,2.7,-6.3,438
10877,588.40,16:56:16,2.2,-6.4,523
10878,588.40,16:56:16,2.2,-6.4,523
10879,588.40,16:56:16,2.2,-6.4,523
10880,588.40,16:56:16,2.2,-6.4,523
10881,588.50,16:56:19,1.2,-5.9,570
10882,588.50,16:56:19,1.2,-5.9,570
10883,588.50,16:56:19,1.2,-5.9,570
10884,588.50,16:56:19,1.2,-5.9,570
10885,588.30,16:56:21,2.6,-6.1,484
10886,588.30,16:56:21,2.6,-6.1,484
10887,588.30,16:56:21,2.6,-6.1,484
10888,588.30,16:56:21,2.6,-6.1,484
10889,588.50,16:56:24,2.8,-6.1,474
10890,588.50,16:56:24,2.8,-6.1,474
10891,588.70,16:56:25,2.1,-6.0,507
10892,588.70,16:56:25,2.1,-6.0,507
10893,588.70,16:56:25,2.1,-6.0,507
10894,588.60,16:56:27,1.9,-6.2,541
10895,588.60,16:56:27,1.9,-6.2,541
10896,588.60,16:56:27,1.9,-6.2,541
10897,588.60,16:56:29,2.1,-6.0,503
10898,588.60,16:56:29,2.1,-6.0,503
10899,588.60,16:56:29,2.1,-6.0,503
10900,588.60,16:56:29,2.1,-6.0,503
10901,588.50,16:56:32,2.0,-6.4,549
10902,588.50,16:56:32,2.0,-6.4,549
10903,588.50,16:56:32,2.0,-6.4,549
10904,588.50,16:56:32,2.0,-6.4,549
10905,588.50,16:56:34,2.7,-6.4,496
10906,588.50,16:56:34,2.7,-6.4,496
10907,588.50,16:56:34,2.7,-6.4,496
10908,588.50,16:56:34,2.7,-6.4,496
10909,588.40,16:56:36,2.2,-6.2,528
10910,588.40,16:56:36,2.2,-6.2,528
10911,588.40,16:56:36,2.2,-6.2,528
10912,588.40,16:56:38,1.6,-5.9,528
10913,588.40,16:56:38,1.6,-5.9,528
10914,588.40,16:56:38,1.6,-5.9,528
10915,588.40,16:56:39,1.3,-6.1,523
10916,588.40,16:56:39,1.3,-6.1,523
10917,588.40,16:56:39,1.3,-6.1,523
10918,588.40,16:56:39,1.3,-6.1,523
10919,588.30,16:56:40,1.6,-6.2,561
10920,588.30,16:56:40,1.6,-6.2,561
10921,588.30,16:56:40,1.6,-6.2,561
10922,588.30,16:56:40,1.6,-6.2,561
10923,588.40,16:56:43,2.9,-6.3,535
10924,588.40,16:56:43,2.9,-6.3,535
10925,588.40,16:56:43,2.9,-6.3,535
10926,588.40,16:56:43,2.9,-6.3,535
10927,588.10,16:56:46,2.3,-6.1,522
10928,588.10,16:56:46,2.3,-6.1,522
10929,588.20,16:56:47,1.4,-6.4,587
10930,588.20,16:56:47,1.4,-6.4,587
10931,588.30,16:56:48,1.9,-6.5,600
10932,588.30,16:56:48,1.9,-6.5,600
10933,588.30,16:56:48,1.9,-6.5,600
10934,588.20,16:56:50,1.6,-6.6,522
10935,588.20,16:56:50,1.6,-6.6,522
10936,588.20,16:56:50,1.6,-6.6,522
10937,588.20,16:56:50,1.6,-6.6,522
10938,588.20,16:56:51,1.7,-6.4,523
10939,588.20,16:56:51,1.7,-6.4,523
10940,588.20,16:56:51,1.7,-6.4,523
10941,588.20,16:56:51,1.7,-6.4,523
10942,588.10,16:56:53,2.2,-6.1,500
10943,588.10,16:56:53,2.2,-6.1,500
10944,587.60,16:56:55,2.7,-6.3,493
10945,587.60,16:56:55,2.7,-6.3,493
10946,587.80,16:56:56,2.8,-6.1,501
10947,587.80,16:56:56,2.8,-6.1,501
10948,587.80,16:56:56,2.8,-6.1,501
10949,587.80,16:56:56,2.8,-6.1,501
10950,587.70,16:56:58,1.5,-6.1,528
10951,587.70,16:56:58,1.5,-6.1,528
10952,587.70,16:56:58,1.5,-6.1,528
10953,587.50,16:57:00,1.4,-6.1,628
10954,587.50,16:57:00,1.4,-6.1,628
10955,587.40,16:57:01,1.7,-6.1,543
10956,587.40,16:57:01,1.7,-6.1,543
10957,587.40,16:57:01,1.7,-6.1,543
10958,587.40,16:57:01,1.7,-6.1,543
10959,587.20,16:57:03,2.0,-6.5,590
10960,587.20,16:57:03,2.0,-6.5,590
10961,587.20,16:57:03,2.0,-6.5,590
10962,587.20,16:57:04,2.9,-6.2,480
10963,587.20,16:57:04,2.9,-6.2,480
10964,587.20,16:57:05,2.7,-6.4,450
10965,587.20,16:57:05,2.7,-6.4,450
10966,587.20,16:57:05,2.7,-6.4,450
10967,587.20,16:57:05,2.7,-6.4,450
10968,587.10,16:57:07,2.1,-6.3,536
10969,587.10,16:57:07,2.1,-6.3,536
10970,587.10,16:57:07,2.1,-6.3,536
10971,586.80,16:57:08,2.6,-6.0,561
10972,586.80,16:57:08,2.6,-6.0,561
10973,586.80,16:57:08,2.6,-6.0,561
10974,586.60,16:57:09,2.6,-6.2,513
10975,586.60,16:57:09,2.6,-6.2,513
10976,586.50,16:57:10,1.7,-6.3,509
10977,586.50,16:57:10,1.7,-6.3,509
10978,586.30,16:57:14,1.8,-6.5,561
10979,586.30,16:57:14,1.8,-6.5,561
10980,586.30,16:57:14,1.8,-6.5,561
10981,586.30,16:57:14,1.8,-6.5,561
10982,586.20,16:57:17,2.8,-6.2,499
10983,586.20,16:57:17,2.8,-6.2,499
10984,586.20,16:57:17,2.8,-6.2,499
10985,586.20,16:57:17,2.8,-6.2,499
10986,586.20,16:57:18,2.7,-6.4,481
10987,586.20,16:57:18,2.7,-6.4,481
10988,586.20,16:57:18,2.7,-6.4,481
10989,586.20,16:57:18,2.7,-6.4,481
10990,586.20,16:57:19,1.9,-6.3,548
10991,586.20,16:57:19,1.9,-6.3,548
10992,586.20,16:57:19,1.9,-6.3,548
10993,586.20,16:57:19,1.9,-6.3,548
10994,586.20,16:57:21,1.4,-6.1,625
10995,586.20,16:57:21,1.4,-6.1,625
10996,586.20,16:57:21,1.4,-6.1,625
10997,586.20,16:57:21,1.4,-6.1,625
10998,586.10,16:57:24,2.5,-5.9,542
10999,586.10,16:57:24,2.5,-5.9,542
11000,586.10,16:57:24,2.5,-5.9,542
11001,586.10,16:57:24,2.5,-5.9,542
11002,586.00,16:57:26,2.1,-6.6,531
11003,586.00,16:57:26,2.1,-6.6,531
11004,586.10,16:57:29,2.7,-5.8,538
11005,586.10,16:57:29,2.7,-5.8,538
11006,586.20,16:57:30,2.6,-6.3,444
11007,586.20,16:57:30,2.6,-6.3,444
11008,586.20,16:57:30,2.6,-6.3,444
11009,586.20,16:57:30,2.6,-6.3,444
11010,586.10,16:57:32,2.1,-6.3,541
11011,586.10,16:57:32,2.1,-6.3,541
11012,586.10,16:57:32,2.1,-6.3,541
11013,586.10,16:57:32,2.1,-6.3,541
11014,585.80,16:57:33,1.7,-6.9,557
11015,585.80,16:57:33,1.7,-6.9,557
11016,585.90,16:57:34,2.1,-6.3,565
11017,585.90,16:57:34,2.1,-6.3,565
11018,585.90,16:57:34,2.1,-6.3,565
11019,585.90,16:57:34,2.1,-6.3,565
11020,585.80,16:57:36,1.8,-6.5,461
11021,585.80,16:57:36,1.8,-6.5,461
11022,586.00,16:57:38,2.8,-6.3,546
11023,586.00,16:57:38,2.8,-6.3,546
11024,586.00,16:57:38,2.8,-6.3,546
11025,586.00,16:57:38,2.8,-6.3,546
11026,586.50,16:57:40,2.5,-6.3,513
11027,586.50,16:57:40,2.5,-6.3,513
11028,586.60,16:57:41,2.2,-6.3,546
11029,586.60,16:57:41,2.2,-6.3,546
11030,586.80,16:57:43,2.2,-6.3,532
11031,586.80,16:57:43,2.2,-6.3,532
11032,587.00,16:57:45,1.4,-6.8,537
11033,587.00,16:57:45,1.4,-6.8,537
11034,587.50,16:57:46,1.4,-6.4,558
11035,587.50,16:57:46,1.4,-6.4,558
11036,587.80,16:57:47,1.6,-6.7,596
11037,587.80,16:57:47,1.6,-6.7,596
11038,587.70,16:57:48,2.6,-6.3,537
11039,587.70,16:57:48,2.6,-6.3,537
11040,587.60,16:57:50,3.1,-6.3,432
11041,587.60,16:57:50,3.1,-6.3,432
11042,588.20,16:57:55,1.4,-6.4,586
11043,588.20,16:57:55,1.4,-6.4,586
11044,590.70,16:58:46,3.3,-6.6,529
11045,590.70,16:58:46,3.3,-6.6,529
11046,589.80,16:59:33,2.9,-6.5,609
11047,589.80,16:59:33,2.9,-6.5,609
11048,582.30,17:03:11,2.0,-7.5,688
11049,582.30,17:03:11,2.0,-7.5,688
11050,586.30,17:04:12,2.0,-6.8,637
11051,586.30,17:04:12,2.0,-6.8,637
11052,586.30,17:04:45,2.7,-6.6,649
11053,586.30,17:04:45,2.7,-6.6,649
11054,585.80,17:06:45,2.7,-6.8,643
11055,585.80,17:06:45,2.7,-6.8,643
11056,586.70,17:08:11,2.2,-6.0,646
11057,586.70,17:08:11,2.2,-6.0,646
11058,586.70,17:08:12,1.9,-6.0,652
11059,586.70,17:08:12,1.9,-6.0,652
11060,588.30,17:09:52,2.2,-5.9,640
11061,588.30,17:09:52,2.2,-5.9,640
11062,588.60,17:10:28,2.5,-5.8,657
11063,588.60,17:10:28,2.5,-5.8,657
11064,592.60,17:15:03,2.1,-4.7,694
11065,592.60,17:15:03,2.1,-4.7,694
11066,593.40,17:15:20,2.2,-4.6,700
11067,593.40,17:15:20,2.2,-4.6,700
11068,596.60,17:19:58,2.5,-4.3,601
11069,596.60,17:19:58,2.5,-4.3,601
11070,597.40,17:20:57,1.6,-4.4,678
11071,597.40,17:20:57,1.6,-4.4,678
11072,597.40,17:21:29,2.3,-4.4,606
11073,597.40,17:21:29,2.3,-4.4,606
11074,596.90,17:22:12,2.5,-4.3,590
11075,596.90,17:22:12,2.5,-4.3,590
11076,596.70,17:24:08,2.0,-4.2,648
11077,596.70,17:24:08,2.0,-4.2,648
11078,599.10,17:27:35,2.0,-4.2,628
11079,599.10,17:27:35,2.0,-4.2,628
11080,597.20,17:29:06,2.4,-4.1,606
11081,597.20,17:29:06,2.4,-4.1,606
11082,599.00,17:31:53,2.7,-4.2,591
11083,599.00,17:31:53,2.7,-4.2,591
11084,602.40,17:32:56,1.8,-4.1,639
11085,602.40,17:32:56,1.8,-4.1,639
11086,602.60,17:33:43,2.2,-4.2,604
11087,602.60,17:33:43,2.2,-4.2,604
11088,597.40,17:35:43,1.8,-4.4,662
11089,597.40,17:35:43,1.8,-4.4,662
11090,599.70,17:36:41,2.7,-4.2,537
11091,599.70,17:36:41,2.7,-4.2,537
11092,600.40,17:38:48,2.4,-4.1,547
11093,600.40,17:38:48,2.4,-4.1,547
11094,601.80,17:40:07,1.9,-4.2,577
11095,601.80,17:40:07,1.9,-4.2,577
11096,599.00,17:41:53,2.2,-4.0,595
11097,599.00,17:41:53,2.2,-4.0,595
11098,600.00,17:42:34,1.6,-3.9,663
11099,600.00,17:42:34,1.6,-3.9,663
11100,601.50,17:42:57,2.5,-3.9,530
11101,601.50,17:42:57,2.5,-3.9,530
11102,601.30,17:44:18,1.8,-3.6,644
11103,601.30,17:44:18,1.8,-3.6,644
11104,602.10,17:44:47,2.0,-3.5,629
11105,602.10,17:44:47,2.0,-3.5,629
11106,604.40,17:54:49,1.9,-3.9,568
11107,604.40,17:54:49,1.9,-3.9,568
11108,603.40,17:55:06,2.4,-4.1,503
11109,603.40,17:55:06,2.4,-4.1,503
11110,602.70,17:55:38,2.1,-4.1,518
11111,602.70,17:55:38,2.1,-4.1,518
11112,604.00,17:56:07,2.1,-4.0,582
11113,604.00,17:56:07,2.1,-4.0,582
11114,605.30,17:56:56,2.4,-3.9,531
11115,605.30,17:56:56,2.4,-3.9,531
11116,606.30,17:57:53,2.3,-3.6,506
11117,606.30,17:57:53,2.3,-3.6,506
11118,607.40,17:59:11,1.8,-3.6,612
11119,607.40,17:59:11,1.8,-3.6,612
11120,607.70,18:00:51,2.3,-3.6,561
11121,607.70,18:00:51,2.3,-3.6,561
11122,610.70,18:01:42,2.1,-3.2,561
11123,610.70,18:01:42,2.1,-3.2,561
11124,608.90,18:06:21,2.4,-3.3,522
11125,608.90,18:06:21,2.4,-3.3,522
11126,607.70,18:08:19,2.2,-3.6,618
11127,607.70,18:08:19,2.2,-3.6,618
11128,606.50,18:13:25,2.4,-3.6,629
11129,606.50,18:13:25,2.4,-3.6,629
11130,610.10,18:18:28,1.9,-3.5,782
11131,610.10,18:18:28,1.9,-3.5,782
11132,611.00,18:18:37,2.2,-3.4,717
11133,611.00,18:18:37,2.2,-3.4,717
11134,611.60,18:22:58,2.2,-3.0,722
11135,611.60,18:22:58,2.2,-3.0,722
11136,601.60,18:31:45,2.0,-4.5,760
11137,601.60,18:31:45,2.0,-4.5,760
11138,603.20,18:32:14,2.3,-4.7,685
11139,603.20,18:32:14,2.3,-4.7,685
11140,593.20,18:36:49,2.3,-7.5,607
11141,593.20,18:36:49,2.3,-7.5,607
11142,587.90,18:40:32,0.4,-5.7,957
11143,587.90,18:40:32,0.4,-5.7,957
11144,596.20,18:42:51,4.1,-6.4,656
11145,596.20,18:42:51,4.1,-6.4,656
11146,594.50,18:47:26,3.5,-8.0,932
11147,594.50,18:47:26,3.5,-8.0,932
11148,589.80,18:47:49,1.5,-8.2,960
11149,589.80,18:47:49,1.5,-8.2,960
11150,588.70,18:50:45,-0.2,-6.7,1001
11151,588.70,18:50:45,-0.2,-6.7,1001
11152,588.20,18:51:10,1.6,-8.3,1015
11153,588.20,18:51:10,1.6,-8.3,1015
11154,586.80,18:51:37,1.3,-8.1,906
11155,586.80,18:51:37,1.3,-8.1,906
11156,586.50,18:53:00,3.3,-8.1,927
11157,586.50,18:53:00,3.3,-8.1,927
11158,583.90,18:54:58,1.1,-8.1,983
11159,583.90,18:54:58,1.1,-8.1,983
11160,589.20,18:58:00,-0.9,-5.7,1283
11161,589.20,18:58:00,-0.9,-5.7,1283
11162,591.60,18:58:38,3.1,-7.3,757
11163,591.60,18:58:38,3.1,-7.3,757
11164,588.80,18:59:43,1.7,-9.0,1082
11165,588.80,18:59:43,1.7,-9.0,1082
11166,588.10,19:04:19,0.4,-7.2,957
11167,588.10,19:04:19,0.4,-7.2,957
11168,589.40,19:04:39,0.9,-7.9,1006
11169,589.40,19:04:39,0.9,-7.9,1006
11170,595.40,19:07:58,1.7,-7.3,938
11171,595.40,19:07:58,1.7,-7.3,938
11172,598.40,19:18:39,2.1,-6.9,706
11173,598.40,19:18:39,2.1,-6.9,706
11174,594.90,19:21:39,3.0,-6.9,810
11175,594.90,19:21:39,3.0,-6.9,810
11176,593.50,19:22:45,0.4,-8.0,890
11177,593.50,19:22:45,0.4,-8.0,890
11178,594.50,19:22:52,2.6,-7.9,885
11179,594.50,19:22:52,2.6,-7.9,885
11180,600.10,19:26:29,1.2,-6.4,915
11181,600.10,19:26:29,1.2,-6.4,915
11182,597.40,19:27:18,4.2,-8.2,754
11183,597.40,19:27:18,4.2,-8.2,754
11184,593.00,19:32:45,2.3,-6.6,605
11185,593.00,19:32:45,2.3,-6.6,605
11186,586.40,19:33:25,3.6,-4.6,329
11187,586.40,19:33:25,3.6,-4.6,329
11188,604.50,19:34:12,-0.4,-6.1,785
11189,604.50,19:34:12,-0.4,-6.1,785
11190,603.20,19:42:56,3.2,-6.9,856
11191,603.20,19:42:56,3.2,-6.9,856
11192,593.90,19:44:46,2.1,-9.8,930
11193,593.90,19:44:46,2.1,-9.8,930
11194,590.40,19:45:33,2.4,-9.1,988
11195,590.40,19:45:33,2.4,-9.1,988
11196,573.10,19:46:06,0.7,-6.8,1121
11197,573.10,19:46:06,0.7,-6.8,1121
11198,586.50,19:47:00,0.5,-8.7,1088
11199,586.50,19:47:00,0.5,-8.7,1088
11200,587.30,19:48:26,0.4,-6.2,1047
11201,587.30,19:48:26,0.4,-6.2,1047
11202,590.90,19:49:39,1.1,-3.8,1092
11203,590.90,19:49:39,1.1,-3.8,1092
11204,593.70,19:52:05,1.6,-7.0,900
11205,593.70,19:52:05,1.6,-7.0,900
11206,583.40,19:58:16,2.8,-9.0,436
11207,583.40,19:58:16,2.8,-9.0,436
11208,594.70,19:59:09,0.9,-6.3,885
11209,594.70,19:59:09,0.9,-6.3,885
11210,597.10,19:59:57,1.8,-2.8,794
11211,597.10,19:59:57,1.8,-2.8,794
11212,597.50,20:01:03,3.8,-7.9,761
11213,597.50,20:01:03,3.8,-7.9,761
11214,583.00,20:03:00,2.2,-9.4,852
11215,583.00,20:03:00,2.2,-9.4,852
11216,590.90,20:05:17,2.5,-7.4,1022
11217,590.90,20:05:17,2.5,-7.4,1022
11218,590.90,20:08:19,-0.1,-8.4,1042
11219,590.90,20:08:19,-0.1,-8.4,1042
11220,582.90,20:09:30,2.9,-7.7,1144
11221,582.90,20:09:30,2.9,-7.7,1144
11222,585.70,20:10:29,1.2,-7.0,982
11223,585.70,20:10:29,1.2,-7.0,982
11224,585.60,20:10:33,2.0,-6.9,895
11225,585.60,20:10:33,2.0,-6.9,895
11226,589.00,20:12:35,1.8,-7.9,970
11227,589.00,20:12:35,1.8,-7.9,970
11228,584.70,20:14:22,0.8,-8.2,972
11229,584.70,20:14:22,0.8,-8.2,972
11230,590.50,20:15:20,2.5,-7.4,875
11231,590.50,20:15:20,2.5,-7.4,875
11232,593.20,20:16:39,0.4,-5.3,975
11233,593.20,20:16:39,0.4,-5.3,975
11234,591.40,20:18:06,0.8,-5.1,952
11235,591.40,20:18:06,0.8,-5.1,952
11236,592.20,20:21:25,1.6,-9.3,974
11237,592.20,20:21:25,1.6,-9.3,974
11238,591.70,20:21:36,3.1,-9.2,894
11239,591.70,20:21:36,3.1,-9.2,894
11240,588.70,20:24:07,0.3,-4.2,1006
11241,588.70,20:24:07,0.3,-4.2,1006
11242,589.60,20:24:10,0.8,-5.7,981
11243,589.60,20:24:10,0.8,-5.7,981
11244,589.50,20:27:41,0.8,-7.0,1016
11245,589.50,20:27:41,0.8,-7.0,1016
11246,589.50,20:28:29,1.8,-7.8,916
11247,589.50,20:28:29,1.8,-7.8,916
11248,587.70,20:34:50,1.2,-6.8,893
11249,587.70,20:34:50,1.2,-6.8,893
11250,592.10,20:37:24,3.3,-7.7,928
11251,592.10,20:37:24,3.3,-7.7,928
11252,594.00,20:45:37,1.2,-5.3,1031
11253,594.00,20:45:37,1.2,-5.3,1031
11254,596.90,20:47:28,-1.3,-5.9,1188
