N,H,t,Clin1,Clin2,Comp
12434,377.40,17:24:04,-1.0,-14.3,1417
12435,377.40,17:24:04,-1.0,-14.3,1417
12436,377.50,17:24:29,3.0,-13.1,1266
12437,377.50,17:24:29,3.0,-13.1,1266
12438,378.40,17:24:36,-2.3,-13.0,1443
12439,378.40,17:24:36,-2.3,-13.0,1443
12440,378.00,17:24:39,3.8,-13.9,1180
12441,378.00,17:24:39,3.8,-13.9,1180
12442,377.90,17:24:59,1.6,-13.1,1315
12443,377.90,17:24:59,1.6,-13.1,1315
12444,378.70,17:25:13,3.9,-14.0,1129
12445,378.70,17:25:13,3.9,-14.0,1129
12446,378.80,17:25:15,-4.7,-12.5,1473
12447,378.80,17:25:15,-4.7,-12.5,1473
12448,375.90,17:25:35,3.0,-13.8,1205
12449,375.90,17:25:35,3.0,-13.8,1205
12450,378.80,17:26:01,0.1,-13.1,1519
12451,378.80,17:26:01,0.1,-13.1,1519
12452,381.10,17:26:35,0.4,-13.0,1272
12453,381.10,17:26:35,0.4,-13.0,1272
12454,380.80,17:26:40,2.2,-13.5,1323
12455,380.80,17:26:40,2.2,-13.5,1323
12456,381.10,17:28:03,2.9,-13.1,1275
12457,381.10,17:28:03,2.9,-13.1,1275
12458,381.20,17:28:06,-2.7,-12.8,1469
12459,381.20,17:28:06,-2.7,-12.8,1469
12460,380.80,17:28:41,-2.4,-12.1,1480
12461,380.80,17:28:41,-2.4,-12.1,1480
12462,381.50,17:28:46,1.1,-13.0,1365
12463,381.50,17:28:46,1.1,-13.0,1365
12464,381.90,17:28:56,2.9,-12.2,1165
12465,381.90,17:28:56,2.9,-12.2,1165
12466,382.20,17:29:05,3.0,-12.1,1211
12467,382.20,17:29:05,3.0,-12.1,1211
12468,383.90,17:29:26,-1.8,-12.3,1488
12469,383.90,17:29:26,-1.8,-12.3,1488
12470,381.70,17:30:19,3.1,-12.7,1236
12471,381.70,17:30:19,3.1,-12.7,1236
12472,381.80,17:30:36,4.1,-12.3,1182
12473,381.80,17:30:36,4.1,-12.3,1182
12474,381.80,17:30:36,-3.0,-12.3,1454
12475,381.80,17:30:36,-3.0,-12.3,1454
12476,382.20,17:31:21,-0.8,-13.3,1378
12477,382.20,17:31:21,-0.8,-13.3,1378
12478,379.80,17:32:04,2.3,-13.3,1213
12479,379.80,17:32:04,2.3,-13.3,1213
12480,380.30,17:32:37,0.7,-13.9,1305
12481,380.30,17:32:37,0.7,-13.9,1305
12482,380.80,17:32:46,-1.2,-13.5,1464
12483,380.80,17:32:46,-1.2,-13.5,1464
12484,382.00,17:33:20,3.7,-12.5,1098
12485,382.00,17:33:20,3.7,-12.5,1098
12486,381.80,17:33:23,-1.1,-12.8,1294
12487,381.80,17:33:23,-1.1,-12.8,1294
12488,382.70,17:33:39,-2.5,-14.7,1319
12489,382.70,17:33:39,-2.5,-14.7,1319
12490,381.70,17:33:45,-0.4,-12.5,1364
12491,381.70,17:33:45,-0.4,-12.5,1364
12492,381.10,17:34:05,-1.4,-13.9,1440
12493,381.10,17:34:05,-1.4,-13.9,1440
12494,381.70,17:34:11,0.3,-13.2,1342
12495,381.70,17:34:11,0.3,-13.2,1342
12496,382.00,17:34:13,-1.0,-13.0,1381
12497,382.00,17:34:13,-1.0,-13.0,1381
12498,382.00,17:34:26,0.5,-12.0,1307
12499,382.00,17:34:26,0.5,-12.0,1307
12500,384.10,17:34:46,-0.7,-12.5,1357
12501,384.10,17:34:46,-0.7,-12.5,1357
12502,384.50,17:34:54,3.1,-12.2,1301
12503,384.50,17:34:54,3.1,-12.2,1301
12504,385.80,17:35:17,4.2,-11.7,1226
12505,385.80,17:35:17,4.2,-11.7,1226
12506,384.40,17:35:23,-0.8,-12.2,1315
12507,384.40,17:35:23,-0.8,-12.2,1315
12508,382.60,17:35:57,3.6,-12.4,1105
12509,382.60,17:35:57,3.6,-12.4,1105
12510,383.60,17:36:36,-3.2,-12.2,1420
12511,383.60,17:36:36,-3.2,-12.2,1420
12512,384.20,17:37:04,-0.6,-12.1,1408
12513,384.20,17:37:04,-0.6,-12.1,1408
12514,384.90,17:37:22,1.3,-11.6,1239
12515,384.90,17:37:22,1.3,-11.6,1239
12516,384.90,17:37:40,1.4,-11.2,1209
12517,384.90,17:37:40,1.4,-11.2,1209
12518,385.60,17:37:56,-0.4,-11.6,1400
12519,385.60,17:37:56,-0.4,-11.6,1400
12520,385.40,17:37:58,2.8,-11.7,1183
12521,385.40,17:37:58,2.8,-11.7,1183
12522,385.70,17:38:04,4.9,-11.9,1168
12523,385.70,17:38:04,4.9,-11.9,1168
12524,380.90,17:38:39,0.9,-12.5,1286
12525,380.90,17:38:39,0.9,-12.5,1286
12526,381.80,17:39:23,-2.2,-12.3,1429
12527,381.80,17:39:23,-2.2,-12.3,1429
12528,384.00,17:39:41,0.3,-12.1,1346
12529,384.00,17:39:41,0.3,-12.1,1346
12530,384.90,17:39:44,1.8,-12.7,1249
12531,384.90,17:39:44,1.8,-12.7,1249
12532,386.30,17:39:54,0.4,-11.1,1354
12533,386.30,17:39:54,0.4,-11.1,1354
12534,384.00,17:40:20,0.5,-12.8,1265
12535,384.00,17:40:20,0.5,-12.8,1265
12536,383.60,17:40:22,1.8,-12.5,1358
12537,383.60,17:40:22,1.8,-12.5,1358
12538,381.90,17:40:35,3.7,-11.9,1115
12539,381.90,17:40:35,3.7,-11.9,1115
12540,381.80,17:40:38,-2.9,-13.2,1383
12541,381.80,17:40:38,-2.9,-13.2,1383
12542,380.80,17:41:12,-1.0,-12.8,1473
12543,380.80,17:41:12,-1.0,-12.8,1473
12544,381.70,17:41:17,-2.6,-12.1,1418
12545,381.70,17:41:17,-2.6,-12.1,1418
12546,383.30,17:41:52,1.4,-14.2,1429
12547,383.30,17:41:52,1.4,-14.2,1429
12548,378.60,17:42:34,5.6,-12.6,1279
12549,378.60,17:42:34,5.6,-12.6,1279
12550,382.80,17:43:18,4.7,-12.1,1122
12551,382.80,17:43:18,4.7,-12.1,1122
12552,383.70,17:43:21,-4.2,-11.8,1434
12553,383.70,17:43:21,-4.2,-11.8,1434
12554,386.20,17:43:48,4.2,-11.6,1127
12555,386.20,17:43:48,4.2,-11.6,1127
12556,385.90,17:43:59,-1.2,-11.1,1589
12557,385.90,17:43:59,-1.2,-11.1,1589
12558,385.10,17:44:09,2.4,-12.1,1067
12559,385.10,17:44:09,2.4,-12.1,1067
12560,385.10,17:44:10,3.3,-12.3,1312
12561,385.10,17:44:10,3.3,-12.3,1312
12562,384.00,17:44:21,5.0,-12.5,1153
12563,384.00,17:44:21,5.0,-12.5,1153
12564,381.90,17:44:37,-3.3,-13.2,1481
12565,381.90,17:44:37,-3.3,-13.2,1481
12566,382.10,17:44:49,-1.6,-12.9,1401
12567,382.10,17:44:49,-1.6,-12.9,1401
12568,382.00,17:45:11,-2.0,-12.4,1403
12569,382.00,17:45:11,-2.0,-12.4,1403
12570,382.70,17:45:58,-0.1,-11.9,1312
12571,382.70,17:45:58,-0.1,-11.9,1312
12572,381.90,17:46:03,2.4,-11.8,1281
12573,381.90,17:46:03,2.4,-11.8,1281
12574,378.00,17:46:38,-2.8,-13.3,1599
12575,378.00,17:46:38,-2.8,-13.3,1599
12576,376.80,17:47:06,3.4,-13.7,1170
12577,376.80,17:47:06,3.4,-13.7,1170
12578,376.80,17:47:08,1.4,-12.9,1416
12579,376.80,17:47:08,1.4,-12.9,1416
12580,379.60,17:47:36,-2.4,-12.6,1408
12581,379.60,17:47:36,-2.4,-12.6,1408
12582,379.70,17:48:10,4.7,-13.0,1107
12583,379.70,17:48:10,4.7,-13.0,1107
12584,377.10,17:48:34,3.1,-13.0,1276
12585,377.10,17:48:34,3.1,-13.0,1276
12586,377.00,17:49:49,-0.8,-13.4,1353
12587,377.00,17:49:49,-0.8,-13.4,1353
12588,376.60,17:49:56,1.2,-13.8,1430
12589,376.60,17:49:56,1.2,-13.8,1430
12590,377.90,17:50:12,-1.4,-13.1,1335
12591,377.90,17:50:12,-1.4,-13.1,1335
12592,378.10,17:50:17,-3.6,-12.5,1655
12593,378.10,17:50:17,-3.6,-12.5,1655
12594,377.70,17:50:26,3.1,-12.7,1242
12595,377.70,17:50:26,3.1,-12.7,1242
12596,377.80,17:50:36,2.5,-13.6,1230
12597,377.80,17:50:36,2.5,-13.6,1230
12598,379.10,17:50:50,1.6,-12.6,1457
12599,379.10,17:50:50,1.6,-12.6,1457
12600,380.00,17:50:59,3.4,-13.9,1403
12601,380.00,17:50:59,3.4,-13.9,1403
12602,380.60,17:51:16,-3.5,-12.8,1521
12603,380.60,17:51:16,-3.5,-12.8,1521
12604,381.00,17:51:36,-0.8,-13.0,1332
12605,381.00,17:51:36,-0.8,-13.0,1332
12606,380.40,17:51:54,4.4,-14.2,1115
12607,380.40,17:51:54,4.4,-14.2,1115
12608,379.90,17:52:07,0.1,-14.0,1374
12609,379.90,17:52:07,0.1,-14.0,1374
12610,381.50,17:52:34,4.3,-11.7,1292
12611,381.50,17:52:34,4.3,-11.7,1292
12612,381.50,17:52:38,-1.6,-13.3,1423
12613,381.50,17:52:38,-1.6,-13.3,1423
12614,381.30,17:52:42,-1.2,-13.0,1405
12615,381.30,17:52:42,-1.2,-13.0,1405
12616,379.90,17:53:00,4.4,-12.3,1138
12617,379.90,17:53:00,4.4,-12.3,1138
12618,380.30,17:53:05,4.1,-11.8,1190
12619,380.30,17:53:05,4.1,-11.8,1190
12620,381.00,17:53:14,-4.0,-11.9,1543
12621,381.00,17:53:14,-4.0,-11.9,1543
12622,380.80,17:53:16,0.8,-13.6,1235
12623,380.80,17:53:16,0.8,-13.6,1235
12624,381.80,17:53:32,-0.8,-12.8,1417
12625,381.80,17:53:32,-0.8,-12.8,1417
12626,382.10,17:53:40,3.9,-12.9,1270
12627,382.10,17:53:40,3.9,-12.9,1270
12628,384.40,17:54:55,-2.7,-11.6,1490
12629,384.40,17:54:55,-2.7,-11.6,1490
12630,385.60,17:55:08,2.8,-10.8,1350
12631,385.60,17:55:08,2.8,-10.8,1350
12632,386.40,17:55:18,1.7,-10.7,1333
12633,386.40,17:55:18,1.7,-10.7,1333
12634,386.20,17:55:24,-1.2,-12.1,1433
12635,386.20,17:55:24,-1.2,-12.1,1433
12636,385.70,17:55:54,4.4,-10.6,1084
12637,385.70,17:55:54,4.4,-10.6,1084
12638,383.40,17:56:53,1.4,-12.0,1326
12639,383.40,17:56:53,1.4,-12.0,1326
12640,382.50,17:57:08,3.7,-12.6,1144
12641,382.50,17:57:08,3.7,-12.6,1144
12642,382.60,17:57:10,-0.1,-12.9,1371
12643,382.60,17:57:10,-0.1,-12.9,1371
12644,381.50,17:57:43,0.4,-13.0,1315
12645,381.50,17:57:43,0.4,-13.0,1315
12646,380.80,17:57:51,3.0,-11.9,1088
12647,380.80,17:57:51,3.0,-11.9,1088
12648,380.20,17:58:35,-0.6,-12.8,1350
12649,380.20,17:58:35,-0.6,-12.8,1350
12650,378.30,17:59:05,-2.2,-14.0,1346
12651,378.30,17:59:05,-2.2,-14.0,1346
12652,378.30,17:59:08,0.8,-14.7,1225
12653,378.30,17:59:08,0.8,-14.7,1225
12654,382.40,17:59:40,2.7,-11.4,1302
12655,382.40,17:59:40,2.7,-11.4,1302
12656,382.40,17:59:56,3.5,-12.4,1222
12657,382.40,17:59:56,3.5,-12.4,1222
12658,382.50,18:00:02,0.9,-12.8,1375
12659,382.50,18:00:02,0.9,-12.8,1375
12660,382.80,18:00:10,0.1,-13.4,1268
12661,382.80,18:00:10,0.1,-13.4,1268
12662,382.40,18:00:13,1.9,-13.1,1256
12663,382.40,18:00:13,1.9,-13.1,1256
12664,382.10,18:00:26,3.3,-11.9,1361
12665,382.10,18:00:26,3.3,-11.9,1361
12666,380.60,18:00:53,3.9,-13.1,1232
12667,380.60,18:00:53,3.9,-13.1,1232
12668,381.90,18:01:14,3.3,-13.1,1268
12669,381.90,18:01:14,3.3,-13.1,1268
12670,382.10,18:01:21,-2.9,-12.4,1474
12671,382.10,18:01:21,-2.9,-12.4,1474
12672,382.40,18:01:24,0.4,-12.9,1288
12673,382.40,18:01:24,0.4,-12.9,1288
12674,382.50,18:01:48,1.6,-13.6,1331
12675,382.50,18:01:48,1.6,-13.6,1331
12676,382.40,18:01:59,2.7,-13.6,1211
12677,382.40,18:01:59,2.7,-13.6,1211
12678,381.90,18:02:01,-2.1,-12.3,1479
12679,381.90,18:02:01,-2.1,-12.3,1479
12680,381.50,18:02:15,2.6,-11.9,1141
12681,381.50,18:02:15,2.6,-11.9,1141
12682,383.50,18:02:29,-3.6,-11.4,1484
12683,383.50,18:02:29,-3.6,-11.4,1484
12684,382.90,18:02:43,-3.8,-12.2,1389
12685,382.90,18:02:43,-3.8,-12.2,1389
12686,381.10,18:03:04,2.3,-14.3,1176
12687,381.10,18:03:04,2.3,-14.3,1176
12688,380.50,18:03:36,2.0,-13.0,1346
12689,380.50,18:03:36,2.0,-13.0,1346
12690,380.50,18:03:36,2.3,-12.6,1350
12691,380.50,18:03:36,2.3,-12.6,1350
12692,381.40,18:03:47,1.5,-12.6,1261
12693,381.40,18:03:47,1.5,-12.6,1261
12694,381.10,18:04:15,-2.6,-12.2,1426
12695,381.10,18:04:15,-2.6,-12.2,1426
12696,381.30,18:04:28,2.7,-13.1,1175
12697,381.30,18:04:28,2.7,-13.1,1175
12698,381.20,18:04:31,1.5,-12.7,1339
12699,381.20,18:04:31,1.5,-12.7,1339
12700,379.80,18:04:41,4.4,-13.4,1082
12701,379.80,18:04:41,4.4,-13.4,1082
12702,380.70,18:04:56,1.9,-12.9,1183
12703,380.70,18:04:56,1.9,-12.9,1183
12704,382.70,18:05:16,2.5,-11.5,1275
12705,382.70,18:05:16,2.5,-11.5,1275
12706,383.20,18:05:43,2.7,-12.3,1139
12707,383.20,18:05:43,2.7,-12.3,1139
12708,383.30,18:06:17,-3.5,-11.7,1429
12709,383.30,18:06:17,-3.5,-11.7,1429
12710,381.80,18:06:34,3.1,-11.3,1136
12711,381.80,18:06:34,3.1,-11.3,1136
12712,381.60,18:06:57,5.3,-11.8,1196
12713,381.60,18:06:57,5.3,-11.8,1196
12714,382.50,18:07:03,2.5,-12.0,1129
12715,382.50,18:07:03,2.5,-12.0,1129
12716,382.30,18:07:25,2.4,-12.1,1146
12717,382.30,18:07:25,2.4,-12.1,1146
12718,382.90,18:08:12,-2.6,-12.2,1452
12719,382.90,18:08:12,-2.6,-12.2,1452
12720,380.50,18:08:24,-2.9,-12.4,1456
12721,380.50,18:08:24,-2.9,-12.4,1456
12722,380.30,18:08:25,-1.7,-12.4,1363
12723,380.30,18:08:25,-1.7,-12.4,1363
12724,379.70,18:08:42,-3.8,-12.4,1555
12725,379.70,18:08:42,-3.8,-12.4,1555
12726,380.50,18:08:45,-0.7,-14.8,1268
12727,380.50,18:08:45,-0.7,-14.8,1268
12728,382.30,18:08:57,2.4,-11.7,1145
12729,382.30,18:08:57,2.4,-11.7,1145
12730,382.40,18:09:10,-0.4,-12.8,1294
12731,382.40,18:09:10,-0.4,-12.8,1294
12732,382.50,18:09:13,-0.2,-11.8,1372
12733,382.50,18:09:13,-0.2,-11.8,1372
12734,381.90,18:09:16,0.6,-11.0,1188
12735,381.90,18:09:16,0.6,-11.0,1188
12736,383.00,18:09:49,1.4,-13.0,1342
12737,383.00,18:09:49,1.4,-13.0,1342
12738,382.20,18:09:59,-2.9,-11.8,1483
12739,382.20,18:09:59,-2.9,-11.8,1483
12740,380.10,18:10:22,2.4,-12.6,1308
12741,380.10,18:10:22,2.4,-12.6,1308
12742,379.80,18:10:25,1.9,-12.6,1276
12743,379.80,18:10:25,1.9,-12.6,1276
12744,379.70,18:10:41,0.9,-13.5,1343
12745,379.70,18:10:41,0.9,-13.5,1343
12746,380.00,18:10:51,3.1,-12.0,1163
12747,380.00,18:10:51,3.1,-12.0,1163
12748,383.20,18:11:23,3.6,-10.9,1304
12749,383.20,18:11:23,3.6,-10.9,1304
12750,383.80,18:11:29,3.0,-11.9,1225
12751,383.80,18:11:29,3.0,-11.9,1225
12752,384.00,18:12:06,1.0,-11.6,1235
12753,384.00,18:12:06,1.0,-11.6,1235
12754,384.00,18:12:41,0.4,-12.5,1298
12755,384.00,18:12:41,0.4,-12.5,1298
12756,383.80,18:13:11,-1.2,-12.3,1427
12757,383.80,18:13:11,-1.2,-12.3,1427
12758,383.00,18:13:37,-0.7,-12.5,1294
12759,383.00,18:13:37,-0.7,-12.5,1294
12760,383.10,18:13:42,-2.0,-12.8,1420
12761,383.10,18:13:42,-2.0,-12.8,1420
12762,383.50,18:13:48,-0.8,-12.3,1296
12763,383.50,18:13:48,-0.8,-12.3,1296
12764,383.50,18:13:54,1.5,-12.8,1288
12765,383.50,18:13:54,1.5,-12.8,1288
12766,383.10,18:14:13,1.5,-12.4,1177
12767,383.10,18:14:13,1.5,-12.4,1177
12768,384.50,18:14:58,0.0,-11.4,1317
12769,384.50,18:14:58,0.0,-11.4,1317
12770,381.90,18:16:24,-0.3,-12.9,1427
12771,381.90,18:16:24,-0.3,-12.9,1427
12772,383.80,18:17:39,-3.4,-12.5,1447
12773,383.80,18:17:39,-3.4,-12.5,1447
12774,383.90,18:17:41,0.8,-12.7,1225
12775,383.90,18:17:41,0.8,-12.7,1225
12776,384.20,18:17:53,2.7,-12.2,1223
12777,384.20,18:17:53,2.7,-12.2,1223
12778,380.00,18:18:31,3.2,-12.1,1309
12779,380.00,18:18:31,3.2,-12.1,1309
12780,381.60,18:18:59,-0.3,-12.2,1350
12781,381.60,18:18:59,-0.3,-12.2,1350
12782,381.70,18:19:01,0.2,-12.4,1422
12783,381.70,18:19:01,0.2,-12.4,1422
12784,380.20,18:19:17,1.5,-12.9,1311
12785,380.20,18:19:17,1.5,-12.9,1311
12786,380.30,18:19:20,0.6,-12.6,1306
12787,380.30,18:19:20,0.6,-12.6,1306
12788,380.60,18:19:24,0.0,-12.8,1312
12789,380.60,18:19:24,0.0,-12.8,1312
12790,381.00,18:19:30,0.6,-13.8,1419
12791,381.00,18:19:30,0.6,-13.8,1419
12792,380.60,18:19:43,2.9,-12.0,1195
12793,380.60,18:19:43,2.9,-12.0,1195
12794,381.10,18:19:54,4.2,-13.5,1220
12795,381.10,18:19:54,4.2,-13.5,1220
12796,381.00,18:19:56,-1.6,-12.4,1521
12797,381.00,18:19:56,-1.6,-12.4,1521
12798,380.90,18:20:09,-0.9,-12.6,1460
12799,380.90,18:20:09,-0.9,-12.6,1460
12800,380.50,18:20:16,2.4,-13.4,1239
12801,380.50,18:20:16,2.4,-13.4,1239
12802,380.50,18:20:21,1.7,-13.4,1205
12803,380.50,18:20:21,1.7,-13.4,1205
12804,380.40,18:20:22,3.3,-12.7,1225
12805,380.40,18:20:22,3.3,-12.7,1225
12806,380.30,18:20:28,3.1,-13.6,1172
12807,380.30,18:20:28,3.1,-13.6,1172
12808,380.40,18:20:35,-0.2,-13.0,1411
12809,380.40,18:20:35,-0.2,-13.0,1411
12810,381.10,18:20:43,3.5,-13.0,1324
12811,381.10,18:20:43,3.5,-13.0,1324
12812,383.10,18:21:07,-0.1,-12.3,1260
12813,383.10,18:21:07,-0.1,-12.3,1260
12814,385.20,18:21:24,-3.2,-11.3,1422
12815,385.20,18:21:24,-3.2,-11.3,1422
12816,386.10,18:21:34,6.0,-13.3,1224
12817,386.10,18:21:34,6.0,-13.3,1224
12818,384.70,18:21:39,2.0,-12.7,1165
12819,384.70,18:21:39,2.0,-12.7,1165
12820,383.10,18:22:02,2.8,-13.1,1172
12821,383.10,18:22:02,2.8,-13.1,1172
12822,385.50,18:22:21,3.1,-12.2,1203
12823,385.50,18:22:21,3.1,-12.2,1203
12824,386.00,18:23:03,4.5,-11.1,1135
12825,386.00,18:23:03,4.5,-11.1,1135
12826,384.90,18:23:52,0.1,-12.6,1551
12827,384.90,18:23:52,0.1,-12.6,1551
12828,384.80,18:24:11,0.1,-13.1,1326
12829,384.80,18:24:11,0.1,-13.1,1326
12830,379.90,18:24:42,-2.5,-11.5,1467
12831,379.90,18:24:42,-2.5,-11.5,1467
12832,380.50,18:24:44,3.6,-11.8,1131
12833,380.50,18:24:44,3.6,-11.8,1131
12834,383.00,18:25:00,1.2,-13.3,1440
12835,383.00,18:25:00,1.2,-13.3,1440
12836,383.50,18:25:02,3.5,-11.3,1203
12837,383.50,18:25:02,3.5,-11.3,1203
12838,383.70,18:25:09,1.8,-12.6,1367
12839,383.70,18:25:09,1.8,-12.6,1367
12840,384.40,18:25:17,2.7,-11.5,1135
12841,384.40,18:25:17,2.7,-11.5,1135
12842,386.20,18:25:48,-0.9,-12.1,1433
12843,386.20,18:25:48,-0.9,-12.1,1433
12844,385.70,18:25:50,0.8,-12.5,1258
12845,385.70,18:25:50,0.8,-12.5,1258
12846,383.80,18:26:14,3.2,-13.1,1309
12847,383.80,18:26:14,3.2,-13.1,1309
12848,382.40,18:26:51,6.0,-11.6,1224
12849,382.40,18:26:51,6.0,-11.6,1224
12850,384.10,18:27:11,4.5,-11.6,1222
12851,384.10,18:27:11,4.5,-11.6,1222
12852,385.40,18:27:24,1.5,-10.3,1328
12853,385.40,18:27:24,1.5,-10.3,1328
12854,384.50,18:27:30,3.7,-10.4,1271
12855,384.50,18:27:30,3.7,-10.4,1271
12856,384.50,18:27:31,-0.5,-11.1,1399
12857,384.50,18:27:31,-0.5,-11.1,1399
12858,386.70,18:27:58,5.2,-10.1,1139
12859,386.70,18:27:58,5.2,-10.1,1139
12860,386.90,18:28:03,3.4,-13.2,1235
12861,386.90,18:28:03,3.4,-13.2,1235
12862,386.50,18:28:04,3.2,-11.8,1165
12863,386.50,18:28:04,3.2,-11.8,1165
12864,386.30,18:28:26,-0.2,-13.5,1364
12865,386.30,18:28:26,-0.2,-13.5,1364
12866,386.80,18:28:28,0.3,-11.9,1296
12867,386.80,18:28:28,0.3,-11.9,1296
12868,386.40,18:28:34,0.4,-11.2,1499
12869,386.40,18:28:34,0.4,-11.2,1499
12870,386.80,18:28:48,2.5,-11.2,1325
12871,386.80,18:28:48,2.5,-11.2,1325
12872,386.10,18:29:23,1.8,-12.8,1238
12873,386.10,18:29:23,1.8,-12.8,1238
12874,384.50,18:29:43,-2.7,-11.9,1552
12875,384.50,18:29:43,-2.7,-11.9,1552
12876,383.20,18:30:02,1.7,-13.5,1209
12877,383.20,18:30:02,1.7,-13.5,1209
12878,383.60,18:30:10,-1.0,-13.4,1323
12879,383.60,18:30:10,-1.0,-13.4,1323
12880,383.70,18:30:13,3.0,-12.3,1283
12881,383.70,18:30:13,3.0,-12.3,1283
12882,384.10,18:30:29,1.2,-13.5,1296
12883,384.10,18:30:29,1.2,-13.5,1296
12884,384.80,18:30:45,3.1,-12.4,1295
12885,384.80,18:30:45,3.1,-12.4,1295
12886,384.60,18:30:55,0.6,-12.9,1317
12887,384.60,18:30:55,0.6,-12.9,1317
12888,385.60,18:31:02,2.8,-11.8,1193
12889,385.60,18:31:02,2.8,-11.8,1193
12890,384.10,18:32:04,0.4,-12.0,1361
12891,384.10,18:32:04,0.4,-12.0,1361
12892,384.50,18:32:05,-0.5,-12.4,1346
12893,384.50,18:32:05,-0.5,-12.4,1346
12894,384.50,18:32:06,1.4,-13.6,1277
12895,384.50,18:32:06,1.4,-13.6,1277
12896,383.40,18:32:14,0.9,-13.2,1334
12897,383.40,18:32:14,0.9,-13.2,1334
12898,380.60,18:32:41,4.4,-12.0,1238
12899,380.60,18:32:41,4.4,-12.0,1238
12900,382.20,18:32:55,2.1,-12.0,1310
12901,382.20,18:32:55,2.1,-12.0,1310
12902,384.00,18:33:02,-2.8,-12.5,1430
12903,384.00,18:33:02,-2.8,-12.5,1430
12904,384.60,18:33:04,-1.0,-12.6,1382
12905,384.60,18:33:04,-1.0,-12.6,1382
12906,385.40,18:33:07,1.9,-12.7,1383
12907,385.40,18:33:07,1.9,-12.7,1383
12908,383.70,18:33:41,1.2,-13.3,1346
12909,383.70,18:33:41,1.2,-13.3,1346
12910,383.50,18:33:51,4.0,-12.6,1172
12911,383.50,18:33:51,4.0,-12.6,1172
12912,383.00,18:34:15,2.9,-14.0,1204
12913,383.00,18:34:15,2.9,-14.0,1204
12914,386.20,18:34:40,-3.1,-11.6,1488
12915,386.20,18:34:40,-3.1,-11.6,1488
12916,385.80,18:34:47,0.2,-12.3,1345
12917,385.80,18:34:47,0.2,-12.3,1345
12918,383.80,18:35:41,5.4,-12.3,1178
12919,383.80,18:35:41,5.4,-12.3,1178
12920,385.10,18:36:05,-2.6,-12.5,1492
12921,385.10,18:36:05,-2.6,-12.5,1492
12922,385.10,18:36:10,-1.8,-12.7,1474
12923,385.10,18:36:10,-1.8,-12.7,1474
12924,384.90,18:36:47,-0.2,-12.8,1465
12925,384.90,18:36:47,-0.2,-12.8,1465
12926,385.60,18:37:12,-1.4,-13.1,1500
12927,385.60,18:37:12,-1.4,-13.1,1500
12928,384.80,18:37:21,3.4,-12.3,1207
12929,384.80,18:37:21,3.4,-12.3,1207
12930,386.40,18:37:34,2.3,-12.9,1271
12931,386.40,18:37:34,2.3,-12.9,1271
12932,387.40,18:38:28,2.7,-12.4,1228
12933,387.40,18:38:28,2.7,-12.4,1228
12934,387.20,18:38:37,-0.6,-13.4,1254
12935,387.20,18:38:37,-0.6,-13.4,1254
12936,387.40,18:38:42,0.3,-13.3,1160
12937,387.40,18:38:42,0.3,-13.3,1160
12938,385.50,18:39:14,1.9,-12.3,1361
12939,385.50,18:39:14,1.9,-12.3,1361
12940,385.50,18:39:24,3.1,-12.3,1202
12941,385.50,18:39:24,3.1,-12.3,1202
12942,388.00,18:40:08,-0.1,-13.4,1248
12943,388.00,18:40:08,-0.1,-13.4,1248
12944,387.40,18:40:13,2.8,-12.1,1226
12945,387.40,18:40:13,2.8,-12.1,1226
12946,387.00,18:40:14,0.5,-12.8,1405
12947,387.00,18:40:14,0.5,-12.8,1405
12948,386.50,18:40:16,-0.0,-13.1,1234
12949,386.50,18:40:16,-0.0,-13.1,1234
12950,384.30,18:40:43,-1.9,-14.3,1420
12951,384.30,18:40:43,-1.9,-14.3,1420
12952,381.70,18:41:02,0.6,-13.3,1277
12953,381.70,18:41:02,0.6,-13.3,1277
12954,381.00,18:41:16,2.6,-12.4,1157
12955,381.00,18:41:16,2.6,-12.4,1157
12956,382.90,18:41:25,-1.9,-12.5,1605
12957,382.90,18:41:25,-1.9,-12.5,1605
12958,384.80,18:42:03,0.2,-12.5,1384
12959,384.80,18:42:03,0.2,-12.5,1384
12960,385.50,18:42:20,-4.6,-12.0,1675
12961,385.50,18:42:20,-4.6,-12.0,1675
12962,389.20,18:42:52,-2.3,-11.8,1555
12963,389.20,18:42:52,-2.3,-11.8,1555
12964,388.70,18:43:01,3.2,-12.2,1230
12965,388.70,18:43:01,3.2,-12.2,1230
12966,386.70,18:43:11,-0.4,-14.6,1384
12967,386.70,18:43:11,-0.4,-14.6,1384
12968,385.90,18:43:13,2.4,-12.5,1268
12969,385.90,18:43:13,2.4,-12.5,1268
12970,384.60,18:43:33,-0.8,-12.0,1544
12971,384.60,18:43:33,-0.8,-12.0,1544
12972,384.80,18:43:37,3.2,-12.2,1135
12973,384.80,18:43:37,3.2,-12.2,1135
12974,384.80,18:43:38,-0.3,-13.0,1403
12975,384.80,18:43:38,-0.3,-13.0,1403
12976,384.60,18:43:39,-3.6,-11.8,1757
12977,384.60,18:43:39,-3.6,-11.8,1757
12978,385.40,18:43:47,-3.3,-13.3,1582
12979,385.40,18:43:47,-3.3,-13.3,1582
12980,385.70,18:43:51,4.8,-12.2,1182
12981,385.70,18:43:51,4.8,-12.2,1182
12982,386.20,18:44:17,4.2,-12.8,1089
12983,386.20,18:44:17,4.2,-12.8,1089
12984,385.60,18:44:48,1.2,-13.0,1361
