date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C
14	173034	5147.8574	10423.3448	1064.0	 609.0	2522	  901.2	 34.7	  898.4	 -1.9	274.00	14.96	5.16	18.74	2.93	39.25	0.00	33.0	34.8	309
14	173134	5147.8559	10423.3460	1062.5	 607.5	2598	  901.0	 34.7	  898.5	 -1.9	271.26	14.96	5.17	18.75	2.87	39.25	0.25	33.1	34.7	310
14	173234	5147.8565	10423.3420	1063.0	 608.0	2668	  901.1	 34.7	  898.5	 -1.9	271.26	14.96	5.16	18.74	2.90	39.00	0.25	33.2	34.8	311
14	173445	5147.8469	10423.3315	1063.7	 608.7	2372	  900.9	 34.7	  898.3	 -1.9	260.30	14.96	5.16	18.76	2.88	39.00	0.25	33.2	34.9	312
14	173545	5147.8514	10423.3422	1063.1	 608.1	2584	  900.9	 34.7	  898.5	 -1.9	260.30	14.96	5.16	18.75	2.87	39.25	0.25	33.1	34.9	313
14	173645	5147.8484	10423.3319	1064.5	 609.5	2466	  900.9	 34.7	  898.3	 -1.9	257.56	14.96	5.16	18.75	2.91	39.25	0.00	33.2	34.9	314
14	173755	5147.8482	10423.3420	1064.1	 609.1	2475	  901.0	 34.8	  898.1	 -1.9	254.82	14.96	5.16	18.75	2.93	39.25	0.00	33.1	34.9	315
14	173946	5147.8502	10423.3473	1063.1	 608.1	2694	  901.1	 34.8	  898.5	 -1.8	249.34	14.96	5.16	18.75	2.87	39.25	0.25	33.2	34.8	316
14	174046	5147.8569	10423.3357	1062.5	 607.5	2451	  901.1	 34.8	  898.3	 -1.8	249.34	14.96	5.16	18.75	2.90	39.25	0.25	33.1	34.9	317
14	174156	5147.8566	10423.3501	1063.3	 608.3	2612	  901.2	 34.8	  898.5	 -1.8	246.60	14.96	5.16	18.74	2.93	39.00	0.25	33.3	34.9	318
14	174256	5147.8637	10423.3383	1061.9	 606.9	2506	  901.4	 34.8	  898.5	 -1.8	252.08	14.96	5.16	18.74	2.90	39.25	0.00	33.3	34.8	319
14	174447	5147.8568	10423.3606	1062.3	 607.3	2657	  901.4	 34.8	  898.4	 -1.8	252.08	14.96	5.16	18.74	2.90	40.00	0.25	33.3	34.9	320
14	174557	5147.8650	10423.3561	1060.4	 605.4	2563	  901.4	 34.8	  898.7	 -1.7	254.82	14.95	5.17	18.75	2.91	39.25	0.00	33.4	35.0	321
14	174657	5147.8678	10423.3526	1059.0	 604.0	2700	  901.5	 34.9	  898.7	 -1.7	254.82	14.96	5.16	18.75	2.87	39.50	0.00	33.3	35.1	322
14	174757	5147.8663	10423.3601	1059.6	 604.6	2629	  901.7	 34.9	  898.7	 -1.7	252.08	14.97	5.16	18.75	2.85	39.25	0.25	33.3	35.1	323
14	174958	5147.8614	10423.3471	1061.5	 606.5	2559	  901.4	 34.9	  898.6	 -1.7	260.30	14.96	5.16	18.75	2.88	39.50	0.25	33.3	35.0	324
14	175058	5147.8553	10423.3450	1062.0	 607.0	2599	  901.2	 34.9	  898.4	 -1.7	263.04	14.96	5.16	18.74	2.93	39.75	0.25	33.3	35.1	325
14	175158	5147.8588	10423.3469	1061.5	 606.5	2522	  901.4	 34.9	  898.2	 -1.6	260.30	14.96	5.17	18.75	2.88	39.50	0.25	33.4	35.0	326
14	175611	5147.8608	10423.3464	1061.5	 606.5	2439	  901.4	 35.0	  898.5	 -1.7	252.08	14.96	5.16	18.74	2.88	39.50	0.25	33.4	35.1	327
14	175711	5147.8578	10423.3512	1061.4	 606.4	2566	  901.4	 35.0	  898.5	 -1.6	246.60	14.95	5.16	18.74	2.88	39.75	0.25	33.4	35.2	328
14	175821	5147.8660	10423.3488	1060.0	 605.0	2605	  901.6	 35.0	  898.6	 -1.6	246.60	14.96	5.16	18.73	2.91	39.25	0.00	33.4	35.1	329
14	175921	5147.8662	10423.3459	1060.4	 605.4	2492	  901.5	 35.0	  898.5	 -1.6	243.86	14.96	5.16	18.73	2.91	39.50	0.50	33.5	35.2	330
14	180112	5147.8674	10423.3465	1059.1	 604.1	2595	  901.6	 35.0	  898.3	 -1.6	246.60	14.96	5.16	18.73	2.93	39.50	0.25	33.5	35.1	331
14	180222	5147.8645	10423.3409	1061.4	 606.4	2491	  901.5	 35.0	  898.5	 -1.7	243.86	14.95	5.16	18.73	2.87	39.50	0.00	33.5	35.2	332
14	180322	5147.8593	10423.3352	1063.0	 608.0	2533	  901.3	 35.1	  898.3	 -1.6	241.12	14.96	5.16	18.73	2.87	39.50	0.00	33.5	35.2	333
14	180422	5147.8567	10423.3369	1062.3	 607.3	2537	  901.3	 35.1	  898.3	 -1.6	241.12	14.96	5.16	18.73	2.87	39.50	0.25	33.5	35.3	334
14	180623	5147.8576	10423.3387	1062.7	 607.7	2535	  901.3	 35.1	  898.2	 -1.6	235.64	14.96	5.16	18.73	2.90	39.25	0.00	33.5	35.2	335
14	180723	5147.8576	10423.3467	1062.3	 607.3	2617	  901.4	 35.1	  898.3	 -1.7	232.90	14.96	5.16	18.73	2.87	39.75	0.50	33.5	35.2	336
14	180823	5147.8616	10423.3437	1062.3	 607.3	2544	  901.4	 35.1	  898.4	 -1.7	230.16	14.96	5.17	18.72	2.93	40.00	0.50	33.6	35.4	337
14	180923	5147.8631	10423.3409	1060.8	 605.8	2510	  901.5	 35.1	  898.5	 -1.7	227.42	14.96	5.16	18.72	2.90	40.00	0.25	33.6	35.3	338
14	181124	5147.8568	10423.3401	1062.6	 607.6	2533	  901.5	 35.2	  898.3	 -1.7	227.42	14.96	5.16	18.73	2.91	40.25	0.25	33.5	35.3	339
14	181224	5147.8552	10423.3433	1063.4	 608.4	2556	  901.4	 35.2	  898.2	 -1.7	227.42	14.95	5.16	18.72	2.93	39.75	0.25	33.6	35.3	340
14	181324	5147.8528	10423.3360	1063.1	 608.1	2431	  901.3	 35.2	  898.3	 -1.7	221.94	14.96	5.16	18.73	2.93	39.50	0.50	33.6	35.3	341
14	181424	5147.8567	10423.3364	1063.4	 608.4	2390	  901.4	 35.2	  898.2	 -1.6	219.20	14.95	5.16	18.72	2.88	39.50	0.25	33.7	35.4	342
14	181625	5147.8485	10423.3346	1065.2	 610.2	2412	  901.3	 35.2	  898.0	 -1.7	219.20	14.96	5.16	18.72	2.93	40.00	0.25	33.6	35.3	343
14	181725	5147.8480	10423.3384	1065.0	 610.0	2482	  901.3	 35.3	  898.2	 -1.7	216.46	14.96	5.16	18.73	2.88	40.00	0.25	33.7	35.4	344
14	181825	5147.8451	10423.3263	1063.5	 608.5	2279	  901.1	 35.3	  898.0	 -1.7	208.24	14.95	5.16	18.73	2.87	40.00	0.25	33.6	35.4	345
14	181925	5147.8478	10423.3401	1065.1	 610.1	2448	  901.3	 35.3	  898.1	 -1.7	208.24	14.96	5.16	18.73	2.88	40.00	0.25	33.7	35.3	346
14	182126	5147.8486	10423.3417	1064.9	 609.9	2524	  901.4	 35.3	  898.3	 -1.7	202.76	14.96	5.16	18.73	2.93	40.25	0.25	33.6	35.4	347
14	182226	5147.8519	10423.3420	1063.6	 608.6	2508	  901.4	 35.3	  898.3	 -1.7	205.50	14.96	5.16	18.72	2.87	39.75	0.25	33.6	35.4	348
14	182326	5147.8516	10423.3262	1065.6	 610.6	2348	  901.3	 35.3	  898.2	 -1.7	197.28	14.96	5.16	18.72	2.87	40.00	0.25	33.7	35.4	349
14	182426	5147.8444	10423.3224	1065.3	 610.3	2176	  901.3	 35.3	  898.0	 -1.7	205.50	14.96	5.16	18.72	2.91	40.00	0.25	33.6	35.4	350
14	182627	5147.8511	10423.3316	1065.1	 610.1	2287	  901.4	 35.3	  898.2	 -1.7	200.02	14.96	5.16	18.73	2.93	40.25	0.25	33.7	35.4	351
14	182727	5147.8414	10423.3198	1066.7	 611.7	2132	  901.1	 35.3	  898.3	 -1.7	200.02	14.95	5.16	18.73	2.87	40.25	0.25	33.8	35.5	352
14	182827	5147.8374	10423.3331	1066.4	 611.4	2477	  901.2	 35.3	  898.3	 -1.7	194.54	14.96	5.16	18.73	2.90	40.25	0.25	33.7	35.4	353
14	182927	5147.8418	10423.3362	1066.0	 611.0	2415	  901.3	 35.4	  898.3	 -1.7	186.32	14.96	5.16	18.73	2.93	40.25	0.50	33.7	35.5	354
14	183128	5147.8513	10423.3401	1065.6	 610.6	2584	  901.4	 35.4	  898.4	 -1.7	186.32	14.95	5.16	18.73	2.85	40.00	0.50	33.7	35.5	355
14	183228	5147.8549	10423.3355	1065.2	 610.2	2407	  901.5	 35.4	  898.6	 -1.7	180.84	14.96	5.16	18.72	2.88	40.25	0.25	33.7	35.5	356
14	183328	5147.8462	10423.3437	1067.8	 612.8	2548	  901.4	 35.4	  898.2	 -1.7	191.80	14.96	5.16	18.72	2.93	40.00	0.25	33.7	35.5	357
14	183428	5147.8520	10423.3417	1064.5	 609.5	2429	  901.4	 35.4	  898.1	 -1.7	191.80	14.96	5.16	18.73	2.91	39.75	0.25	33.7	35.5	358
14	183629	5147.8468	10423.3432	1065.6	 610.6	2477	  901.4	 35.4	  898.2	 -1.7	197.28	14.96	5.16	18.72	2.94	40.00	0.50	33.8	35.5	359
14	183729	5147.8513	10423.3451	1065.5	 610.5	2441	  901.4	 35.4	  898.3	 -1.7	186.32	14.96	5.17	18.72	2.93	40.00	0.25	33.8	35.5	360
14	183829	5147.8514	10423.3423	1065.8	 610.8	2451	  901.5	 35.4	  898.3	 -1.7	191.80	14.95	5.17	18.72	2.90	39.75	0.25	33.7	35.5	361
14	183929	5147.8512	10423.3459	1064.7	 609.7	2503	  901.4	 35.4	  898.3	 -1.7	186.32	14.96	5.16	18.73	2.88	40.25	0.00	33.7	35.5	362
14	184130	5147.8510	10423.3496	1064.6	 609.6	2579	  901.5	 35.4	  898.4	 -1.7	191.80	14.96	5.16	18.73	2.88	40.25	0.25	33.8	35.5	363
14	184230	5147.8545	10423.3494	1063.9	 608.9	2601	  901.5	 35.4	  898.6	 -1.7	189.06	14.95	5.17	18.73	2.90	40.00	0.25	33.8	35.6	364
14	184330	5147.8562	10423.3481	1065.0	 610.0	2524	  901.5	 35.4	  898.5	 -1.6	194.54	14.96	5.16	18.72	2.88	40.00	0.25	33.9	35.6	365
14	184440	5147.8601	10423.3459	1065.1	 610.1	2515	  901.6	 35.4	  898.5	 -1.7	194.54	14.95	5.17	18.72	2.91	40.25	0.25	33.8	35.5	366
14	184631	5147.8551	10423.3419	1065.2	 610.2	2515	  901.5	 35.5	  898.6	 -1.6	208.24	14.96	5.17	18.73	2.90	40.00	0.25	33.9	35.6	367
14	184731	5147.8593	10423.3358	1064.6	 609.6	2520	  901.6	 35.5	  898.7	 -1.6	202.76	14.96	5.16	18.72	2.93	40.25	0.50	33.9	35.6	368
14	184841	5147.8548	10423.3422	1065.6	 610.6	2431	  901.6	 35.5	  898.6	 -1.6	194.54	14.95	5.16	18.73	2.91	40.00	0.25	33.9	35.6	369
14	184941	5147.8469	10423.3425	1067.2	 612.2	2522	  901.4	 35.5	  898.2	 -1.7	200.02	14.96	5.16	18.72	2.88	40.00	0.00	33.9	35.6	370
14	185132	5147.8516	10423.3492	1067.2	 612.2	2622	  901.7	 35.6	  898.5	 -1.7	194.54	14.96	5.16	18.73	2.90	40.50	0.50	33.9	35.6	371
14	185242	5147.8565	10423.3375	1065.5	 610.5	2556	  901.6	 35.6	  898.4	 -1.7	197.28	14.96	5.16	18.72	2.93	40.25	0.25	33.9	35.6	372
14	185342	5147.8541	10423.3365	1066.7	 611.7	2453	  901.5	 35.6	  898.2	 -1.7	194.54	14.96	5.16	18.73	2.90	40.50	0.50	33.9	35.7	373
14	185442	5147.8550	10423.3525	1066.1	 611.1	2619	  901.6	 35.6	  898.5	 -1.7	189.06	14.96	5.17	18.72	2.91	40.50	-0.25	33.9	35.6	374
14	185634	5147.8581	10423.3435	1066.2	 611.2	2559	  901.7	 35.6	  898.3	 -1.7	191.80	14.96	5.17	18.72	2.90	40.25	0.25	33.9	35.8	375
14	185734	5147.8551	10423.3323	1066.3	 611.3	2335	  901.6	 35.6	  898.5	 -1.7	194.54	14.96	5.16	18.72	2.88	40.50	0.25	34.0	35.7	376
14	185834	5147.8511	10423.3374	1067.6	 612.6	2463	  901.4	 35.6	  898.4	 -1.7	191.80	14.96	5.17	18.73	2.90	40.25	0.50	34.0	35.8	377
14	185934	5147.8475	10423.3380	1068.1	 613.1	2463	  901.5	 35.6	  898.1	 -1.7	186.32	14.96	5.16	18.72	2.88	40.25	0.25	33.9	35.7	378
14	190145	5147.8456	10423.3273	1069.1	 614.1	2363	  901.4	 35.6	  898.2	 -1.7	186.32	14.95	5.17	18.72	2.91	40.25	0.25	33.9	35.8	379
14	190245	5147.8424	10423.3364	1072.7	 617.7	2443	  901.4	 35.7	  898.1	 -1.7	180.84	14.96	5.16	18.72	2.98	40.50	0.25	34.0	35.8	380
14	190345	5147.8396	10423.3328	1072.0	 617.0	2370	  901.3	 35.7	  898.0	 -1.7	175.36	14.96	5.16	18.73	2.90	40.25	0.25	34.0	35.7	381
14	190445	5147.8401	10423.3405	1070.5	 615.5	2472	  901.3	 35.7	  898.3	 -1.7	175.36	14.96	5.16	18.73	2.87	40.25	0.25	33.9	35.7	382
14	190646	5147.8495	10423.3398	1070.0	 615.0	2508	  901.5	 35.7	  898.4	 -1.7	169.88	14.96	5.16	18.71	2.94	40.25	0.25	34.0	35.7	383
14	190746	5147.8540	10423.3413	1069.0	 614.0	2448	  901.6	 35.7	  898.4	 -1.7	175.36	14.96	5.16	18.72	2.91	40.50	0.00	34.0	35.8	384
14	190846	5147.8534	10423.3395	1069.1	 614.1	2455	  901.5	 35.7	  898.4	 -1.7	175.36	14.96	5.16	18.73	2.90	40.25	0.25	34.0	35.8	385
14	190946	5147.8483	10423.3392	1069.6	 614.6	2422	  901.4	 35.7	  898.3	 -1.7	175.36	14.96	5.16	18.73	2.90	40.25	0.25	33.9	35.8	386
14	191147	5147.8451	10423.3274	1068.5	 613.5	2331	  901.4	 35.7	  898.2	 -1.8	169.88	14.96	5.16	18.72	2.93	40.50	0.50	34.0	35.8	387
14	191247	5147.8438	10423.3254	1067.7	 612.7	2313	  901.5	 35.7	  898.3	 -1.8	167.14	14.95	5.16	18.73	2.93	40.50	0.25	34.0	35.8	388
14	191347	5147.8489	10423.3337	1067.7	 612.7	2498	  901.5	 35.7	  898.4	 -1.8	158.92	14.96	5.16	18.73	2.91	40.25	0.25	34.1	35.8	389
14	191447	5147.8473	10423.3235	1068.0	 613.0	2354	  901.5	 35.7	  898.5	 -1.8	161.66	14.96	5.16	18.72	2.91	40.25	0.00	34.1	35.9	390
14	191648	5147.8488	10423.3252	1066.4	 611.4	2264	  901.6	 35.7	  898.6	 -1.8	161.66	14.96	5.17	18.72	2.88	40.50	0.50	34.0	35.8	391
14	191748	5147.8485	10423.3233	1066.5	 611.5	2148	  901.5	 35.7	  898.5	 -1.8	164.40	14.96	5.16	18.73	2.94	40.50	0.25	34.1	35.8	392
14	191848	5147.8495	10423.3223	1066.7	 611.7	2341	  901.5	 35.7	  898.6	 -1.8	161.66	14.96	5.16	18.72	2.88	40.25	0.25	34.0	35.8	393
14	191948	5147.8458	10423.3263	1067.1	 612.1	2363	  901.6	 35.7	  898.4	 -1.8	158.92	14.96	5.17	18.73	2.93	40.25	0.00	34.1	35.9	394
14	192149	5147.8451	10423.3221	1067.1	 612.1	2275	  901.5	 35.8	  898.5	 -1.8	158.92	14.96	5.16	18.72	2.96	40.50	0.25	34.1	35.8	395
14	192612	5147.8462	10423.3133	1066.5	 611.5	2213	  901.5	 35.7	  898.4	 -1.9	156.18	14.96	5.15	18.73	2.91	40.50	0.00	34.1	35.7	396
14	192712	5147.8471	10423.3189	1065.7	 610.7	2325	  901.5	 35.7	  898.4	 -1.9	153.44	14.96	5.16	18.73	2.90	40.25	0.00	34.0	35.8	397
14	192812	5147.8457	10423.3180	1066.7	 611.7	2235	  901.4	 35.7	  898.5	 -1.9	156.18	14.96	5.16	18.72	2.90	40.25	0.25	34.1	35.8	398
14	192912	5147.8429	10423.3259	1066.5	 611.5	2377	  901.4	 35.7	  898.3	 -1.8	150.70	14.96	5.16	18.72	2.90	40.50	0.00	34.1	35.9	399
14	193113	5147.8423	10423.3282	1068.3	 613.3	2319	  901.4	 35.7	  898.3	 -1.8	156.18	14.96	5.16	18.72	2.90	40.50	0.25	34.1	35.9	400
14	193213	5147.8412	10423.3198	1068.1	 613.1	2201	  901.4	 35.8	  898.4	 -1.9	153.44	14.96	5.16	18.72	2.87	40.75	0.25	34.1	35.8	401
14	193313	5147.8406	10423.3263	1067.0	 612.0	2316	  901.5	 35.8	  898.5	 -1.8	150.70	14.96	5.16	18.73	2.87	40.25	0.25	34.1	35.9	402
14	193413	5147.8451	10423.3188	1067.6	 612.6	2279	  901.4	 35.8	  898.4	 -1.9	147.96	14.96	5.16	18.73	2.87	40.50	0.00	34.2	35.9	403
14	193614	5147.8390	10423.3207	1067.7	 612.7	2305	  901.4	 35.8	  898.3	 -1.9	145.22	14.96	5.16	18.74	2.90	40.50	0.00	34.1	35.9	404
14	193714	5147.8376	10423.3103	1068.6	 613.6	2125	  901.4	 35.8	  898.4	 -1.9	145.22	14.96	5.17	18.73	2.91	40.00	0.25	34.1	35.9	405
14	193814	5147.8392	10423.3124	1067.0	 612.0	2144	  901.4	 35.8	  898.5	 -1.9	142.48	14.96	5.16	18.72	2.94	40.50	0.00	34.1	35.8	406
14	193914	5147.8390	10423.3124	1067.0	 612.0	2159	  901.5	 35.8	  898.3	 -1.9	139.74	14.96	5.16	18.72	2.96	40.75	0.00	34.0	35.8	407
14	194115	5147.8384	10423.3133	1067.2	 612.2	2163	  901.4	 35.8	  898.5	 -1.9	139.74	14.97	5.17	18.72	3.01	40.25	0.00	34.1	35.9	408
14	194215	5147.8380	10423.3133	1067.3	 612.3	2097	  901.5	 35.8	  898.5	 -1.9	134.26	14.96	5.17	18.72	2.91	40.75	0.00	34.1	35.9	409
14	194315	5147.8376	10423.3133	1067.3	 612.3	2060	  901.5	 35.8	  898.7	 -1.9	131.52	14.96	5.17	18.72	2.91	40.25	0.00	34.0	35.8	410
14	194415	5147.8372	10423.3135	1067.5	 612.5	2065	  899.8	 35.8	  896.8	 -1.9	150.70	14.95	5.16	18.73	2.93	40.25	0.00	34.1	35.8	411
14	194616	5147.8367	10423.3134	1069.8	 614.8	2051	  895.4	 35.8	  892.6	 -1.9	186.32	14.96	5.16	18.73	2.90	40.25	-0.25	34.0	35.9	412
14	194716	5147.8366	10423.3125	1071.1	 616.1	2053	  895.6	 35.8	  892.9	 -2.0	189.06	14.96	5.15	18.73	2.96	40.25	0.00	34.1	35.9	413
14	194816	5147.8370	10423.3109	1073.8	 618.8	2023	  895.5	 35.8	  892.6	 -2.1	189.06	14.96	5.17	18.73	2.91	40.50	0.00	34.1	35.9	414
14	194916	5147.8371	10423.3096	1075.1	 620.1	1969	  895.4	 35.8	  892.8	 -2.1	194.54	14.96	5.17	18.73	2.91	40.50	0.25	34.1	35.9	415
14	195117	5147.8376	10423.3077	1080.0	 625.0	1969	  895.5	 35.8	  892.6	 -2.2	202.76	14.95	5.17	18.73	2.91	40.50	-0.25	34.1	35.9	416
14	195217	5147.8382	10423.3069	1084.4	 629.4	2033	  895.5	 35.8	  892.7	 -2.2	202.76	14.95	5.17	18.73	2.87	40.50	-0.25	34.1	35.9	417
14	195317	5147.8386	10423.3060	1087.4	 632.4	1990	  895.5	 35.8	  892.7	 -2.1	205.50	14.96	5.16	18.73	2.90	40.50	0.00	34.1	36.0	418
14	195427	5147.8393	10423.3052	1089.7	 634.7	2033	  895.6	 35.8	  892.7	 -2.2	205.50	14.95	5.17	18.73	2.94	40.75	-0.50	34.1	35.9	419
14	195618	5147.8408	10423.3035	1093.2	 638.2	2012	  895.6	 35.8	  892.8	 -2.1	213.72	14.96	5.16	18.72	2.93	40.50	-0.25	34.1	35.8	420
14	195718	5147.8413	10423.3028	1094.4	 639.4	1989	  895.6	 35.9	  892.8	 -2.1	205.50	14.96	5.16	18.72	2.90	40.25	-0.50	34.1	36.1	421
14	195828	5147.8416	10423.3025	1095.2	 640.2	2018	  895.6	 35.9	  892.8	 -2.1	210.98	14.96	5.17	18.73	2.94	40.50	0.00	34.1	36.0	422
14	195928	5147.8418	10423.3021	1095.9	 640.9	2002	  895.5	 35.9	  892.8	 -2.1	210.98	14.96	5.16	18.72	2.90	40.50	-0.25	34.1	35.9	423
14	200119	5147.8422	10423.3017	1097.1	 642.1	1997	  895.5	 35.9	  892.7	 -2.1	208.24	14.96	5.16	18.72	2.90	40.75	-0.50	34.2	35.9	424
14	200229	5147.8425	10423.3017	1098.0	 643.0	2042	  895.5	 35.9	  892.7	 -2.2	208.24	14.96	5.16	18.72	2.87	40.50	0.00	34.2	36.0	425
14	200329	5147.8427	10423.3015	1098.7	 643.7	2067	  895.5	 35.9	  892.9	 -2.1	208.24	14.96	5.17	18.72	2.91	40.75	-0.50	34.2	35.9	426
14	200429	5147.8429	10423.3015	1099.4	 644.4	2046	  895.5	 35.9	  892.7	 -2.2	202.76	14.96	5.16	18.71	2.87	40.50	-0.25	34.2	35.9	427
14	200630	5147.8432	10423.3023	1100.9	 645.9	2090	  895.5	 35.9	  892.9	 -2.2	197.28	14.96	5.17	18.70	2.93	40.50	-0.25	34.2	35.9	428
14	200730	5147.8432	10423.3029	1101.5	 646.5	2100	  895.4	 35.9	  892.6	 -2.2	189.06	14.96	5.16	18.71	2.91	40.25	0.00	34.1	36.1	429
14	200830	5147.8433	10423.3035	1102.1	 647.1	2116	  895.6	 35.9	  892.6	 -2.2	183.58	14.95	5.16	18.71	2.91	41.00	0.00	34.2	36.0	430
14	200930	5147.8433	10423.3040	1102.7	 647.7	2118	  895.5	 35.9	  892.6	 -2.2	183.58	14.96	5.16	18.70	2.93	40.50	-0.25	34.2	36.0	431
14	201131	5147.8432	10423.3046	1104.0	 649.0	2074	  895.4	 35.9	  892.9	 -2.3	178.10	14.96	5.16	18.71	2.88	40.25	-0.25	34.2	36.0	432
14	201231	5147.8432	10423.3053	1104.6	 649.6	2133	  895.6	 35.9	  892.4	 -2.3	172.62	14.96	5.16	18.71	2.90	40.75	-0.25	34.2	35.9	433
14	201331	5147.8432	10423.3060	1105.1	 650.1	2133	  895.6	 35.9	  892.8	 -2.3	175.36	14.96	5.16	18.70	2.90	40.75	-0.25	34.2	36.0	434
14	201431	5147.8432	10423.3072	1105.7	 650.7	2217	  895.5	 35.9	  892.7	 -2.3	167.14	14.95	5.16	18.70	2.90	40.75	-0.50	34.2	36.0	435
14	201632	5147.8428	10423.3086	1106.5	 651.5	2192	  895.4	 35.9	  892.6	 -2.3	161.66	14.96	5.16	18.70	2.94	40.75	-0.50	34.3	36.0	436
14	201732	5147.8424	10423.3090	1107.0	 652.0	2180	  895.4	 35.9	  892.3	 -2.3	158.92	14.96	5.17	18.70	2.88	40.50	-0.25	34.2	35.9	437
14	201832	5147.8420	10423.3094	1107.4	 652.4	2148	  895.5	 35.9	  892.3	 -2.3	153.44	14.96	5.16	18.69	2.96	40.50	-0.25	34.1	35.9	438
14	201932	5147.8418	10423.3098	1107.8	 652.8	2153	  895.4	 35.9	  892.4	 -2.3	147.96	14.96	5.16	18.70	2.96	40.50	-0.25	34.2	36.0	439
14	202133	5147.8419	10423.3108	1108.6	 653.6	2192	  895.4	 35.9	  892.7	 -2.3	139.74	14.95	5.16	18.70	2.90	40.75	-0.50	34.1	36.1	440
14	202233	5147.8421	10423.3111	1109.0	 654.0	2199	  895.5	 35.9	  892.8	 -2.3	139.74	14.96	5.16	18.70	2.87	40.75	-0.50	34.2	36.0	441
14	202333	5147.8424	10423.3115	1109.4	 654.4	2188	  895.5	 35.9	  892.7	 -2.3	147.96	14.96	5.16	18.70	2.87	40.50	-0.75	34.2	36.0	442
14	202433	5147.8423	10423.3117	1109.9	 654.9	2196	  895.4	 35.9	  892.7	 -2.3	147.96	14.96	5.16	18.70	2.91	40.50	-0.25	34.3	36.0	443
14	202634	5147.8422	10423.3126	1110.9	 655.9	2155	  895.5	 35.9	  892.6	 -2.3	145.22	14.95	5.16	18.68	2.94	40.50	-0.50	34.2	35.9	444
14	202734	5147.8422	10423.3134	1111.3	 656.3	2231	  895.6	 35.9	  892.8	 -2.3	142.48	14.96	5.16	18.68	2.91	41.25	-0.50	34.2	36.0	445
14	202834	5147.8424	10423.3141	1111.7	 656.7	2264	  895.5	 35.9	  892.7	 -2.3	139.74	14.96	5.16	18.68	2.91	40.75	-0.50	34.2	36.0	446
14	202934	5147.8424	10423.3146	1112.0	 657.0	2228	  895.5	 35.9	  892.8	 -2.3	139.74	14.96	5.16	18.67	2.93	40.50	-0.50	34.2	36.0	447
14	203135	5147.8433	10423.3158	1112.7	 657.7	2228	  895.5	 35.9	  892.7	 -2.3	142.48	14.96	5.16	18.67	2.91	40.50	-0.75	34.2	36.0	448
14	203235	5147.8495	10423.3113	1112.8	 657.8	2246	  895.7	 35.9	  893.0	 -2.3	147.96	14.96	5.17	18.67	2.90	40.75	-0.50	34.1	36.0	449
14	203335	5147.8550	10423.3103	1113.8	 658.8	2224	  895.7	 35.9	  892.9	 -2.3	150.70	14.95	5.16	18.65	2.91	40.75	-0.75	34.1	36.1	450
14	203435	5147.8597	10423.3122	1116.8	 661.8	2257	  895.7	 35.9	  893.1	 -2.2	156.18	14.95	5.17	18.66	2.90	41.00	-0.50	34.2	36.0	451
14	203636	5147.8610	10423.3132	1117.4	 662.4	2246	  895.8	 36.0	  893.2	 -2.1	161.66	14.96	5.16	18.66	2.88	40.75	-0.50	34.2	36.1	452
14	203736	5147.8614	10423.3137	1117.4	 662.4	2290	  895.9	 36.0	  893.2	 -2.1	172.62	14.95	5.16	18.66	2.90	40.75	-0.50	34.4	36.0	453
14	203836	5147.8617	10423.3142	1117.3	 662.3	2309	  895.9	 36.0	  893.0	 -2.0	178.10	14.96	5.16	18.65	2.93	40.50	-0.50	34.3	36.0	454
14	203936	5147.8617	10423.3145	1117.4	 662.4	2279	  895.8	 36.0	  893.0	 -2.0	178.10	14.95	5.16	18.65	2.90	40.50	-0.25	34.3	36.1	455
14	204137	5147.8615	10423.3280	1116.7	 661.7	2427	  895.8	 36.0	  893.1	 -2.0	183.58	14.96	5.16	18.65	2.91	40.50	-0.50	34.3	36.1	456
14	204237	5147.8646	10423.3301	1116.7	 661.7	2351	  895.8	 36.0	  893.1	 -2.0	183.58	14.95	5.16	18.65	2.93	41.00	-0.50	34.3	36.1	457
14	204337	5147.8650	10423.3325	1117.1	 662.1	2395	  895.9	 36.0	  893.4	 -2.0	186.32	14.96	5.16	18.66	2.90	40.75	-0.50	34.3	36.1	458
14	204447	5147.8622	10423.3393	1117.5	 662.5	2383	  895.9	 36.0	  893.1	 -2.0	186.32	14.96	5.16	18.66	2.91	40.75	-0.50	34.3	36.2	459
14	204638	5147.8615	10423.3380	1118.3	 663.3	2407	  895.9	 36.1	  893.0	 -2.0	189.06	14.96	5.17	18.66	2.90	40.75	-0.25	34.3	36.1	460
14	204738	5147.8623	10423.3496	1117.5	 662.5	2508	  895.9	 36.1	  893.1	 -2.0	186.32	14.96	5.16	18.65	2.91	40.75	-0.50	34.4	36.1	461
14	204848	5147.8587	10423.3333	1118.9	 663.9	2434	  895.8	 36.1	  893.0	 -2.0	194.54	14.96	5.17	18.65	2.90	41.00	-0.25	34.4	36.1	462
14	204948	5147.8580	10423.3371	1119.3	 664.3	2410	  895.8	 36.1	  893.1	 -2.0	189.06	14.96	5.16	18.65	2.88	40.75	-0.50	34.4	36.1	463
