date	time	N	E	H	H-455	compass	P_hpa0	T0,C	P_hpa1	T1,C	dP,kpa	U15,V	U5,V	Uac,V	I,A	Tpow,C	Tmos,C	Bot,C	Top,C
13	142624	5147.7754	10423.4374	 876.2	 421.2	1835	  914.8	 22.9	  913.8	  1.0	528.82	14.97	5.15	18.73	2.91	28.00	1.50	21.3	22.3	64
13	142724	5147.7673	10423.4286	 874.7	 419.7	1833	  914.9	 22.9	  913.8	  1.0	520.60	14.97	5.15	18.74	2.85	28.25	1.50	21.3	22.4	65
13	142824	5147.7688	10423.4280	 878.2	 423.2	1661	  914.7	 23.0	  914.1	  1.1	531.56	14.97	5.15	18.74	2.87	28.25	1.50	21.4	22.4	66
13	142934	5147.7774	10423.4520	 881.1	 426.1	1640	  914.2	 23.0	  913.5	  1.0	545.26	14.97	5.15	18.74	2.93	28.75	1.75	21.4	22.4	67
13	143125	5147.7773	10423.4430	 910.1	 455.1	1702	  910.4	 23.1	  909.6	  1.1	594.58	14.97	5.16	18.74	2.88	28.75	1.50	21.5	22.5	68
13	143225	5147.7809	10423.4627	 921.1	 466.1	1706	  909.1	 23.1	  908.4	  1.1	600.06	14.96	5.15	18.75	2.90	28.25	1.75	21.6	22.6	69
13	143335	5147.7800	10423.4625	 939.3	 484.3	1465	  907.3	 23.1	  906.6	  1.1	654.86	14.97	5.15	18.75	2.85	28.50	2.00	21.5	22.8	70
13	143435	5147.7811	10423.4762	 939.7	 484.7	1389	  907.6	 23.2	  906.7	  1.0	632.94	14.97	5.15	18.74	2.91	28.50	1.75	21.6	22.7	71
13	143626	5147.7808	10423.4558	 946.8	 491.8	1536	  906.4	 23.2	  905.9	  1.0	654.86	14.97	5.16	18.74	2.88	28.50	2.00	21.7	22.7	72
13	143736	5147.7760	10423.4669	 942.0	 487.0	1727	  907.3	 23.3	  906.7	  1.0	632.94	14.96	5.16	18.74	2.87	28.50	1.75	21.8	22.7	73
13	143836	5147.7835	10423.4749	 941.4	 486.4	1660	  907.4	 23.3	  906.6	  1.0	668.56	14.97	5.16	18.74	2.88	28.75	2.00	21.9	24.7	74
13	143936	5147.7891	10423.4747	 942.6	 487.6	1538	  907.3	 23.4	  906.5	  1.0	652.12	14.97	5.16	18.74	2.88	28.75	2.00	21.8	22.9	75
13	144137	5147.7890	10423.4847	 937.8	 482.8	1464	  907.9	 23.5	  907.2	  1.1	635.68	14.97	5.16	18.74	2.91	28.75	2.00	21.8	23.0	76
13	144237	5147.7914	10423.4720	 945.7	 490.7	1712	  906.9	 23.5	  906.4	  1.1	646.64	14.97	5.15	18.74	2.88	28.75	2.50	22.0	22.9	77
13	144337	5147.7908	10423.4885	 938.9	 483.9	1423	  907.7	 23.5	  907.4	  1.2	663.08	14.97	5.15	18.74	2.87	28.75	2.50	22.0	23.0	78
13	144437	5147.8000	10423.4860	 941.4	 486.4	1372	  907.5	 23.6	  907.3	  1.3	652.12	14.96	5.16	18.75	2.88	29.00	2.25	22.1	23.1	79
13	144638	5147.7870	10423.4817	 939.8	 484.8	1704	  907.4	 23.6	  907.0	  1.5	665.82	14.97	5.15	18.75	2.84	29.00	2.25	22.1	23.1	80
13	144738	5147.7831	10423.4681	 944.2	 489.2	1444	  907.1	 23.7	  907.0	  1.6	630.20	14.96	5.15	18.75	2.90	29.00	2.25	22.2	23.2	81
13	144838	5147.7892	10423.4729	 943.7	 488.7	1615	  907.0	 23.7	  907.1	  1.6	632.94	14.97	5.15	18.74	2.94	29.00	2.25	22.2	23.1	82
13	144938	5147.8038	10423.4882	 939.5	 484.5	1573	  907.4	 23.8	  907.5	  1.7	627.46	14.97	5.16	18.75	2.87	29.00	2.50	22.3	23.2	83
13	145139	5147.8092	10423.4784	 944.0	 489.0	1472	  906.9	 23.9	  907.3	  2.0	649.38	14.97	5.16	18.74	2.87	29.00	2.75	22.3	23.3	84
13	145239	5147.8073	10423.4727	 948.9	 493.9	1220	  906.8	 23.9	  906.9	  2.1	674.04	14.97	5.15	18.75	2.90	29.25	3.00	22.4	23.4	85
13	145339	5147.7862	10423.4629	 949.9	 494.9	1746	  906.5	 24.0	  906.5	  2.1	668.56	14.96	5.15	18.75	2.85	29.25	2.75	22.4	23.3	86
13	145439	5147.7905	10423.4588	 955.4	 500.4	1545	  906.9	 24.0	  906.8	  2.1	671.30	14.97	5.15	18.75	2.90	29.50	2.75	22.6	23.5	87
13	145640	5147.7870	10423.4696	 949.2	 494.2	1459	  907.0	 24.1	  907.0	  2.0	646.64	14.97	5.15	18.74	2.88	29.25	2.75	22.6	23.7	88
13	145740	5147.7757	10423.4569	 951.8	 496.8	1890	  906.3	 24.1	  906.5	  2.0	652.12	14.97	5.15	18.75	2.90	29.25	2.75	22.7	23.6	89
13	150213	5147.7575	10423.4467	 947.7	 492.7	1895	  907.4	 24.3	  907.4	  2.0	608.28	14.97	5.15	18.75	2.87	29.50	3.00	22.9	23.8	90
13	150313	5147.7942	10423.4654	 953.7	 498.7	1647	  906.8	 24.4	  906.8	  2.0	616.50	14.97	5.16	18.74	2.91	29.50	3.25	22.9	23.9	91
13	150413	5147.7830	10423.4554	 952.5	 497.5	1467	  906.6	 24.4	  906.7	  2.0	646.64	14.97	5.15	18.74	2.91	29.75	3.00	22.9	23.9	92
13	150513	5147.7930	10423.4689	 951.0	 496.0	1317	  906.9	 24.4	  906.8	  1.9	657.60	14.97	5.15	18.75	2.93	29.50	3.25	23.0	23.9	93
13	150714	5147.7778	10423.4572	 951.6	 496.6	1873	  907.2	 24.5	  907.2	  2.0	649.38	14.96	5.16	18.74	2.87	29.75	3.25	23.0	24.1	94
13	150814	5147.7752	10423.4794	 944.8	 489.8	1905	  907.8	 24.6	  908.0	  2.1	567.18	14.97	5.16	18.73	3.02	29.75	3.25	23.1	24.0	95
13	150914	5147.7983	10423.4769	 950.1	 495.1	1519	  907.2	 24.6	  907.0	  2.1	600.06	14.96	5.15	18.74	2.85	30.00	3.25	23.1	24.0	96
13	151024	5147.7842	10423.4770	 951.2	 496.2	1675	  907.6	 24.6	  907.6	  2.1	624.72	14.96	5.16	18.75	2.91	30.00	3.25	23.1	23.9	97
13	151215	5147.7761	10423.4565	 953.2	 498.2	1689	  906.8	 24.7	  906.8	  1.9	616.50	14.97	5.16	18.75	2.90	30.00	3.25	23.2	24.0	98
13	151315	5147.7872	10423.4730	 951.8	 496.8	1264	  907.2	 24.7	  907.4	  2.0	591.84	14.97	5.15	18.74	2.88	30.00	3.25	23.1	24.1	99
13	151425	5147.7929	10423.4904	 944.4	 489.4	1561	  908.0	 24.7	  907.8	  1.9	654.86	14.97	5.16	18.74	2.91	30.00	3.25	23.2	24.1	100
13	151525	5147.7735	10423.4537	 953.3	 498.3	1712	  906.9	 24.7	  907.0	  2.0	600.06	14.97	5.16	18.75	2.84	30.00	3.50	23.2	24.1	101
13	151716	5147.7860	10423.4814	 945.5	 490.5	1528	  907.8	 24.8	  907.6	  2.0	597.32	14.97	5.15	18.75	2.87	30.00	3.25	23.2	24.1	102
13	151826	5147.7927	10423.4753	 949.5	 494.5	1525	  907.3	 24.8	  907.0	  2.0	646.64	14.97	5.16	18.74	2.90	30.25	3.25	23.3	24.1	103
13	151926	5147.7406	10423.4339	 943.7	 488.7	1643	  907.8	 24.8	  907.7	  1.9	583.62	14.96	5.16	18.74	2.96	30.25	3.75	23.2	24.1	104
13	152026	5147.7639	10423.4599	 947.4	 492.4	1528	  907.6	 24.8	  907.2	  1.7	564.44	14.97	5.16	18.75	2.88	30.00	3.25	23.2	24.1	105
13	152227	5147.7846	10423.4735	 949.9	 494.9	1535	  907.5	 24.8	  907.0	  1.4	624.72	14.97	5.16	18.74	2.88	30.25	3.50	23.2	24.1	106
13	152327	5147.7773	10423.4773	 945.8	 490.8	1607	  907.8	 24.8	  907.1	  1.3	586.36	14.96	5.16	18.75	2.90	30.25	3.25	23.2	24.1	107
13	152427	5147.7589	10423.4227	 957.8	 502.8	1600	  906.7	 24.8	  905.7	  1.1	583.62	14.97	5.16	18.75	2.88	30.25	3.25	23.3	24.1	108
13	152527	5147.7543	10423.4581	 944.5	 489.5	1458	  908.1	 24.8	  907.4	  1.0	545.26	14.97	5.16	18.75	2.91	30.00	3.50	23.2	24.2	109
13	152728	5147.7745	10423.4700	 946.0	 491.0	1220	  907.6	 24.9	  906.6	  1.0	550.74	14.96	5.16	18.75	2.87	30.25	3.00	23.2	24.3	110
13	152828	5147.7632	10423.4389	 957.2	 502.2	2139	  906.9	 24.9	  906.3	  1.1	558.96	14.96	5.16	18.75	2.90	30.25	3.25	23.3	24.2	111
13	152928	5147.7593	10423.4620	 946.8	 491.8	2199	  908.1	 24.9	  907.4	  1.1	550.74	14.97	5.15	18.75	2.85	30.25	3.00	23.3	24.3	112
13	153028	5147.7731	10423.4836	 942.3	 487.3	1276	  908.3	 24.9	  907.6	  1.1	506.90	14.96	5.15	18.75	2.85	30.50	3.25	23.3	24.2	113
13	153229	5147.7322	10423.4273	 941.6	 486.6	1871	  908.4	 24.9	  907.7	  0.9	523.34	14.96	5.15	18.75	2.90	30.25	3.00	23.4	24.2	114
13	153329	5147.7556	10423.4450	 947.8	 492.8	1776	  907.9	 24.9	  907.1	  0.8	506.90	14.97	5.15	18.75	2.90	30.50	3.25	23.4	24.2	115
13	153429	5147.7521	10423.4412	 949.5	 494.5	1932	  907.4	 24.9	  906.5	  0.8	531.56	14.97	5.16	18.75	2.90	30.25	2.75	23.3	24.2	116
13	153529	5147.7652	10423.4639	 946.4	 491.4	2150	  907.3	 24.9	  906.8	  0.8	512.38	14.97	5.15	18.75	2.87	30.25	3.00	23.3	26.1	117
13	153730	5147.7521	10423.4470	 946.4	 491.4	1490	  907.9	 24.9	  907.0	  0.8	531.56	14.97	5.15	18.74	2.98	30.25	2.50	23.3	24.2	118
13	153830	5147.7572	10423.4322	 955.5	 500.5	1746	  906.8	 24.9	  906.2	  1.0	534.30	14.96	5.15	18.75	2.98	30.00	3.00	23.3	24.2	119
13	153930	5147.7645	10423.4340	 956.0	 501.0	1717	  906.7	 24.9	  906.0	  1.0	517.86	14.97	5.16	18.75	2.88	30.50	2.75	23.3	24.2	120
13	154030	5147.7664	10423.4615	 947.3	 492.3	2083	  907.8	 24.9	  906.9	  1.0	509.64	14.97	5.16	18.75	2.90	30.25	3.00	23.3	24.2	121
13	154231	5147.7413	10423.4263	 947.1	 492.1	2094	  907.6	 24.9	  907.0	  1.0	526.08	14.97	5.15	18.75	2.88	30.25	3.00	23.3	24.2	122
13	154331	5147.7269	10423.4211	 938.7	 483.7	1616	  908.5	 24.9	  907.7	  0.8	446.62	14.97	5.16	18.74	2.85	30.25	3.00	23.2	24.0	123
13	154431	5147.7476	10423.4342	 946.5	 491.5	1590	  907.0	 24.8	  906.5	  0.4	542.52	14.97	5.16	18.74	2.88	30.25	3.00	23.2	24.0	124
13	154531	5147.7357	10423.3959	 953.3	 498.3	1651	  907.4	 24.8	  906.5	  0.2	468.54	14.97	5.15	18.74	2.93	30.25	2.75	23.3	23.9	125
13	154732	5147.7272	10423.4095	 944.6	 489.6	1775	  908.3	 24.7	  907.9	 -0.3	419.22	14.98	5.16	18.75	2.88	30.25	2.50	23.1	23.7	126
13	154832	5147.7156	10423.3725	 942.5	 487.5	1922	  908.5	 24.6	  907.5	 -0.7	427.44	14.97	5.15	18.76	2.91	30.00	2.25	23.0	23.6	127
13	154932	5147.7259	10423.3587	 948.0	 493.0	1421	  907.3	 24.6	  906.1	 -1.0	465.80	14.97	5.16	18.76	2.87	30.00	2.50	22.9	23.6	128
13	155032	5147.6937	10423.3383	 925.8	 470.8	1739	  909.9	 24.5	  908.5	 -1.2	430.18	14.97	5.16	18.75	2.85	30.25	2.25	22.8	23.4	129
13	155233	5147.6965	10423.3350	 926.5	 471.5	1961	  909.6	 24.3	  908.6	 -1.5	380.86	14.97	5.16	18.75	2.88	29.75	2.00	22.6	23.1	130
13	155333	5147.7091	10423.4095	 928.3	 473.3	1699	  910.2	 24.2	  909.6	 -1.6	347.98	14.97	5.16	18.75	2.99	30.00	2.00	22.5	23.0	131
13	155433	5147.7230	10423.3108	 950.0	 495.0	2412	  906.5	 24.1	  906.3	 -1.8	438.40	14.97	5.16	18.75	2.88	29.50	1.50	22.4	22.9	132
13	155543	5147.7033	10423.3803	 930.8	 475.8	1831	  909.2	 24.0	  908.9	 -1.8	391.82	14.97	5.16	18.74	2.99	29.75	1.75	22.2	22.8	133
13	155734	5147.7109	10423.3467	 939.1	 484.1	1727	  907.7	 23.8	  907.4	 -1.8	468.54	14.97	5.15	18.75	2.93	29.50	1.50	22.0	22.6	134
13	155834	5147.7050	10423.3326	 934.7	 479.7	1962	  908.4	 23.7	  908.1	 -1.8	460.32	14.97	5.16	18.75	2.88	29.25	1.25	21.9	22.4	135
13	155934	5147.7113	10423.3444	 940.2	 485.2	1557	  908.1	 23.6	  907.6	 -1.9	405.52	14.97	5.16	18.75	2.88	29.00	1.00	21.8	22.3	136
13	160034	5147.7075	10423.3558	 933.4	 478.4	2005	  908.5	 23.5	  907.8	 -1.8	427.44	14.97	5.15	18.75	2.90	29.25	1.25	21.7	22.2	137
13	160235	5147.7011	10423.3402	 932.4	 477.4	1937	  909.5	 23.3	  909.2	 -1.7	331.54	14.97	5.15	18.76	2.90	29.00	0.75	21.6	23.8	138
13	160335	5147.7101	10423.3248	 939.9	 484.9	2078	  908.2	 23.2	  907.5	 -1.9	383.60	14.97	5.16	18.75	2.88	29.00	0.75	21.4	21.8	139
13	160445	5147.7004	10423.3299	 931.7	 476.7	1840	  909.1	 23.1	  908.8	 -1.9	350.72	14.97	5.16	18.76	2.88	28.75	1.00	21.4	21.8	140
13	160545	5147.7141	10423.3402	 941.0	 486.0	2068	  908.0	 23.0	  907.5	 -1.9	353.46	14.97	5.16	18.75	2.87	28.75	0.75	21.3	21.7	141
13	160736	5147.7057	10423.3171	 935.1	 480.1	1901	  908.7	 22.8	  908.7	 -2.0	353.46	14.96	5.15	18.76	2.91	28.50	0.50	21.1	21.4	142
13	160846	5147.7044	10423.3275	 930.8	 475.8	1989	  908.9	 22.7	  908.4	 -2.0	391.82	14.96	5.15	18.76	2.85	28.50	0.50	21.1	21.4	143
13	160946	5147.7211	10423.3401	 948.0	 493.0	1720	  907.5	 22.7	  907.5	 -2.0	372.64	14.97	5.15	18.75	2.91	28.25	0.75	20.9	21.3	144
13	161046	5147.7120	10423.3503	 937.2	 482.2	1850	  908.3	 22.6	  908.2	 -2.1	326.06	14.96	5.15	18.74	2.98	28.25	0.50	20.8	21.2	145
13	161247	5147.7120	10423.3574	 936.5	 481.5	1789	  908.2	 22.4	  908.1	 -2.2	356.20	14.97	5.16	18.75	2.93	28.00	0.25	20.7	21.0	146
13	161347	5147.7074	10423.3494	 936.3	 481.3	1897	  908.5	 22.3	  908.4	 -2.2	375.38	14.97	5.15	18.75	2.87	28.25	0.50	20.6	21.0	147
13	161447	5147.7142	10423.3465	 939.9	 484.9	1875	  908.0	 22.3	  908.4	 -2.1	345.24	14.97	5.16	18.74	3.01	28.50	0.50	20.4	21.0	148
13	161547	5147.7100	10423.3302	 936.3	 481.3	1806	  908.0	 22.3	  908.2	 -2.0	364.42	14.96	5.15	18.75	2.99	28.50	0.50	20.2	21.0	149
13	161748	5147.7106	10423.3382	 939.8	 484.8	1862	  908.2	 22.4	  908.5	 -2.1	342.50	14.97	5.16	18.74	2.96	28.50	0.25	19.9	21.0	150
13	161848	5147.7076	10423.3247	 936.5	 481.5	2089	  908.5	 22.5	  908.5	 -2.2	334.28	14.96	5.16	18.77	2.62	28.50	0.25	19.5	20.9	151
13	161948	5147.7119	10423.3398	 938.2	 483.2	1873	  908.4	 22.5	  908.4	 -2.3	320.58	14.96	5.15	18.78	2.62	28.75	0.00	19.4	21.0	152
13	162048	5147.7145	10423.3367	 940.6	 485.6	1950	  908.0	 22.6	  907.8	 -2.4	369.90	14.98	5.16	18.74	2.91	29.00	0.25	19.3	21.0	153
13	162249	5147.7198	10423.3267	 943.1	 488.1	1872	  907.7	 22.9	  907.1	 -2.6	356.20	14.97	5.15	18.77	2.64	29.00	0.00	18.6	21.0	154
13	162349	5147.6967	10423.3318	 927.7	 472.7	2000	  909.9	 23.0	  909.2	 -2.7	315.10	14.96	5.16	18.78	2.64	29.00	0.00	18.5	21.0	155
