,EID,GPS,kod1,kod2,kod3,kod4,high,cur,temp,strTime,Uhigh,H,UTC,cur52,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,Amax,Fifo_err,I_coef,cur_n
1618,27153,22:29:36,685,3528,3734,1025,-26.23,1.032,1.2,22:29:36,-28.13,138.9,22:29:36,101.0,4,132,472,237,245,237,169,0,1.4919863475196893,1.5397299106403193
1619,27155,22:29:42,685,3528,3734,1025,-26.23,1.032,1.2,22:29:42,-28.13,138.9,22:29:42,101.0,7,373,472,241,472,241,149,0,1.4919863475196893,1.5397299106403193
1620,27157,22:29:42,685,3528,3734,1025,-26.23,1.032,1.2,22:29:42,-28.13,138.9,22:29:42,101.0,6,314,472,239,473,239,142,0,1.4919863475196893,1.5397299106403193
1621,27159,22:29:44,685,3528,3734,1025,-26.23,1.032,1.2,22:29:44,-28.13,139.0,22:29:44,101.0,6,2946,245,242,243,242,700,0,1.4919863475196893,1.5397299106403193
1622,27161,22:29:51,685,3528,3734,1025,-26.23,1.032,1.2,22:29:51,-28.13,139.0,22:29:51,101.0,6,293,472,229,242,229,161,0,1.4919863475196893,1.5397299106403193
1623,27163,22:29:55,685,3528,3734,1025,-26.23,1.032,1.2,22:29:55,-28.13,139.0,22:29:55,101.0,3,2226,472,244,244,244,624,0,1.4919863475196893,1.5397299106403193
1624,27165,22:29:59,685,3528,3734,1025,-26.23,1.032,1.2,22:29:59,-28.13,139.1,22:29:59,101.0,2,1386,472,241,472,241,169,0,1.4919863475196893,1.5397299106403193
1625,27169,22:30:01,685,3528,3734,1025,-26.23,1.032,1.2,22:30:01,-28.13,139.1,22:30:01,101.0,6,299,472,230,472,230,154,0,1.4919863475196893,1.5397299106403193
1626,27171,22:30:02,685,3528,3734,1025,-26.23,1.032,1.2,22:30:02,-28.13,139.1,22:30:02,101.0,4,174,472,244,472,244,150,0,1.4919863475196893,1.5397299106403193
1627,27173,22:30:07,685,3528,3734,1025,-26.23,1.032,1.2,22:30:07,-28.13,139.1,22:30:07,101.0,2,217,472,236,472,236,187,0,1.4919863475196893,1.5397299106403193
1628,27175,22:30:08,685,3528,3734,1025,-26.23,1.032,1.2,22:30:08,-28.13,139.1,22:30:08,101.0,3,2124,473,245,245,245,710,0,1.4919863475196893,1.5397299106403193
1629,27177,22:30:10,685,3528,3734,1025,-26.23,1.032,1.2,22:30:10,-28.13,139.1,22:30:10,101.0,2,1014,472,239,472,239,149,0,1.4919863475196893,1.5397299106403193
1630,27179,22:30:10,685,3528,3734,1025,-26.23,1.032,1.2,22:30:10,-28.13,139.1,22:30:10,101.0,3,860,472,242,472,242,469,0,1.4919863475196893,1.5397299106403193
1631,27181,22:30:12,685,3528,3734,1025,-26.23,1.032,1.2,22:30:12,-28.13,139.1,22:30:12,101.0,14,732,472,245,472,245,149,0,1.4919863475196893,1.5397299106403193
1632,27183,22:30:14,612,3415,3731,1024,-26.23,1.032,1.2,22:30:14,-28.13,139.1,22:30:14,158.0,3,246,472,236,243,236,160,0,1.4919863475196893,1.5397299106403193
1633,27185,22:30:14,612,3415,3731,1024,-26.23,1.032,1.2,22:30:14,-28.13,139.1,22:30:14,158.0,6,416,472,242,472,242,185,0,1.4919863475196893,1.5397299106403193
1634,27187,22:30:16,612,3415,3731,1024,-26.23,1.032,1.2,22:30:16,-28.13,139.1,22:30:16,158.0,3,237,472,240,472,240,145,0,1.4919863475196893,1.5397299106403193
1635,27189,22:30:19,612,3415,3731,1024,-26.23,1.032,1.2,22:30:19,-28.13,139.1,22:30:19,158.0,4,202,473,242,243,242,187,0,1.4919863475196893,1.5397299106403193
1636,27191,22:30:21,612,3415,3731,1024,-26.23,1.032,1.2,22:30:21,-28.13,139.1,22:30:21,158.0,3,1674,472,243,243,243,623,0,1.4919863475196893,1.5397299106403193
1637,27197,22:30:32,612,3415,3731,1024,-26.23,1.032,1.2,22:30:32,-28.13,139.1,22:30:32,158.0,6,722,472,243,472,243,206,0,1.4919863475196893,1.5397299106403193
1638,27199,22:30:34,612,3415,3731,1024,-26.23,1.032,1.2,22:30:34,-28.13,139.1,22:30:34,158.0,3,2375,472,241,242,241,750,0,1.4919863475196893,1.5397299106403193
1639,27201,22:30:39,612,3415,3731,1024,-26.23,1.032,1.2,22:30:39,-28.13,139.1,22:30:39,158.0,6,282,472,229,472,229,147,0,1.4919863475196893,1.5397299106403193
1640,27203,22:30:40,612,3415,3731,1024,-26.23,1.032,1.2,22:30:40,-28.13,139.1,22:30:40,158.0,7,539,472,244,473,244,148,0,1.4919863475196893,1.5397299106403193
1641,27205,22:30:43,612,3415,3731,1024,-26.23,1.032,1.2,22:30:43,-28.13,139.1,22:30:43,158.0,8,499,472,242,472,242,185,0,1.4919863475196893,1.5397299106403193
1642,27207,22:30:44,612,3415,3731,1024,-26.23,1.032,1.2,22:30:44,-28.13,139.1,22:30:44,158.0,5,388,472,241,472,241,157,0,1.4919863475196893,1.5397299106403193
1643,27209,22:30:45,612,3415,3731,1024,-26.23,1.032,1.2,22:30:45,-28.13,139.1,22:30:45,158.0,7,366,472,242,472,242,133,0,1.4919863475196893,1.5397299106403193
1644,27211,22:30:46,612,3415,3731,1024,-26.23,1.032,1.2,22:30:46,-28.13,139.1,22:30:46,158.0,20,1158,472,237,244,237,168,0,1.4919863475196893,1.5397299106403193
1645,27213,22:30:47,612,3415,3731,1024,-26.23,1.032,1.2,22:30:47,-28.13,139.1,22:30:47,158.0,8,593,472,243,472,243,167,0,1.4919863475196893,1.5397299106403193
1646,27215,22:30:50,612,3415,3731,1024,-26.23,1.032,1.2,22:30:50,-28.13,139.1,22:30:50,158.0,11,813,472,244,244,244,183,0,1.4919863475196893,1.5397299106403193
1647,27219,22:30:57,612,3415,3731,1024,-26.23,1.032,1.2,22:30:57,-28.13,139.1,22:30:57,158.0,11,746,472,244,472,244,202,0,1.4919863475196893,1.5397299106403193
1648,27221,22:30:58,612,3415,3731,1024,-26.23,1.032,1.2,22:30:58,-28.13,139.1,22:30:58,158.0,1,56,472,240,472,240,165,0,1.4919863475196893,1.5397299106403193
1649,27225,22:31:03,612,3415,3731,1024,-26.23,1.032,1.2,22:31:03,-28.13,139.1,22:31:03,158.0,2,119,472,229,472,229,167,0,1.4919863475196893,1.5397299106403193
1650,27227,22:31:03,612,3415,3731,1024,-26.23,1.032,1.2,22:31:03,-28.13,139.1,22:31:03,158.0,15,1047,472,241,472,241,192,0,1.4919863475196893,1.5397299106403193
1651,27231,22:31:08,612,3415,3731,1024,-26.23,1.032,1.2,22:31:08,-28.13,139.1,22:31:08,158.0,6,403,472,226,241,226,147,0,1.4919863475196893,1.5397299106403193
1652,27233,22:31:09,612,3415,3731,1024,-26.23,1.032,1.2,22:31:09,-28.13,139.1,22:31:09,158.0,3,224,472,232,472,232,185,0,1.4919863475196893,1.5397299106403193
1653,27235,22:31:10,612,3415,3731,1024,-26.23,1.032,1.2,22:31:10,-28.13,139.1,22:31:10,158.0,10,441,472,244,472,244,147,0,1.4919863475196893,1.5397299106403193
1654,27239,22:31:16,612,3423,3736,1025,-26.23,1.032,1.2,22:31:16,-28.13,139.1,22:31:16,156.0,7,463,472,237,472,237,144,2,1.4919863475196893,1.5397299106403193
1655,27243,22:31:20,612,3423,3736,1025,-26.23,1.032,1.2,22:31:20,-28.13,139.1,22:31:20,156.0,5,471,472,239,245,239,147,0,1.4919863475196893,1.5397299106403193
1656,27247,22:31:23,612,3423,3736,1025,-26.23,1.032,1.2,22:31:23,-28.13,139.1,22:31:23,156.0,9,436,472,230,473,230,152,0,1.4919863475196893,1.5397299106403193
1657,27249,22:31:28,612,3423,3736,1025,-26.23,1.032,1.2,22:31:28,-28.13,139.1,22:31:28,156.0,5,347,472,239,472,239,157,0,1.4919863475196893,1.5397299106403193
1658,27251,22:31:30,612,3423,3736,1025,-26.23,1.032,1.2,22:31:30,-28.13,139.1,22:31:30,156.0,12,723,472,241,472,241,173,0,1.4919863475196893,1.5397299106403193
1659,27253,22:31:33,612,3423,3736,1025,-26.23,1.032,1.2,22:31:33,-28.13,139.0,22:31:33,156.0,9,767,472,242,472,242,175,0,1.4919863475196893,1.5397299106403193
1660,27259,22:31:37,612,3423,3736,1025,-26.23,1.032,1.2,22:31:37,-28.13,139.0,22:31:37,156.0,3,3369,243,242,242,242,683,0,1.4919863475196893,1.5397299106403193
1661,27261,22:31:38,612,3423,3736,1025,-26.23,1.032,1.2,22:31:38,-28.13,139.0,22:31:38,156.0,4,4223,242,241,241,241,821,0,1.4919863475196893,1.5397299106403193
1662,27263,22:31:39,612,3423,3736,1025,-26.23,1.032,1.2,22:31:39,-28.13,139.0,22:31:39,156.0,2,57,472,243,472,243,149,0,1.4919863475196893,1.5397299106403193
1663,27267,22:31:46,612,3423,3736,1025,-26.23,1.032,1.2,22:31:46,-28.13,138.9,22:31:46,156.0,9,730,472,239,472,239,141,0,1.4919863475196893,1.5397299106403193
1664,27269,22:31:48,612,3423,3736,1025,-26.23,1.032,1.2,22:31:48,-28.13,138.9,22:31:48,156.0,1,28,472,242,472,242,145,0,1.4919863475196893,1.5397299106403193
1665,27271,22:31:52,612,3423,3736,1025,-26.23,1.032,1.2,22:31:52,-28.13,139.0,22:31:52,156.0,9,586,472,242,472,242,157,0,1.4919863475196893,1.5397299106403193
1666,27273,22:31:52,612,3423,3736,1025,-26.23,1.032,1.2,22:31:52,-28.13,139.0,22:31:52,156.0,5,355,472,229,243,229,128,0,1.4919863475196893,1.5397299106403193
1667,27275,22:31:53,612,3423,3736,1025,-26.23,1.032,1.2,22:31:53,-28.13,138.9,22:31:53,156.0,2,143,472,228,472,228,170,0,1.4919863475196893,1.5397299106403193
1668,27277,22:31:56,612,3423,3736,1025,-26.23,1.032,1.2,22:31:56,-28.13,138.9,22:31:56,156.0,6,349,472,230,472,230,180,0,1.4919863475196893,1.5397299106403193
1669,27281,22:32:01,612,3423,3736,1025,-26.23,1.032,1.2,22:32:01,-28.13,138.9,22:32:01,156.0,3,852,472,242,472,242,351,0,1.4919863475196893,1.5397299106403193
1670,27283,22:32:03,612,3423,3736,1025,-26.23,1.032,1.2,22:32:03,-28.13,138.9,22:32:03,156.0,4,315,472,244,472,244,181,0,1.4919863475196893,1.5397299106403193
1671,27285,22:32:06,612,3423,3736,1025,-26.23,1.032,1.2,22:32:06,-28.13,138.9,22:32:06,156.0,2,1838,472,244,472,244,203,0,1.4919863475196893,1.5397299106403193
1672,27287,22:32:08,612,3423,3736,1025,-26.23,1.032,1.2,22:32:08,-28.13,138.9,22:32:08,156.0,6,232,472,239,473,239,167,0,1.4919863475196893,1.5397299106403193
1673,27293,22:32:12,612,3423,3736,1025,-26.23,1.032,1.2,22:32:12,-28.13,138.9,22:32:12,156.0,3,934,472,243,243,243,358,0,1.4919863475196893,1.5397299106403193
1674,27295,22:32:14,612,3423,3736,1025,-26.23,1.032,1.2,22:32:14,-28.13,138.8,22:32:14,156.0,2,182,472,242,472,242,193,0,1.4919863475196893,1.5397299106403193
1675,27297,22:32:16,612,3428,3730,1024,-26.23,1.032,1.2,22:32:16,-28.13,138.8,22:32:16,151.0,3,204,472,231,241,231,185,0,1.4919863475196893,1.5397299106403193
1676,27299,22:32:18,612,3428,3730,1024,-26.23,1.032,1.2,22:32:18,-28.13,138.8,22:32:18,151.0,6,1597,472,240,241,240,600,0,1.4919863475196893,1.5397299106403193
1677,27301,22:32:23,612,3428,3730,1024,-26.23,1.032,1.2,22:32:23,-28.13,138.8,22:32:23,151.0,13,1090,472,244,472,244,161,0,1.4919863475196893,1.5397299106403193
1678,27303,22:32:24,612,3428,3730,1024,-26.23,1.032,1.2,22:32:24,-28.13,138.8,22:32:24,151.0,2,1650,472,235,472,235,138,0,1.4919863475196893,1.5397299106403193
1679,27305,22:32:31,612,3428,3730,1024,-26.23,1.032,1.2,22:32:31,-28.13,138.8,22:32:31,151.0,3,175,472,229,472,229,161,0,1.4919863475196893,1.5397299106403193
1680,27307,22:32:33,612,3428,3730,1024,-26.23,1.032,1.2,22:32:33,-28.13,138.8,22:32:33,151.0,2,80,472,239,244,239,154,0,1.4919863475196893,1.5397299106403193
1681,27309,22:32:33,612,3428,3730,1024,-26.23,1.032,1.2,22:32:33,-28.13,138.8,22:32:33,151.0,8,641,472,228,472,228,155,0,1.4919863475196893,1.5397299106403193
1682,27311,22:32:35,612,3428,3730,1024,-26.23,1.032,1.2,22:32:35,-28.13,138.8,22:32:35,151.0,7,451,472,239,472,239,160,0,1.4919863475196893,1.5397299106403193
1683,27313,22:32:36,612,3428,3730,1024,-26.23,1.032,1.2,22:32:36,-28.13,138.8,22:32:36,151.0,11,802,472,241,472,241,178,0,1.4919863475196893,1.5397299106403193
1684,27315,22:32:37,612,3428,3730,1024,-26.23,1.032,1.2,22:32:37,-28.13,138.8,22:32:37,151.0,6,400,472,239,472,239,183,0,1.4919863475196893,1.5397299106403193
1685,27317,22:32:38,612,3428,3730,1024,-26.23,1.032,1.2,22:32:38,-28.13,138.8,22:32:38,151.0,2,131,472,229,242,229,165,0,1.4919863475196893,1.5397299106403193
1686,27319,22:32:39,612,3428,3730,1024,-26.23,1.032,1.2,22:32:39,-28.13,138.8,22:32:39,151.0,5,250,472,240,472,240,163,0,1.4919863475196893,1.5397299106403193
1687,27323,22:32:43,612,3428,3730,1024,-26.23,1.032,1.2,22:32:43,-28.13,138.8,22:32:43,151.0,4,324,472,243,472,243,175,0,1.4919863475196893,1.5397299106403193
1688,27327,22:32:49,612,3428,3730,1024,-26.23,1.032,1.2,22:32:49,-28.13,138.7,22:32:49,151.0,3,1150,472,243,244,243,497,0,1.4919863475196893,1.5397299106403193
1689,27329,22:32:50,612,3428,3730,1024,-26.23,1.032,1.2,22:32:50,-28.13,138.7,22:32:50,151.0,4,199,472,233,472,233,165,0,1.4919863475196893,1.5397299106403193
1690,27331,22:32:53,612,3428,3730,1024,-26.23,1.032,1.2,22:32:53,-28.13,138.6,22:32:53,151.0,6,369,472,241,472,241,152,0,1.4919863475196893,1.5397299106403193
1691,27333,22:32:54,612,3428,3730,1024,-26.23,1.032,1.2,22:32:54,-28.13,138.6,22:32:54,151.0,6,432,472,241,472,241,171,0,1.4919863475196893,1.5397299106403193
1692,27335,22:32:56,612,3428,3730,1024,-26.23,1.032,1.2,22:32:56,-28.13,138.6,22:32:56,151.0,2,45954,472,242,472,242,160,0,1.4919863475196893,1.5397299106403193
1693,27337,22:32:57,612,3428,3730,1024,-26.23,1.032,1.2,22:32:57,-28.13,138.6,22:32:57,151.0,6,334,472,245,472,245,165,0,1.4919863475196893,1.5397299106403193
1694,27339,22:32:58,612,3428,3730,1024,-26.23,1.032,1.2,22:32:58,-28.13,138.6,22:32:58,151.0,4,359,472,243,472,243,153,0,1.4919863475196893,1.5397299106403193
1695,27341,22:32:59,612,3428,3730,1024,-26.23,1.032,1.2,22:32:59,-28.13,138.6,22:32:59,151.0,4,383,472,227,242,227,159,0,1.4919863475196893,1.5397299106403193
1696,27343,22:32:59,612,3428,3730,1024,-26.23,1.032,1.2,22:32:59,-28.13,138.6,22:32:59,151.0,2,160,472,242,472,242,178,0,1.4919863475196893,1.5397299106403193
1697,27347,22:33:04,612,3428,3730,1024,-26.23,1.032,1.2,22:33:04,-28.13,138.5,22:33:04,151.0,1,36,473,237,473,237,166,0,1.4919863475196893,1.5397299106403193
1698,27353,22:33:12,612,3428,3730,1024,-26.23,1.032,1.2,22:33:12,-28.13,138.5,22:33:12,151.0,8,408,472,244,472,244,146,0,1.4919863475196893,1.5397299106403193
1699,27355,22:33:13,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:13,-29.229999999999997,138.4,22:33:13,151.0,5,216,472,240,472,240,151,0,0.9714548736721735,1.4756399531080318
1700,27357,22:33:14,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:14,-29.229999999999997,138.4,22:33:14,151.0,3,494,472,242,472,242,548,0,0.9714548736721735,1.4756399531080318
1701,27361,22:33:20,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:20,-29.229999999999997,138.4,22:33:20,151.0,1,18,472,241,472,241,159,0,0.9714548736721735,1.4756399531080318
1702,27363,22:33:24,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:24,-29.229999999999997,138.3,22:33:24,151.0,10,707,472,241,472,241,195,0,0.9714548736721735,1.4756399531080318
1703,27365,22:33:28,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:28,-29.229999999999997,138.3,22:33:28,151.0,6,576,472,239,472,239,165,0,0.9714548736721735,1.4756399531080318
1704,27367,22:33:29,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:29,-29.229999999999997,138.3,22:33:29,151.0,8,347,472,229,472,229,142,0,0.9714548736721735,1.4756399531080318
1705,27369,22:33:30,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:30,-29.229999999999997,138.3,22:33:30,151.0,9,498,472,241,472,241,184,0,0.9714548736721735,1.4756399531080318
1706,27373,22:33:40,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:40,-29.229999999999997,138.4,22:33:40,151.0,2,31723,472,241,473,241,139,0,0.9714548736721735,1.4756399531080318
1707,27375,22:33:42,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:42,-29.229999999999997,138.4,22:33:42,151.0,3,124,472,243,472,243,151,0,0.9714548736721735,1.4756399531080318
1708,27379,22:33:46,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:46,-29.229999999999997,138.3,22:33:46,151.0,3,226,472,240,472,240,157,0,0.9714548736721735,1.4756399531080318
1709,27381,22:33:47,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:47,-29.229999999999997,138.3,22:33:47,151.0,4,246,472,239,472,239,159,0,0.9714548736721735,1.4756399531080318
1710,27383,22:33:48,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:48,-29.229999999999997,138.3,22:33:48,151.0,3,1189,472,243,243,243,722,0,0.9714548736721735,1.4756399531080318
1711,27387,22:33:52,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:33:52,-29.229999999999997,138.3,22:33:52,151.0,8,518,472,243,472,243,153,0,0.9714548736721735,1.4756399531080318
1712,27389,22:34:00,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:00,-29.229999999999997,138.3,22:34:00,151.0,3,109,472,229,472,229,142,0,0.9714548736721735,1.4756399531080318
1713,27391,22:34:01,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:01,-29.229999999999997,138.3,22:34:01,151.0,9,456,472,242,472,242,175,0,0.9714548736721735,1.4756399531080318
1714,27393,22:34:01,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:01,-29.229999999999997,138.3,22:34:01,151.0,4,180,472,241,472,241,161,0,0.9714548736721735,1.4756399531080318
1715,27395,22:34:04,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:04,-29.229999999999997,138.3,22:34:04,151.0,4,329,472,238,241,238,172,0,0.9714548736721735,1.4756399531080318
1716,27397,22:34:07,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:07,-29.229999999999997,138.3,22:34:07,151.0,6,478,472,242,473,242,208,0,0.9714548736721735,1.4756399531080318
1717,27399,22:34:10,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:10,-29.229999999999997,138.3,22:34:10,151.0,3,282,472,243,472,243,148,0,0.9714548736721735,1.4756399531080318
1718,27401,22:34:11,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:11,-29.229999999999997,138.3,22:34:11,151.0,5,421,472,242,473,242,190,0,0.9714548736721735,1.4756399531080318
1719,27403,22:34:11,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:11,-29.229999999999997,138.3,22:34:11,151.0,2,70804,472,239,472,239,152,0,0.9714548736721735,1.4756399531080318
1720,27405,22:34:12,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:12,-29.229999999999997,138.3,22:34:12,151.0,2,146,472,241,472,241,129,0,0.9714548736721735,1.4756399531080318
1721,27407,22:34:12,612,3428,3731,1024,-27.33,1.5190000000000001,1.2,22:34:12,-29.229999999999997,138.3,22:34:12,151.0,2,32,472,241,473,241,184,0,0.9714548736721735,1.4756399531080318
1722,27410,22:34:18,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:18,-29.229999999999997,138.3,22:34:18,150.0,6,238,472,231,472,231,152,0,0.9714548736721735,1.4756399531080318
1723,27414,22:34:26,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:26,-29.229999999999997,138.3,22:34:26,150.0,3,199,472,233,241,233,176,0,0.9714548736721735,1.4756399531080318
1724,27416,22:34:27,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:27,-29.229999999999997,138.2,22:34:27,150.0,2,777,472,231,472,231,162,0,0.9714548736721735,1.4756399531080318
1725,27418,22:34:28,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:28,-29.229999999999997,138.2,22:34:28,150.0,2,16324,472,242,472,242,316,0,0.9714548736721735,1.4756399531080318
1726,27420,22:34:29,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:29,-29.229999999999997,138.2,22:34:29,150.0,4,369,472,242,243,242,169,0,0.9714548736721735,1.4756399531080318
1727,27422,22:34:30,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:30,-29.229999999999997,138.2,22:34:30,150.0,8,498,472,242,472,242,166,0,0.9714548736721735,1.4756399531080318
1728,27426,22:34:31,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:31,-29.229999999999997,138.2,22:34:31,150.0,7,458,472,229,472,229,158,0,0.9714548736721735,1.4756399531080318
1729,27428,22:34:33,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:33,-29.229999999999997,138.2,22:34:33,150.0,5,375,472,244,473,244,145,0,0.9714548736721735,1.4756399531080318
1730,27430,22:34:33,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:33,-29.229999999999997,138.2,22:34:33,150.0,4,125,472,237,244,237,170,0,0.9714548736721735,1.4756399531080318
1731,27434,22:34:35,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:35,-29.229999999999997,138.2,22:34:35,150.0,2,73,472,229,472,229,176,0,0.9714548736721735,1.4756399531080318
1732,27436,22:34:35,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:35,-29.229999999999997,138.2,22:34:35,150.0,2,723,472,245,245,245,330,0,0.9714548736721735,1.4756399531080318
1733,27438,22:34:36,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:36,-29.229999999999997,138.2,22:34:36,150.0,15,811,472,226,245,226,169,0,0.9714548736721735,1.4756399531080318
1734,27440,22:34:37,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:37,-29.229999999999997,138.2,22:34:37,150.0,9,625,472,243,472,243,153,0,0.9714548736721735,1.4756399531080318
1735,27442,22:34:38,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:38,-29.229999999999997,138.2,22:34:38,150.0,4,196,472,239,472,239,134,0,0.9714548736721735,1.4756399531080318
1736,27444,22:34:41,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:41,-29.229999999999997,138.2,22:34:41,150.0,4,296,472,230,472,230,147,0,0.9714548736721735,1.4756399531080318
1737,27446,22:34:45,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:45,-29.229999999999997,138.1,22:34:45,150.0,5,483,472,239,244,239,147,0,0.9714548736721735,1.4756399531080318
1738,27448,22:34:49,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:49,-29.229999999999997,138.1,22:34:49,150.0,2,2130,472,242,472,242,161,0,0.9714548736721735,1.4756399531080318
1739,27450,22:34:54,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:54,-29.229999999999997,138.0,22:34:54,150.0,2,88,472,228,242,228,196,0,0.9714548736721735,1.4756399531080318
1740,27452,22:34:57,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:34:57,-29.229999999999997,138.0,22:34:57,150.0,6,294,472,241,242,241,143,0,0.9714548736721735,1.4756399531080318
1741,27458,22:35:00,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:35:00,-29.229999999999997,138.0,22:35:00,150.0,2,42,472,243,472,243,167,0,0.9714548736721735,1.4756399531080318
1742,27460,22:35:02,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:35:02,-29.229999999999997,137.9,22:35:02,150.0,1,58,472,242,472,242,172,0,0.9714548736721735,1.4756399531080318
1743,27462,22:35:03,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:35:03,-29.229999999999997,137.9,22:35:03,150.0,8,546,472,241,472,241,156,0,0.9714548736721735,1.4756399531080318
1744,27466,22:35:12,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:35:12,-29.229999999999997,137.8,22:35:12,150.0,2,1295,472,243,472,243,177,0,0.9714548736721735,1.4756399531080318
1745,27468,22:35:12,612,3435,3735,1025,-27.33,1.5190000000000001,1.2,22:35:12,-29.229999999999997,137.8,22:35:12,150.0,3,147,472,242,472,242,162,0,0.9714548736721735,1.4756399531080318
1746,27472,22:35:16,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:16,-29.229999999999997,137.8,22:35:16,148.0,5,353,472,236,473,236,176,0,0.9714548736721735,1.4756399531080318
1747,27474,22:35:20,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:20,-29.229999999999997,137.8,22:35:20,148.0,3,289,472,229,241,229,166,0,0.9714548736721735,1.4756399531080318
1748,27478,22:35:24,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:24,-29.229999999999997,137.7,22:35:24,148.0,8,443,472,229,472,229,145,0,0.9714548736721735,1.4756399531080318
1749,27480,22:35:26,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:26,-29.229999999999997,137.7,22:35:26,148.0,3,266,472,242,472,242,159,0,0.9714548736721735,1.4756399531080318
1750,27482,22:35:27,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:27,-29.229999999999997,137.7,22:35:27,148.0,5,377,472,240,472,240,161,0,0.9714548736721735,1.4756399531080318
1751,27486,22:35:33,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:33,-29.229999999999997,137.7,22:35:33,148.0,5,1770,472,242,472,242,584,0,0.9714548736721735,1.4756399531080318
1752,27490,22:35:36,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:36,-29.229999999999997,137.7,22:35:36,148.0,2,662,472,242,242,242,404,0,0.9714548736721735,1.4756399531080318
1753,27494,22:35:38,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:38,-29.229999999999997,137.7,22:35:38,148.0,9,662,472,242,472,242,195,0,0.9714548736721735,1.4756399531080318
1754,27496,22:35:40,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:40,-29.229999999999997,137.7,22:35:40,148.0,9,514,472,241,473,241,170,0,0.9714548736721735,1.4756399531080318
1755,27498,22:35:41,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:41,-29.229999999999997,137.6,22:35:41,148.0,3,117,472,230,472,230,145,0,0.9714548736721735,1.4756399531080318
1756,27500,22:35:41,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:41,-29.229999999999997,137.6,22:35:41,148.0,7,476,472,223,242,223,196,0,0.9714548736721735,1.4756399531080318
1757,27502,22:35:44,612,3435,3731,1024,-27.33,1.5190000000000001,1.2,22:35:44,-29.229999999999997,137.6,22:35:44,148.0,3,121,472,234,243,234,154,0,0.9714548736721735,1.4756399531080318
