EID,I_coef
24267,1.0
24269,1.0
24273,1.0
24275,1.0
24277,1.0
24279,1.0
24281,1.0
24283,1.0
24285,1.0
24287,1.0
24289,1.0
24291,1.0
24293,1.0
24295,1.0
24297,1.0
24299,1.0
24301,1.0
24303,1.0
24305,1.0
24309,1.0
24313,1.0
24315,1.0
24317,1.0
24319,1.0
24321,1.0
24323,1.0
24327,1.0
24329,1.0
24331,1.0
24333,1.0
24335,1.0
24337,1.0
24339,1.0
24341,1.0
24343,1.0
24345,1.0
24347,1.0
24349,1.0
24351,1.0
24353,1.0
24355,1.0
24357,1.0
24359,1.0
24361,1.0
24363,1.0
24365,1.0
24367,1.0
24369,1.0
24371,1.0
24373,1.0
24377,1.0
24379,1.0
24381,1.0
24383,1.0
24387,1.0
24393,1.0
24395,1.0
24397,1.0
24399,1.0
24403,1.0
24405,1.0
24407,1.0
24409,1.0
24411,1.0
24415,1.0
24417,1.0
24419,1.0
24423,1.0
24425,1.0
24429,1.0
24431,1.0
24433,1.0
24435,1.0
24437,1.0
24439,1.0
24441,1.0
24443,1.0
24445,1.0
24447,1.0
24449,1.0
24451,1.0
24453,1.0
24455,1.0
24457,1.0
24459,1.0
24461,1.0
24463,1.0
24465,1.0
24467,1.0
24469,1.0
24471,1.0
24473,1.0
24475,1.0
24479,1.0
24481,1.0
24483,1.0
24485,1.0
24487,1.0
24489,1.0
24491,1.0
24493,1.0
24495,1.0
24499,1.0
24501,1.0
24503,1.0
24507,1.0
24509,1.0
24511,1.0
24513,1.0
24515,1.0
24517,1.0
24519,1.0
24521,1.0
24523,1.0
24531,1.0
24533,1.0
24535,1.0
24537,1.0
24541,1.0
24543,1.0
24545,1.0
24547,1.0
24549,1.0
24551,1.0
24553,1.0
24555,1.0
24557,1.0
24559,1.0
24563,1.0
24565,1.0
24567,1.0
24569,1.0
24571,1.0
24573,1.0
24575,1.0
24577,1.0
24579,1.0
24581,1.0
24583,1.0
24585,1.0
24587,1.0
24589,1.0
24595,1.0
24597,1.0
24599,1.0
24601,1.0
24603,1.0
24605,1.0
24607,1.0
24609,1.0
24611,1.0
24613,1.0
24615,1.0
24617,1.0
24621,1.0
24623,1.0
24625,1.0
24627,1.0
24629,1.0
24631,1.0
24633,1.0
24637,1.0
24641,1.0
24643,1.0
24645,1.0
24647,1.0
24649,1.0
24651,1.0
24653,1.0
24655,1.0
24657,1.0
24663,1.0
24665,1.0
24667,1.0
24669,1.0
24671,1.0
24675,1.0
24677,1.0
24679,1.0
24681,1.0
24683,1.0
24685,1.0
24687,1.0
24689,1.0
24693,1.0
24695,1.0
24697,1.0
24699,1.0
24701,1.0
24705,1.0
24707,1.0
24711,1.0
24713,1.0
24715,1.0
24717,1.0
24719,1.0
24721,1.0
24723,1.0
24725,1.0
24727,1.0
24729,1.0
24733,1.0
24735,1.0
24737,1.0
24741,1.0
24743,1.0
24745,1.0
24747,1.0
24749,1.0
24751,1.0
24753,1.0
24755,1.0
24757,1.0
24759,1.0
24761,1.0
24763,1.0
24765,1.0
24767,1.0
24769,1.0
24771,1.0
24773,1.0
24775,1.0
24777,1.0
24783,1.0
24785,1.0
24787,1.0
24789,1.0
24791,1.0
24793,1.0
24795,1.0
24797,1.0
24799,1.0
24801,1.0
24803,1.0
24805,1.0
24807,1.0
24809,1.0
24811,1.0
24813,1.0
24815,1.0
24817,1.0
24819,1.0
24821,1.0
24823,1.0
24825,1.0
24827,1.0
24829,1.0
24831,1.0
24833,1.0
24835,1.0
24839,1.0
24841,1.0
24843,1.0
24845,1.0
24847,1.0
24849,1.0
24853,1.0
24855,1.0
24857,1.0
24859,1.0
24861,1.0
24865,1.0
24867,1.0
24869,1.0
24871,1.0
24873,1.0
24875,1.0
24877,1.0
24879,1.0
24881,1.0
24883,1.0
24885,1.0
24887,1.0
24889,1.0
24891,1.0
24893,1.0
24895,1.0
24897,1.0
24899,1.0
24901,1.0
24903,1.0
24905,1.0
24909,1.0
24915,1.0
24917,1.0
24919,1.0
24921,1.0
24923,1.0
24925,1.0
24927,1.0
24929,1.0
24931,1.0
24933,1.0
24935,1.0
24937,1.0
24941,0.9839378200598783
24943,0.9839378200598783
24945,0.9839378200598783
24947,0.9839378200598783
24949,0.9839378200598783
24951,0.9839378200598783
24953,0.9839378200598783
24955,0.9839378200598783
24957,0.9839378200598783
24959,0.9839378200598783
24965,0.9839378200598783
24967,0.9839378200598783
24969,0.9839378200598783
24971,0.9839378200598783
24977,0.9839378200598783
24979,0.9839378200598783
24981,0.9839378200598783
24983,0.9839378200598783
24985,0.9839378200598783
24987,0.9839378200598783
24989,0.9839378200598783
24993,0.9839378200598783
24999,0.9839378200598783
25003,0.9839378200598783
25007,0.9839378200598783
25009,0.9839378200598783
25013,0.9839378200598783
25015,0.9839378200598783
25017,0.9839378200598783
25023,0.9839378200598783
25025,0.9839378200598783
25027,0.9839378200598783
25029,0.9839378200598783
25031,0.9839378200598783
25033,0.9839378200598783
25035,0.9839378200598783
25037,0.9839378200598783
25039,0.9839378200598783
25041,0.9839378200598783
25043,0.9839378200598783
25045,0.9839378200598783
25047,0.9839378200598783
25049,0.9839378200598783
25057,0.9839378200598783
25059,0.9839378200598783
25061,0.9839378200598783
25065,0.9839378200598783
25067,0.9839378200598783
25069,0.9839378200598783
25073,0.9839378200598783
25081,0.9839378200598783
25085,0.9839378200598783
25087,0.9839378200598783
25089,0.9839378200598783
25093,0.9839378200598783
25099,0.9839378200598783
25103,0.9839378200598783
25107,0.9839378200598783
25109,0.9839378200598783
25111,0.9839378200598783
25113,0.9839378200598783
25115,0.9839378200598783
25117,0.9839378200598783
25119,0.9839378200598783
25123,0.9839378200598783
25125,0.9839378200598783
25127,0.9839378200598783
25129,0.9839378200598783
25131,0.9839378200598783
25141,0.9839378200598783
25143,0.9839378200598783
25145,0.9839378200598783
25147,0.9839378200598783
25149,0.9839378200598783
25151,0.9839378200598783
25153,0.9839378200598783
25155,0.9839378200598783
25165,0.9839378200598783
25167,0.9839378200598783
25169,0.9714548736721735
25171,0.9714548736721735
25175,0.9714548736721735
25177,0.9714548736721735
25179,0.9714548736721735
25181,0.9714548736721735
25183,0.9714548736721735
25187,0.9714548736721735
25189,0.9714548736721735
25193,0.9714548736721735
25197,0.9714548736721735
25201,0.9714548736721735
25203,0.9714548736721735
25205,0.9714548736721735
25207,0.9714548736721735
25209,0.9714548736721735
25211,0.9714548736721735
25213,0.9714548736721735
25217,0.9714548736721735
25219,0.9714548736721735
25223,0.9714548736721735
25225,0.9714548736721735
25227,0.9714548736721735
25229,0.9714548736721735
25233,0.9714548736721735
25237,0.9714548736721735
25239,0.9714548736721735
25241,0.9714548736721735
25243,0.9714548736721735
25245,0.9714548736721735
25247,0.9714548736721735
25249,0.9714548736721735
25251,0.9714548736721735
25253,0.9714548736721735
25255,0.9714548736721735
25257,0.9714548736721735
25259,0.9714548736721735
25261,0.9714548736721735
25265,0.9714548736721735
25267,0.9714548736721735
25269,0.9714548736721735
25271,0.9714548736721735
25273,0.9714548736721735
25275,0.9714548736721735
25277,0.9714548736721735
25279,0.9714548736721735
25281,0.9714548736721735
25283,0.9714548736721735
25287,0.9714548736721735
25289,0.9714548736721735
25293,0.9714548736721735
25295,0.9714548736721735
25297,0.9714548736721735
25299,0.9714548736721735
25301,0.9714548736721735
25303,0.9714548736721735
25305,0.9839378200598783
25307,0.9839378200598783
25311,0.9839378200598783
25313,0.9839378200598783
25315,0.9839378200598783
25319,0.9839378200598783
25323,0.9839378200598783
25325,0.9839378200598783
25327,0.9839378200598783
25329,0.9839378200598783
25331,0.9839378200598783
25333,0.9839378200598783
25337,0.9839378200598783
25339,0.9839378200598783
25341,0.9839378200598783
25343,0.9839378200598783
25347,0.9839378200598783
25353,0.9839378200598783
25355,0.9839378200598783
25357,0.9839378200598783
25359,0.9839378200598783
25361,0.9839378200598783
25363,0.9839378200598783
25365,0.9839378200598783
25367,0.9839378200598783
25369,0.9839378200598783
25371,0.9839378200598783
25373,0.9839378200598783
25375,0.9839378200598783
25377,0.9839378200598783
25381,0.9839378200598783
25383,0.9839378200598783
25385,0.9839378200598783
25387,0.9839378200598783
25389,0.9839378200598783
25391,0.9839378200598783
25393,0.9839378200598783
25399,0.9839378200598783
25403,0.9839378200598783
25405,0.9839378200598783
25407,0.9839378200598783
25409,0.9839378200598783
25411,0.9839378200598783
25413,0.9839378200598783
25415,0.9839378200598783
25419,1.0
25423,1.0
25425,1.0
25427,1.0
25429,1.0
25431,1.0
25433,1.0
25435,1.0
25437,1.0
25441,1.0
25443,1.0
25445,1.0
25447,1.0
25449,1.0
25451,1.0
25453,1.0
25457,1.0
25459,1.0
25465,1.0
25469,1.0
25473,1.0
25475,1.0
25477,1.0
25479,1.0
25481,1.0
25485,1.0
25487,1.0
25491,1.0
25493,1.0
25495,1.0
25497,1.0
25503,1.0
25505,1.0
25507,1.0
25509,1.0
25511,1.0
25513,1.0
25515,1.0
25517,1.0
25519,1.0
25521,1.0
25523,1.0
25525,1.0
25529,1.0
25531,1.0
25533,1.0
25537,1.0
25541,1.0
25545,1.0
25547,1.0
25549,1.0
25551,1.0
25553,1.0
25555,1.0
25557,1.0
25559,1.0
25563,1.0
25571,1.0
25573,1.0
25577,1.0
25579,1.0
25583,1.0
25585,1.0
25587,1.0
25589,1.0
25591,1.0
25593,1.0
25595,1.0
25597,1.0
25601,1.0
25603,1.0
25605,1.0
25607,1.0
25609,1.0
25611,1.0
25615,1.0
25617,1.0
25619,1.0
25621,1.0
25623,1.0
25627,1.0
25629,1.0
25631,1.0
25633,1.0
25635,1.0
25637,1.0
25641,1.0
25643,1.0
25645,1.0
25647,1.0
25649,1.0
25651,1.0
25653,1.0
25657,1.0
25659,1.0
25661,1.0
25663,1.0
25665,1.0
25667,1.0
25669,1.0
25671,1.0
25677,1.0
25679,1.0
25681,1.0
25685,1.0
25687,1.0
25689,1.0
25691,1.0
25693,1.0
25695,1.0
25697,1.0
25699,1.0
25705,1.0
25707,1.0
25709,1.0
25711,1.0
25713,1.0
25715,1.0
25717,1.0
25719,1.0
25721,1.0
25723,1.0
25727,1.0
25729,1.0
25731,1.0
25733,1.0
25735,1.0
25737,1.0
25739,1.0
25741,1.0
25743,1.0
25745,1.0
25747,1.0
25749,1.0
25751,1.0
25753,1.0
25755,1.0
25757,1.0
25759,1.0
25765,1.0
25767,1.0
25769,1.0
25775,1.0
25777,1.0
25781,1.0
25783,1.0
25785,1.0
25787,1.0
25789,1.0
25791,1.0
25793,1.0
25795,1.0
25797,1.0
25799,1.0
25801,1.0
25803,1.0
25805,1.0
25807,1.0
25809,1.0
25811,1.0
25813,1.0
25815,1.0
25817,1.0
25819,1.0
25825,1.0
25827,1.0
25829,1.0
25835,1.0
25837,1.0
25839,1.0
25841,1.0
25843,1.0
25845,1.0
25853,1.0
25857,1.0
25859,1.0
25861,1.0
25865,1.0
25867,1.0
25869,1.0
25871,1.0
25873,1.0
25875,1.0
25877,1.0
25879,1.0
25881,1.0
25885,1.0
25889,1.0
25893,0.9839378200598783
25895,0.9839378200598783
25897,0.9839378200598783
25899,0.9839378200598783
25901,0.9839378200598783
25903,0.9839378200598783
25905,0.9839378200598783
25907,0.9839378200598783
25909,0.9839378200598783
25911,0.9839378200598783
25913,0.9839378200598783
25915,0.9839378200598783
25917,0.9839378200598783
25919,0.9839378200598783
25921,0.9839378200598783
25923,0.9839378200598783
25925,0.9839378200598783
25927,0.9839378200598783
25929,0.9839378200598783
25931,0.9839378200598783
25933,0.9839378200598783
25937,0.9839378200598783
25941,0.9839378200598783
25943,0.9839378200598783
25945,0.9839378200598783
25947,0.9839378200598783
25951,0.9839378200598783
25955,0.9839378200598783
25957,0.9839378200598783
25959,0.9839378200598783
25961,0.9839378200598783
25963,0.9839378200598783
25965,0.9839378200598783
25967,0.9839378200598783
25969,0.9839378200598783
25971,0.9839378200598783
25973,0.9839378200598783
25981,0.9839378200598783
25987,0.9839378200598783
25989,0.9839378200598783
25993,0.9839378200598783
25997,0.9839378200598783
25999,0.9839378200598783
26003,0.9839378200598783
26005,0.9839378200598783
26007,0.9839378200598783
26009,0.9839378200598783
26015,0.9839378200598783
26017,0.9839378200598783
26021,0.9839378200598783
26023,0.9839378200598783
26025,0.9839378200598783
26027,0.9839378200598783
26029,0.9839378200598783
26031,0.9839378200598783
26033,0.9839378200598783
26037,0.9839378200598783
26039,0.9839378200598783
26041,0.9839378200598783
26047,0.9839378200598783
26049,0.9839378200598783
26051,0.9839378200598783
26059,0.9839378200598783
26063,0.9839378200598783
26065,0.9839378200598783
26067,0.9839378200598783
26069,0.9839378200598783
26071,0.9839378200598783
26073,0.9839378200598783
26075,0.9839378200598783
26077,0.9839378200598783
26079,0.9839378200598783
26081,0.9839378200598783
26083,0.9839378200598783
26085,0.9839378200598783
26087,0.9839378200598783
26089,0.9839378200598783
26091,0.9839378200598783
26093,0.9839378200598783
26095,0.9839378200598783
26099,0.9839378200598783
26101,0.9839378200598783
26103,0.9839378200598783
26105,0.9839378200598783
26109,0.9839378200598783
26113,0.9839378200598783
26115,0.9839378200598783
26121,0.9839378200598783
26123,0.9839378200598783
26125,0.9839378200598783
26127,0.9839378200598783
26129,0.9839378200598783
26131,0.9839378200598783
26133,0.9839378200598783
26135,0.9839378200598783
26141,0.9839378200598783
26143,0.9839378200598783
26145,0.9839378200598783
26147,0.9839378200598783
26149,0.9839378200598783
26151,0.9839378200598783
26153,0.9839378200598783
26157,1.0
26162,1.0
26164,1.0
26169,1.0
26171,1.0
26175,1.0
26177,1.0
26179,1.0
26185,1.0
26187,1.0
26189,1.0
26191,1.0
26193,1.0
26195,1.0
26197,1.0
26199,1.0
26201,1.0
26205,1.0
26207,1.0
26209,1.0
26213,1.0
26217,1.0
26219,1.0
26221,1.0
26223,1.0
26229,1.0
26231,1.0
26233,1.0
26235,1.0
26237,1.0
26239,1.0
26243,1.0
26251,1.0
26253,1.0
26255,1.0
26257,1.0
26265,1.0
26267,1.0
26269,1.0
26271,1.0
26273,1.0
26275,1.0
26277,1.0
26279,1.0
26281,1.0
26285,1.0
26287,1.0
26289,1.0
26293,1.0
26297,1.0
26301,1.0
26305,1.0
26307,1.0
26309,1.0
26311,1.0
26315,1.0
26317,1.0
26319,1.0
26325,1.0
26327,1.0
26337,1.0
26339,1.0
26341,1.0
26343,1.0
26345,1.0
26357,1.0
26359,1.0
26371,1.0
26374,1.0
26378,1.0
26380,1.0
26382,1.0
26390,1.0
26392,1.0
26398,1.0
26407,1.0
26409,1.0
26413,1.0
26415,1.0
26417,1.0
26419,1.0
26421,1.0
26425,1.0
26431,1.0032755713680892
26435,1.0032755713680892
26437,1.0032755713680892
26439,1.0032755713680892
26441,1.0032755713680892
26443,1.0032755713680892
26445,1.0032755713680892
26449,1.0032755713680892
26451,1.0032755713680892
26453,1.0032755713680892
26455,1.0032755713680892
26457,1.0032755713680892
26459,1.0032755713680892
26465,1.0032755713680892
26467,1.0032755713680892
26469,1.0032755713680892
26471,1.0032755713680892
26473,1.0032755713680892
26475,1.0032755713680892
26479,1.0032755713680892
26481,1.0032755713680892
26483,1.0032755713680892
26485,1.0032755713680892
26489,1.0032755713680892
26491,1.0032755713680892
26493,1.0032755713680892
26495,1.0032755713680892
26497,1.0032755713680892
26503,1.0032755713680892
26507,1.0032755713680892
26511,1.0032755713680892
26513,1.0032755713680892
26515,1.0032755713680892
26521,1.0032755713680892
26529,1.0032755713680892
26531,1.0032755713680892
26533,1.0032755713680892
26535,1.0032755713680892
26537,1.0032755713680892
26539,1.0032755713680892
26541,1.0032755713680892
26543,1.0032755713680892
26547,1.0032755713680892
26551,1.0032755713680892
26553,1.0032755713680892
26555,1.0032755713680892
26557,1.0032755713680892
26561,1.0032755713680892
26563,1.0032755713680892
26567,1.0032755713680892
26571,1.0032755713680892
26575,1.0032755713680892
26579,1.0032755713680892
26581,1.0032755713680892
26587,1.0032755713680892
26589,1.0032755713680892
26591,1.0032755713680892
26609,1.0032755713680892
26611,1.0032755713680892
26623,1.0032755713680892
26625,1.0032755713680892
26629,1.0032755713680892
26631,1.0032755713680892
26633,1.0032755713680892
26635,1.0032755713680892
26637,1.0032755713680892
26639,1.0032755713680892
26641,1.0032755713680892
26643,1.0032755713680892
26645,1.0032755713680892
26647,1.0032755713680892
26649,1.0032755713680892
26651,1.0032755713680892
26655,1.0032755713680892
26657,1.0032755713680892
26659,1.0032755713680892
26661,1.0032755713680892
26665,1.0032755713680892
26667,1.0032755713680892
26669,1.0032755713680892
26671,1.0032755713680892
26681,1.0032755713680892
26687,1.0032755713680892
26689,1.0032755713680892
26691,1.0032755713680892
26695,1.0032755713680892
26701,1.0032755713680892
26703,1.0032755713680892
26705,1.0032755713680892
26711,1.0032755713680892
26713,1.0032755713680892
26715,1.0032755713680892
26729,1.0032755713680892
26731,1.0032755713680892
26735,1.0032755713680892
26737,1.0032755713680892
26745,1.0032755713680892
26749,1.0032755713680892
26753,1.0032755713680892
26755,1.0032755713680892
26757,1.0032755713680892
26759,1.0032755713680892
26763,1.0032755713680892
26765,1.0032755713680892
26771,1.0032755713680892
26773,1.0032755713680892
26775,1.0032755713680892
26777,1.0032755713680892
26779,1.0032755713680892
26797,1.0032755713680892
26805,1.0032755713680892
26815,1.0032755713680892
26817,1.0032755713680892
26821,1.0032755713680892
26823,1.0032755713680892
26827,1.0032755713680892
26833,1.0032755713680892
26835,1.0032755713680892
26845,1.0032755713680892
26857,1.0032755713680892
26863,1.0032755713680892
26865,1.0032755713680892
26867,1.0032755713680892
26873,1.0032755713680892
26877,1.0
26881,1.0
26887,1.0
26895,1.0
26901,1.0
26911,1.0
26921,1.0
26939,1.0
26957,1.0
26959,1.0
26961,1.0
26969,1.0
26979,1.0
26997,1.0
26999,1.0
27011,1.0
27019,1.0
27023,1.0
27027,1.0
27033,1.0
27039,1.0
27047,1.0
27059,1.0
27069,1.0
27079,1.0
27081,1.0
27083,1.0
27085,1.0
27087,1.4919863475196893
27089,1.4919863475196893
