,EID,UTC,Type,Dt,Atotal,TG5time,TL2time,TL3time,TRIGGER,Amax,Fifo_err
980,23819,2018-12-07  22:49:13,L,3,1495,242,242,242,242,890,0
982,23821,2018-12-07  22:49:20,L,3,3106,472,242,242,242,708,0
984,23823,2018-12-07  22:49:24,L,4,2541,472,244,244,244,693,0
986,23825,2018-12-07  22:49:35,L,3,316,472,242,472,242,182,0
988,23827,2018-12-07  22:49:47,L,2,1360,472,243,243,243,502,0
990,23829,2018-12-07  22:50:09,L,3,1635,472,242,242,242,451,0
992,23831,2018-12-07  22:50:29,L,3,3708,242,242,242,242,776,0
994,23833,2018-12-07  22:51:11,E,5,304,472,240,472,240,174,0
996,23835,2018-12-07  22:51:55,L,3,2134,472,242,242,242,681,0
998,23837,2018-12-07  22:52:04,L,6,6040,243,242,242,242,835,0
1000,23839,2018-12-07  22:52:05,L,3,489,472,243,472,243,375,0
1002,23841,2018-12-07  22:52:37,L,4,6091,244,244,244,244,724,0
1004,23843,2018-12-07  22:53:04,L,2,1297,472,244,244,244,713,0
1006,23845,2018-12-07  22:53:07,L,2,3102,472,241,241,241,754,0
1008,23847,2018-12-07  22:53:22,L,4,972,472,245,245,245,358,0
1010,23849,2018-12-07  22:53:26,L,4,2347,472,244,244,244,579,0
1012,23851,2018-12-07  22:53:32,L,3,1296,472,243,243,243,494,0
1014,23853,2018-12-07  22:53:33,L,3,2083,472,244,244,244,559,0
1016,23855,2018-12-07  22:53:53,L,4,2125,472,241,242,241,682,0
1018,23857,2018-12-07  22:54:27,L,3,1852,472,244,244,244,670,0
1020,23859,2018-12-07  22:54:33,L,3,2584,472,241,242,241,670,0
1022,23861,2018-12-07  22:54:40,L,4,1578,472,242,243,242,683,0
1024,23863,2018-12-07  22:55:24,L,3,2913,472,241,242,241,724,0
1026,23865,2018-12-07  22:55:25,L,2,1693,472,242,242,242,744,0
1028,23867,2018-12-07  22:55:26,L,4,1683,472,244,245,244,596,0
1030,23869,2018-12-07  22:55:29,L,2,214,472,243,243,243,266,0
1032,23871,2018-12-07  22:55:35,L,3,1933,472,243,243,243,709,0
1034,23873,2018-12-07  22:55:41,L,2,2437,472,242,242,242,807,0
1038,23877,2018-12-07  22:55:51,L,4,1413,472,242,242,242,453,0
1040,23879,2018-12-07  22:56:00,L,4,1094,472,243,244,243,333,0
1042,23881,2018-12-07  22:56:24,E,4,202,472,242,472,242,141,0
1044,23883,2018-12-07  22:56:49,L,3,1587,472,241,241,241,563,0
1046,23885,2018-12-07  22:56:56,L,6,4441,245,244,244,244,716,0
1048,23887,2018-12-07  22:56:59,L,2,225,472,244,244,244,238,0
1050,23889,2018-12-07  22:57:16,L,3,112,472,242,473,242,163,0
1052,23891,2018-12-07  22:57:17,L,4,3676,244,243,244,243,758,0
1054,23893,2018-12-07  22:57:23,L,4,6587,242,242,242,242,819,0
1058,23897,2018-12-07  22:58:15,E,6,592,472,241,472,241,177,0
1060,23899,2018-12-07  22:58:38,L,4,2680,472,241,242,241,720,0
1062,23901,2018-12-07  22:58:42,L,6,4247,244,243,243,243,804,0
1064,23903,2018-12-07  22:59:12,L,3,2695,472,242,242,242,681,0
1066,23905,2018-12-07  22:59:16,E,8,2712,243,240,241,240,613,0
1068,23907,2018-12-07  22:59:21,L,2,2117,241,241,241,241,679,0
1072,23911,2018-12-07  22:59:49,L,4,1737,472,242,243,242,618,0
1074,23913,2018-12-07  23:00:01,L,4,1377,472,241,241,241,444,0
1076,23915,2018-12-07  23:00:29,L,8,3519,246,244,244,244,721,0
1078,23917,2018-12-07  23:00:30,L,2,1492,472,243,243,243,476,0
1080,23919,2018-12-07  23:00:33,L,10,8500,246,244,244,244,825,0
1082,23921,2018-12-07  23:00:35,L,2,3205,472,242,242,242,742,0
1084,23923,2018-12-07  23:00:37,L,3,684,472,241,241,241,310,0
1086,23925,2018-12-07  23:00:46,L,6,3996,472,243,244,243,769,0
1088,23927,2018-12-07  23:01:03,L,2,68,472,244,472,244,167,0
1090,23929,2018-12-07  23:01:14,L,4,897,472,241,241,241,289,0
1092,23931,2018-12-07  23:01:39,L,3,2114,472,242,243,242,698,0
1094,23933,2018-12-07  23:01:42,L,2,181,472,244,473,244,327,0
1096,23935,2018-12-07  23:02:02,L,2,141,472,244,472,244,196,0
1098,23937,2018-12-07  23:02:07,L,3,3297,242,241,242,241,742,0
1100,23939,2018-12-07  23:02:52,L,3,1074,472,242,243,242,545,0
1104,23943,2018-12-07  23:03:03,E,4,314,472,242,473,242,165,0
1108,23947,2018-12-07  23:03:40,L,2,1545,472,244,244,244,620,0
1112,23951,2018-12-07  23:04:06,E,11,2723,472,242,243,242,444,0
1114,23953,2018-12-07  23:04:20,L,3,296,472,241,472,241,173,0
1116,23955,2018-12-07  23:04:26,E,4,238,472,242,472,242,180,0
1118,23957,2018-12-07  23:04:44,L,3,1674,472,244,244,244,721,0
1120,23959,2018-12-07  23:04:48,L,2,800,472,243,243,243,581,0
1122,23961,2018-12-07  23:04:51,L,2,1494,472,245,245,245,704,0
1124,23963,2018-12-07  23:04:59,L,4,2303,472,243,244,243,676,0
1126,23965,2018-12-07  23:05:00,L,6,1857,472,241,241,241,433,0
1128,23967,2018-12-07  23:05:05,L,2,1988,242,242,242,242,710,0
1130,23969,2018-12-07  23:05:09,L,4,1200,472,242,242,242,300,0
1132,23971,2018-12-07  23:05:10,L,3,2006,472,245,472,245,672,0
1134,23973,2018-12-07  23:05:32,L,3,2721,472,243,243,243,650,0
1136,23975,2018-12-07  23:05:39,L,4,1947,472,245,245,245,709,0
1138,23977,2018-12-07  23:05:47,L,2,795,472,243,243,243,595,0
1142,23981,2018-12-07  23:05:54,L,3,4014,472,242,242,242,674,0
1144,23983,2018-12-07  23:05:57,L,3,2764,472,241,241,241,635,0
1146,23985,2018-12-07  23:06:07,L,2,187,472,244,472,244,313,0
1148,23987,2018-12-07  23:06:15,L,2,135,472,242,472,242,166,0
1150,23989,2018-12-07  23:06:51,L,2,121,472,243,472,243,151,0
1152,23991,2018-12-07  23:06:59,L,6,1653,472,244,245,244,402,0
1154,23993,2018-12-07  23:07:13,E,5,296,472,242,473,242,133,0
1156,23995,2018-12-07  23:07:31,L,4,3255,472,242,242,242,698,0
1158,23997,2018-12-07  23:08:12,L,4,3712,472,243,244,243,727,0
1160,23999,2018-12-07  23:08:21,E,5,358,472,243,472,243,187,0
1162,24001,2018-12-07  23:08:55,L,3,1155,472,243,472,243,615,0
1164,24003,2018-12-07  23:09:17,L,3,4634,472,243,243,243,665,0
1166,24005,2018-12-07  23:09:45,L,3,3476,472,242,243,242,670,0
1168,24007,2018-12-07  23:09:47,L,4,945,472,242,242,242,373,0
1170,24009,2018-12-07  23:10:01,E,6,520,472,242,473,242,169,0
1172,24011,2018-12-07  23:10:04,L,3,871,472,241,241,241,538,0
1174,24013,2018-12-07  23:10:11,L,4,3286,472,244,244,244,772,0
1176,24015,2018-12-07  23:10:15,L,3,1133,472,241,242,241,520,0
1178,24017,2018-12-07  23:10:34,L,4,1842,472,241,242,241,591,0
1180,24019,2018-12-07  23:10:49,E,7,1780,472,240,241,240,331,0
1182,24021,2018-12-07  23:10:50,L,3,22786,472,240,241,240,613,0
1184,24023,2018-12-07  23:10:53,L,3,1855,472,242,242,242,707,0
1186,24025,2018-12-07  23:10:56,L,4,2428,242,241,241,241,718,0
1188,24027,2018-12-07  23:11:07,L,3,1149,472,243,243,243,382,0
1190,24029,2018-12-07  23:11:13,L,3,2762,472,242,242,242,692,0
1192,24031,2018-12-07  23:11:16,L,8,5401,244,243,244,243,797,0
1194,24033,2018-12-07  23:11:17,L,3,2158,472,242,242,242,353,0
1196,24035,2018-12-07  23:11:37,L,1,60,472,242,472,242,133,0
1198,24037,2018-12-07  23:11:45,L,3,2857,242,242,242,242,888,0
1200,24039,2018-12-07  23:11:47,L,3,997,472,244,244,244,320,0
1202,24041,2018-12-07  23:11:59,L,3,1090,472,242,242,242,317,0
1204,24043,2018-12-07  23:12:32,E,4,154,472,244,472,244,172,0
1206,24045,2018-12-07  23:12:40,L,4,2569,472,240,241,240,611,0
1208,24047,2018-12-07  23:12:42,L,3,2846,245,245,245,245,793,0
1210,24049,2018-12-07  23:13:11,L,2,1468,472,245,245,245,654,0
1212,24051,2018-12-07  23:13:12,L,1,31,472,244,473,244,626,0
1216,24055,2018-12-07  23:13:30,L,2,758,472,244,244,244,401,0
1218,24057,2018-12-07  23:13:38,L,4,2926,472,244,244,244,724,0
1220,24059,2018-12-07  23:13:56,L,6,3317,246,244,245,244,632,0
1222,24061,2018-12-07  23:13:59,L,5,3950,472,242,242,242,770,0
1224,24063,2018-12-07  23:14:07,L,4,2186,472,244,244,244,600,0
1226,24065,2018-12-07  23:14:10,L,3,883,472,242,243,242,403,0
1228,24067,2018-12-07  23:14:21,L,4,1533,472,243,243,243,492,0
1230,24069,2018-12-07  23:14:28,L,8,3537,472,243,244,243,676,0
1232,24071,2018-12-07  23:14:35,L,3,212,472,238,472,238,183,0
1234,24073,2018-12-07  23:15:06,L,2,1407,472,242,242,242,743,0
1236,24075,2018-12-07  23:15:39,L,3,1393,472,245,245,245,607,0
1238,24077,2018-12-07  23:15:53,L,3,144,472,241,472,241,136,0
1240,24079,2018-12-07  23:15:57,L,2,1413,472,243,243,243,593,0
1242,24081,2018-12-07  23:16:38,L,4,2195,472,243,243,243,644,0
1244,24083,2018-12-07  23:16:42,L,3,263,472,243,473,243,152,0
1246,24085,2018-12-07  23:16:46,L,5,1075,472,242,242,242,260,0
1248,24087,2018-12-07  23:16:51,L,4,1434,472,244,244,244,452,0
1250,24089,2018-12-07  23:17:08,L,3,1510,472,244,472,244,653,0
1252,24091,2018-12-07  23:17:17,L,3,2991,241,241,241,241,791,0
1254,24093,2018-12-07  23:17:19,E,14,1840,472,241,241,241,166,0
1256,24095,2018-12-07  23:17:39,L,4,1942,472,245,245,245,317,0
1258,24097,2018-12-07  23:17:45,L,4,1930,472,242,242,242,739,0
1260,24099,2018-12-07  23:17:52,L,4,2149,472,241,242,241,593,0
1262,24101,2018-12-07  23:17:54,L,3,2823,472,241,241,241,677,0
1264,24103,2018-12-07  23:17:59,L,3,192,472,229,472,229,161,0
1266,24105,2018-12-07  23:18:10,L,2,389,472,241,241,241,312,0
1268,24107,2018-12-07  23:18:15,L,2,1122,472,243,243,243,642,0
1270,24109,2018-12-07  23:18:23,L,3,401,472,243,243,243,810,0
1272,24111,2018-12-07  23:18:26,L,2,320,472,244,244,244,390,0
1274,24113,2018-12-07  23:18:27,L,2,1685,472,243,243,243,613,0
1276,24115,2018-12-07  23:18:42,L,3,1283,472,242,472,242,599,0
1278,24117,2018-12-07  23:19:00,E,6,278,472,242,472,242,180,0
1282,24121,2018-12-07  23:19:02,L,2,403,472,244,244,244,491,0
1284,24123,2018-12-07  23:19:14,L,3,1984,472,241,242,241,470,0
1286,24125,2018-12-07  23:19:28,L,5,3225,472,243,243,243,622,0
1288,24127,2018-12-07  23:19:42,L,3,1213,472,243,243,243,452,0
1290,24129,2018-12-07  23:19:56,L,3,4732,245,244,244,244,794,0
1292,24131,2018-12-07  23:19:56,L,3,1535,472,242,242,242,576,0
1294,24133,2018-12-07  23:20:00,E,8,546,472,244,472,244,223,0
1296,24135,2018-12-07  23:20:02,L,3,1615,472,240,241,240,658,0
1298,24137,2018-12-07  23:20:04,L,3,2784,242,242,242,242,877,0
1300,24139,2018-12-07  23:20:08,L,3,1080,472,245,245,245,402,0
1302,24141,2018-12-07  23:20:32,L,4,892,472,243,472,243,389,0
1304,24143,2018-12-07  23:20:33,E,8,1252,472,242,473,242,238,0
1306,24145,2018-12-07  23:20:34,L,4,2618,472,243,243,243,659,0
1308,24147,2018-12-07  23:20:36,E,4,256,472,245,473,245,165,0
1310,24149,2018-12-07  23:20:37,L,3,759,472,242,242,242,452,0
1312,24151,2018-12-07  23:20:40,L,6,2794,472,242,242,242,725,0
1314,24153,2018-12-07  23:20:42,L,3,304,472,244,472,244,179,0
1316,24155,2018-12-07  23:20:47,L,2,37,472,241,473,241,193,0
1320,24159,2018-12-07  23:21:07,L,4,3258,472,244,244,244,704,0
1322,24161,2018-12-07  23:21:19,L,4,1176,473,244,244,244,422,0
1324,24163,2018-12-07  23:21:29,L,4,2891,472,245,245,245,585,0
1326,24165,2018-12-07  23:21:35,L,3,1376,472,244,244,244,552,0
1328,24167,2018-12-07  23:21:35,L,3,1089,472,241,241,241,434,0
1330,24169,2018-12-07  23:22:08,L,3,2716,472,242,242,242,688,0
1332,24171,2018-12-07  23:22:32,L,5,2685,472,242,242,242,730,0
1334,24173,2018-12-07  23:22:36,L,2,164,472,241,472,241,194,0
1336,24175,2018-12-07  23:22:39,L,4,2939,472,242,242,242,688,0
1338,24177,2018-12-07  23:22:42,L,3,1953,472,243,244,243,770,0
1340,24179,2018-12-07  23:22:51,L,4,1625,473,241,241,241,374,0
1342,24181,2018-12-07  23:22:58,L,4,1698,472,243,243,243,455,0
1344,24183,2018-12-07  23:23:00,L,2,1785,244,244,244,244,672,0
1346,24185,2018-12-07  23:23:02,L,2,779,472,243,243,243,442,0
1348,24187,2018-12-07  23:23:03,L,2,1657,472,241,241,241,679,0
1350,24189,2018-12-07  23:23:07,E,5,800,472,241,473,241,276,0
1352,24191,2018-12-07  23:23:14,L,3,2869,472,241,241,241,674,0
1358,24197,2018-12-07  23:23:52,L,6,1561,472,244,244,244,381,0
1360,24199,2018-12-07  23:24:01,L,1,33,472,243,243,243,586,0
1362,24201,2018-12-07  23:24:18,L,4,2727,472,244,245,244,638,0
1364,24203,2018-12-07  23:24:32,L,3,1064,472,241,472,241,772,0
1366,24205,2018-12-07  23:24:52,L,4,1671,472,244,245,244,356,0
1368,24207,2018-12-07  23:25:23,L,3,1408,472,242,472,242,553,0
1370,24209,2018-12-07  23:25:25,L,2,525,472,241,241,241,603,0
1372,24211,2018-12-07  23:25:30,L,3,1338,472,242,242,242,741,0
1374,24213,2018-12-07  23:25:34,L,2,1080,472,244,244,244,606,0
1376,24215,2018-12-07  23:25:51,L,4,1201,472,242,243,242,400,0
1378,24217,2018-12-07  23:25:54,L,4,775,472,241,472,241,341,0
1380,24219,2018-12-07  23:25:59,L,3,1536,472,243,243,243,389,0
1384,24223,2018-12-07  23:26:30,E,4,396,472,242,473,242,245,0
1386,24225,2018-12-07  23:26:34,E,4,228,472,237,472,237,139,0
1388,24227,2018-12-07  23:27:00,L,4,1721,472,241,241,241,601,0
1390,24229,2018-12-07  23:27:02,L,3,1009,472,244,244,244,541,0
1392,24231,2018-12-07  23:27:14,L,2,88750,472,244,244,244,860,0
1394,24233,2018-12-07  23:27:25,L,4,1706,472,242,243,242,605,0
1396,24235,2018-12-07  23:27:27,L,2,4060,472,244,473,244,357,0
1398,24237,2018-12-07  23:27:35,L,3,2538,472,244,244,244,802,0
1400,24239,2018-12-07  23:27:38,L,4,4162,242,241,241,241,749,0
1402,24241,2018-12-07  23:27:45,L,6,4832,245,243,244,243,819,0
1404,24243,2018-12-07  23:28:10,L,3,1748,472,243,243,243,705,0
1406,24245,2018-12-07  23:28:15,L,3,3050,243,243,243,243,627,0
1408,24247,2018-12-07  23:28:51,L,2,1119,472,241,472,241,703,0
1410,24249,2018-12-07  23:28:57,L,3,3449,243,243,243,243,715,0
1412,24251,2018-12-07  23:29:02,L,3,2915,472,244,244,244,647,0
1414,24253,2018-12-07  23:29:08,L,3,3333,472,244,244,244,708,0
1416,24255,2018-12-07  23:29:13,L,3,965,472,244,244,244,389,0
1418,24257,2018-12-07  23:29:16,L,3,961,472,242,472,242,379,0
1420,24259,2018-12-07  23:29:20,L,3,2605,242,242,242,242,692,0
1422,24261,2018-12-07  23:29:23,L,2,109,472,240,473,240,167,0
1424,24263,2018-12-07  23:29:30,L,5,4019,472,243,243,243,663,0
1426,24265,2018-12-07  23:29:32,L,4,2805,242,241,241,241,646,0
1428,24267,2018-12-07  23:29:35,L,3,933,472,241,241,241,528,0
1430,24269,2018-12-07  23:29:49,L,4,3547,472,244,244,244,688,0
1434,24273,2018-12-07  23:30:02,L,3,3679,472,243,243,243,690,0
1436,24275,2018-12-07  23:30:20,L,5,3239,242,241,242,241,776,0
1438,24277,2018-12-07  23:30:35,L,3,1144,473,242,242,242,400,0
1440,24279,2018-12-07  23:30:42,L,4,3849,244,244,244,244,850,0
1442,24281,2018-12-07  23:30:56,L,4,2948,472,244,244,244,743,0
1444,24283,2018-12-07  23:31:18,L,2,733,472,243,243,243,361,0
1446,24285,2018-12-07  23:31:26,L,7,2761,472,243,243,243,744,0
1448,24287,2018-12-07  23:31:39,L,2,1584,472,243,243,243,693,0
1450,24289,2018-12-07  23:31:41,L,4,924,472,241,472,241,355,0
1452,24291,2018-12-07  23:31:43,L,3,68,472,238,472,238,145,0
1454,24293,2018-12-07  23:31:57,L,3,1995,472,242,242,242,789,0
1456,24295,2018-12-07  23:32:04,L,3,1091,472,242,242,242,522,0
1458,24297,2018-12-07  23:32:24,L,3,1261,472,242,243,242,753,0
1460,24299,2018-12-07  23:32:28,L,2,726,472,242,242,242,388,0
1462,24301,2018-12-07  23:32:33,L,4,1113,472,244,245,244,361,0
1464,24303,2018-12-07  23:32:41,L,4,3090,472,245,245,245,690,0
1466,24305,2018-12-07  23:32:46,L,4,3040,472,243,243,243,695,0
1470,24309,2018-12-07  23:32:55,L,3,1403,472,243,243,243,636,0
1474,24313,2018-12-07  23:33:15,L,3,2005,473,241,241,241,651,0
1476,24315,2018-12-07  23:33:22,L,3,3321,472,242,242,242,727,0
1478,24317,2018-12-07  23:33:24,L,3,3451,242,241,241,241,733,0
1480,24319,2018-12-07  23:33:43,L,3,1517,472,244,244,244,667,0
1482,24321,2018-12-07  23:34:03,L,5,2447,472,241,241,241,709,0
1484,24323,2018-12-07  23:34:11,L,4,1628,472,244,244,244,700,0
1488,24327,2018-12-07  23:34:39,L,2,2242,472,241,241,241,728,0
1490,24329,2018-12-07  23:34:58,L,4,2650,242,241,241,241,681,0
1492,24331,2018-12-07  23:35:01,L,4,2306,472,240,241,240,748,0
1494,24333,2018-12-07  23:35:05,L,4,2306,472,241,241,241,667,0
1496,24335,2018-12-07  23:35:20,L,3,1651,472,243,243,243,729,0
1498,24337,2018-12-07  23:35:22,L,3,3384,242,242,242,242,855,0
1500,24339,2018-12-07  23:35:49,L,2,1374,472,244,244,244,694,0
1502,24341,2018-12-07  23:36:08,L,2,3574,472,241,242,241,327,0
1504,24343,2018-12-07  23:36:11,L,3,3310,245,245,245,245,740,0
1506,24345,2018-12-07  23:36:20,L,10,5810,246,243,243,243,804,0
1508,24347,2018-12-07  23:36:38,L,5,3203,472,244,244,244,666,0
1510,24349,2018-12-07  23:36:41,L,4,1690,472,244,244,244,406,0
1512,24351,2018-12-07  23:36:52,L,6,1587,472,243,244,243,370,0
1514,24353,2018-12-07  23:37:33,L,3,1938,472,242,242,242,682,0
1516,24355,2018-12-07  23:37:45,L,4,1515,472,244,245,244,378,0
1518,24357,2018-12-07  23:37:52,L,2,263,472,241,241,241,277,0
1520,24359,2018-12-07  23:38:04,L,4,776,472,242,472,242,226,0
1522,24361,2018-12-07  23:38:09,L,4,4351,242,242,242,242,761,0
1524,24363,2018-12-07  23:38:10,L,3,1246,472,241,241,241,379,0
1526,24365,2018-12-07  23:38:39,L,3,238,472,240,472,240,174,0
1528,24367,2018-12-07  23:38:58,L,3,500,472,243,243,243,359,0
1530,24369,2018-12-07  23:39:21,L,3,1451,472,241,242,241,563,0
1532,24371,2018-12-07  23:39:23,L,4,3737,472,242,242,242,745,0
1534,24373,2018-12-07  23:39:34,L,6,2329,472,243,243,243,653,0
1538,24377,2018-12-07  23:39:48,L,2,971,472,241,472,241,635,0
1540,24379,2018-12-07  23:39:57,L,2,889,472,240,240,240,473,0
1542,24381,2018-12-07  23:40:00,L,3,646,472,244,244,244,222,0
1544,24383,2018-12-07  23:40:04,L,2,136,472,244,472,244,164,0
1548,24387,2018-12-07  23:40:14,L,1,35,472,244,472,244,746,0
1554,24393,2018-12-07  23:40:24,L,3,356,472,244,472,244,173,0
1556,24395,2018-12-07  23:40:51,E,4,266,472,243,472,243,190,0
1558,24397,2018-12-07  23:41:08,L,3,1715,472,243,243,243,677,0
1560,24399,2018-12-07  23:41:16,L,4,1091,472,243,244,243,461,0
1564,24403,2018-12-07  23:41:27,L,3,1164,472,242,242,242,501,0
1566,24405,2018-12-07  23:41:30,L,5,1788,473,245,245,245,357,0
1568,24407,2018-12-07  23:41:44,L,4,4734,242,241,242,241,764,0
1570,24409,2018-12-07  23:41:58,L,1,38,472,242,242,242,722,0
1572,24411,2018-12-07  23:42:11,L,2,848,472,242,242,242,512,0
1576,24415,2018-12-07  23:42:13,L,2,1989,243,243,243,243,791,0
1578,24417,2018-12-07  23:42:28,L,2,269,472,241,473,241,242,0
1580,24419,2018-12-07  23:42:30,L,4,1992,472,241,242,241,616,0
1584,24423,2018-12-07  23:42:53,L,4,1624,472,244,245,244,425,0
1586,24425,2018-12-07  23:42:59,L,3,645,473,244,473,244,297,0
1590,24429,2018-12-07  23:43:05,L,3,900,472,242,243,242,523,0
1592,24431,2018-12-07  23:43:11,L,3,1336,472,244,244,244,816,0
1594,24433,2018-12-07  23:43:24,L,4,1093,472,242,243,242,566,0
1596,24435,2018-12-07  23:43:27,L,3,1590,472,241,241,241,717,0
1598,24437,2018-12-07  23:43:30,L,3,2192,472,243,243,243,617,0
1600,24439,2018-12-07  23:43:31,L,5,3650,472,243,243,243,625,0
1602,24441,2018-12-07  23:43:38,L,6,2007,472,244,244,244,462,0
1604,24443,2018-12-07  23:43:40,L,2,470,472,245,245,245,582,0
1606,24445,2018-12-07  23:43:54,L,3,206,472,242,472,242,168,0
1608,24447,2018-12-07  23:43:57,L,4,2098,472,243,244,243,707,0
1610,24449,2018-12-07  23:44:30,L,3,2045,472,241,241,241,548,0
1612,24451,2018-12-07  23:44:44,L,2,1081,472,243,244,243,429,0
1614,24453,2018-12-07  23:45:01,L,3,1559,472,241,242,241,520,0
1616,24455,2018-12-07  23:45:35,L,3,1776,245,244,245,244,848,0
1618,24457,2018-12-07  23:45:45,L,4,2359,472,245,245,245,552,0
1620,24459,2018-12-07  23:45:54,E,5,263,472,240,472,240,194,0
1622,24461,2018-12-07  23:46:06,L,2,1082,472,244,244,244,737,0
1624,24463,2018-12-07  23:46:10,L,3,1352,472,242,242,242,408,0
1626,24465,2018-12-07  23:46:35,L,3,3568,244,243,243,243,704,0
1628,24467,2018-12-07  23:46:54,L,3,3877,244,243,243,243,702,0
1630,24469,2018-12-07  23:46:59,L,3,1438,472,242,242,242,624,0
1632,24471,2018-12-07  23:47:10,L,3,1459,472,245,245,245,625,0
1634,24473,2018-12-07  23:47:18,L,3,494,472,244,472,244,290,0
1636,24475,2018-12-07  23:47:23,L,3,626,472,240,241,240,262,0
1640,24479,2018-12-07  23:47:30,L,5,2083,472,243,245,243,473,0
1642,24481,2018-12-07  23:47:45,E,4,312,472,242,473,242,195,0
1644,24483,2018-12-07  23:47:49,L,4,1560,472,242,243,242,610,0
1646,24485,2018-12-07  23:47:54,L,3,1406,472,244,244,244,561,0
1648,24487,2018-12-07  23:47:57,L,3,2327,472,244,244,244,709,0
1650,24489,2018-12-07  23:48:10,L,3,1812,472,245,245,245,731,0
1652,24491,2018-12-07  23:48:24,L,3,1596,472,241,242,241,516,0
1654,24493,2018-12-07  23:48:32,L,3,557,472,243,473,243,337,0
1656,24495,2018-12-07  23:48:44,L,4,2191,472,243,243,243,700,0
1660,24499,2018-12-07  23:48:59,L,2,594,472,241,473,241,524,0
1662,24501,2018-12-07  23:49:21,E,6,525,472,240,472,240,188,0
1664,24503,2018-12-07  23:49:25,L,5,2157,472,241,473,241,743,0
1668,24507,2018-12-07  23:49:38,L,3,3282,472,245,245,245,709,0
1670,24509,2018-12-07  23:49:44,L,7,2726,243,242,242,242,574,0
1672,24511,2018-12-07  23:49:49,L,3,966,472,243,472,243,366,0
1674,24513,2018-12-07  23:49:57,L,3,1222,472,241,472,241,493,0
1676,24515,2018-12-07  23:49:57,L,2,110,472,245,472,245,159,0
1678,24517,2018-12-07  23:50:13,L,7,3127,472,240,241,240,745,0
1680,24519,2018-12-07  23:50:18,L,6,1620,472,243,244,243,509,0
1682,24521,2018-12-07  23:50:26,L,4,3289,472,242,242,242,783,0
1684,24523,2018-12-07  23:50:32,L,2,31,472,241,473,241,188,0
1692,24531,2018-12-07  23:51:03,L,3,1708,472,242,473,242,707,0
1694,24533,2018-12-07  23:51:05,L,3,2675,244,244,244,244,893,0
1696,24535,2018-12-07  23:51:24,L,2,963,472,243,243,243,472,0
1698,24537,2018-12-07  23:51:26,L,4,877,472,244,472,244,390,0
1702,24541,2018-12-07  23:51:40,L,2,787,472,244,244,244,299,0
1704,24543,2018-12-07  23:51:42,L,2,1540,472,244,244,244,756,0
1706,24545,2018-12-07  23:51:52,L,4,3742,472,244,245,244,733,0
1708,24547,2018-12-07  23:51:57,L,5,1558,472,243,244,243,647,0
1710,24549,2018-12-07  23:52:03,L,3,1095,472,242,242,242,298,0
1712,24551,2018-12-07  23:52:06,L,2,962,472,243,243,243,413,0
1714,24553,2018-12-07  23:52:08,L,4,2032,472,243,243,243,606,0
1716,24555,2018-12-07  23:52:17,E,6,545,472,242,472,242,187,0
1718,24557,2018-12-07  23:53:01,L,4,2053,472,242,243,242,672,0
1720,24559,2018-12-07  23:53:22,L,3,841,472,241,472,241,451,0
1724,24563,2018-12-07  23:53:53,E,5,485,472,241,472,241,171,0
1726,24565,2018-12-07  23:54:06,L,5,1060,472,243,244,243,261,0
1728,24567,2018-12-07  23:54:15,E,7,362,472,243,472,243,140,0
1730,24569,2018-12-07  23:54:19,L,4,3199,472,241,242,241,714,0
1732,24571,2018-12-07  23:54:27,L,3,1300,472,244,244,244,551,0
1734,24573,2018-12-07  23:54:58,L,3,1024,473,241,241,241,395,0
1736,24575,2018-12-07  23:55:01,L,3,971,472,245,245,245,402,0
1738,24577,2018-12-07  23:55:03,L,4,1921,472,244,244,244,700,0
1740,24579,2018-12-07  23:55:25,L,3,1658,472,242,242,242,689,0
1742,24581,2018-12-07  23:55:29,L,3,1964,472,242,242,242,705,0
1744,24583,2018-12-07  23:55:33,L,3,2602,472,241,242,241,716,0
1746,24585,2018-12-07  23:55:50,E,4,132,472,240,472,240,172,0
1748,24587,2018-12-07  23:56:05,E,6,360,472,242,472,242,166,0
1750,24589,2018-12-07  23:56:08,L,2,145,472,241,473,241,191,0
1756,24595,2018-12-07  23:56:32,L,3,2211,472,242,242,242,723,0
1758,24597,2018-12-08  00:17:03,E,5,573,472,242,473,242,168,0
1760,24599,2018-12-08  00:17:04,L,3,2764,472,241,241,241,758,0
1762,24601,2018-12-08  00:17:07,L,2,132,472,242,472,242,145,0
1764,24603,2018-12-08  00:17:11,L,3,132,472,241,472,241,154,0
1766,24605,2018-12-08  00:17:16,E,5,252,472,240,472,240,157,0
1768,24607,2018-12-08  00:17:22,L,3,3160,241,241,241,241,866,0
1770,24609,2018-12-08  00:17:31,E,10,569,472,237,472,237,142,0
1772,24611,2018-12-08  00:17:33,L,4,1304,472,241,472,241,645,0
1774,24613,2018-12-08  00:17:54,L,2,116,472,241,472,241,159,0
1776,24615,2018-12-08  00:17:57,L,3,1128,472,242,242,242,636,0
1778,24617,2018-12-08  00:17:57,L,2,868,472,244,472,244,175,0
1782,24621,2018-12-08  00:18:04,E,5,405,472,243,472,243,153,0
1784,24623,2018-12-08  00:18:13,L,3,13150,472,241,242,241,348,0
1786,24625,2018-12-08  00:18:14,L,1,432,472,241,241,241,468,0
1788,24627,2018-12-08  00:18:18,E,6,320,472,244,472,244,159,0
1790,24629,2018-12-08  00:18:21,L,4,5023,245,244,244,244,850,0
