,part,energy,angle,n,Q,Q25,Q50,QR25_130,QR50_130,eta25_130,eta50_130
639,f,30,00-20,54,78222816690.0,3977805000.0,10312244000.0,28798778000.0,22464339000.0,0.13812408984853455,0.4590495184389801
640,f,30,00-20,55,78147257320.0,4081957000.0,10512720000.0,29074069000.0,22643306000.0,0.14039854552178438,0.4642749605556715
641,f,30,00-20,56,72054427200.0,3157982000.0,8210951000.0,24551776000.0,19498807000.0,0.1286253996452232,0.42110017294904245
642,f,30,00-20,57,78361245150.0,4182497000.0,10720484000.0,29311582000.0,22773595000.0,0.1426909335702181,0.47074183939777625
643,f,30,00-20,58,78918521370.0,4937932000.0,11998945000.0,29966668000.0,22905655000.0,0.1647808158050805,0.5238420381342511
644,f,30,00-20,59,75453882220.0,3774227000.0,9584047000.0,27019560000.0,21209740000.0,0.13968499116936028,0.45187008421602526
645,f,30,00-20,60,77944406420.0,3835833000.0,9915591000.0,28214984000.0,22135226000.0,0.1359502100018912,0.44795526370501026
646,f,30,00-20,61,76667213640.0,4726379000.0,11510316000.0,28951421000.0,22167484000.0,0.1632520559180843,0.5192432303097636
647,f,30,00-20,62,74294310720.0,3264520000.0,8557185000.0,25421561000.0,20128896000.0,0.1284154029723037,0.4251194402315954
648,f,30,00-20,63,72645420930.0,3332970000.0,8679592000.0,25300066000.0,19953444000.0,0.13173760100072465,0.4349921747844633
649,f,30,00-20,64,73873164600.0,2938158000.0,7823229000.0,24501403000.0,19616332000.0,0.11991794918846076,0.3988120205143347
650,f,30,00-20,65,81568485670.0,5180505000.0,12914355000.0,32244770000.0,24510920000.0,0.16066186857589618,0.5268816919152769
651,f,30,00-20,66,72540382120.0,2892694000.0,7789040000.0,24276512000.0,19380166000.0,0.11915607975313752,0.4019078061560463
652,f,30,00-20,67,77409509790.0,4422097000.0,11053018000.0,28959801000.0,22328880000.0,0.15269776888314943,0.49500996019504784
653,f,30,00-20,68,74524047680.0,3365267000.0,8800713000.0,25896873000.0,20461427000.0,0.12994877798566645,0.43011237681516545
654,f,30,00-20,69,76420607600.0,3383672000.0,9012965000.0,27106527000.0,21477234000.0,0.12482868056095862,0.4196520371291759
655,f,30,00-20,70,77820029220.0,3858029000.0,9933432000.0,28148759000.0,22073356000.0,0.1370585822273728,0.4500191090108817
656,f,30,00-20,71,75922134300.0,3533139000.0,9268482000.0,26937998000.0,21202655000.0,0.13115818777624083,0.4371378018460424
657,f,30,00-20,72,72807572280.0,2989712000.0,7914993000.0,24336690000.0,19411409000.0,0.12284793042932297,0.40774953533769753
658,f,30,00-20,73,75685328760.0,3606836000.0,9377115000.0,26944291000.0,21174012000.0,0.13386271696664795,0.44285962433571874
659,f,30,00-20,74,74986472230.0,3299156000.0,8782564000.0,26195472000.0,20712064000.0,0.1259437508894667,0.42403132782903724
660,f,30,00-20,75,72902289080.0,3105473000.0,8177803000.0,24736256000.0,19663926000.0,0.1255433724489268,0.4158784466540405
661,f,30,00-20,76,76286193510.0,3301568000.0,8760548000.0,26457057000.0,20998077000.0,0.12478969221708976,0.4172071566362958
662,f,30,00-20,77,78831035150.0,4661995000.0,11590164000.0,29885845000.0,22957676000.0,0.15599341427354654,0.5048491842118514
663,f,30,00-20,78,77891034400.0,3893461000.0,10067023000.0,28220576000.0,22047014000.0,0.137965327142862,0.45661616579914177
664,f,30,00-20,79,77214615320.0,3968356000.0,10043684000.0,27705646000.0,21630318000.0,0.1432327547966216,0.4643336265329063
665,f,30,00-20,80,76014809120.0,4169991000.0,10485333000.0,27850600000.0,21535258000.0,0.14972715130015152,0.4868914502904957
666,f,30,00-20,81,75788914230.0,3430597000.0,8998518000.0,26713670000.0,21145749000.0,0.12842102938308364,0.4255473759761359
667,f,30,00-20,82,71127713500.0,2797919000.0,7540111000.0,23681652000.0,18939460000.0,0.11814712081741595,0.39811647216974505
668,f,30,00-20,83,74873802230.0,3126763000.0,8351460000.0,25662034000.0,20437337000.0,0.12184392710258275,0.40863738754222234
669,f,30,00-20,84,76294915960.0,3569891000.0,9349679000.0,27136430000.0,21356642000.0,0.1315534504722987,0.43778787882477027
670,f,30,00-20,85,71774316120.0,3452153000.0,8713139000.0,24709944000.0,19448958000.0,0.13970703454447328,0.4480002990391567
671,f,30,00-20,86,73960625820.0,2989202000.0,8005383000.0,24829778000.0,19813597000.0,0.12038778598825974,0.4040348150817845
672,f,30,00-20,87,75411556100.0,3556937000.0,9293778000.0,26906141000.0,21169300000.0,0.1321979617961565,0.43902150756047675
673,f,30,00-20,88,77825598740.0,4302805000.0,10872000000.0,29053425000.0,22484230000.0,0.14809975071785855,0.4835389070472949
674,f,30,00-20,89,74448605640.0,3064621000.0,8252115000.0,25511863000.0,20324369000.0,0.12012533149774283,0.40602072320178795
675,f,30,00-20,90,78057192090.0,4612753000.0,11567955000.0,29906519000.0,22951317000.0,0.15423904734616556,0.5040214032162076
676,f,30,00-20,91,77942919900.0,4174718000.0,10697038000.0,29043224000.0,22520904000.0,0.1437415488032596,0.474982620591074
677,f,30,00-20,92,79002301930.0,4234382000.0,10752272000.0,29344927000.0,22827037000.0,0.14429690010815158,0.47103231137707446
678,f,30,00-20,93,74801002100.0,3158599000.0,8394285000.0,25568419000.0,20332733000.0,0.12353517047729858,0.4128458776299281
679,f,30,00-20,94,75555881480.0,3629920000.0,9491061000.0,27297431000.0,21436290000.0,0.13297661600463428,0.4427566990370069
680,f,30,00-20,95,77228284380.0,3881687000.0,10015865000.0,28024952000.0,21890774000.0,0.13850824793562536,0.45753818480790126
681,f,30,00-20,96,77592236880.0,3960371000.0,10258438000.0,28601949000.0,22303882000.0,0.1384650745304105,0.4599395746444498
682,f,30,00-20,97,75621896890.0,3496927000.0,9125762000.0,26528116000.0,20899281000.0,0.13181965127112683,0.43665435188894774
683,f,30,00-20,98,76718721820.0,4132480000.0,10358887000.0,27857400000.0,21630993000.0,0.14834406656759067,0.4788909598371189
684,f,30,00-20,99,74139289520.0,3365747000.0,8816529000.0,26006102000.0,20555320000.0,0.12942143347742002,0.428917136780162
