,part,energy,angle,n,Q35,Q50,Q70,Q,QR35_70,QR70_150,QR50_200
0,p,10,20-40,0,837248100.0,1468153500.0,2513524800.0,23674611469.0,1541830800.0,5468256200.0,9633026500.0
1,p,10,20-40,1,565849300.0,1009420200.0,1765051900.0,21443950222.0,1100736400.0,4342816900.0,8034556900.0
2,p,10,20-40,2,4168016000.0,6443683000.0,9506982000.0,33009753958.0,4983398000.0,9054208900.0,15523957400.0
3,p,10,20-40,3,819677000.0,1425108900.0,2418440800.0,22878618381.0,1471568000.0,5119477000.0,9142975400.0
4,p,10,20-40,4,881528800.0,1498092000.0,2470603100.0,21445276286.0,1466727900.0,4695012800.0,8474705100.0
5,p,10,20-40,5,1211508000.0,2087280000.0,3498418000.0,25823382342.0,2108106000.0,6548477000.0,11092475100.0
6,p,10,20-40,6,1990182000.0,3184624000.0,4923413000.0,26667709608.0,2722239000.0,6809782700.0,11685918300.0
7,p,10,20-40,7,1240345000.0,2119649000.0,3515899200.0,24483971086.0,2099602000.0,6247374500.0,10577767500.0
8,p,10,20-40,8,1986499000.0,3251261000.0,5127864000.0,26544876090.0,2912800000.0,7067528200.0,11978672400.0
9,p,10,20-40,9,1518408000.0,2548766000.0,4161575000.0,27294156687.0,2441008000.0,7092532900.0,11961192000.0
10,p,10,20-40,10,1354071000.0,2297437000.0,3784714000.0,25033498544.0,2243980000.0,6527698600.0,10996424700.0
11,p,10,20-40,11,1504864000.0,2594090000.0,4337997000.0,29026263381.0,2613146000.0,7698089100.0,12959458500.0
12,p,10,20-40,12,2349331000.0,3826651000.0,6008420000.0,30059906321.0,3393655000.0,8159858100.0,13773601100.0
13,p,10,20-40,13,1288494000.0,2166680000.0,3529392900.0,23889630105.0,2070946600.0,5978595600.0,10249191800.0
14,p,10,20-40,14,1515258000.0,2482052000.0,3947256000.0,24936994127.0,2251000000.0,6258371100.0,10722802100.0
15,p,10,20-40,15,1703447000.0,2864900000.0,4667285000.0,29271004492.0,2739249000.0,7676661700.0,13024529300.0
16,p,10,20-40,16,1617905000.0,2691638000.0,4336828000.0,28019426036.0,2515232000.0,6956399000.0,12081772200.0
17,p,10,20-40,17,1672174000.0,2730357000.0,4303556000.0,25506056459.0,2439016000.0,6326083700.0,11003670900.0
18,p,10,20-40,18,842516200.0,1478042200.0,2536925600.0,23682599548.0,1557853500.0,5580324600.0,9736276300.0
19,p,10,20-40,19,772886500.0,1295360200.0,2116750100.0,20386467739.0,1240410500.0,4132476100.0,7667530500.0
20,p,10,20-40,20,2724369000.0,4430483000.0,6916368000.0,30717141706.0,3892654000.0,8469755800.0,14342649700.0
21,p,10,20-40,21,751308900.0,1288284500.0,2162397900.0,21103877435.0,1299373600.0,4565953300.0,8258361700.0
22,p,10,20-40,22,2624656000.0,4223986000.0,6537363000.0,30985044454.0,3634140000.0,8356081800.0,14234112800.0
23,p,10,20-40,23,1325159000.0,2266795000.0,3759827000.0,25807461255.0,2246947000.0,6655756400.0,11230243500.0
24,p,10,20-40,24,438632800.0,789504700.0,1389285100.0,18747586320.0,872398200.0,3548489600.0,6728077100.0
25,p,10,20-40,25,1293239000.0,2198509000.0,3625879200.0,25665364773.0,2153354000.0,6433523700.0,11063057600.0
26,p,10,20-40,26,949651000.0,1667134700.0,2850537100.0,25131313280.0,1749158700.0,6016440600.0,10493085100.0
27,p,10,20-40,27,1702295000.0,2871907000.0,4692430000.0,27616004739.0,2763237000.0,7450892700.0,12479449500.0
28,p,10,20-40,28,2550254000.0,4131212000.0,6439198000.0,30071522556.0,3610089000.0,8221605100.0,13909338900.0
29,p,10,20-40,29,560087000.0,1015217900.0,1796121300.0,20961036871.0,1134168200.0,4452397500.0,8093356600.0
30,p,10,20-40,30,1150564000.0,1982127000.0,3315984100.0,24914751235.0,1996648900.0,6234169100.0,10637759200.0
31,p,10,20-40,31,2051648000.0,3358180000.0,5312809000.0,28626966272.0,3021420000.0,7690581700.0,12944751700.0
32,p,10,20-40,32,837093300.0,1421172500.0,2347120700.0,21641529947.0,1393291400.0,4579489700.0,8378077100.0
33,p,10,20-40,33,619583500.0,1102151700.0,1915592400.0,21358830432.0,1190568500.0,4532267900.0,8272776200.0
34,p,10,20-40,34,1271303000.0,2146261000.0,3527976000.0,24298954079.0,2082988000.0,6169868400.0,10486064300.0
35,p,10,20-40,35,1590388000.0,2645874000.0,4267549000.0,26010653529.0,2475947000.0,6774133600.0,11454455900.0
36,p,10,20-40,36,1531256000.0,2520087000.0,4031679000.0,26316364091.0,2312906000.0,6524163100.0,11328742600.0
37,p,10,20-40,37,2294317000.0,3706348000.0,5762965000.0,27474120023.0,3220118000.0,7383019800.0,12506729300.0
38,p,10,20-40,38,534962500.0,968918300.0,1711463400.0,20427671510.0,1079689900.0,4248963200.0,7777221800.0
39,p,10,20-40,39,1914628000.0,3005985000.0,4538062600.0,24158933293.0,2440991200.0,5662188200.0,10110446500.0
40,p,10,20-40,40,978257000.0,1732887000.0,2982828900.0,24995531544.0,1844322400.0,6159876200.0,10574794500.0
41,p,10,20-40,41,1570988000.0,2627798000.0,4254472000.0,26216418794.0,2481669000.0,6818853300.0,11579519600.0
42,p,10,20-40,42,3192675000.0,4905453000.0,7225301000.0,28582153989.0,3761448000.0,7578057600.0,12982422200.0
43,p,10,20-40,43,718264100.0,1268859300.0,2184336400.0,22271118388.0,1348239100.0,4843534400.0,8733210500.0
44,p,10,20-40,44,1214352000.0,2097047000.0,3513020000.0,25808191944.0,2119621000.0,6524982000.0,11124515200.0
45,p,10,20-40,45,1610560000.0,2713983000.0,4434419000.0,26999956283.0,2609128000.0,7170770700.0,12043208400.0
46,p,10,20-40,46,2411771000.0,3844590000.0,5914596000.0,29058514087.0,3252987000.0,7675115000.0,13055461000.0
47,p,10,20-40,47,3281484000.0,5189435000.0,7861360000.0,30703684714.0,4263622000.0,8510217500.0,14472592100.0
48,p,10,20-40,48,1254954000.0,2078614000.0,3346190900.0,23857424835.0,1933148700.0,5785837800.0,10012873800.0
49,p,10,20-40,49,1145551000.0,1936871000.0,3194175500.0,23490784926.0,1889896700.0,5861494200.0,10010357300.0
50,p,10,20-40,50,1730203000.0,2890885000.0,4687437000.0,28784748408.0,2733636000.0,7540208200.0,12799151500.0
51,p,10,20-40,51,1704448000.0,2848351000.0,4616738000.0,27460879655.0,2692227000.0,7322600600.0,12332158100.0
52,h,10,20-40,0,914380000.0,1593561500.0,2705812700.0,23154828175.0,1649116500.0,5574193900.0,9632943900.0
53,h,10,20-40,1,1778104000.0,2944141000.0,4711601000.0,26257095524.0,2715802000.0,6981636600.0,11781646600.0
54,h,10,20-40,2,2626626000.0,4183092000.0,6384907000.0,27627011270.0,3496160000.0,7415265400.0,12641606600.0
55,h,10,20-40,3,989190000.0,1672472800.0,2758501000.0,22897058045.0,1632035000.0,5313213100.0,9339755600.0
56,h,10,20-40,4,806786500.0,1391417700.0,2341014200.0,21018743112.0,1413168600.0,4801923700.0,8476273300.0
57,h,10,20-40,5,1621937000.0,2676529000.0,4273266000.0,25173638777.0,2454589000.0,6481489200.0,11045812900.0
58,h,10,20-40,6,756005000.0,1331887000.0,2284004800.0,20995149864.0,1405703700.0,4905595000.0,8535106800.0
59,h,10,20-40,7,1144945000.0,1945798000.0,3212147900.0,24264632757.0,1907815300.0,5841292800.0,10178535700.0
60,h,10,20-40,8,1307330000.0,2149565000.0,3424839100.0,23838295887.0,1959977800.0,5652033000.0,9943269600.0
61,h,10,20-40,9,897163000.0,1566814400.0,2657173500.0,23628114249.0,1620939200.0,5442262300.0,9662763300.0
62,h,10,20-40,10,652496400.0,1122274900.0,1882144500.0,19713359372.0,1132759200.0,3970356200.0,7365804700.0
63,h,10,20-40,11,1465226000.0,2437425000.0,3948424000.0,25248788895.0,2294339000.0,6580543100.0,11060694300.0
64,h,10,20-40,12,1388351000.0,2303844000.0,3710597900.0,24336460578.0,2147250000.0,6127683600.0,10462234700.0
65,h,10,20-40,13,1007327000.0,1698540000.0,2781819500.0,22402560797.0,1638629300.0,5126612100.0,9130973700.0
66,h,10,20-40,14,698464900.0,1223545000.0,2088212500.0,20691535562.0,1278888900.0,4556257900.0,8156457600.0
67,h,10,20-40,15,813892800.0,1421324500.0,2413057700.0,21888037772.0,1472583400.0,4991689400.0,8833073000.0
68,h,10,20-40,16,1011478000.0,1735533100.0,2889505700.0,22765893696.0,1732308800.0,5445211000.0,9492452100.0
69,h,10,20-40,17,1726582000.0,2732190000.0,4209141600.0,24599427574.0,2301799000.0,6130043400.0,10587452000.0
70,h,10,20-40,18,868389600.0,1507232100.0,2540328000.0,21881464900.0,1540707000.0,5068562500.0,8930445000.0
71,h,10,20-40,19,1051588000.0,1806433000.0,3013290600.0,23249878509.0,1809170200.0,5701328500.0,9804452400.0
72,h,10,20-40,20,1358337000.0,2239099000.0,3580300100.0,23843125843.0,2055815300.0,5868431100.0,10152022400.0
73,h,10,20-40,21,1054842000.0,1817604000.0,3048430800.0,24236323468.0,1837337200.0,5907491700.0,10210097200.0
74,h,10,20-40,22,1088856000.0,1836298300.0,3015665000.0,23743758975.0,1778274800.0,5594720900.0,9803913000.0
