Year Fl Number Ver H alpha beta Theta Phi Xo Yo Integral
2013 4 12096 12.000000 660.5 0.600000 -1.100000 6.094600e-01 4.038870e+00 1.06540e+02 -1.28200e+02 8.70000e+10
2013 5 12100 12.000000 392.0 -2.300000 -11.600000 7.589500e-01 -3.036150e+00 -4.24400e+01 5.73000e+01 1.67000e+10
2013 5 12102 12.000000 390.5 3.100000 -12.300000 5.313300e-01 1.149850e+00 -1.57100e+01 -2.61000e+01 1.60000e+10
2013 5 12106 12.000000 391.2 6.600000 -15.000000 7.967500e-01 8.923400e-01 -1.25900e+01 -5.60800e+01 5.80000e+10
2013 5 12116 12.000000 388.7 2.300000 -13.300000 1.744000e-01 -2.296900e+00 -1.11490e+02 1.09240e+02 6.78000e+09
2013 5 12120 12.000000 387.7 3.700000 -12.000000 4.390500e-01 -7.166000e-02 -1.78880e+02 1.43110e+02 1.81000e+10
2013 5 12126 12.000000 390.4 -0.200000 -12.400000 5.216700e-01 -1.176350e+00 1.11230e+02 -7.75300e+01 1.09000e+10
2013 5 12130 12.000000 387.8 -2.500000 -11.400000 3.274200e-01 6.018110e+00 -6.52300e+01 -7.21100e+01 8.80000e+09
2013 5 12166 12.000000 391.7 -2.400000 -11.200000 4.751100e-01 -1.067310e+00 -9.32500e+01 1.20930e+02 1.19000e+10
2013 5 12172 12.000000 391.7 3.100000 -11.000000 6.853200e-01 -2.513620e+00 1.60370e+02 -4.84600e+01 1.63000e+10
2013 5 12174 12.000000 391.7 3.400000 -11.000000 4.876100e-01 1.929370e+00 1.11340e+02 -5.62500e+01 3.99000e+10
2013 5 12180 12.000000 390.4 -2.500000 -10.900000 2.895200e-01 -9.366900e-01 7.40400e+01 -5.12300e+01 1.08000e+10
2013 5 12198 12.000000 384.7 3.500000 -11.100000 3.883700e-01 3.915300e-01 -5.26400e+01 -5.67200e+01 1.83000e+09
2013 5 12210 12.000000 389.6 1.500000 -11.900000 4.498000e-01 4.472090e+00 2.64400e+01 -7.64200e+01 2.94000e+10
2013 5 12218 12.000000 384.5 0.200000 -12.500000 1.947300e-01 -1.266000e+00 1.02870e+02 1.04200e+01 6.48000e+09
2013 5 12244 12.000000 389.5 -1.700000 -10.700000 3.302000e-01 1.133780e+00 -6.93300e+01 2.00930e+02 1.78000e+10
2013 5 12270 12.000000 388.7 1.400000 -11.800000 2.678500e-01 4.913280e+00 -2.04680e+02 1.61100e+01 1.87000e+10
2013 5 12274 12.000000 388.8 -1.300000 -10.800000 9.270000e-02 -6.556500e-01 5.25700e+01 1.37560e+02 4.51000e+09
2013 5 12278 12.000000 388.6 -1.000000 -11.400000 1.432700e-01 3.682640e+00 -1.12650e+02 1.35440e+02 1.14000e+10
2013 5 12298 12.000000 386.6 2.400000 -11.800000 2.340600e-01 4.989180e+00 2.17700e+01 -2.62000e+00 5.50000e+10
2013 5 12306 12.000000 382.3 -0.100000 -13.200000 4.416100e-01 -2.672300e+00 6.95900e+01 1.52510e+02 1.03000e+10
2013 5 12360 12.000000 381.0 3.600000 -13.500000 7.754100e-01 -1.057000e-02 -4.21600e+01 1.45600e+01 4.72000e+10
2013 5 12380 12.000000 381.8 -1.100000 -14.500000 3.733100e-01 -1.670530e+00 -1.86260e+02 7.18100e+01 2.20000e+10
2013 5 12472 12.000000 386.7 4.100000 -12.300000 2.446000e-01 -7.721900e-01 3.22500e+01 -1.74510e+02 1.07000e+10
2013 5 12498 12.000000 386.9 0.500000 -12.000000 2.332000e-01 -1.894000e-01 -6.93100e+01 8.85700e+01 7.85000e+09
2013 5 12500 12.000000 389.0 -0.700000 -12.500000 2.535600e-01 1.502090e+00 1.56500e+01 -4.55200e+01 7.46000e+09
2013 5 12524 12.000000 385.8 0.900000 -12.500000 6.181700e-01 -2.800290e+00 -4.49200e+01 2.92500e+01 1.38000e+10
2013 5 12538 12.000000 386.8 3.700000 -11.900000 3.626400e-01 2.170650e+00 7.53100e+01 -9.36300e+01 1.22000e+10
2013 5 12540 12.000000 386.7 -2.900000 -13.200000 5.694700e-01 5.523400e-01 -3.14300e+01 2.82100e+01 1.11000e+10
2013 5 12544 12.000000 386.6 -2.600000 -12.100000 1.393900e-01 -2.572310e+00 -1.74700e+02 1.71890e+02 2.61000e+10
2013 5 12594 12.000000 382.6 3.100000 -12.700000 1.365600e-01 -1.998200e+00 -1.04310e+02 6.61600e+01 2.00000e+10
2013 5 12620 12.000000 385.9 -4.000000 -11.900000 5.538900e-01 2.952840e+00 5.67200e+01 1.72860e+02 1.50000e+10
2013 5 12650 12.000000 383.2 -2.200000 -14.000000 2.692900e-01 -3.887000e-02 1.53900e+01 1.38220e+02 2.84000e+09
2013 5 12652 12.000000 383.2 0.800000 -14.700000 1.830000e-01 6.386000e-02 2.05220e+02 1.00460e+02 1.82000e+10
2013 5 12664 12.000000 387.0 3.300000 -11.900000 5.216700e-01 -1.819120e+00 -6.54700e+01 5.47900e+01 7.78000e+09
2013 5 12676 12.000000 387.3 2.700000 -13.600000 4.103700e-01 1.126820e+00 1.22600e+02 -1.80500e+02 1.04000e+10
2013 5 12678 12.000000 386.8 -2.100000 -12.300000 8.581800e-01 2.415700e-01 -4.45400e+01 -1.98250e+02 3.87000e+10
2013 5 12720 12.000000 385.4 -2.900000 -12.400000 8.869000e-02 -1.360470e+00 1.01120e+02 -2.92600e+01 7.63000e+09
2013 5 12724 12.000000 384.6 -3.800000 -12.400000 7.458000e-02 8.990800e-01 -1.89600e+02 1.25730e+02 2.49000e+10
2013 5 12740 12.000000 385.0 2.400000 -12.600000 2.734400e-01 2.933000e-02 1.83660e+02 6.13300e+01 1.66000e+10
2013 5 12754 12.000000 388.9 0.400000 -12.500000 5.995800e-01 1.982090e+00 -1.30730e+02 -5.78000e+00 2.83000e+10
2013 5 12808 12.000000 385.3 -0.200000 -13.000000 8.768400e-01 -1.376400e+00 -5.54100e+01 -3.97020e+02 1.42000e+11
2013 5 12818 12.000000 389.6 2.000000 -12.700000 3.152200e-01 5.966060e+00 8.84800e+01 -1.26210e+02 4.73000e+09
2013 5 12832 12.000000 385.4 3.600000 -11.800000 6.659400e-01 3.103350e+00 1.75520e+02 1.39710e+02 6.00000e+10
2013 5 12860 12.000000 391.8 3.400000 -13.200000 6.089000e-02 5.556000e-02 -6.13200e+01 -5.00000e+01 8.41000e+09
2013 5 12862 12.000000 391.4 3.200000 -11.800000 5.186300e-01 -5.713800e-01 -2.62030e+02 -5.20200e+01 2.88000e+10
2013 5 12876 12.000000 388.1 1.700000 -13.500000 4.271000e-01 9.799300e-01 6.96000e+00 7.19200e+01 1.32000e+10
2013 5 12922 12.000000 390.0 -1.800000 -12.700000 1.665300e-01 4.810100e-01 -9.52300e+01 -2.36200e+01 1.22000e+10
2013 5 12986 12.000000 391.2 4.100000 -14.900000 8.137200e-01 -1.286200e-01 -1.66300e+02 -1.56850e+02 4.64000e+10
2013 5 13000 12.000000 385.7 3.400000 -14.200000 6.312800e-01 -2.511660e+00 -1.03000e+01 3.84400e+01 1.27000e+10
2013 5 13008 12.000000 391.2 2.600000 -13.100000 7.646000e-02 -1.247840e+00 5.87500e+01 1.20460e+02 2.02000e+10
2013 5 13092 12.000000 389.1 0.600000 -14.200000 9.685000e-02 -1.939950e+00 -7.07100e+01 8.57600e+01 5.87000e+09
2013 5 13098 12.000000 388.8 0.700000 -13.800000 3.050600e-01 2.424400e-01 -1.36460e+02 -1.14910e+02 2.43000e+10
2013 5 13142 12.000000 388.6 5.100000 -14.200000 2.450500e-01 6.060330e+00 1.21970e+02 1.14770e+02 8.68000e+09
2013 5 13190 12.000000 384.0 2.500000 -13.700000 6.040200e-01 5.786300e+00 -3.08400e+01 -1.95800e+01 1.18000e+10
2013 5 13254 12.000000 387.7 -2.000000 -13.200000 5.680400e-01 -5.028100e-01 5.30000e+00 1.62690e+02 5.14000e+09
2013 5 13300 12.000000 391.6 -0.100000 -12.000000 2.105600e-01 3.003880e+00 4.35100e+01 2.33820e+02 9.50000e+10
2013 5 13332 12.000000 387.9 0.500000 -13.900000 8.688600e-01 6.326400e-01 -8.05300e+01 4.78000e+00 2.69000e+10
2013 5 13342 12.000000 389.1 -0.400000 -14.800000 8.952400e-01 -2.807450e+00 -8.70300e+01 1.77650e+02 3.42000e+10
2013 5 13494 12.000000 385.7 -2.100000 -13.500000 2.871700e-01 6.054140e+00 -1.22890e+02 -1.00560e+02 8.45000e+09
2013 5 13678 12.000000 382.6 5.300000 -13.700000 6.691000e-02 1.079420e+00 -7.95800e+01 -7.38300e+01 9.30000e+09
2013 5 13738 12.000000 378.9 -0.200000 -14.000000 1.099930e+00 5.938000e-02 4.63100e+01 1.60450e+02 1.59000e+11
2013 5 13764 12.000000 376.4 -4.900000 -16.200000 2.769700e-01 -8.301200e-01 -1.02100e+01 1.18530e+02 1.03000e+10
2013 5 13930 12.000000 379.9 5.600000 -12.000000 1.570800e+00 -4.705500e-01 5.55000e+01 -1.09120e+02 7.15000e+17
2013 5 13948 12.000000 373.5 -5.100000 -15.300000 1.560900e-01 2.239270e+00 7.33800e+01 -1.44990e+02 7.11000e+09
2013 5 13960 12.000000 369.0 -3.600000 -16.400000 6.684000e-01 1.410590e+00 -4.32800e+01 2.74300e+01 6.64000e+09
2013 5 14078 12.000000 312.3 4.400000 -7.400000 3.262200e-01 1.364500e-01 -1.74560e+02 6.93900e+01 1.14000e+10
2013 5 14128 12.000000 316.9 2.600000 -8.900000 5.714500e-01 2.158000e-02 7.57500e+01 2.00500e+01 2.01000e+10
2013 5 14164 12.000000 315.3 -0.600000 -7.200000 5.293800e-01 1.651530e+00 -1.78140e+02 -1.38400e+01 1.88000e+10
2013 5 14170 12.000000 313.9 -0.900000 -5.900000 1.796700e-01 3.433440e+00 1.09560e+02 1.14600e+01 8.81000e+09
2013 5 14202 12.000000 320.8 3.500000 -6.000000 5.378700e-01 7.073300e-01 1.58680e+02 -1.71610e+02 1.59000e+11
2013 5 14208 12.000000 322.3 3.200000 -5.400000 7.877000e-02 3.711110e+00 2.25400e+01 5.38100e+01 7.04000e+09
2013 5 14230 12.000000 313.1 1.900000 -8.300000 5.936200e-01 -1.727560e+00 1.25930e+02 -8.18300e+01 2.02000e+10
2013 5 14278 12.000000 314.3 -1.000000 -6.800000 3.192500e-01 9.459000e-01 1.79050e+02 4.84600e+01 1.65000e+10
2013 5 14292 12.000000 319.5 -0.900000 -6.900000 8.982000e-02 -1.075310e+00 -4.02300e+01 1.35870e+02 1.13000e+10
2013 5 14394 12.000000 271.4 -0.500000 -5.700000 2.733000e-01 2.569500e-01 -3.24900e+01 6.02300e+01 2.99000e+09
2013 5 14422 12.000000 244.2 1.800000 -5.000000 4.622800e-01 1.567100e+00 -3.44100e+01 2.06520e+02 9.81000e+09
2013 5 14448 12.000000 216.2 2.300000 -4.700000 5.846000e-01 2.233550e+00 -1.13990e+02 -1.33000e+01 5.82000e+09
2013 5 14450 12.000000 216.9 1.600000 -4.500000 2.274400e-01 5.641070e+00 7.77700e+01 1.25440e+02 4.45000e+09
2013 5 14464 12.000000 199.6 0.900000 -4.100000 5.677200e-01 -1.483200e-01 6.62800e+01 -9.75000e+01 5.74000e+09
