EID      GPS    kod1 kod2  kod3  kod4   high    cur    temp
26729 22:04:20  618  3418  3736  1027  -27.23   1.559   1.4
26730 22:04:20  618  3418  3736  1027  -27.23   1.559   1.4
26731 22:04:21  618  3418  3736  1027  -27.23   1.559   1.4
26732 22:04:21  618  3418  3736  1027  -27.23   1.559   1.4
26733 22:04:21  618  3418  3736  1027  -27.23   1.559   1.4
26734 22:04:21  618  3418  3736  1027  -27.23   1.559   1.4
26735 22:04:22  618  3418  3736  1027  -27.23   1.559   1.4
26736 22:04:22  618  3418  3736  1027  -27.23   1.559   1.4
26737 22:04:22  618  3418  3736  1027  -27.23   1.559   1.4
26738 22:04:22  618  3418  3736  1027  -27.23   1.559   1.4
26739 22:04:23  618  3418  3736  1027  -27.23   1.559   1.4
26740 22:04:23  618  3418  3736  1027  -27.23   1.559   1.4
26741 22:04:24  618  3416  3735  1027  -27.23   1.559   1.4
26742 22:04:24  618  3416  3735  1027  -27.23   1.559   1.4
26743 22:04:25  618  3416  3735  1027  -27.23   1.559   1.4
26744 22:04:25  618  3416  3735  1027  -27.23   1.559   1.4
26745 22:04:27  618  3416  3735  1027  -27.23   1.559   1.4
26746 22:04:27  618  3416  3735  1027  -27.23   1.559   1.4
26747 22:04:28  618  3416  3735  1027  -27.23   1.559   1.4
26748 22:04:28  618  3416  3735  1027  -27.23   1.559   1.4
26749 22:04:29  618  3416  3735  1027  -27.23   1.559   1.4
26750 22:04:29  618  3416  3735  1027  -27.23   1.559   1.4
26751 22:04:30  618  3416  3735  1027  -27.23   1.559   1.4
26752 22:04:30  618  3416  3735  1027  -27.23   1.559   1.4
26753 22:04:30  618  3416  3735  1027  -27.23   1.559   1.4
26754 22:04:30  618  3416  3735  1027  -27.23   1.559   1.4
26755 22:04:31  618  3416  3735  1027  -27.23   1.559   1.4
26756 22:04:31  618  3416  3735  1027  -27.23   1.559   1.4
26757 22:04:31  618  3416  3735  1027  -27.23   1.559   1.4
26758 22:04:31  618  3416  3735  1027  -27.23   1.559   1.4
26759 22:04:31  618  3416  3735  1027  -27.23   1.559   1.4
26760 22:04:31  618  3416  3735  1027  -27.23   1.559   1.4
26761 22:04:32  618  3416  3735  1027  -27.23   1.559   1.4
26762 22:04:32  618  3416  3735  1027  -27.23   1.559   1.4
26763 22:04:34  618  3416  3735  1027  -27.23   1.559   1.4
26764 22:04:34  618  3416  3735  1027  -27.23   1.559   1.4
26765 22:04:36  618  3416  3735  1027  -27.23   1.559   1.4
26766 22:04:36  618  3416  3735  1027  -27.23   1.559   1.4
26767 22:04:38  618  3416  3735  1027  -27.23   1.559   1.4
26768 22:04:38  618  3416  3735  1027  -27.23   1.559   1.4
26769 22:04:41  618  3416  3735  1027  -27.23   1.559   1.4
26770 22:04:41  618  3416  3735  1027  -27.23   1.559   1.4
26771 22:04:42  618  3416  3735  1027  -27.23   1.559   1.4
26772 22:04:42  618  3416  3735  1027  -27.23   1.559   1.4
26773 22:04:44  618  3416  3735  1027  -27.23   1.559   1.4
26774 22:04:44  618  3416  3735  1027  -27.23   1.559   1.4
26775 22:04:45  618  3416  3735  1027  -27.23   1.559   1.4
26776 22:04:45  618  3416  3735  1027  -27.23   1.559   1.4
26777 22:04:46  618  3416  3735  1027  -27.23   1.559   1.4
26778 22:04:46  618  3416  3735  1027  -27.23   1.559   1.4
26779 22:04:46  618  3416  3735  1027  -27.23   1.559   1.4
26780 22:04:46  618  3416  3735  1027  -27.23   1.559   1.4
26781 22:04:47  618  3416  3735  1027  -27.23   1.559   1.4
26782 22:04:47  618  3416  3735  1027  -27.23   1.559   1.4
26783 22:04:48  618  3416  3735  1027  -27.23   1.559   1.4
26784 22:04:48  618  3416  3735  1027  -27.23   1.559   1.4
26785 22:04:48  618  3416  3735  1027  -27.23   1.559   1.4
26786 22:04:48  618  3416  3735  1027  -27.23   1.559   1.4
26787 22:04:49  618  3416  3735  1027  -27.23   1.559   1.4
26788 22:04:49  618  3416  3735  1027  -27.23   1.559   1.4
26789 22:04:50  618  3416  3735  1027  -27.23   1.559   1.4
26790 22:04:50  618  3416  3735  1027  -27.23   1.559   1.4
26791 22:04:51  618  3416  3735  1027  -27.23   1.559   1.4
26792 22:04:51  618  3416  3735  1027  -27.23   1.559   1.4
26793 22:04:51  618  3416  3735  1027  -27.23   1.559   1.4
26794 22:04:51  618  3416  3735  1027  -27.23   1.559   1.4
26795 22:04:53  618  3416  3735  1027  -27.23   1.559   1.4
26796 22:04:53  618  3416  3735  1027  -27.23   1.559   1.4
26797 22:04:54  618  3416  3735  1027  -27.23   1.559   1.4
26798 22:04:54  618  3416  3735  1027  -27.23   1.559   1.4
26799 22:04:56  618  3416  3735  1027  -27.23   1.559   1.4
26800 22:04:56  618  3416  3735  1027  -27.23   1.559   1.4
26801 22:04:56  618  3416  3735  1027  -27.23   1.559   1.4
26802 22:04:56  618  3416  3735  1027  -27.23   1.559   1.4
26803 22:04:57  618  3416  3735  1027  -27.23   1.559   1.4
26804 22:04:57  618  3416  3735  1027  -27.23   1.559   1.4
26805 22:04:58  618  3416  3735  1027  -27.23   1.559   1.4
26806 22:04:58  618  3416  3735  1027  -27.23   1.559   1.4
26807 22:04:58  618  3416  3735  1027  -27.23   1.559   1.4
26808 22:04:58  618  3416  3735  1027  -27.23   1.559   1.4
26809 22:04:59  618  3416  3735  1027  -27.23   1.559   1.4
26810 22:04:59  618  3416  3735  1027  -27.23   1.559   1.4
26811 22:05:00  618  3416  3735  1027  -27.23   1.559   1.4
26812 22:05:00  618  3416  3735  1027  -27.23   1.559   1.4
26813 22:05:00  618  3416  3735  1027  -27.23   1.559   1.4
26814 22:05:00  618  3416  3735  1027  -27.23   1.559   1.4
26815 22:05:00  618  3416  3735  1027  -27.23   1.559   1.4
26816 22:05:00  618  3416  3735  1027  -27.23   1.559   1.4
26817 22:05:01  618  3416  3735  1027  -27.23   1.559   1.4
26818 22:05:01  618  3416  3735  1027  -27.23   1.559   1.4
26819 22:05:01  618  3416  3735  1027  -27.23   1.559   1.4
26820 22:05:01  618  3416  3735  1027  -27.23   1.559   1.4
26821 22:05:02  618  3416  3735  1027  -27.23   1.559   1.4
26822 22:05:02  618  3416  3735  1027  -27.23   1.559   1.4
26823 22:05:03  618  3416  3735  1027  -27.23   1.559   1.4
26824 22:05:03  618  3416  3735  1027  -27.23   1.559   1.4
26825 22:05:03  618  3416  3735  1027  -27.23   1.559   1.4
26826 22:05:03  618  3416  3735  1027  -27.23   1.559   1.4
26827 22:05:05  618  3416  3735  1027  -27.23   1.559   1.4
26828 22:05:05  618  3416  3735  1027  -27.23   1.559   1.4
26829 22:05:06  618  3416  3735  1027  -27.23   1.559   1.4
26830 22:05:06  618  3416  3735  1027  -27.23   1.559   1.4
26831 22:05:06  618  3416  3735  1027  -27.23   1.559   1.4
26832 22:05:06  618  3416  3735  1027  -27.23   1.559   1.4
26833 22:05:07  618  3416  3735  1027  -27.23   1.559   1.4
26834 22:05:07  618  3416  3735  1027  -27.23   1.559   1.4
26835 22:05:08  618  3416  3735  1027  -27.23   1.559   1.4
26836 22:05:08  618  3416  3735  1027  -27.23   1.559   1.4
26837 22:05:09  618  3416  3735  1027  -27.23   1.559   1.4
26838 22:05:09  618  3416  3735  1027  -27.23   1.559   1.4
26839 22:05:09  618  3416  3735  1027  -27.23   1.559   1.4
26840 22:05:09  618  3416  3735  1027  -27.23   1.559   1.4
26841 22:05:10  618  3416  3735  1027  -27.23   1.559   1.4
26842 22:05:10  618  3416  3735  1027  -27.23   1.559   1.4
26843 22:05:10  618  3416  3735  1027  -27.23   1.559   1.4
26844 22:05:10  618  3416  3735  1027  -27.23   1.559   1.4
26845 22:05:11  618  3416  3735  1027  -27.23   1.559   1.4
26846 22:05:11  618  3416  3735  1027  -27.23   1.559   1.4
26847 22:05:12  618  3416  3735  1027  -27.23   1.559   1.4
26848 22:05:12  618  3416  3735  1027  -27.23   1.559   1.4
26849 22:05:13  618  3416  3735  1027  -27.23   1.559   1.4
26850 22:05:13  618  3416  3735  1027  -27.23   1.559   1.4
26851 22:05:14  618  3416  3735  1027  -27.23   1.559   1.4
26852 22:05:14  618  3416  3735  1027  -27.23   1.559   1.4
26853 22:05:14  618  3416  3735  1027  -27.23   1.559   1.4
26854 22:05:14  618  3416  3735  1027  -27.23   1.559   1.4
26855 22:05:15  618  3416  3735  1027  -27.23   1.559   1.4
26856 22:05:15  618  3416  3735  1027  -27.23   1.559   1.4
26857 22:05:16  618  3416  3735  1027  -27.23   1.559   1.4
26858 22:05:16  618  3416  3735  1027  -27.23   1.559   1.4
26859 22:05:16  618  3416  3735  1027  -27.23   1.559   1.4
26860 22:05:16  618  3416  3735  1027  -27.23   1.559   1.4
26861 22:05:17  618  3416  3735  1027  -27.23   1.559   1.4
26862 22:05:17  618  3416  3735  1027  -27.23   1.559   1.4
26863 22:05:17  618  3416  3735  1027  -27.23   1.559   1.4
26864 22:05:17  618  3416  3735  1027  -27.23   1.559   1.4
26865 22:05:18  618  3416  3735  1027  -27.23   1.559   1.4
26866 22:05:18  618  3416  3735  1027  -27.23   1.559   1.4
26867 22:05:18  618  3416  3735  1027  -27.23   1.559   1.4
26868 22:05:18  618  3416  3735  1027  -27.23   1.559   1.4
26869 22:05:20  618  3416  3735  1027  -27.23   1.559   1.4
26870 22:05:20  618  3416  3735  1027  -27.23   1.559   1.4
26871 22:05:20  618  3416  3735  1027  -27.23   1.559   1.4
26872 22:05:20  618  3416  3735  1027  -27.23   1.559   1.4
26873 22:05:21  618  3416  3735  1027  -27.23   1.559   1.4
26874 22:05:21  618  3416  3735  1027  -27.23   1.559   1.4
26875 22:05:21  618  3416  3735  1027  -27.23   1.559   1.4
26876 22:05:21  618  3416  3735  1027  -27.23   1.559   1.4
26877 22:05:22  618  3418  3733  1027  -27.24   1.579   1.4
26878 22:05:22  618  3418  3733  1027  -27.24   1.579   1.4
26879 22:05:22  618  3418  3733  1027  -27.24   1.579   1.4
26880 22:05:22  618  3418  3733  1027  -27.24   1.579   1.4
26881 22:05:23  618  3418  3733  1027  -27.24   1.579   1.4
26882 22:05:23  618  3418  3733  1027  -27.24   1.579   1.4
26883 22:05:23  618  3418  3733  1027  -27.24   1.579   1.4
26884 22:05:23  618  3418  3733  1027  -27.24   1.579   1.4
26885 22:05:24  618  3418  3733  1027  -27.24   1.579   1.4
26886 22:05:24  618  3418  3733  1027  -27.24   1.579   1.4
26887 22:05:25  618  3418  3733  1027  -27.24   1.579   1.4
26888 22:05:25  618  3418  3733  1027  -27.24   1.579   1.4
26889 22:05:26  618  3418  3733  1027  -27.24   1.579   1.4
26890 22:05:26  618  3418  3733  1027  -27.24   1.579   1.4
26891 22:05:26  618  3418  3733  1027  -27.24   1.579   1.4
26892 22:05:26  618  3418  3733  1027  -27.24   1.579   1.4
26893 22:05:26  618  3418  3733  1027  -27.24   1.579   1.4
26894 22:05:26  618  3418  3733  1027  -27.24   1.579   1.4
26895 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26896 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26897 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26898 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26899 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26900 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26901 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26902 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26903 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26904 22:05:28  618  3418  3733  1027  -27.24   1.579   1.4
26905 22:05:30  618  3418  3733  1027  -27.24   1.579   1.4
26906 22:05:30  618  3418  3733  1027  -27.24   1.579   1.4
26907 22:05:30  618  3418  3733  1027  -27.24   1.579   1.4
26908 22:05:30  618  3418  3733  1027  -27.24   1.579   1.4
26909 22:05:30  618  3418  3733  1027  -27.24   1.579   1.4
26910 22:05:30  618  3418  3733  1027  -27.24   1.579   1.4
26911 22:05:32  618  3418  3733  1027  -27.24   1.579   1.4
26912 22:05:32  618  3418  3733  1027  -27.24   1.579   1.4
26913 22:05:32  618  3418  3733  1027  -27.24   1.579   1.4
26914 22:05:32  618  3418  3733  1027  -27.24   1.579   1.4
26915 22:05:33  618  3418  3733  1027  -27.24   1.579   1.4
26916 22:05:33  618  3418  3733  1027  -27.24   1.579   1.4
26917 22:05:33  618  3418  3733  1027  -27.24   1.579   1.4
26918 22:05:33  618  3418  3733  1027  -27.24   1.579   1.4
26919 22:05:34  618  3418  3733  1027  -27.24   1.579   1.4
26920 22:05:34  618  3418  3733  1027  -27.24   1.579   1.4
26921 22:05:34  618  3418  3733  1027  -27.24   1.579   1.4
26922 22:05:34  618  3418  3733  1027  -27.24   1.579   1.4
26923 22:05:36  618  3418  3733  1027  -27.24   1.579   1.4
26924 22:05:36  618  3418  3733  1027  -27.24   1.579   1.4
26925 22:05:36  618  3418  3733  1027  -27.24   1.579   1.4
26926 22:05:36  618  3418  3733  1027  -27.24   1.579   1.4
26927 22:05:37  618  3418  3733  1027  -27.24   1.579   1.4
26928 22:05:37  618  3418  3733  1027  -27.24   1.579   1.4
26929 22:05:37  618  3418  3733  1027  -27.24   1.579   1.4
26930 22:05:37  618  3418  3733  1027  -27.24   1.579   1.4
26931 22:05:38  618  3418  3733  1027  -27.24   1.579   1.4
26932 22:05:38  618  3418  3733  1027  -27.24   1.579   1.4
26933 22:05:39  618  3418  3733  1027  -27.24   1.579   1.4
26934 22:05:39  618  3418  3733  1027  -27.24   1.579   1.4
26935 22:05:40  618  3418  3733  1027  -27.24   1.579   1.4
26936 22:05:40  618  3418  3733  1027  -27.24   1.579   1.4
26937 22:05:40  618  3418  3733  1027  -27.24   1.579   1.4
26938 22:05:40  618  3418  3733  1027  -27.24   1.579   1.4
26939 22:05:41  618  3418  3733  1027  -27.24   1.579   1.4
26940 22:05:41  618  3418  3733  1027  -27.24   1.579   1.4
26941 22:05:41  618  3418  3733  1027  -27.24   1.579   1.4
26942 22:05:41  618  3418  3733  1027  -27.24   1.579   1.4
26943 22:05:42  618  3418  3733  1027  -27.24   1.579   1.4
26944 22:05:42  618  3418  3733  1027  -27.24   1.579   1.4
26945 22:05:42  618  3418  3733  1027  -27.24   1.579   1.4
26946 22:05:42  618  3418  3733  1027  -27.24   1.579   1.4
26947 22:05:44  618  3418  3733  1027  -27.24   1.579   1.4
26948 22:05:44  618  3418  3733  1027  -27.24   1.579   1.4
26949 22:05:44  618  3418  3733  1027  -27.24   1.579   1.4
26950 22:05:44  618  3418  3733  1027  -27.24   1.579   1.4
26951 22:05:46  618  3418  3733  1027  -27.24   1.579   1.4
26952 22:05:46  618  3418  3733  1027  -27.24   1.579   1.4
26953 22:05:46  618  3418  3733  1027  -27.24   1.579   1.4
26954 22:05:46  618  3418  3733  1027  -27.24   1.579   1.4
26955 22:05:47  618  3418  3733  1027  -27.24   1.579   1.4
26956 22:05:47  618  3418  3733  1027  -27.24   1.579   1.4
26957 22:05:47  618  3418  3733  1027  -27.24   1.579   1.4
26958 22:05:47  618  3418  3733  1027  -27.24   1.579   1.4
26959 22:05:48  618  3418  3733  1027  -27.24   1.579   1.4
26960 22:05:48  618  3418  3733  1027  -27.24   1.579   1.4
26961 22:05:48  618  3418  3733  1027  -27.24   1.579   1.4
26962 22:05:48  618  3418  3733  1027  -27.24   1.579   1.4
26963 22:05:49  618  3418  3733  1027  -27.24   1.579   1.4
26964 22:05:49  618  3418  3733  1027  -27.24   1.579   1.4
26965 22:05:49  618  3418  3733  1027  -27.24   1.579   1.4
26966 22:05:49  618  3418  3733  1027  -27.24   1.579   1.4
26967 22:05:50  618  3418  3733  1027  -27.24   1.579   1.4
26968 22:05:50  618  3418  3733  1027  -27.24   1.579   1.4
26969 22:05:50  618  3418  3733  1027  -27.24   1.579   1.4
26970 22:05:50  618  3418  3733  1027  -27.24   1.579   1.4
26971 22:05:51  618  3418  3733  1027  -27.24   1.579   1.4
26972 22:05:51  618  3418  3733  1027  -27.24   1.579   1.4
26973 22:05:51  618  3418  3733  1027  -27.24   1.579   1.4
26974 22:05:51  618  3418  3733  1027  -27.24   1.579   1.4
26975 22:05:52  618  3418  3733  1027  -27.24   1.579   1.4
26976 22:05:52  618  3418  3733  1027  -27.24   1.579   1.4
26977 22:05:53  618  3418  3733  1027  -27.24   1.579   1.4
26978 22:05:53  618  3418  3733  1027  -27.24   1.579   1.4
26979 22:05:53  618  3418  3733  1027  -27.24   1.579   1.4
26980 22:05:53  618  3418  3733  1027  -27.24   1.579   1.4
26981 22:05:53  618  3418  3733  1027  -27.24   1.579   1.4
26982 22:05:53  618  3418  3733  1027  -27.24   1.579   1.4
26983 22:05:55  618  3418  3733  1027  -27.24   1.579   1.4
26984 22:05:55  618  3418  3733  1027  -27.24   1.579   1.4
26985 22:05:55  618  3418  3733  1027  -27.24   1.579   1.4
26986 22:05:55  618  3418  3733  1027  -27.24   1.579   1.4
26987 22:05:56  618  3418  3733  1027  -27.24   1.579   1.4
26988 22:05:56  618  3418  3733  1027  -27.24   1.579   1.4
26989 22:05:56  618  3418  3733  1027  -27.24   1.579   1.4
26990 22:05:56  618  3418  3733  1027  -27.24   1.579   1.4
26991 22:05:57  618  3418  3733  1027  -27.24   1.579   1.4
26992 22:05:57  618  3418  3733  1027  -27.24   1.579   1.4
26993 22:05:57  618  3418  3733  1027  -27.24   1.579   1.4
26994 22:05:57  618  3418  3733  1027  -27.24   1.579   1.4
26995 22:05:58  618  3418  3733  1027  -27.24   1.579   1.4
26996 22:05:58  618  3418  3733  1027  -27.24   1.579   1.4
26997 22:05:58  618  3418  3733  1027  -27.24   1.579   1.4
26998 22:05:58  618  3418  3733  1027  -27.24   1.579   1.4
26999 22:05:59  618  3418  3733  1027  -27.24   1.579   1.4
27000 22:05:59  618  3418  3733  1027  -27.24   1.579   1.4
27001 22:05:59  618  3418  3733  1027  -27.24   1.579   1.4
27002 22:05:59  618  3418  3733  1027  -27.24   1.579   1.4
27003 22:06:00  618  3418  3733  1027  -27.24   1.579   1.4
27004 22:06:00  618  3418  3733  1027  -27.24   1.579   1.4
27005 22:06:00  618  3418  3733  1027  -27.24   1.579   1.4
27006 22:06:00  618  3418  3733  1027  -27.24   1.579   1.4
27007 22:06:00  618  3418  3733  1027  -27.24   1.579   1.4
27008 22:06:00  618  3418  3733  1027  -27.24   1.579   1.4
27009 22:06:01  618  3418  3733  1027  -27.24   1.579   1.4
27010 22:06:01  618  3418  3733  1027  -27.24   1.579   1.4
27011 22:06:01  618  3418  3733  1027  -27.24   1.579   1.4
27012 22:06:01  618  3418  3733  1027  -27.24   1.579   1.4
27013 22:06:02  618  3418  3733  1027  -27.24   1.579   1.4
27014 22:06:02  618  3418  3733  1027  -27.24   1.579   1.4
27015 22:06:02  618  3418  3733  1027  -27.24   1.579   1.4
27016 22:06:02  618  3418  3733  1027  -27.24   1.579   1.4
27017 22:06:03  618  3418  3733  1027  -27.24   1.579   1.4
27018 22:06:03  618  3418  3733  1027  -27.24   1.579   1.4
27019 22:06:04  618  3418  3733  1027  -27.24   1.579   1.4
27020 22:06:04  618  3418  3733  1027  -27.24   1.579   1.4
27021 22:06:04  618  3418  3733  1027  -27.24   1.579   1.4
27022 22:06:04  618  3418  3733  1027  -27.24   1.579   1.4
27023 22:06:05  618  3418  3733  1027  -27.24   1.579   1.4
27024 22:06:05  618  3418  3733  1027  -27.24   1.579   1.4
27025 22:06:05  618  3418  3733  1027  -27.24   1.579   1.4
27026 22:06:05  618  3418  3733  1027  -27.24   1.579   1.4
27027 22:06:06  618  3418  3733  1027  -27.24   1.579   1.4
27028 22:06:06  618  3418  3733  1027  -27.24   1.579   1.4
27029 22:06:06  618  3418  3733  1027  -27.24   1.579   1.4
27030 22:06:06  618  3418  3733  1027  -27.24   1.579   1.4
27031 22:06:07  618  3418  3733  1027  -27.24   1.579   1.4
27032 22:06:07  618  3418  3733  1027  -27.24   1.579   1.4
27033 22:06:07  618  3418  3733  1027  -27.24   1.579   1.4
27034 22:06:07  618  3418  3733  1027  -27.24   1.579   1.4
27035 22:06:08  618  3418  3733  1027  -27.24   1.579   1.4
27036 22:06:08  618  3418  3733  1027  -27.24   1.579   1.4
27037 22:06:09  618  3418  3733  1027  -27.24   1.579   1.4
27038 22:06:09  618  3418  3733  1027  -27.24   1.579   1.4
27039 22:06:09  618  3418  3733  1027  -27.24   1.579   1.4
27040 22:06:09  618  3418  3733  1027  -27.24   1.579   1.4
27041 22:06:10  618  3418  3733  1027  -27.24   1.579   1.4
27042 22:06:10  618  3418  3733  1027  -27.24   1.579   1.4
27043 22:06:11  618  3418  3733  1027  -27.24   1.579   1.4
27044 22:06:11  618  3418  3733  1027  -27.24   1.579   1.4
27045 22:06:11  618  3418  3733  1027  -27.24   1.579   1.4
27046 22:06:11  618  3418  3733  1027  -27.24   1.579   1.4
27047 22:06:11  618  3418  3733  1027  -27.24   1.579   1.4
27048 22:06:11  618  3418  3733  1027  -27.24   1.579   1.4
27049 22:06:12  618  3418  3733  1027  -27.24   1.579   1.4
27050 22:06:12  618  3418  3733  1027  -27.24   1.579   1.4
27051 22:06:12  618  3418  3733  1027  -27.24   1.579   1.4
27052 22:06:12  618  3418  3733  1027  -27.24   1.579   1.4
27053 22:06:13  618  3418  3733  1027  -27.24   1.579   1.4
27054 22:06:13  618  3418  3733  1027  -27.24   1.579   1.4
27055 22:06:13  618  3418  3733  1027  -27.24   1.579   1.4
27056 22:06:13  618  3418  3733  1027  -27.24   1.579   1.4
27057 22:06:14  618  3418  3733  1027  -27.24   1.579   1.4
27058 22:06:14  618  3418  3733  1027  -27.24   1.579   1.4
27059 22:06:14  618  3418  3733  1027  -27.24   1.579   1.4
27060 22:06:14  618  3418  3733  1027  -27.24   1.579   1.4
27061 22:06:15  618  3418  3733  1027  -27.24   1.579   1.4
27062 22:06:15  618  3418  3733  1027  -27.24   1.579   1.4
27063 22:06:16  618  3418  3733  1027  -27.24   1.579   1.4
27064 22:06:16  618  3418  3733  1027  -27.24   1.579   1.4
27065 22:06:17  618  3418  3733  1027  -27.24   1.579   1.4
27066 22:06:17  618  3418  3733  1027  -27.24   1.579   1.4
27067 22:06:17  618  3418  3733  1027  -27.24   1.579   1.4
27068 22:06:17  618  3418  3733  1027  -27.24   1.579   1.4
27069 22:06:18  618  3418  3733  1027  -27.24   1.579   1.4
27070 22:06:18  618  3418  3733  1027  -27.24   1.579   1.4
27071 22:06:18  618  3418  3733  1027  -27.24   1.579   1.4
27072 22:06:18  618  3418  3733  1027  -27.24   1.579   1.4
27073 22:06:20  618  3418  3733  1027  -27.24   1.579   1.4
27074 22:06:20  618  3418  3733  1027  -27.24   1.579   1.4
27075 22:06:20  618  3418  3733  1027  -27.24   1.579   1.4
27076 22:06:20  618  3418  3733  1027  -27.24   1.579   1.4
27077 22:06:21  618  3418  3733  1027  -27.24   1.579   1.4
27078 22:06:21  618  3418  3733  1027  -27.24   1.579   1.4
27079 22:06:22  618  3418  3733  1027  -27.24   1.579   1.4
27080 22:06:22  618  3418  3733  1027  -27.24   1.579   1.4
27081 22:06:22  618  3418  3733  1027  -27.24   1.579   1.4
27082 22:06:22  618  3418  3733  1027  -27.24   1.579   1.4
27083 22:06:23  618  3425  3733  1027  -27.24   1.579   1.4
27084 22:06:23  618  3425  3733  1027  -27.24   1.579   1.4
27085 22:06:24  618  3425  3733  1027  -27.24   1.579   1.4
27086 22:06:24  618  3425  3733  1027  -27.24   1.579   1.4
27087 22:24:15  685  3530  3734  1025  -26.23   1.022   1.2
27088 22:24:15  685  3530  3734  1025  -26.23   1.022   1.2
27089 22:25:15  685  3530  3734  1025  -26.23   1.022   1.2
27090 22:25:15  685  3530  3734  1025  -26.23   1.022   1.2
27091 22:25:19  685  3530  3734  1025  -26.23   1.022   1.2
27092 22:25:19  685  3530  3734  1025  -26.23   1.022   1.2
27093 22:25:27  685  3530  3734  1025  -26.23   1.022   1.2
27094 22:25:27  685  3530  3734  1025  -26.23   1.022   1.2
27095 22:25:43  685  3530  3734  1025  -26.23   1.022   1.2
27096 22:25:43  685  3530  3734  1025  -26.23   1.022   1.2
27097 22:25:54  685  3530  3734  1025  -26.23   1.022   1.2
27098 22:25:54  685  3530  3734  1025  -26.23   1.022   1.2
27099 22:26:12  684  3530  3734  1025  -26.23   1.022   1.2
27100 22:26:12  684  3530  3734  1025  -26.23   1.022   1.2
27101 22:26:21  684  3530  3734  1025  -26.23   1.022   1.2
27102 22:26:21  684  3530  3734  1025  -26.23   1.022   1.2
27103 22:27:03  684  3530  3734  1025  -26.23   1.022   1.2
27104 22:27:03  684  3530  3734  1025  -26.23   1.022   1.2
27105 22:27:24  684  3528  3733  1025  -26.23   1.022   1.2
27106 22:27:24  684  3528  3733  1025  -26.23   1.022   1.2
27107 22:27:28  684  3528  3733  1025  -26.23   1.022   1.2
27108 22:27:28  684  3528  3733  1025  -26.23   1.022   1.2
27109 22:27:29  684  3528  3733  1025  -26.23   1.022   1.2
27110 22:27:29  684  3528  3733  1025  -26.23   1.022   1.2
27111 22:27:47  684  3528  3733  1025  -26.23   1.022   1.2
27112 22:27:47  684  3528  3733  1025  -26.23   1.022   1.2
27113 22:28:01  684  3528  3733  1025  -26.23   1.022   1.2
27114 22:28:01  684  3528  3733  1025  -26.23   1.022   1.2
27115 22:28:51  685  3530  3733  1025  -26.23   1.022   1.2
27116 22:28:51  685  3530  3733  1025  -26.23   1.022   1.2
27117 22:28:53  685  3530  3733  1025  -26.23   1.022   1.2
27118 22:28:53  685  3530  3733  1025  -26.23   1.022   1.2
27119 22:28:57  685  3530  3733  1025  -26.23   1.022   1.2
27120 22:28:57  685  3530  3733  1025  -26.23   1.022   1.2
27121 22:29:08  685  3530  3733  1025  -26.23   1.022   1.2
27122 22:29:08  685  3530  3733  1025  -26.23   1.022   1.2
27123 22:29:13  685  3528  3734  1025  -26.23   1.032   1.2
27124 22:29:13  685  3528  3734  1025  -26.23   1.032   1.2
27125 22:29:15  685  3528  3734  1025  -26.23   1.032   1.2
27126 22:29:15  685  3528  3734  1025  -26.23   1.032   1.2
27127 22:29:18  685  3528  3734  1025  -26.23   1.032   1.2
27128 22:29:18  685  3528  3734  1025  -26.23   1.032   1.2
27129 22:29:19  685  3528  3734  1025  -26.23   1.032   1.2
27130 22:29:19  685  3528  3734  1025  -26.23   1.032   1.2
27131 22:29:20  685  3528  3734  1025  -26.23   1.032   1.2
27132 22:29:20  685  3528  3734  1025  -26.23   1.032   1.2
27133 22:29:24  685  3528  3734  1025  -26.23   1.032   1.2
27134 22:29:24  685  3528  3734  1025  -26.23   1.032   1.2
27135 22:29:25  685  3528  3734  1025  -26.23   1.032   1.2
27136 22:29:25  685  3528  3734  1025  -26.23   1.032   1.2
27137 22:29:26  685  3528  3734  1025  -26.23   1.032   1.2
27138 22:29:26  685  3528  3734  1025  -26.23   1.032   1.2
27139 22:29:26  685  3528  3734  1025  -26.23   1.032   1.2
27140 22:29:26  685  3528  3734  1025  -26.23   1.032   1.2
27141 22:29:29  685  3528  3734  1025  -26.23   1.032   1.2
27142 22:29:29  685  3528  3734  1025  -26.23   1.032   1.2
27143 22:29:31  685  3528  3734  1025  -26.23   1.032   1.2
27144 22:29:31  685  3528  3734  1025  -26.23   1.032   1.2
27145 22:29:31  685  3528  3734  1025  -26.23   1.032   1.2
27146 22:29:31  685  3528  3734  1025  -26.23   1.032   1.2
27147 22:29:34  685  3528  3734  1025  -26.23   1.032   1.2
27148 22:29:34  685  3528  3734  1025  -26.23   1.032   1.2
27149 22:29:35  685  3528  3734  1025  -26.23   1.032   1.2
27150 22:29:35  685  3528  3734  1025  -26.23   1.032   1.2
27151 22:29:36  685  3528  3734  1025  -26.23   1.032   1.2
